Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Maltento,https://www.crunchbase.com/organization/maltento,"Biotechnology, Farming, Life Science","Cape Town, NA - South Africa, South Africa","Maltento develops future-oriented clean, traceable, consistent, functional-plus nutrition products.","50,066",$1M to $10M,Active,2018-01-01,year,,,,,For Profit,http://www.maltento.com,"Maltento develops future-oriented clean, traceable, consistent, functional-plus nutrition products. Maltento's method is regenerative: They use natural, traceable co-products from agro-processing companies to restore the balance of the precious world while minimizing the impact on scarce natural resources.",,4079029,USD,4079029
Symbiomics,https://www.crunchbase.com/organization/symbiomics,"Agriculture, Biotechnology, Organic","Florianópolis, Santa Catarina, Brazil",Symbiomics is a biotechnology company focused on developing high-performance biologicals containing efficient microbes for agriculture.,"52,638",,Active,2021-01-01,year,,,,,For Profit,https://www.symbiomics.com.br,"Symbiomics provides the next-generation biologicals based on robust-colonizing microbes for plant growth improvement through sequencing technologies, machine learning, and genome editing tools.",Seed,11000000,BRL,2152937
Gênica,https://www.crunchbase.com/organization/gênica,"Agriculture, AgTech, Biotechnology, Farming, GreenTech","Piracicaba, Sao Paulo, Brazil",Gênica manages production system rationally using chemical pesticides and biological tools.,"53,399",,Active,2015-01-01,year,,,,,For Profit,http://www.genica.com.br/site/,"Gênica was born from the proposal of Brazilian researchers and investors, who found in technological innovation and in the use of biotechnology a more efficient and more sustainable alternative for agriculture and livestock. Headquartered at the Technological Park of Piracicaba, the company focuses on research and development of new tools for production management. It also has a production unit in addition to Experimental Unit Fazão Areão USP in partnership with ESALQTec which includes laboratories and a greenhouse for the development of new products. It carries out scientific works in partnership with research institutions.",Early Stage Venture,7313000,USD,7313000
Nat4Bio,https://www.crunchbase.com/organization/nat4bio,"Biotechnology, Fruit","San Miguel De Tucuman, Tucuman, Argentina",Organic coatings that protect produce from spoilage and decay.,"54,566",,Active,2022-01-11,day,,,,,For Profit,https://www.nat4bio.com/,"At NAT4Bio, we develop naturally-sourced coatings that protect produce from spoilage and decay. By leveraging microbial fermentation of selected fungi & bacteria and through carefully designed downstream processes, we obtain cell-free compounds, meaning we use microbes' active principles without the microbes themselves.  Our first product is a natural and edible coating for fresh lemons that could potentially replace the combination of waxes and chemical fungicides. We are also prototyping formulations for blueberries and avocados, and we aim to expand our portfolio to address the needs of every fruit class.",Seed,725000,USD,725000
Héritas,https://www.crunchbase.com/organization/héritas,"Biotechnology, Genetics, Health Diagnostics, Life Science, Wellness","Arenales, Buenos Aires, Argentina",Héritas offers genomic diagnostic services.,"57,219",$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://heritas.com.ar,"Heritas provides genetic testing services. The consumers to improve their nutrition and wellbeing, and clinical diagnostic testing for labs. The company provides services for clinical genomics, oncology, the clinical microbiome,  and reproductive genomics. The company provides services and products based on precision medicine.",Seed,4610777,USD,4610777
Inseco,https://www.crunchbase.com/organization/inseco-e1b1,"Alternative Protein, Animal Feed, Biotechnology, Farming, Life Science, Organic, Sustainability","Cape Town, NA - South Africa, South Africa","Inseco is an insect protein company that provides animal feed, pet food, and crop production.","61,557",$10M to $50M,Active,2017-01-01,year,,,,,For Profit,https://inseco.co.za/,"Inseco has low-value organic by-products into nutritious and long-lasting insect ingredients. The products are used in a variety of industries, including animal feed, pet food, crop production, cosmetics, and pharmaceuticals.",Seed,5300000,USD,5300000
gen-t,https://www.crunchbase.com/organization/gen-t,"Biotechnology, Genetics, Life Science","São Paulo, Sao Paulo, Brazil",Gen-t is a genomics platform for R&D,"64,754",,Active,2021-07-12,day,,,,,For Profit,https://gen-t.science/,"Gen-t is a platform capable of providing the map of genomic research. Gen-t was founded in 2021 and was headquartered in Sao Paulo, Brazil.",Seed,3300000,USD,3300000
BioCertica,https://www.crunchbase.com/organization/biocertica,"Analytics, Biotechnology","Paarl, NA - South Africa, South Africa",BioCertica invested in DNA processing machines and installed it in the central analytics facilities DNA sequencing unit.,"70,236",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://biocertica.com,BioCertica invested in DNA processing machines and installed it in the central analytics facilities' DNA sequencing unit. at the University of stellenbosch.,Seed,2300000,USD,2300000
BioHeuris,https://www.crunchbase.com/organization/bioheuris,Biotechnology,"Rosario, Santa Fe, Argentina",BioHeuris is integrating synthetic biology and gene editing to develop sustainable weed management systems,"72,089",,Active,2016-01-01,year,,,,,For Profit,https://www.bioheuris.com,"Founded in 2016, BioHeuris develops sustainable weed management systems. The company integrates synthetic biology and gene editing to develop next-generation herbicide resistant crops. BioHeuris expects to bring farmers cost-effective tools that delay weed resistance evolution and reduce environmental impact. With its state-of-the-art technology platforms, HEURIK™ and SWAP™ and strategic alliances with seed and chemical companies, BioHeuris is “Empowering crops® for weed control”.",Early Stage Venture,3171000,USD,3171000
Mzansi Meat,https://www.crunchbase.com/organization/mzansi-meat,"Alternative Protein, Biotechnology, Consumer Goods, Product Research","Cape Town, NA - South Africa, South Africa",Mzansi Meat is a cell-cultured meat startup that develops cultured beef.,"72,371",,Active,2000-01-01,year,,,,,For Profit,https://www.mzansimeat.co/,"Mzansi Meat is a food tech company that grows meat directly from cells by developing scalable technology without concerns related to health, climate, or animal welfare. It is a cell-cultured meat startup that develops cultured beef.",Seed,130000,USD,130000
Syocin Biotech,https://www.crunchbase.com/organization/syocin-biotech,"AgTech, Biotechnology","Rosario, Santa Fe, Argentina",Syocin Biotech is focused on improving world fruits and vegetable availability through the development of highly-precise biobactericides.,"75,450",,Active,2019-01-01,year,,,,,For Profit,http://www.syocin.com/,Syocin Biotech is developing a synthetic biology platform for the redesign of natural existing biomolecules to precisely target plant bacterial pathogens that threaten world food availability.,Seed,700000,USD,700000
ByMyCell,https://www.crunchbase.com/organization/bymycell,"Bioinformatics, Biopharma, Biotechnology","Ribeirão Prêto, Minas Gerais, Brazil","ByMyCell is a biotechnology firm that offers metabolic engineering, synthetic biology, genomics, sequenciament, and bioinformatics services.","76,633",,Active,2021-01-01,month,,,,,For Profit,https://bymycell.com.br/,"By My Cell provides sequencing services for the small plant, fungus, and bacterial genomes. They sequence the client's genomic DNA using an Illumina platform, and they also provide third-generation sequencing using an Oxford Nanopore platform with long articles. Additionally, they provide a hybrid genome assembly service that creates genomes by combining short and long reads. Our platform ByMySoill is dedicated to microbiota analysis for precision agriculture and help farms to identify potential and threats in their fields, allowing them to reduce production costs by using precise bioinputs.",,1100000,BRL,222749
Biotimize,https://www.crunchbase.com/organization/biotimize,Biotechnology,"Piracicaba, Sao Paulo, Brazil",Biotechnology as a Service,"77,928",,Active,2016-03-19,day,,,,,For Profit,https://www.biotimize.com.br/,"Biotimize has an innovative business model based on Biotechnology as a Service (BaaS), used to accelerate the development of bio-projects and optimize the processes of products obtained from fermentation, cell cultivation, and enzymatic reactions. Through BaaS, we provide crucial knowledge, structure, and products/technologies to enable the arrival of bio-products to society. We act from the conception of the research project to the elaboration of the industrial platform necessary for the implementation of the production process on commercial scales. We will be the first CDMO of Latin America.",Early Stage Venture,30000000,USD,30000000
Cor.Sync,https://www.crunchbase.com/organization/cor-sync,"Biotechnology, Health Care, Health Diagnostics, Life Science","São Paulo, Sao Paulo, Brazil",A complete solution for ischemic cardiovascular deseases diagnosis at the emergency care,"87,120",,Active,2019-10-15,day,,,,,For Profit,https://www.cor-sync.com/,"Cor.Sync is a complete solution for ischemic cardiovascular deseases diagnosis at the emergency care, with a point of care device that measures troponin levels with lab accuracy in only 8 minutes, along with a clinical decision aid platform, that uses a machine learning algorithm to analyze the test result and provide a dashboard with insight to support evidence-based medicine.",Seed,5020000,BRL,1153733
Food4You,https://www.crunchbase.com/organization/food4you,"Biotechnology, Food and Beverage, Food Processing, Organic Food, Plant-Based Foods","Salta, Salta, Argentina",Food4You is a biotech platform that offers natural ingredients for plant-based food.,"87,417",,Active,2021-07-01,month,,,,,For Profit,https://food4you.bio/,"Food4You is a biotech platform that offers natural ingredients for plant-based food, using fermentation as a tool to improve different characteristics",Seed,325000,USD,325000
Mycorium Biotech,https://www.crunchbase.com/organization/mycorium-biotech,"Advanced Materials, Biotechnology, Fashion, Manufacturing, Natural Resources, Product Research, Sustainability","Rosario, Santa Fe, Argentina",Developing mycelium-based leather,"87,662",,Active,2022-01-01,year,,,,,For Profit,https://mycoriumbiotech.com/,"Mycorium Biotech is a fungal biotech platform with a circular concept. Currently, we are developing an alternative biomaterial to synthetic leather. The fashion industry is in the midst of a sustainability crisis; it's the second most polluting on the planet, and it demands abandoning plastics. In line with SDG 12, we aim to promote responsible production and consumption through science. Join us on our journey to create a better and more sustainable fashion future info@mycoriumbiotech.com",Seed,250000,USD,250000
Decoy Smart Control,https://www.crunchbase.com/organization/decoy-smart-control,Biotechnology,"Ribeirão Prêto, Minas Gerais, Brazil",Decoy Smart Control is biological solutions developer for pest control.,"91,601",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.decoysmart.com/,Decoy Smart Control is biological solutions developer for pest control.,Seed,9810000,BRL,2003348
GlobalYeast,https://www.crunchbase.com/organization/globalyeast,"Biotechnology, Chemical, Industrial","São Paulo, Sao Paulo, Brazil",GlobalYeast is a biotechnology startup focused on developing and deploying products and solutions for the industry.,"92,069",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://www.globalyeast.com,"GlobalYeast is a Belgian-Brazilian biotechnology startup focused on developing and deploying products and solutions for the fermentation industry. Base operations are strategically placed in both countries to better serve their clients globally. Their unique insight into fermentation processes is based on their strong knowledge of yeast metabolism and genetics and on applied research at the frontier of these sciences. Combined with their industrial know-how from years of experience in the Brazilian ethanol industry and multiple collaborations with yeast and fermentation industries world-wide, they are well equipped to understand their client’s needs and to deliver tangible results. GlobalYeast provides unique products and services to key markets of the bio-based economy.",Early Stage Venture,6774000,USD,6774000
FeedVax,https://www.crunchbase.com/organization/feedvax,"Animal Feed, Aquaculture, Biotechnology, Farming, Health Diagnostics, Product Design","Buenos Aires, Distrito Federal, Argentina",Oral vaccines for farmed animals. Vaccination simple and hassle free.,"92,286",,Active,2018-01-01,year,,,,,For Profit,https://www.feedvax.com/,"In FeedVax we are determined to revolutionize animal production from the inside: we hack classic production processes to get results with true sustainable impact. As rebel scientists, we are convinced that we can transform animal production. This conviction allows us to offer producers easy and practical tools to achieve greater efficiency with accurate animal production. Our first product is an oral vaccine against streptococcosis in tilapia, one of the most farmed fish in the world.",Seed,909420,USD,909420
@Tech,https://www.crunchbase.com/organization/tech-8140,"Agriculture, Artificial Intelligence (AI), Biotechnology, Consulting, Farming, Livestock, Machine Learning, Software, Training","Piracicaba, Sao Paulo, Brazil","@Tech employs AI, data science, and IoT tech to integrate supply chains and enhance value creation in the animal protein industry.","93,029",,Active,2013-01-01,year,,,,,For Profit,https://techsavvyguide.net,"@Tech is a company that employs AI, data science, and IoT tech to integrate supply chains and enhance value creation in the animal protein industry. It also provides technological solutions for agriculture, aiming to improve sustainable food production. The company creates software solutions through research, development, and innovation, which generate value for the agricultural network. Its main solution is BeefTrader - a market intelligence platform that helps producers and slaughterhouses to identify the optimal time to trade cattle from the individual profit curve. The curve is formed by market information and monitoring by sensors in real-time for each animal. In 2013, Tiago Albertini established the company in Piracicaba, Sao Paulo.",Seed,,USD,
Ventrix,https://www.crunchbase.com/organization/ventrix-2,"Biotechnology, Health Care, Medical","Santa Rita Do Sapucaí, Minas Gerais, Brazil",Ventrix is a health tech company that focuses on telemedicine and cardio monitoring applications.,"96,100",Less than $1M,Active,2005-01-01,day,,,,,For Profit,http://www.ventrix.com.br,"Ventrix is a health tech company that focuses on telemedicine and cardio monitoring applications. Founded in 2005 in Cotia - SP, and with a factory in Itajubá - MG, Ventrix, an essentially Brazilian company, focuses on the development, production and marketing of innovative medical equipment and systems.",Seed,5000000,BRL,1770907
Gisens Biotech,https://www.crunchbase.com/organization/gisens-biotech,"Biotechnology, Electronics, Health Care, Health Diagnostics, Life Science, Nanotechnology","Buenos Aires, Distrito Federal, Argentina",Gisens Biotech provides bioelectronics and nanotechnology services.,"98,680",,Active,2019-08-31,day,,,,,For Profit,http://www.gisensbiotech.com,"Gisens Biotech is a biotechnology firm focused on bioelectronics and nanotechnology. Its team is distinguished by a proactive and creative approach to problem-solving, and it employs technology to achieve its objectives. The Nano-Lab, a portable diagnostic device capable of measuring and controlling various biomarkers, is one of their key products. With just a small sample of blood, urine, or saliva, this device can provide real-time measurements of marker concentrations. The Nano-Lab, with its high level of accuracy and portability, has the potential to revolutionize how biomarker measurements are performed and interpreted.",Seed,418500,USD,418500
converger.ai,https://www.crunchbase.com/organization/converger-ai,"Bioinformatics, Biotechnology","Johannesburg, NA - South Africa, South Africa",PaaS - intelligent data analytics to improve health,"99,303",,Active,2023-01-01,year,,,,,For Profit,https://www.converger.ai,"We are a biotechnology company that uses novel analytics to unlock the secrets of human genetic diversity, helping prevent, diagnose and treat disease.",Seed,205125,USD,205125
MariHealth Solutions (RF) (PTY) LTD,https://www.crunchbase.com/organization/marihealth-solutions-pty-ltd,"AgTech, Aquaculture, Biotechnology, Marine Technology","Cape Town, NA - South Africa, South Africa",Aquaculture Health Management,"99,350",,Active,2021-10-01,month,,,,,For Profit,https://www.marihealthsolutions.com,"MariHealth Solutions is a marine biotech startup from South Africa, operating in the aquaculture healthcare sector. Currently, more than half the seafood we consume comes from aquaculture, and it is predicted that by 2030, 60% of the growing demand for high protein content foods will be met by aquaculture. However, aquaculture is not immune to unsustainable practices and high costs. For example, animal feeds for farmed fish account for up to 60% of the total production costs in commercial farming, while intensive farming is the main driver of animal stress, with disease outbreaks being responsible for 30-80% of losses. To solve this, MariHealth Solutions is leveraging biotechnology by developing a diagnostic molecular screening tool for effectively and proactively monitoring the impact of farming operations on farmed fish and shellfish. This will ultimately enable vets, farmers, and fish feed companies in optimizing farming operations and nutrition to reduce animal stress and disease outbreaks. In the long-term, this seeks to ensure a more sustainable approach to farming seafood by enabling the reduction of production costs and mitigating feed waste.",Seed,595300,USD,595300
Qumir nano,https://www.crunchbase.com/organization/qumir-nano,"Agriculture, AgTech, Biotechnology, Farming, Nanotechnology","Buenos Aires, Distrito Federal, Argentina",Qumir nano is a bio-nanotech platform for sustainable agriculture.,"99,558",,Active,2022-09-01,month,,,,,For Profit,https://www.qumirnano.com,We have created a cutting-edge bio-nanotechnology platform that generates various types of nanoparticles with applications in agriculture. Our approach harnesses the power of nanotechnology while also utilizing the distinctive attributes of carefully selected microorganisms.,Seed,200000,USD,200000
Nanox,https://www.crunchbase.com/organization/nanoxclean,"Biotechnology, Chemical, Consumer Goods, Nanotechnology, Textiles","São Carlos, Rondonia, Brazil","Nanox produces solutions for antimicrobial protection of natural and specific action against germs, bacteria, and other microorganisms.","99,611",Less than $1M,Active,2004-07-27,day,,,,,For Profit,https://en.nanox.com.br,"Nanox produces solutions for antimicrobial protection of natural and specific action against germs, bacteria, and other microorganisms. Its technology can be incorporated into products through processes additives such as resins, paints, varnishes and enamels, painting spray, and painting by dip-coating. The company produces antimicrobial treatment products for floors and ceramic tiles, water tanks, furniture and utensils, drinkers, air conditioners, paints and varnishes, mats and processing lines, trays, laminates and vinyl, and more. Nanox was founded on 2004 and is based in São Carlos, Brazil.",Seed,2500000,BRL,766791
Biosens,https://www.crunchbase.com/organization/biosens,"Advanced Materials, Biotechnology, Genetics, Health Care, Health Diagnostics, Manufacturing, Medical, Medical Device, Nanotechnology","São Leopoldo, Rio Grande do Sul, Brazil",Biosens the next generation diagnostics at your fingertips.,"99,812",,Active,2020-05-12,day,,,,,For Profit,https://www.biosens.tech,"Biosens is a deeptech (science and technology based) healthtech company that operates in the research, development, production and commercialization of point-of-care diagnostics. We have the vision to revolutionize healthcare through scientific and technological solutions to improve patient experience and quality of life. Our mission is to boost access to quality, accessible, reliable and economical diagnoses, bringing agility in laboratory diagnosis and medical decision-making with the use of biosensors.",Seed,1000000,BRL,198079
Promip,https://www.crunchbase.com/organization/promip-agro-biotecnologia,"Agriculture, Biotechnology, Farming","Limeira, Santa Catarina, Brazil",Promip provides biological products and research services for integrated pest management programs.,"99,903",,Active,2006-06-01,day,,,,,For Profit,http://www.promip.agr.br,"Promip is developing cutting edge technology for largescale production and distribution of stingless bees, predatory mite and parasite wasps. The company offers the most complete biotech solution for farmers who seek sustainable forms of Integrated Pest Management for It boasts the only Brazilian biofactory  for predatory mites that complement agrochemicals & GMO seeds in pest, disease and harmful plant control, seeking to improve agricultural productivity.",,6206319,USD,6206319
Neoprospecta,https://www.crunchbase.com/organization/neoprospecta,"Analytics, Bioinformatics, Biotechnology, Genetics, Health Care, Life Science","Florianópolis, Santa Catarina, Brazil",Neoprospecta uses high-throughput genomic sequencing and large scale bioinformatics.,"103,393",$1M to $10M,Active,2011-01-21,day,,,,,For Profit,http://neoprospecta.com,"Neoprospecta, a contract research company, uses high-throughput genomic sequencing and large scale bioinformatics to find new genes, enzymes, and other proteins from the biodiversity. It specializes in bioprospecting of new enzymes, peptides, and other proteins.  Neoprospecta offers custom metagenomic bioprospection, contract research, enzyme development, and conservation biology services. Luiz Fernando Valter de Oliveira, Luiz Felipe Valter de Oliveira, Ronaldo Mota, and Marcos Carvalho founded it on January 21, 2011, with its headquarters in Florianópolis in Brazil.",Seed,4500000,BRL,2024997
ToLife,https://www.crunchbase.com/organization/tolife,"Biotechnology, Information Services, Information Technology, Innovation Management, Software","Belo Horizonte, Minas Gerais, Brazil",ToLife develops innovative technological solutions for the health industry.,"106,444",$10M to $50M,Active,2009-01-01,year,,,,,For Profit,http://www.tolife.com.br/,"ToLife develops innovative technological solutions for the health industry. Founded in 2009, the company is today a reference in innovation and excellence. By guaranteeing the organization of urgent and emergency care, its performance stands out in the entrepreneurial field for the potential of growth and impact in society. From a structured implementation process, specialized team and best management practices, ToLife's business model offers a unique solution that integrates equipment, software and services, leading to innovation and agility to the technological management of health.",,8000000,BRL,3535724
