Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Avantium,https://www.crunchbase.com/organization/avantium-technologies,"Biotechnology, Chemical, Pharmaceutical, Renewable Energy","Amsterdam, Noord-Holland, The Netherlands","Avantium Technologies provides high-throughput R&D technologies for applications in the energy, chemicals and pharmaceutical industries.","14,136",$1M to $10M,Active,2000-01-01,year,2017-03-16,day,,,For Profit,http://www.avantium.com,"Avantium is a leading technology company specialized in advanced high-throughput R&D for applications in the energy, chemicals and pharmaceutical industries. The company's headquarters and laboratories are located in Amsterdam, in the Netherlands. Avantium's proprietary high-throughput technology enables a faster and more cost-effective development of new and improved products and production processes. Using its unique rational approach towards the design of experiments and data analysis, Avantium is capable of accomplishing innovations with superior success rate. Avantium has demonstrated the validity and commercial viability of its technology by successfully providing research services and tools to more than 70 companies worldwide, including many industry leaders. The company's mission is to increase the success rate and economics of product and process development. Building on its expertise and track record in the energy, chemicals and pharmaceutical industries, Avantium focuses on developing products in two fields: new biofuels and bio-based chemicals, and new crystal forms of marketed drugs under patent. Avantium's strategy is to progress its development programs and exploit the commercial value of its expanding patent portfolio by securing value-adding partnerships during the coming years. Avantium seeks continuous expansion of its profitable services and tools business. Avantium has assembled a team of highly educated professionals who are experts in catalysis, crystallography, organic chemistry, engineering of robotic systems, process engineering, statistics, cheminformatics and software development. Its teams collaborate closely with partner R&D organizations.",IPO,199790571,USD,199790571
LUMICKS,https://www.crunchbase.com/organization/lumicks,"Biotechnology, Life Science, Medical Device, Oncology","Amsterdam, Noord-Holland, The Netherlands",LUMICKS provides single-molecule analysis technologies for cancer research and immunotherapy.,"14,295",$1M to $10M,Active,2014-03-01,month,,,,,For Profit,https://lumicks.com,"LUMICKS delivers state-of-the-art technologies for the study of biology and cancer at the single-molecule and single-cell levels. It aims to build the unfinished bridge between structure and function at the molecular and cellular levels. Using its product C-Trap Optical Tweezers, Fluorescence Microscopy, scientists are able to analyze complex biological processes in real-time. Similarly, the z-Movi Cell Avidity Analyzer enables the measurement and selection of immune cells based on their real-time interactions with target cells.",Late Stage Venture,77850000,EUR,93277789
Onward,https://www.crunchbase.com/organization/gtx-medical,"Biotechnology, Health Care, Machinery Manufacturing, Medical, Medical Device, Therapeutics","Eindhoven, Noord-Brabant, The Netherlands",Onward develops an Implantable Neuro-stimulation System (INS) with real-time motion feedback and uses training tools.,"15,370",$10M to $50M,Active,2014-01-01,year,2021-10-21,day,,,For Profit,https://www.onwd.com/,Onward is developing an Implantable Neuro-stimulation System (INS) with real-time motion feedback and uses training tools to rehabilitate patients suffering from neurological disorders such as spinal cord injury (SCI).,IPO,74318125,USD,74318125
Farmless,https://www.crunchbase.com/organization/farmless,"Biotechnology, Farming, Food and Beverage","Amsterdam, Noord-Holland, The Netherlands",Planet friendly proteins made from renewable energy through fermentation.,"16,642",,Active,2022-09-01,month,,,,,For Profit,https://farmless.com,"A farmless fermentation platform has the potential to create an entirely new food repertoire, producing proteins, carbohydrates, beneficial fats, vitamins, and minerals from the ground up,"" explained Oner. ""We are creating a new interface between food and electricity by domesticating microbes chosen for their food properties and ability to grow on renewable energy-based feedstocks.",Seed,6000000,EUR,6499298
Tagworks Pharmaceuticals,https://www.crunchbase.com/organization/tagworks-pharmaceuticals,"Biotechnology, Health Care, Medical, Pharmaceutical","Nijmegen, Gelderland, The Netherlands",Tagworks Pharmaceuticals is a privately held biotech company,"16,988",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://www.tagworkspharma.com/,"Tagworks Pharmaceuticals is a privately held biotech company based in the Netherlands. Tagworks develops In vivo chemistry to improve the efficacy of cancer therapies and to enable novel approaches in companion diagnostics. The company’s facilities are located at the Radboud University Medical Center in Nijmegen. Founded in 2011, Tagworks is a spin-out of Philips Healthcare, and originates from Philips’ molecular imaging expertise.",Early Stage Venture,65000000,USD,65000000
Agendia,https://www.crunchbase.com/organization/agendia,"Biotechnology, Genetics, Health Care, Health Diagnostics, Life Science, Medical","Amsterdam, Noord-Holland, The Netherlands",Agendia provides molecular diagnostics and personalized treatment plans for cancer patients.,"16,993",$10M to $50M,Active,2003-01-01,year,,,,,For Profit,http://www.agendia.com,"Agendia's molecular diagnostic technology provides cancer patients and their physicians with a glimpse into their genome, answers to the most pressing questions and enables personalized treatment plans. Agendia’s breast cancer tests were developed using an unbiased gene selection by analyzing the complete human genome.  Agendia’s tests can help physicians assess a patient’s individual risk for metastasis, which patients may benefit from chemo, hormonal or combination therapy, and which patients may not require these treatments and can instead be treated with other, less arduous and less costly methods.",Private Equity,182340524,USD,182340524
RiboPro,https://www.crunchbase.com/organization/ribopro,"Biotechnology, Clinical Trials, Health Diagnostics","Oss, Noord-Brabant, The Netherlands","RiboPro is a biotechnology company that specializes in molecular biology, clinical trials, and health diagnostic services.","17,423",,Active,2020-01-01,year,,,,,For Profit,https://ribopro.eu/,,Seed,3100000,EUR,3516938
Qorium,https://www.crunchbase.com/organization/qorium,Biotechnology,"Maastricht, Limburg, The Netherlands","Qorium is a biotech company that provides premium, cell-cultured collagen-based leather.","17,609",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://www.qorium.earth/,"Qorium is a biotech company that provides premium, cell-cultured collagen-based leather.",,2600000,EUR,3088216
UniQure,https://www.crunchbase.com/organization/uniqure,"Biotechnology, Genetics, Health Care, Medical","Amsterdam, Noord-Holland, The Netherlands",uniQure is focused on the research and early development of human gene-based therapies.,"18,380",$1M to $10M,Active,1998-01-01,year,2014-02-06,day,,,For Profit,http://www.uniqure.com,"uniQure is a leader in the field of gene therapy and had developed the first and currently the only gene therapy product to receive regulatory approval in the European Union. Gene therapy offers the prospect of long-term and potentially curative benefit to patients with genetic or acquired diseases by directing the expression of a therapeutic protein or restoring the expression of a missing protein through a single administration. Our first product, Glybera, was approved by the European Commission in October 2012 under exceptional circumstances for the treatment of a subset of patients with lipoprotein lipase deficiency, or LPLD, a potentially life-threatening, orphan metabolic disease. We are also developing a pipeline of additional adeno-associated virus (AAV)-based gene therapies through multiple collaborations. We develop our gene therapies using our innovative, modular technology platform, including our proprietary manufacturing process. We initially are focused on orphan diseases but believe that we will also be able to develop gene therapies targeting chronic and degenerative diseases that affect larger populations.",IPO,167000000,USD,167000000
Mimetas,https://www.crunchbase.com/organization/mimetas,"3D Technology, Biotechnology, Health Care, Information Technology","Leiden, Zuid-Holland, The Netherlands","MIMETAS develops organ-on-a-chip tissue- and disease models for better, more reliable, and tailored medicines.","19,851",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://mimetas.com,"MIMETAS develops predictive Organ-on-a-Chip cell culture models for better, more reliable and tailored medicines. A significant gap exist between the predictive value of various in vitro and animal screening models and a patient. MIMETAS fills this gap with its OrganoPlates featuring organotypic screening models that have an improved predictability and can be screened at a high throughput.",Early Stage Venture,32355321,USD,32355321
NorthSea Therapeutics,https://www.crunchbase.com/organization/northsea-therapeutics,"Biotechnology, Health Care, Therapeutics","Naarden, Noord-Holland, The Netherlands","NorthSea Therapeutics is a clinical-stage biotech company developing first-in class, oral, structurally-engineered lipid therapeutics.","20,075",$1M to $10M,Active,2017-11-17,day,,,,,For Profit,https://www.northseatherapeutics.com/,"NorthSea Therapeutics is a clinical-stage biotech company developing first-in class, oral, structurally-engineered lipid therapeutics. The team leverages Structurally Engineered Fatty Acid (SEFA) technology to develop novel and unique therapeutic approaches targeting metabolic, inflammatory and fibrotic diseases. The SEFA technology has generated pipeline candidates with a broad array of inter- and independent biological effects, improving dyslipidemia, insulin resistance, hepatic inflammation and fibrosis in diverse models.",Late Stage Venture,149363243,USD,149363243
Scenic Biotech,https://www.crunchbase.com/organization/scenic-biotech,"Biometrics, Biotechnology, Collaborative Consumption, Life Science","Amsterdam, Noord-Holland, The Netherlands",Scenic Biotech is a developer of a genomics and immunotherapy technologies created to unlock genetic suppressors.,"22,934",,Active,2017-01-01,year,,,,,For Profit,http://www.scenicbiotech.com/,"Scenic Biotech is a developer of a genomics and immunotherapy technologies created to unlock genetic suppressors as a new class of drug targets.The company's immunotherapy technologies tackle diseases on the genetic level and focuses on disease suppressing genes., it uses genomics to develop innovative therapies for patients affected by severe diseases.",Early Stage Venture,37600000,EUR,41661706
Micreos,https://www.crunchbase.com/organization/micreos,"Biotechnology, Health Care, Product Design, Product Research","Wageningen, Gelderland, The Netherlands","Micreos, a Wageningen, The Netherlands-based developer of phage technology for targeted control of bacteria.","26,123",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,http://www.micreos.com,"According to the World Health Organization (WHO)  emergence of antibiotic-resistant 'superbugs' is now a global concern, which can spell the end of modern medicine and a return to the days when routine operations, simple wounds or straightforward infections were potentially life-threatening.  On the other hand scientists have come to realize that the vast majority of bacteria is beneficial and should be left intact. Antibiotics do not distinguish between bad and good  bacteria and their use can lead to side effects and resistance.  Micreos develops the world's first targeted antibacterial products, set to replace antibiotics. With Micreos' endolysin technology, for the first time it is possible to kill only the unwanted bacteria - including antibiotic resistant strains such as MRSA - while leaving our microbiome - comprising billions of beneficial bacteria on our skin and in our gut - intact. In addition, research shows that the use of endolysins does not induce resistance. This unlocks a completely new approach in dealing with the bacteria around us: killing the bad bacteria and preserving the microbiome.  Micreos' Staphefekt SA.100 is an enzyme (endolysin), that targets only Staphylococcus aureus. Marketed under the Gladskin brand, it is the world's first endolysin registered for human use and has had a life-changing impact for thousands of people suffering from inflammatory skin conditions such as eczema, inflammatory acne and rosacea and resistant wound infections (see www.gladskin.com).  A series of pharmaceutical products based on the endolysin XZ.700 - also targeting S. aureus - is in clinical development. First indications include: atopic dermatitis, diabetic wound infections and folliculitis.    Micreos has also developed FDA-approved food safety products: 'Phageguard S' against Salmonella and 'Phageguard L' against Listeria monocytogenes, which is especially dangerous for pregnant women and for the elderly and immuno-compromised (www.phageguard.com).",,96100000,EUR,105716466
Ncardia,https://www.crunchbase.com/organization/pluriomics,"Biotechnology, Health Care, Medical, Pharmaceutical","Leiden, Zuid-Holland, The Netherlands",Ncardia is an Operator of a biotechnology company intended to expedite drug discovery and development process.,"28,815",,Active,2010-01-01,year,,,,,For Profit,http://www.ncardia.com/,"Ncardia is an Operator of a biotechnology company intended to expedite drug discovery and development process.The company uses hiPSC stem cell technology to develop predictive human cellular assay systems for safety and efficacy testing of drug candidates as well as enhance cardiovascular and neural drug screening, enabling researchers to bring predictive human disease biology and accelerate drug discovery.",,83716684,USD,83716684
Paques Biomaterials,https://www.crunchbase.com/organization/paques-biomaterials,Biotechnology,"Balk, Friesland, The Netherlands",Paques Biomaterials provides a solution to microplastics.,"29,848",,Active,2021-01-01,year,,,,,For Profit,https://www.paquesbiomaterials.nl,Paques Biomaterials provides a solution to microplastics. It developed a technique for generating PHA polymers using circular feedstocks.,Seed,14000000,EUR,15209010
Orexa,https://www.crunchbase.com/organization/orexa,"Biotechnology, Food and Beverage, Medical, Pharmaceutical","Oss, Noord-Brabant, The Netherlands",Orexa is a pharmaceutical company that provides therapeutics to increase food intake.,"32,206",,Active,2016-01-01,day,,,,,For Profit,https://orexa.eu/,"Orexa is a pharmaceutical company that provides therapeutics to increase food intake. Its main ingredient is a human-use oral formulation that is proprietary and based on a well-known anesthetic. The company's invention is based on several well-known anesthetics with a well-established safety profile. These anesthetics are typically administered by injection, but Orexa's research demonstrates that they can also be administered orally with a local mode of action.",,3355000,EUR,3557174
Fagron SA,https://www.crunchbase.com/organization/fagron-inc,"Biotechnology, Health Care, Medical, Pharmaceutical","Rotterdam, Zuid-Holland, The Netherlands","Fagron is a pharmaceutical company specializing in chemicals, equipment, and supplies solutions.","32,402",$100M to $500M,Active,1990-01-01,year,2007-10-12,day,,,For Profit,https://fagron.com/,"Fagron is the global pharmaceutical compounding company, bringing customized pharmaceutical care to hospitals, pharmacies, clinics and patients in 34 countries worldwide. ",IPO,220000000,EUR,239088075
In Ovo,https://www.crunchbase.com/organization/in-ovo,"Biotechnology, Health Care, Sustainability, Veterinary","Leiden, Zuid-Holland, The Netherlands",In Ovo combines animal welfare and efficiency by offering biotechnological solutions to the poultry industry.,"32,896",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://inovo.nl/,"In Ovo combines animal welfare and efficiency by offering biotechnological solutions to the poultry industry. We currently focus on a long existing problem in hatcheries: The culling of one day old male chickens. Our solution, a gender screening in the first half of the breeding process, has several advantages. It prevents a lot of stress the chickens experience during the current manual gender sorting process, it reduces the energy consumption and CO2 emission of the hatchery and prevents the need to kill one day old chickens. This way, we make hatcheries more animal friendly and sustainable, and increase the efficiency at the same time.",Early Stage Venture,74271429,EUR,80666909
SkylineDx,https://www.crunchbase.com/organization/skylinedx,"Biotechnology, Health Care, Health Diagnostics","Rotterdam, Zuid-Holland, The Netherlands","SkylineDx is a pioneer in the field of molecular diagnostics through developing and commercializing innovative, signature-based diagnostics.","35,156",$1M to $10M,Active,2005-01-01,year,,,,,For Profit,http://www.skylinedx.com/,"SkylineDx is an emerging commercial-stage company focused on the development and commercialization of innovative gene signature-based diagnostic tests, which assist healthcare professionals in making personalized treatment decisions for individual patients. These tests are designed to accurately determine the type or status of the disease or to predict a patient’s response to a specific treatment. ",,20000000,EUR,21927012
Citryll,https://www.crunchbase.com/organization/citryll,"Biopharma, Biotechnology, Medical, Medical Device, Neuroscience","Oss, Noord-Brabant, The Netherlands",Citryll is a developer of pharmaceutical drugs used to treat autoimmune and other human diseases.,"35,805",,Active,2015-01-01,year,,,,,For Profit,http://citryll.com/,"Citryll is a private pharmaceutical company that develops pharmaceutical drugs used to treat autoimmune and other human diseases. The company offers formation, function, and clearance of NETs downstream of the protein citrullination pathway catalyzed by Peptidylarginine Deiminase (PAD) enzymes that enable doctors to help in the treatment of lupus, vasculitis, pulmonary fibrosis, rheumatoid arthritis and organ damage due to sepsis. Citryll was established in 2015 and is headquartered in Oss, The Netherlands.",Early Stage Venture,18500000,EUR,20789437
Revyve,https://www.crunchbase.com/organization/fumi-ingredients,"Biotechnology, Food and Beverage, Food Processing","Wageningen, Gelderland, The Netherlands",Revyve produces animal-free food ingredients from microorganisms.,"36,164",,Active,2019-01-01,day,,,,,For Profit,https://revyve.bio,"Revyve produces animal-free food ingredients from microorganisms. The company's premium ingredients include emulsifiers, heat-set gels, and foaming agents. It helps customers with special protein functionality requests.",Early Stage Venture,8535000,EUR,9399883
Solynta,https://www.crunchbase.com/organization/solynta,"Agriculture, AgTech, Biotechnology","Wageningen, Gelderland, The Netherlands","Solynta is a breeding and biotechnology company based in Wageningen, the Netherlands.","37,417",$1M to $10M,Active,2007-09-14,day,,,,,For Profit,http://www.solynta.com,"Solynta is a breeding and biotechnology company based in Wageningen, the Netherlands – the home town of one of the leading agricultural research institutions in the world. The company develops and applies new breeding technologies to convert potatoes into a hybrid crop. Hybrid potato varieties with superior traits and performance are being generated at a speed that is vastly greater than what can be achieved by traditional breeding. In addition, hybrid potatoes will allow sexual seed propagation, greatly enhancing the speed of product developments and providing tremendous logistical and phytosanitary advantages to the potato industry. ",Late Stage Venture,39560000,EUR,46310965
The Protein Brewery,https://www.crunchbase.com/organization/the-protein-brewery-ed86,"Biotechnology, Food Processing, Life Science","Breda, Noord-Brabant, The Netherlands",The Protein Brewery specializes in developing and making animal-free-based protein in a sustainable way.,"37,658",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.theproteinbrewery.nl/,"The Protein Brewery is a high-tech company that specializes in developing and making animal-free- based protein in a sustainable way. It's a spin-out from BioscienZ and is commercializing innovative protein production using fermentation. It was founded by Wim de Laat in 2019 and is based in Breda, Noord-Brabant, The Netherlands.",Early Stage Venture,22000000,EUR,25876386
EV Biotech,https://www.crunchbase.com/organization/ev-biotech,"Biotechnology, Cosmetics, Food and Beverage, Nutrition, Personal Care and Hygiene","Groningen, Groningen, The Netherlands",EV Biotech specializes in developing microbial cell factories for industrial production of chemicals and proteins.,"37,908",,Active,2018-07-25,day,,,,,For Profit,http://www.evbio.tech,We believe that with the current technology society is on the verge of creating a bio-based economy. EV Biotech will evolve the chemical feedstock market by revolutionizing the methods of microbial cell factory strain engineering; hereby shifting the chemical market from petrochemical-based to biological-based chemical production. A revolutionary step for a more sustainable world.,Seed,5600000,EUR,6162692
AM Pharma,https://www.crunchbase.com/organization/am-pharma,"Biopharma, Biotechnology, Health Care, Medical, Pharmaceutical","Bunnik, Utrecht, The Netherlands",AM-Pharma is a biopharmaceutical company focused on the development of therapeutics to treat inflammatory and infectious diseases.,"39,650",,Active,2000-01-01,year,,,,,For Profit,http://www.am-pharma.com/,"AM-Pharma B.V., a biopharmaceutical company, engages in the development and commercialization of therapeutics for human use in the Netherlands. It focuses in the pre-clinical and clinical development of novel therapeutics to treat inflammatory and infectious diseases. The company develops products based on endogenous proteins and protein derived peptides, as well as molecules that naturally occur in the human body. Its products include alkaline phosphatase for treatment of acute kidney injury and ulcerative colitis; and immune response amplifying peptide hLF1-11 for the treatment of drug resistant hospital acquired infections. The company was founded in 2000 and is headquartered in Bunnik, the Netherlands.",,207540000,EUR,241604030
Kiadis Pharma,https://www.crunchbase.com/organization/kiadis-pharma,"Biopharma, Biotechnology, Pharmaceutical","Amsterdam, Noord-Holland, The Netherlands",Kiadis Pharma is a biopharmaceutical company offering novel treatment options for terminally ill cancer patients.,"40,403",$10M to $50M,Active,1997-01-01,year,2015-07-10,day,,,For Profit,http://kiadis.com,"Kiadis Pharma is a biopharmaceutical company focused on complications and limitations of hematopoietic stem cell transplants in blood cancer patients. The company has three blood cancer products in clinical development that offer novel treatment options for terminally ill cancer patients addressing high-unmet medical needs. Kiadis Pharma is headquartered in Amsterdam, The Netherlands.",M&A,73010000,EUR,88870038
Batavia Biosciences,https://www.crunchbase.com/organization/batavia-biosciences,"Biotechnology, Genetics, Manufacturing","Leiden, Zuid-Holland, The Netherlands",Batavia Biosciences focuses on accelerating the transition of biopharmaceutical product,"40,535",$10M to $50M,Active,2010-01-01,year,,,,,For Profit,http://www.bataviabiosciences.com/,"Batavia Biosciences focuses on accelerating the transition of biopharmaceutical product candidates from discovery to the clinic with improved success and lower cost. Our services cover candidate selection, production of research materials, upstream and downstream process development, assay development, product characterization and clinical manufacturing and release. Batavia Biosciences has successfully worked on viral and bacterial vaccines, recombinant proteins, antibodies and gene therapy products. Unique technologies such as STEP® protein expression technology and SCOUT® high throughput process technology accelerate timelines and reduce costs.",,8000000,USD,8000000
ChainCraft,https://www.crunchbase.com/organization/chaincraft,"Agriculture, Biotechnology, Manufacturing","Amsterdam, Noord-Holland, The Netherlands",ChainCraft is turning chemistry circular by providing sustainable chemicals to improve our daily lives,"42,222",$1M to $10M,Active,2010-05-20,day,,,,,For Profit,http://www.chaincraft.com,ChainCraft develops mixed culture fermentation technologies in order to produce sustainable biobased chemicals that are able to compete with current state of the industry-produced chemicals.,Late Stage Venture,18500000,EUR,19850297
ISA Pharmaceuticals,https://www.crunchbase.com/organization/isa-pharmaceuticals,"Biotechnology, Medical","Leiden, Zuid-Holland, The Netherlands",ISA Pharmaceuticals is a developer of synthetic therapeutic vaccines designed to provide treatment for cancer.,"42,601",,Active,2004-01-01,year,,,,,For Profit,http://www.isa-pharma.com,"ISA Pharmaceuticals B.V. is a clinical-stage immunotherapy company developing rationally designed, fully synthetic immunotherapeutics against cancer and persistent virus infections. The Company has built a proprietary immunotherapy platform based on its Synthetic Long Peptide (SLP®) concept and its AMPLIVANT® technology. SLP® immunotherapies are designed to fully harness and direct the body’s own defense mechanisms towards fighting the disease, either alone or in combination with existing therapies.",,54000000,EUR,63179839
Delta Diagnostics,https://www.crunchbase.com/organization/delta-diagnostics,Biotechnology,"Rotterdam, Zuid-Holland, The Netherlands",Delta Diagnostics is a biotech company that creates highly sensitive and selective biosensors using integrated photonics.,"42,858",,Active,2018-03-19,day,,,,,For Profit,https://deltadiagnostics.nl/,"The company Delta Diagnostics was founded in 2018 as a spin-off from TNO – The Netherlands Organisation for Applied Scientific Research. It commercializes the patented biosensor technology that has been developed at the Optics department of TNO. Delta Diagnostics believes that the availability of its rapid, sensitive and low-cost biosensors and instruments will lead to new discoveries in Life Sciences, and ultimately to novel diagnostics that rely on accurate concentration measurement of a panel of biomarkers within minutes.",Early Stage Venture,5521429,EUR,6060100
Lapsi Health,https://www.crunchbase.com/organization/lapsi-health,"Biotechnology, Health Care, Home Health Care, Medical Device, Personal Health","Amsterdam, Noord-Holland, The Netherlands",Lapsi Health is a Medical Technology company developing Digital Biomarkers from medical sound analytics.,"43,662",,Active,2022-01-01,month,,,,,For Profit,https://lapsihealth.com/,"Lapsi Health is a creator of biomarker technology for clinical medicine in the future. The company focuses on creating cutting-edge technology that improves the use of data in medicine and enables the healthcare sector to cure a variety of disorders. Lapsi Health was established in January, 2022 in Amsterdam, Noord-Holland.",Seed,5490000,USD,5490000
Temple Therapeutics,https://www.crunchbase.com/organization/temple-therapeutics,"Biotechnology, Health Care, Oncology, Therapeutics","Geleen, Limburg, The Netherlands","Temple Therapeutics creates and develops therapies for orthopedics, oncology, and endometriosis patients.","45,427",$1M to $10M,Active,2015-01-01,day,,,,,For Profit,http://templerx.com,"Temple Therapeutics creates and develops therapies for orthopedics, oncology, and endometriosis patients. It focuses on diseases where abnormal tissue growth and dysfunction are common hallmarks and leads to fibrosis, pain, infertility, and cancers.",,1525000,USD,1525000
