Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
TauRx Pharmaceuticals,https://www.crunchbase.com/organization/taurx-pharmaceuticals,"Biotechnology, Health Diagnostics, Pharmaceutical","Singapore, Central Region, Singapore",TauRx Pharmaceuticals is a life sciences company developing drugs and diagnostics for neurodegenerative diseases.,"22,249",$10M to $50M,Active,2002-01-01,year,,,,,For Profit,http://taurx.com,"TauRx Therapeutics Ltd was established in Singapore in 2002 with the aim of developing new treatments and diagnostics for a range of neurodegenerative diseases based on an entirely new approach which targets aggregates of abnormal fibres of Tau protein that form inside nerve cells in the brain. The TauRx team have since discovered that LMTX™ could also have beneficial effects in several other neurodegenerative diseases associated with Tau pathology, as well as other protein aggregation disorders including Parkinson’s, Huntington’s and Frontotemporal Dementia (Pick’s Disease). While TauRx headquarters are in Singapore, its primary research facilities are in Aberdeen, Scotland.",Early Stage Venture,376500000,USD,376500000
ALPS Global Holding Berhad,https://www.crunchbase.com/organization/alps-group-holding-berhad,"Biotechnology, Health Care, Hospital, Life Science","Kuala Lumpur, Kuala Lumpur, Malaysia","ALPS Global Holding Berhad is a biotech company that specializes in research, medical, and wellness services.","22,253",$1M to $10M,Active,2017-04-14,day,,,,,For Profit,http://alps-holdings.com,"ALPS Global Holding Berhad is a biotech company that specializes in research, medical, and wellness services. The company has evolved into a modern, preferred Asia Pacific medical tourism destination, offering specialized boutique anti-aging medical and wellness centers for today's modern consumer seeking to look and feel good, both aesthetically and medically, for posterity. ALPS caters to a local and international clientele that has grown significantly in recent years due to the quality of services and a good marketing network both locally and internationally, taking advantage of Malaysia's growth as a medical tourism destination.",Early Stage Venture,9908019,USD,9908019
Lion TCR,https://www.crunchbase.com/organization/lion-tcr,"Biotechnology, Health Care, Health Diagnostics, Therapeutics","Singapore, Central Region, Singapore",Lion TCR is a clinical-stage biotechnology company.,"22,496",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://liontcr.com/,"They are a clinical-stage biotechnology company that develops TCR-T cell therapy for cancers and life-threatening infectious diseases in Asia. For the past decade, they have accumulated expertise covering the entire product development process, ranging from basic research, T cell engineering and development, and preclinical/clinical assessment.  Led by industry and academic experts from their base in Singapore, they are dedicated to the commercialization and continued development of their immunotherapy products.",Early Stage Venture,61550096,USD,61550096
Biocare Medical,https://www.crunchbase.com/organization/biocare-medical,"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device","Pacheco, Cavite, Philippines",Biocare Medical is a provider of immunohistochemistry instrumentation.,"25,008",Less than $1M,Active,1997-01-01,year,,,,,For Profit,http://biocare.net/,"Biocare Medical is an innovator in developing and supplying world class automated immunohistochemistry instrumentation, and the full range of reagents for IHC lab testing. Biocare is the market leader in simultaneous Multiplex IHC tests which provide increased confidence at critical diagnostic decision points, impacting patient therapy while accelerating turnaround time. Biocare’s advanced micro-polymer™ detection enables unsurpassed specificity and sensitivity. PROMARK™ and “mouse on mouse” IHC detection kits are optimized for rat and mouse tissues and feature proprietary blocking and retrieval reagents, resulting in virtually background free IHC staining. The company’s customers include clinical histology laboratories, pharmaceutical companies, CROs, and biotechnology companies as well as academic, government, military, and other non-profit laboratories. Biocare Medical offers an expanding portfolio of integrated products to address the rapidly growing cancer and infectious disease diagnostic and research markets with novel tissue immunohistochemistry and in situ hybridization methods. Biocare medical is headquartered and has manufacturing facilities in Concord, Calif., and has a global distribution network.",Private Equity,85000000,USD,85000000
Allozymes,https://www.crunchbase.com/organization/allozymes,"B2B, Biotechnology, Health Care","Singapore, Central Region, Singapore",Allozymes is a biotech company that accelerating enzyme evolution for the sustainable future of industries,"26,630",$1M to $10M,Active,2019-12-04,day,,,,,For Profit,https://www.allozymes.com/,"Allozymes is a leading deep technology company applying innovative ultrahigh-throughput microfluidics technology to accelerate enzyme evolution and development. We develop sensitive, accurate, and generic assays to detect enzymatic reactions, proprietary microfluidic chips, and proteomics technologies to take enzyme development to the next level.",Early Stage Venture,5255000,USD,5255000
Alchemy Foodtech,https://www.crunchbase.com/organization/alchemy-foodtech,"Biotechnology, Food and Beverage, Health Care","Singapore, Central Region, Singapore",Alchemy Foodtech is a food science and technology company that develops novel active food ingredients that fights diabetes.,"29,933",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://www.alchemyfoodtech.com,"Alchemy Foodtech is a food science and technology company that develops novel active food ingredients that fights diabetes. The company believes the ideal healthcare system to diabetes is one that doesn't let you get it in the first place. By combining disruptive food, bio and medical technologies into everyday food, Alchemy Foodtech  provides diabetics with far better disease management and also the general public with diabetes prevention.  ",,12926017,USD,12926017
"The Agency for Science, Technology and Research",https://www.crunchbase.com/organization/the-agency-for-science--technology-and-research,"Biotechnology, Commercial, Education, Health Care, Product Research","Singapore, Central Region, Singapore",The lead agency for fostering world-class scientific research.,"31,965",$1M to $10M,Active,1987-01-01,year,,,,,For Profit,https://www.a-star.edu.sg/,"The Agency for Science, Technology and Research (A*STAR) is the lead agency for fostering world-class scientific research and talent for a vibrant knowledge-based and innovation-driven Singapore. A*STAR oversees 18 biomedical sciences and physical sciences and engineering research entities, located in Biopolis and Fusionopolis as well as their immediate vicinity.   A*STAR supports Singapore's key economic clusters by providing intellectual, human and industrial capital to its partners in industry. It also supports extramural research in the universities, hospitals, research centres, and with other local and international partners.",,62000000,USD,62000000
Aevice Health,https://www.crunchbase.com/organization/aevice-health,"Biotechnology, Health Care, Medical Device, Wearables","Singapore, Central Region, Singapore",Aevice Health is a MedTech company that addresses chronic respiratory disease.,"32,056",,Active,2016-07-13,day,,,,,For Profit,https://www.aevice.com,"Aevice Health Pte Ltd is a Singapore-based MedTech spin-off from Nanyang Technological University at the forefront of addressing chronic respiratory disease, one of the generation’s biggest healthcare challenges. The company’s non-invasive wearable devices enable the early detection of cardiopulmonary abnormalities remotely and in real-time, so that patients can receive fast and targeted care from the ease of their homes. Clinicians can also gain insights into their patients’ health and track their responses to treatment plans easily from the Aevice analytical platform. In Aevice Health, our mission is to drive medical innovations that transform healthcare, improve outcomes and empower lives. More information about the company can be found at www.aevice.com.",,2800000,SGD,2109180
Apeiron Bioenergy,https://www.crunchbase.com/organization/apeiron-bioenergy,"Biotechnology, Renewable Energy","Singapore, Central Region, Singapore",Apeiron Bioenergy is an integrated global player in the entire chain of bioenergy products from feedstock to the end and by-products.,"32,080",,Active,2007-01-01,year,,,,,For Profit,https://www.apeironbioenergy.com,Apeiron Bioenergy is an integrated global player in the entire chain of bioenergy products from feedstock to the end and by-products.,Private Equity,50000000,SGD,36982249
Neuroglee Therapeutics,https://www.crunchbase.com/organization/neuroglee-therapeutics,"Biotechnology, Life Science","Singapore, Central Region, Singapore",Neuroglee Therapeutics is a digital therapeutic platform created to treat patients in the early stages of the disease.,"35,664",,Active,2020-01-01,year,,,,,For Profit,https://neuroglee.com/,Neuroglee Therapeutics is a digital therapeutic platform created to treat patients in the early stages of the disease.,Early Stage Venture,12300000,USD,12300000
Biosyngen,https://www.crunchbase.com/organization/biosyngen,Biotechnology,"Singapore, Central Region, Singapore",Biosyngen is scientific research company.,"37,002",,Active,2016-01-01,year,,,,,For Profit,https://www.biosyngen.com,Biosyngen is developing multiple T-cell immunotherapies with the aim to address a wide range of malignancies. BioSyngen Group is dedicated in the clinical and commercial transfer of innovative immune-cell therapy technologies and products. It develops immune cell therapies for aggaressive cancers.,,500000000,CNY,78206873
Travecta Therapeutics,https://www.crunchbase.com/organization/travecta-therapeutics,"Biotechnology, Health Care, Market Research","Singapore, Central Region, Singapore",Travecta is a biotech company that,"37,440",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,http://www.travectatherapeutics.com/,"ravecta is an emerging biotech company utilizing its novel Blood-Brain Barrier Transport Platform to develop a proprietary pipeline of molecules that treat disorders of the central nervous system. The Travecta Platform leverages their proprietary knowledge of the MFSD2a Transport for the targeted delivery of therapeutic agents to the brain. Their platform and know-how allow us to identify and categorize small molecules for enabling their transport across the blood-brain barrier (BBB). Additionally, Travecta partners with pharmaceutical companies to apply their platform and assist them in overcoming the challenges associated with delivering drugs across the BBB. Travecta’s process allows partners to rapidly confirm BBB transport through feasibility studies that generate in vitro and in vivo transport data of their molecule generated with Travecta’s proprietary models.",Early Stage Venture,15000000,USD,15000000
Hannah Life Technologies,https://www.crunchbase.com/organization/hannah-life-technologies,"Biotechnology, Fertility, Medical Device","Singapore, Central Region, Singapore","Hannah Life Technologies develops new groundbreaking infertility treatments with the goal of making treatment better, easier and accessible","39,226",$1M to $10M,Active,2019-01-23,day,,,,,For Profit,http://hannahlifetech.com/,"Hannah Life Technologies is changing the infertility treatment landscape by developing new, groundbreaking and safe fertility products. Alumni of the Stanford Biodesign Fellowship program founded the company to address critical unmet needs in infertility treatment. A Scientific Advisory Board consisting of leading fertility clinicians advise the company.",Seed,7150000,USD,7150000
Protenga,https://www.crunchbase.com/organization/protenga,"Agriculture, Aquaculture, Biotechnology, Farming, Industrial Engineering, Nutrition","Singapore, Central Region, Singapore","Protenga is an agricultural technology company for producing insect-based nutrition of aquaculture, farmed animals, pets, plants and humans.","39,377",,Active,2016-12-16,day,,,,,For Profit,https://protenga.com/,"Protenga - Making Insects Work For You. We develop data-driven Insect Technology that enables a circular economy for food waste and produces best-in-class, sustainable Insect Products for aquaculture, pet food and organic farming.",Seed,4000000,USD,4000000
Nuevocor,https://www.crunchbase.com/organization/nuevocor,"Biopharma, Biotechnology, Medical, Pharmaceutical","Singapore, Central Region, Singapore",Nuevocor operates as a preclinical-stage biotech company.,"40,021",,Active,2020-01-01,year,,,,,For Profit,https://www.nuevocor.com/,Nuevocor is a preclinical-stage biopharmaceutical company focused on developing gene therapy‑based treatments that have the potential to restore cardiac function in diseased hearts.,,35600000,USD,35600000
DotBio,https://www.crunchbase.com/organization/dotbio,"Biotechnology, Life Science, Medical","Singapore, Central Region, Singapore",DotBio develops multi-functional antibodies based on its proprietary DotBody technology as the next generation of cancer therapies.,"41,424",,Active,2017-01-01,year,,,,,For Profit,https://www.dotbiopharma.com/,"DotBio develops multi-functional antibodies based on its proprietary DotBody technology as the next generation of cancer therapies. DotBio develops antibody therapies that target, at multiple junctions, the interplay between tumors and the tumor microenvironment to re-establish an effective immune response. Our proprietary technologies enable the ­rapid generation of multi-specific antibodies targeting multiple processes. The rapid testing of combinatorial ensembles of multi-specific antibody prototypes can directly identify molecules re-activating the tumor immune response with novel synergistic mechanisms.",Seed,8082169,USD,8082169
AUM Biosciences,https://www.crunchbase.com/organization/aum-biosciences,"Biotechnology, Oncology","Singapore, Central Region, Singapore",AUM Biosciences is committed to addressing the unmet medical needs by developing innovative and affordable oncology therapeutics for Asia.,"42,156",$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.aumbiosciences.com/,"AUM Biosciences is an oncology-focused biotechnology company that aims to accelerate the development of innovative, affordable medicines for patients in Asia and around the world. AUM Biosciences focuses on early-stage development of innovative medicines for the treatment of Asian-prevalent cancers.",Early Stage Venture,28484568,USD,28484568
MYCL | Mycotech Lab,https://www.crunchbase.com/organization/mycotech,"Advanced Materials, Biotechnology, Fashion","Bandung, Jawa Barat, Indonesia",Mycotech is a mining company which deals on future bio-material with agricultural waste to empower farmers.,"42,746",$10M to $50M,Active,2015-10-10,day,,,,,For Profit,https://mycl.bio,"Mycotech is a mining company which deals on future bio-material with agricultural waste to empower farmers.  Starting business since 2012 as mushroom gourmet producers, our team realize that mushroom can save the world. After one year growing mushroom medium, we found  mushroom grown bag are become harden and hard to breakdown. Since then we initiate a research to develop this kind of phenomenon from our kitchen by borrowing mom’s pressure cooker. Luckily we don’t have to break many mom’s kitchen tools after had a full access to mycology lab of Indonesian government owned  research agency and world class laboratories in Singapore and Switzerland.  Since then, the company is developing this material from scratch from lab scale into pilot scale. Our mission is to deliver sustainable material from renewable resources with affordability.",Seed,1383347,USD,1383347
Asaren,https://www.crunchbase.com/organization/asaren,"Biometrics, Biotechnology","Jakarta, Jakarta Raya, Indonesia",Asaren is a genetic platform that provides a holistic approach to medical genetics.,"43,691",,Active,2016-01-01,year,,,,,For Profit,https://asaren.ai,"Asaren manages the mental health needs of their blue-chip clients' employees, with industries ranging from banking, energy, retail, and many others. They provide triage assessment, DNA testing, and online consultation with medical professionals.",,8150000,USD,8150000
Curiox Biosystems,https://www.crunchbase.com/organization/curiox-biosystems,"Biotechnology, Medical Device","Singapore, Central Region, Singapore","Curiox Biosystems is a bioinstrumentation company spun out of the Agency for Science, Technology, and Research (A*STAR) in Singapore.","44,324",$1M to $10M,Active,2008-01-01,year,,,,,For Profit,https://www.curiox.com/,"Curiox is a bioinstrumentation company spun out of the Agency for Science, Technology, and Research (A*STAR) in Singapore. Curiox has become a leader in the development and commercialization of innovative assay platforms based on its expertise in surface chemistry and engineering. Curiox’s vision is to accelerate the progress of life sciences, drug discovery and diagnostics through the miniaturization and improved automation of bioassays.",Late Stage Venture,30000000,USD,30000000
AlterPacks,https://www.crunchbase.com/organization/alterpacks,"Biotechnology, Packaging Services, Recycling, Waste Management","Singapore, Central Region, Singapore",Alterpacks is a material technology startup that provides food waste and sustainability solutions.,"46,498",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://alterpacks.com,"Alterpacks is a material technology startup that provides food waste and sustainability solutions. It uses organic waste to create a new biodegradable, compostable material to combat plastic packaging. They upcycle food waste to products of value with zero-waste solutions. Alterpacks was founded in 2019 and is based in Singapore.",Seed,1000000,USD,1000000
Carcell Biopharma,https://www.crunchbase.com/organization/carcell-biopharma,"Biotechnology, Genetics, Health Care, Medical","Singapore, Central Region, Singapore",Carcell Biopharma is a pre-clinical biotech company that promotes the development of next-generation cell and gene therapies.,"47,022",,Active,2017-01-01,year,,,,,For Profit,https://www.carcell.com,Carcell Biopharma is a pre-clinical biotech company. Carcell Biopharma develops cell and gene therapy products with an innovative cross-border business model.,Seed,100000000,CNY,15630617
Nusantics,https://www.crunchbase.com/organization/nusantics,"Biotechnology, Health Care, Health Diagnostics","Jakarta, Jakarta Raya, Indonesia",A precision molecular diagnostics start-up that develops PCR and NGS-based solutions for both human and animal applications,"52,253",$1M to $10M,Active,2020-01-01,month,,,,,For Profit,http://www.nusantics.com/,"Nusantics is a precision molecular diagnostics startup from Indonesia; we develop PCR and Next Generation Sequencing-based solutions to improve healthcare outcomes in both human and animal applications. We offer 3 types of products; single pathogen molecular diagnostics, syndromic molecular diagnostics, and microbiome diagnostics (NGS)",Early Stage Venture,2200000,USD,2200000
SCG Cell Therapy,https://www.crunchbase.com/organization/scg-cell-therapy,"Biotechnology, Life Science","Singapore, Central Region, Singapore",SCG Cell Therapy goal is to prevent and treat cancer by using the immune system of the patient to target pathogenic infections.,"53,149",,Active,2017-01-01,year,,,,,For Profit,http://www.scgcell.com,SCG Cell Therapy's goal is to prevent and treat cancer by using the immune system of the patient to target pathogenic infections and associated antigens. SCG Cell Therapy is committed to the development of novel immunotherapies for the treatment of patients with cancer and pathogenic infections.,Late Stage Venture,8100000,USD,8100000
Kalbe Genexine Biologics,https://www.crunchbase.com/organization/kalbe-genexine-biologics,"Biotechnology, Life Science","Jakarta, Jakarta Raya, Indonesia",Kalbe Genexine Biologics is developing innovative biologic therapy for high unmet medical needs in largely underserved areas.,"56,073",,Active,2016-01-01,year,,,,,For Profit,https://www.kg-biologics.com,Kalbe Genexine Biologics is developing innovative biologic therapy for high unmet medical needs in largely underserved areas.,Private Equity,55000000,USD,55000000
KYAN Therapeutics,https://www.crunchbase.com/organization/kyan-therapeutics,"Artificial Intelligence (AI), Biopharma, Biotechnology, Health Care, Life Science, Machine Learning, Pharmaceutical, Therapeutics","Singapore, Central Region, Singapore",KYAN Therapeutics is a clinical-stage AI company leveraging its proprietary technology platforms to transform the way patients are treated.,"58,674",Less than $1M,Active,2014-06-10,day,,,,,For Profit,http://www.kyantherapeutics.com/,"KYAN Therapeutics is a clinical-stage artificial intelligence company leveraging its proprietary technology platforms to transform the way patients are treated and therapies are developed. KYAN is able to revolutionize the drug development and dosage optimization processes and has multiple pipeline combination therapies in development for oncology and infectious diseases.  KYAN de-risks and dramatically accelerates the drug development process, identifying novel combination therapies with unprecedented efficacy and safety. KYAN's clinically-validated platforms are uniquely disease-mechanism and indication agnostic.",Seed,5000000,USD,5000000
