Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
InStar Technologies,https://www.crunchbase.com/organization/instar-technologies,Biotechnology,"Liberec, Liberecky kraj, Czech Republic",Patent protected unique oral thin film drug delivery company. Vaccines administered by oral mucosa.,"396,094",,Active,2014-01-01,year,,,,,For Profit,https://instar.tech/,"InStar's patented and unique technology is revolutionizing the Oral Thin Film (OTF) market by introducing the possibility of oromucosal delivery of active substances ranging from nutraceuticals, small molecule to peptides and proteins (including vaccines).",Seed,,USD,
Contipro,https://www.crunchbase.com/organization/contipro,"Biotechnology, Manufacturing, Pharmaceutical","Dolni Dobrouc, Pardubicky kraj, Czech Republic",Contipro is prominently involved in the production of sodium hyaluronate for the pharmaceutical and cosmetic industries,"436,770",,Active,1990-02-01,month,,,,,For Profit,https://www.contipro.com/,,,,,
DNA ERA,https://www.crunchbase.com/organization/dna-era,"Biotechnology, E-Commerce, Genetics, Health Care","Bratislava, Bratislava, Slovakia (Slovak Republic)","DNA ERA provides non-invasive genetic DNA tests that involve the analysis of athletic, metabolic, and nutritional predispositions.","440,766",,Active,2018-01-01,year,,,,,For Profit,https://dnaera.com,"DNA ERA is a developer of DNA-based tests intended for disease prevention, personalized medicine, and improving the quality of life. The DNA test can reveal a number of risks and predispositions, but today we do not know an effective medicine or prevention option for every risk. Their DNA analysis and the information they provide to customers contain risks and predispositions. With the help of doctors, experts, nutritional therapists, and sports trainers, they can provide additional information and recommend preventive steps towards a healthier and better quality of life.",Seed,,USD,
Ex-price,https://www.crunchbase.com/organization/pharming,"Biotechnology, Health Care, Information Technology, Software","Bratislava, Bratislava, Slovakia (Slovak Republic)",Global drug prices in user-friendly application,"444,120",$100M to $500M,Active,2008-01-01,year,1999-06-25,day,,,For Profit,https://exprice.eu/,Accessing international drug prices has never been easier!,IPO,,,
Benu,https://www.crunchbase.com/organization/benu-bf69,"Biotechnology, Medical, Pharmaceutical, Wholesale","Bratislava, Bratislava, Slovakia (Slovak Republic)",Benu specializes in the field of wholesale distribution of pharmaceuticals.,"511,187",$1M to $10M,Active,2014-10-07,day,,,,,For Profit,http://www.benulekaren.sk,,,,,
DYNEX,https://www.crunchbase.com/organization/dynex-c628,"Biotechnology, Medical Device, Supply Chain Management","Bustehrad, Stredocesky kraj, Czech Republic",DYNEX is a supplier of laboratory equipment.,"567,708",$1M to $10M,Active,1972-01-01,day,,,,,For Profit,https://www.dynex.cz/,,,,,
BioVendor Group,https://www.crunchbase.com/organization/biovendor-group,"Biopharma, Biotechnology, Manufacturing","Brno, Jihomoravsky kraj, Czech Republic",BioVendor Group is an internationally operating group of companies with its own research & development and manufacturing capability.,"569,485",Less than $1M,Active,1992-01-01,year,,,,,For Profit,https://www.biovendor.com/,"BioVendor – Laboratorní medicína joined forces with Test Line Clinical Diagnostics followed by BioVendor Instruments, Immunolab, ViennaLab Diagnostics and Genetrac by the end of 2016. We have established a synergistic and quality-based portfolio which allows us to serve professionals from the fields of biomedical research, clinical diagnostics, veterinary diagnostics and food analysis.",,,USD,
Enantis,https://www.crunchbase.com/organization/enantis,"Biotechnology, Medical, Software","Brno, Jihomoravsky kraj, Czech Republic","Enantis is a biotechnology company that specializes in the production and sale of FGF proteins, software and dehalogenase screening skits.","611,378",,Active,2006-01-01,year,,,,,For Profit,https://www.enantis.com/,,,,,
Unimed Pharmaceuticals,https://www.crunchbase.com/organization/unimed-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Bratislava, Bratislava, Slovakia (Slovak Republic)",Unimed pharmaceuticals is the exporters and seller of pharmaceutical products.,"671,521",,Active,1994-01-01,year,,,,,For Profit,http://www.unimedpharma.eu,,,,,
ProVeterináře,https://www.crunchbase.com/organization/proveterináře,"Biotechnology, Health Care, Manufacturing, Medical, Medical Device","Stodulky, Hlavni mesto Praha, Czech Republic",ProVeterináře develops surgical instruments and medical devices.,"695,959",Less than $1M,Active,2015-03-04,day,,,,,For Profit,https://proveterinare.cz/,,,,,
GEN-TREND,https://www.crunchbase.com/organization/gen-trend,"Biotechnology, Health Diagnostics, Medical","Rudolfov, Jihocesky kraj, Czech Republic",GEN-TREND provides DNA and RNA based molecular biology analysis for medical & veterinary medicine.,"758,402",Less than $1M,Active,2002-01-01,day,,,,,For Profit,https://www.gentrend.cz/,,,,,
SanaClis,https://www.crunchbase.com/organization/sanaclis,"Biotechnology, Pharmaceutical","Bratislava, Bratislava, Slovakia (Slovak Republic)",SanaClis is a contract research organization (CRO) offering a comprehensive range of services.,"829,322",$10M to $50M,Active,2000-01-01,year,,,,,For Profit,http://www.sanaclis.eu,"SanaClis was founded in 2000 as privately owned LLC by the industry professionals. SanaClis is a contract research organization (CRO) offering a comprehensive range of services to support the drug development process in CEE region. SanaClis is one of the very few service providers offering besides clinical monitoring and regulatory services also customs brokerage, warehousing and distribution of clinical trial materials in Ukraine, Georgia and Russia (link to the parts of website with info on these warehouses) in its own premises and by own professional staff.",,,,
GeneProof,https://www.crunchbase.com/organization/geneproof,Biotechnology,"Brno, Jihomoravsky kraj, Czech Republic","GeneProof offers a wide range of in vitro molecular diagnostic products, primarily focused on the infectious diseases and genetic mutations.","867,625",,Active,2005-01-01,year,2022-04-21,day,,,For Profit,https://www.geneproof.com/,"GeneProof offers a wide range of in vitro molecular diagnostic products, primarily focused on the infectious diseases and genetic mutations. The Company has established a portfolio of more than 70 CE-marked PCR test kits and a proprietary instrumentation offering to serve laboratories of all sizes.",M&A,,,
Pharma Nord,https://www.crunchbase.com/organization/pharma-nord,"Biotechnology, Health Care, Manufacturing, Medical","Praha, Hlavni mesto Praha, Czech Republic","Pharma Nord develops, manufactures and sells biologically active food supplements and preparations preventive medicine.","932,231",Less than $1M,Active,1981-01-01,day,,,,,For Profit,https://www.pharmanord.cz,,,,,
GENERI BIOTECH,https://www.crunchbase.com/organization/generi-biotech,"Biotechnology, Life Science, Medical","Hradec Kralove, Kralovehradecky kraj, Czech Republic",GENERI BIOTECH is an EU-located biotechnological company.,"965,543",Less than $1M,Active,1995-01-01,day,,,,,For Profit,https://www.generi-biotech.com/,,,,,
DB Biotech,https://www.crunchbase.com/organization/db-biotech,"Biotechnology, Pharmaceutical, Usability Testing","Kosice, Kosice, Slovakia (Slovak Republic)",DB Biotech offers design and production of rabbit clonal antibodies.,"1,014,952",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://www.dbbiotech.com,"DB Biotech provides clonal antibodies for diagnostics and potential applications of humanized antibodies for disease treatment purposes. They offer antibodies for IHC-P, ELISA, IP, and ICC, flow cytometry, and detection system.",,,,
MedicProgress,https://www.crunchbase.com/organization/medicprogress,"Biotechnology, Cannabis, Manufacturing, Medical, Pharmaceutical, Product Research","Hnevotin, Olomoucky kraj, Czech Republic","MedicProgress is a pharmaceutical company that specializes in the production of cosmetic products, food supplements, and medical devices.","1,030,178",,Active,2009-01-01,year,,,,,For Profit,https://medicprogress.cz/en/,,,,,
AirlogyLabs,https://www.crunchbase.com/organization/airlogylabs,"Biotechnology, Consumer, Consumer Research","Trnava, Trnava, Slovakia (Slovak Republic)","AirlogyLabs is a biotechnology research company that analyzes indoor air and surfaces for mold, yeast, and bacteria threats.","1,059,841",,Active,2019-01-01,year,,,,,For Profit,https://airlogylabs.com,"AirlogyLabs is an analysis kit for detecting bacteria, yeasts, and molds from the air and surfaces. AirlogyLabs analyze the airflow in the space, including air handling units. They offer services for office premises and administrative buildings, Industrial parks and workshops, public transport and taxi service providers.",Seed,,USD,
HPST,https://www.crunchbase.com/organization/hpst,"Biotechnology, Chemical","Vysocany, Hlavni mesto Praha, Czech Republic","HPST provides solutions in the field of chromatography, spectroscopy and molecular biology in the Czech market.","1,063,178",$10M to $50M,Active,1999-09-01,day,,,,,For Profit,http://hpst.cz/,,,,,
Quinta-Analytica,https://www.crunchbase.com/organization/quinta-analytica,"Biotechnology, Health Care, Pharmaceutical","Praha, Hlavni mesto Praha, Czech Republic"," Quinta is an established provider of multiple R&D and regulatory services for pharmaceutical, biotechnology and generic drug industries","1,086,255",$1M to $10M,Active,1997-01-01,year,,,,,For Profit,http://www.quinta.cz,"Founded in 1997, Quinta is an established provider of multiple R&D and regulatory services for pharmaceutical, biotechnology and generic drug industries. Their main domains are pharmacokinetics and BA/BE clinical studies (EMA, FDA, CAN, Russia), bioanalytics, drug analysis including method development and transfer (GMP/GLP analytics of drug substances, final dosage forms and metabolites), batch QC release, stability studies, analytics in inhalation antiasthmatics, peptides and proteins. Also they provide consultancy in Regulatory Clinical Strategy. They are based in Prague, Czech Republic. They have 3 European Qualified Persons. Quinta holds GMP, GLP and GCP certificates. Quinta-Analytica consists of six divisions: Pharmaceutical Analysis Division carries out GMP analyses of final products and API. Phasma Analysis labs use LIMS. R&D Division develops methods for pharmaceutical analyses. Bioanalytical Division analyzes samples from pharmacokinetics/toxicokinetics and bioequivalences studies, including pharmacology and biostatistics. It works in line with  GLP and GCP guidelines. They have 2 in-house Clinical Units at Quinta's facility in Prague and several partner Units in Russia and Georgia. The Units are used for BA/BE studies according to the GCP guidelines. Department of Biopharmaceuticals specializes in analysis of large molecules (proteins, peptides). Dosage forms for clinical studies are packaged by the Packaging Department. Quinta-Analytica is regularly inspected by European agencies represented in Czech Republic by State Institute for Drug Control (SUKL). Quinta has successfully passed through several FDA audits: GMP 2006, 2009, 2013, GLP 2005, 2010, 2014 and GCP 2015. Quinta has GMP, GLP, GCP certications for human medicines, and GMP certification for veterinary medicines.",,,,
VRI,https://www.crunchbase.com/organization/vri-e6b5,"Biotechnology, Health Care, Information Technology, Market Research, Medical","Brno, Jihomoravsky kraj, Czech Republic",VRI provides research services in the field of veterinary medicine.,"1,115,968",$1M to $10M,Active,1955-09-10,day,,,,,For Profit,https://www.vri.cz/,,,,,
A-Pharma,https://www.crunchbase.com/organization/a-pharma,"Biotechnology, Health Care, Medical, Pharmaceutical","Prague, Hlavni mesto Praha, Czech Republic","A-Pharma is a contract research organization that specializes in the research of drugs, medical devices and food supplements.","1,139,380",$1M to $10M,Active,1996-01-01,year,,,,,For Profit,https://www.a-pharma.cz,,,,,
Ekolab,https://www.crunchbase.com/organization/ekolab,"Biotechnology, Food and Beverage, Test and Measurement, Usability Testing, Water","Kosice, Kosice, Slovakia (Slovak Republic)","Ekolab offers physical chemical analyses in water, soil, and food with biological analyses and toxicity tests.","1,269,702",Less than $1M,Active,1992-01-01,year,,,,,For Profit,https://www.ekolab.sk/,,,,,
Synot Holding,https://www.crunchbase.com/organization/synot-holding,"Biotechnology, Consulting","Uherske Hradiste, Zlinsky kraj, Czech Republic",Synot Holding is a market research company.,"1,294,685",,Active,1991-01-01,year,,,,,For Profit,https://www.synotgroup.com/,,,,,
Bioinova,https://www.crunchbase.com/organization/bioinova,"Biotechnology, Chemical Engineering, Manufacturing, Therapeutics","Praha, Hlavni mesto Praha, Czech Republic",Bioinova is a biotechnology company that provides research and development of novel stem cell-based therapies.,"1,297,489",,Active,2008-01-01,year,,,,,For Profit,http://bioinova.cz,"Bioinova provides research and development of modern cell therapy. They develop medicinal products based on the stem and other cells obtained from bone marrow and adipose tissue. They evaluate their safety and effectiveness in preclinical and then clinical studies. They test medicinal products in combination with commercially available and their biomaterials to develop other directions in the field of regenerative medicine. They offer consulting services, quality control in SVP mode, contract manufacturing of medicinal products of modern therapy for clinical trials, development of LPMT in SVP mode, and conducting clinical studies in accordance with the requirements of good clinical practice.",,,,
NatiVita,https://www.crunchbase.com/organization/nativita,"Biotechnology, Industrial, Manufacturing, Pharmaceutical","Bratislava, Bratislava, Slovakia (Slovak Republic)","NatiVita is a manufacturing company producing pharmaceuticals including drugs for lungs, pancreas, ovarian, & other types of cancer.","1,331,787",$10M to $50M,Active,2012-01-01,year,,,,,For Profit,https://www.nativita.com,,,,,
Advanced Functional Nanorobots,https://www.crunchbase.com/organization/advanced-functional-nanorobots,Biotechnology,"Dejvice, Stredocesky kraj, Czech Republic",Advanced Functional Nanorobots project is to create an excellent team which will develop a new category of nanotechnologies.,"1,360,744",,Active,1952-01-01,year,,,,,For Profit,https://nanorobots.vscht.cz/,"Advanced Functional Nanorobots project is to create an excellent team which will develop a new category of nanotechnologies. dynamic nanosystems. All nanotechnologies developed so far were essentially static. Here the excellent team should pose a new paradigm in nanotechnologies – autonomous nano-devices gathering energy from their surrounding, being navigated, able to swarm round and selectively search for specific cells or chemical species. These mobile, self-moving and self-organizing nanorobots will carry chemical functional groups to be employed in nanomedicinal applications such as targeted cancer treatment, drug delivery within the organisms as well as active de-contamination during environmental accidents. A crucial aspect of the project is signing up a key foreign researcher (KFR) from Singapore to the Czech Republic, engagement of other excellent scientists as well as the education of young researchers. ",,,,
MediTox,https://www.crunchbase.com/organization/meditox,"Biotechnology, Medical, Pharmaceutical, Product Research","Konarovice, Stredocesky kraj, Czech Republic",MediTox is a preclinical contract research organization.,"1,366,119",,Active,1999-01-01,year,,,,,For Profit,http://www.meditox.eu,"MediTox provides preclinical development services with the experience in variety of therapeutics areas, biotechnology, chemical and agrochemical industry and research collaboration with universities and research institutions. They have experience in compounds and therapeutic areas to conduct a number of exploratory, POC, and regulatory experiments. They offer on clinical R and D related to ophthalmic diseases - chronic glaucoma, contact dermatitis, osteoarthritis, non-clinical development of vaccines, influenza, adenovirus, etc., inflammatory bowel diseases, non-alcoholic steatohepatitis NASH. They also offer comprehensive non-clinical and toxicological program for assessment of human and veterinary drugs, vaccines, biological products, medical devices and food and feed additives EMA, ICH, FDA, ISO, chemical substances and preparations ECHA.",,,,
Biopreparáty,https://www.crunchbase.com/organization/biopreparáty,Biotechnology,"Unetice, Stredocesky kraj, Czech Republic",Biopreparáty is a manufacture of pesticides and other agrochemicals.,"1,370,951",$1M to $10M,Active,1997-01-01,year,,,,,For Profit,http://www.biopreparaty.eu,"Biopreparáty, spol. s ro - They are a Czech company founded in 1997 that produces biologically based products that can be used in plant protection in conventional, integrated and organic farming. They export to EU countries, China, USA, Costa Rica and Panama.",,,,
Vidia,https://www.crunchbase.com/organization/vidia-20e1,"Biotechnology, Manufacturing, Medical","Vestec, Stredocesky kraj, Czech Republic",Vidia is a biotechnological company specializes in manufacturing diagnostic kit for human medicine and for environmental monitoring.,"1,526,825",$1M to $10M,Active,1991-01-01,year,,,,,For Profit,https://www.vidia.cz,,,,,
TestLine Clinical Diagnostics s.r.o.,https://www.crunchbase.com/organization/testline-clinical-diagnostics-s-r-o,"Biopharma, Biotechnology","Brno, Jihomoravsky kraj, Czech Republic","TestLine Clinical Diagnostics s.r.o. engaged in development, manufacturing and distribution of both human and veterinary diagnostics.","1,528,838",,Active,1993-01-01,year,2012-10-15,day,,,For Profit,http://www.testlinecd.com/,"TestLine Clinical Diagnostics s.r.o. engages in development, manufacturing and sales of human and veterinary laboratory diagnostics primarily in the area of infectious serology and diagnosis of autoimmune diseases.",M&A,,,
LASAK,https://www.crunchbase.com/organization/lasak,"Biotechnology, Manufacturing, Medical Device, Service Industry","Hloubetin, Hlavni mesto Praha, Czech Republic","LASAK is engaged in research, development, manufacture and sale of medical devices.","1,543,681",$1M to $10M,Active,1991-12-30,day,,,,,For Profit,https://www.lasak.cz/,,,,,
Nanopharma,https://www.crunchbase.com/organization/nanopharma,"Biotechnology, Computer, CRM, Information Technology, Manufacturing","Pardubice, Pardubicky kraj, Czech Republic","Nanopharma is an engineering company focusing on research, development and production of innovative materials.","1,631,771",$1M to $10M,Active,2008-01-01,year,,,,,For Profit,http://www.nanopharma.cz/en/,"Nanopharma is an engineering company focusing on research, development and production of innovative materials using nanofiber structures. Their vision is to support their partners in creating innovations of the highest order across industries. The division called Technology Solutions by Nanopharma was established to pursue this goal. Nanopharma also offers a wide array of materials and services to university and research partners they have been working with closely since starting up in 2008.",,,,
Centrum Buněčné Terapie a Diagnostiky,https://www.crunchbase.com/organization/centrum-buněčné-terapie-a-diagnostiky,"Biotechnology, Health Care, Manufacturing, Medical","Ostrava, Moravskoslezsky kraj, Czech Republic",Centrum Buněčné Terapie a Diagnostiky engages in the clinical development and production of medicinal products.,"1,658,963",Less than $1M,Active,2009-01-01,day,,,,,For Profit,http://www.cbtd.cz/,,,,,
EPS biotechnology,https://www.crunchbase.com/organization/eps-biotechnology,"Biotechnology, Renewable Energy, Waste Management","Kunovice, Zlinsky kraj, Czech Republic",EPS biotechnology provides environmental biotechnology services.,"1,732,936",$1M to $10M,Active,2002-01-01,day,,,,,For Profit,https://www.epsbiotechnology.cz/,,,,,
