Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Monte Rosa Therapeutics,https://www.crunchbase.com/organization/monte-rosa-therapeutics,"Biotechnology, Medical, Therapeutics","Basel, Basel-Stadt, Switzerland",Monte Rosa Therapeutics is a biotechnology company that develops cancer therapeutics that modulate protein degradation pathways.,"5,353",Less than $1M,Active,2018-01-01,year,2021-06-23,day,,,For Profit,https://www.monterosatx.com/,Monte Rosa Therapeutics is a biotechnology company that develops cancer therapeutics that modulate protein degradation pathways. Its rational approach in targeting disease-causing proteins for degradation will deliver pioneering therapies for cancer and beyond.,IPO,248500000,USD,248500000
Sequana Medical,https://www.crunchbase.com/organization/sequana-medical,"Biotechnology, Health Care, Manufacturing, Medical Device","Zürich, Zurich, Switzerland",Sequana Medical is a Swiss medical device company providing implantable pump systems to manage fluid balance within the body.,"6,073",Less than $1M,Active,2006-01-01,year,2019-02-11,day,,,For Profit,https://www.sequanamedical.com,"Sequana Medical is a Swiss medical device company providing implantable pump systems to manage fluid balance within the body. This system is designed to move excess fluid to the bladder, where it is passed naturally from the body through normal urination. Sequana Medical’s first product, the Alfapump System, is an innovative solution for the management of ascites. Ascites is a fluid that collects in the abdominal cavity in people with advanced liver disease, certain cancers, or congestive heart failure. Alfapump System was the first and only system for the automatic and continual removal of ascites. Sequana Medical was founded in 2006 and is based in Zurich, Switzerland.",IPO,122383270,USD,122383270
Calypso Biotech,https://www.crunchbase.com/organization/calypso-biotech,"Biotechnology, Medical, Pharmaceutical","Plan-les-ouates, Geneve, Switzerland",Calypso Biotech's vision is to give new hope to patients suffering from severe gastro-intestinal diseases.,"6,427",$10M to $50M,Active,2013-01-01,year,2024-01-08,day,,,For Profit,http://www.calypsobiotech.com,"Calypso Biotech is an innovative biopharmaceutical company based in Geneva, Switzerland and founded in 2013 as a spin-off from Merck Serono, a global leader in auto-immune diseases and biologics. Calypso Biotech was initially financed through a 2.5 million euro seed-fund managed by MS Ventures.A highly experienced management team with strong expertise in drug development and an extensive scientific and industry network manages Calypso Biotech. They operate as a nimble, semi-virtual organization in order to create substantial added value for their investors from a portfolio of unique proprietary antibody candidates.",M&A,30500000,EUR,35413790
Spiden,https://www.crunchbase.com/organization/spiden,"Artificial Intelligence (AI), Biotechnology","Freienbach, Schwyz, Switzerland",Spiden provides and develops products that enable real-time and continuous monitoring of blood biomarkers.,"6,927",$1M to $10M,Active,2017-12-01,month,,,,,For Profit,https://www.spiden.com,"Spiden develops an optical + AI based technology to analyse blood, urine and other body fluids for the first time non-destructively and in real-time.",Seed,40250000,USD,40250000
Ferring,https://www.crunchbase.com/organization/ferring-pharmaceuticals,"Biotechnology, Manufacturing, Pharmaceutical","Saint-prex, Vaud, Switzerland",Ferring is a biopharmaceutical company that develops reproductive medicine for healthacare sectors.,"7,427",$1B to $10B,Active,1950-01-01,year,,,,,For Profit,https://www.ferring.com,"Ferring is a biopharmaceutical company that specializes in reproductive health, maternal health, gastroenterology, and urology. They specialize in reproductive medicine and maternal health, and in specialty areas within gastroenterology and orthopedics.",,490000000,CHF,530877573
Scailyte,https://www.crunchbase.com/organization/scailyte-ag,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Medical, Precision Medicine","Basel, Basel-Stadt, Switzerland",True precision medicine through single-cell science,"9,060",$1M to $10M,Active,2017-06-19,day,,,,,For Profit,http://www.scailyte.com,"Scailyte has established a data-driven biomarker discovery platform that leverages unique expertise in single-cell data analysis and artificial intelligence. We are utilizing this platform to discover a new class of biomarkers, which are defined by the molecular profiles of disease-associated cells. This phenotypic approach to biomarker discovery is radically new and directly related to the biology of a disease, which maximizes the success rate for discovering sensitive and robust biomarkers.",Early Stage Venture,15548200,USD,15548200
Noema Pharma,https://www.crunchbase.com/organization/noema-pharma,"Biotechnology, Medical, Pharmaceutical","Basel, Basel-Stadt, Switzerland",Noema Pharma is a biotech company that develops therapies to address disabling symptoms in conditions of the brain and nervous system.,"11,483",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://noemapharma.com/,"Noema Pharma is a biotech company developing groundbreaking therapies to address the most disabling symptoms in orphan conditions of the brain and nervous system. Noema’s research and development is focused on understanding and meeting patient needs using their novel therapies. Noema Pharma was founded in 2019 and is based in Basel-Stadt, Switzerland.",Early Stage Venture,157000000,CHF,169333410
Basilea Pharmaceutica,https://www.crunchbase.com/organization/basilea-pharmaceutica-ltd,"Biotechnology, Commercial, Pharmaceutical","Basel, Basel-Stadt, Switzerland",Basilea Pharmaceutica Ltd. is a commercial stage biopharmaceutical company.,"12,302",$100M to $500M,Active,2000-01-01,year,2004-04-02,day,,,For Profit,http://basilea.com,"Basilea Pharmaceutica Ltd. is headquartered in Basel, Switzerland, and listed on the SIX Swiss Exchange (SIX: BSLN). Through the integrated research, development and commercial operations of its Swiss subsidiary Basilea Pharmaceutica International Ltd., the company focuses on providing innovative pharmaceutical products in the therapeutic areas of bacterial infections, fungal infections and oncology, targeting the medical challenge of rising resistance and nonresponse to current treatment options.",IPO,83787223,USD,83787223
Evolva,https://www.crunchbase.com/organization/evolva,"Biotechnology, Food and Beverage, Health Care, Wellness","Reinach, Aargau, Switzerland",Evolva is a biotech company that develops and commercializes ready-to-formulate and nature-based ingredients.,"12,740",$1M to $10M,Active,2004-01-01,year,2009-12-14,day,,,For Profit,http://www.evolva.com,"Evolva is a biotech company that develops and commercializes ready-to-formulate and nature-based ingredients.  Evolva was founded in 2004 around a distinctive, proprietary, technology platform that uses synthetic biology to create innovative small-molecule drugs and other compounds. In particular, their platform allows the creation of chemistries that recapitulate the themes found in natural products, but without the disadvantages of those approaches. The company is headquartered in Reinach, Switzerland.",M&A,109714140,USD,109714140
Alentis Therapeutics,https://www.crunchbase.com/organization/alentis-therapeutics,"Biotechnology, Therapeutics","Basel, Basel-Stadt, Switzerland",ALENTIS Therapeutics is a Swiss-French biotech company developing novel therapeutics in advanced liver disease and cancer.,"12,794",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://alentis.ch/,Alentis Therapeutics discovers and develops novel medications to treat advanced liver diseases.,Late Stage Venture,184023040,USD,184023040
Lunaphore,https://www.crunchbase.com/organization/lunaphore-technologies,"Biotechnology, Health Care, Health Diagnostics, Life Science, Medical Device","Lausanne, Vaud, Switzerland",Lunaphore is a life sciences company that is creating technologies to enable spatial biology in all laboratories.,"12,831",$1M to $10M,Active,2014-01-01,year,2023-06-22,day,,,For Profit,http://www.lunaphore.com,"Lunaphore offers solutions based on a chip technology that can extract spatial proteomic and transcriptome data from tumors and other tissues, transforming any assay into multiplex spatial biology with an easy-to-use interface. Lunaphore enables immunology, immuno-oncology, and neurology researchers to push the boundaries of scientific discovery and therapeutic development. Lunaphore's technology identifies clinically relevant biomarker ""signatures"" to aid in the development of diagnostic tools and to streamline clinical trials, ultimately improving patient outcomes.",M&A,94407023,USD,94407023
ObsEva,https://www.crunchbase.com/organization/obseva,"Biotechnology, Pharmaceutical, Therapeutics, Women's","Plan-les-ouates, Geneve, Switzerland",ObsEva is a speciality biopharmaceutical company developing drugs for women’s reproductive medicine.,"13,527",Less than $1M,Active,2012-01-01,year,2017-01-26,day,,,For Profit,http://obseva.com,"ObsEva SA is a Swiss-based, speciality biopharmaceutical company dedicated to the development of innovative drugs for women's reproductive medicine. ObsEva's main focus is on therapies for preterm labor. ObsEva was founded in November 2012, by Ernest Loumaye MD, PhD and André Chollet PhD. Ernest Loumaye is a specialist in female reproductive medicine with 20 years of experience in the biopharmaceutical industry. Ernest Loumaye was previously Co-Founder and CEO of PregLem SA, a successful biopharmaceutical company which was acquired by Gedeon Richter in 2010. André Chollet is specialist in medicinal and pharmaceutical chemistry with more than 30 years of experience in diverse positions in the biopharmaceutical industry, including in Biogen, GSK and Merck Serono. André Chollet was responsible for the preterm labor program at Serono before the acquisition of the company by Merck KGaA.",IPO,228371119,USD,228371119
Idorsia,https://www.crunchbase.com/organization/idorsia,"Biotechnology, Health Care","Allschwil, Basel-Landschaft, Switzerland","The purpose of Idorsia is to discover, develop and commercialize innovative medicines to help more patients.","13,567",$100M to $500M,Active,2017-06-01,month,2017-06-16,day,,,For Profit,https://www.idorsia.com,"The purpose of Idorsia is to discover, develop and commercialize innovative medicines to help more patients.  We have more ideas, we see more opportunities and we want to transform the horizon of therapeutic options.   In order to achieve this, we will develop Idorsia into a leading biopharmaceutical company, with a strong scientific core.  Headquartered in Switzerland – a biotech-hub of Europe – Idorsia is a high-potential biopharmaceutical company, specialized in the discovery, development and commercialization of innovative small molecules, with the aim of transforming the horizon of therapeutic options.",IPO,1518728730,USD,1518728730
Rejuveron Life Sciences,https://www.crunchbase.com/organization/rejuveron-life-sciences,"Biotechnology, Health Care, Medical","Schlieren, Zurich, Switzerland",Rejuveron Life Sciences is a fully integrated biotechnology platform company that invests in people and ideas to develop therapies.,"14,897",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://rejuveron.com/en/,Rejuveron Life Sciences AG is a fully integrated biotechnology platform company that invests in people and ideas to develop therapies and technologies to improve healthy aging and prolong lifespan.,Early Stage Venture,100102061,USD,100102061
Bright Peak Therapeutics,https://www.crunchbase.com/organization/bright-peak-therapeutics,"Biotechnology, Life Science, Therapeutics","Basel, Basel-Stadt, Switzerland",Bright Peak is a biotech company that develops a portfolio of immunotherapies for the treatment of cancer and autoimmune diseases.,"15,632",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://brightpeaktx.com,"Bright Peak is a biotech company that develops a portfolio of immunotherapies for the treatment of cancer and autoimmune diseases. At Bright Peak, they are creating innovative cytokine therapeutics that are uniquely engineered to precisely control and expand desired biological properties.",Early Stage Venture,142000000,USD,142000000
Nouscom,https://www.crunchbase.com/organization/nouscom,"Biotechnology, Genetics, Health Care, Therapeutics","Basel, Basel-Stadt, Switzerland","Nouscom are a biotech company working to develop a series of new, potent immunotherapeutics capable of selectively killing tumor cells.","16,468",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://www.nouscom.com,"Nouscom are a well established team that has worked together for many years in previous successful enterprises, including IRBM/Merck and Okairos, and are veterans in the field of oncolytic and genetic vaccines. The company is headquartered in Basel, Switzerland and has operations in Rome, Italy. The NousCom team is lead by experienced enterpreneurs that worked together for many years in previous successful enterprises, such as Okairos, under the leadership of Prof. Riccardo Cortese, who conceived the ideas behind those companies. ",Late Stage Venture,121500000,EUR,135766037
Memo Therapeutics,https://www.crunchbase.com/organization/memo-therapeutics,"Biotechnology, Collaboration","Schlieren, Zurich, Switzerland",Memo Therapeutics is an innovator in the field of antibody discovery and immune repertoire analysis.,"17,661",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,https://memo-therapeutics.com,"Memo Therapeutics AG (MEMO) is an innovator in the field of antibody discovery and immune repertoire analysis. Its MemoMAB™ platform creates a recombinant in vitro copy of an individual’s B cell / antibody repertoire, which is then banked as a library. The resulting unique, large and relevant antibody libraries represent the individual’s immune repertoire and are expected to contain an unprecedented number of relevant and rare antibodies. This leads to entirely new possibilities in immune repertoire analysis and antibody discovery. MemoMAB™ is deployed in proprietary antibody lead discovery programs and is made available in collaborations.",Late Stage Venture,86740483,USD,86740483
VectivBio,https://www.crunchbase.com/organization/vectivbio,"Biotechnology, Health Care, Medical","Basel, Basel-Stadt, Switzerland",VectivBio is a biotechnology company committed to making innovative treatments for patients suffering from serious rare diseases.,"17,918",$10M to $50M,Active,2019-01-01,year,2021-04-08,day,,,For Profit,https://vectivbio.com,"VectivBio is a clinical-stage biotechnology company bringing transformational medicines to patients with serious rare diseases. They are committed to pursuing rare diseases with well-defined biology that can be targeted with best-in-disease therapies that have the potential to meaningfully transform and improve the lives of patients and their families, not just provide an incremental improvement or benefit over the standard-of-care. It was founded as a spinout from Therachon, a biotechnology company acquired by Pfizer for its program in achondroplasia. VectivBio was incorporated in 2019 and is based in Basel, Switzerland.",IPO,399000000,USD,399000000
Kuros Biosciences,https://www.crunchbase.com/organization/kuros-biosurgery,"Biopharma, Biotechnology, Health Care, Medical","Schlieren, Zurich, Switzerland","Kuros Biosurgery develops biomaterials and bioactive biomaterial combination products for indications in trauma, wound and spine.","18,224",Less than $1M,Active,2000-01-01,year,2016-01-22,day,,,For Profit,http://www.kuros.ch,"Kuros Biosciences AG is a Swiss-based company focused on the development of innovative products for tissue repair and regeneration. Founded in 2000 as a spin-off of the Eidgenössische Technische Hochschule Zürich (ETHZ), Kuros has developed a pipeline of products based upon its proprietary technology platforms. These platforms were developed from work carried out at ETHZ, at the University of Zürich and at the California Institute of Technology (CalTech). In addition, in early 2017 Kuros acquired Xpand Biotechnology to gain access to its MagnetOs family of bone graft substitutes and the associated surface science technology. Kuros has attractive commercial prospects in key market segments as well as an EU hub for future clinical and distribution operations. The company is in transition to commercial stage with one product having marketing approval in the EU and US and further product expected to achieve EU approval this year. MagnetOs is approved for sale in the EU for orthopedic, spine and dental applications, and in the US for posterolateral spinal fusion. In addition, a putty formulation is being prepared for submission in the EU and the US in the second half of this year. Neuroseal, a novel biomaterial for dural sealing, is Kuros’ second product and currently under review for CE marking in the EU. Kuros has also assembled a pipeline of clinical stage programs in various stages of development and amassed significant clinical and preclinical data in a number of indications and applications primarily in the area of orthobiologics. The Company has enrolled over 600 patients in multinational clinical trials, and has generated promising safety and efficacy in a number of significant indications.",IPO,82173499,USD,82173499
InSphero,https://www.crunchbase.com/organization/insphero,"Biotechnology, Health Care, Medical","Schlieren, Zurich, Switzerland","InSphero is a supplier of organotypic, biological, in vitro 3D microtissues for highly predictive drug testing.","18,357",$10M to $50M,Active,2009-01-01,year,,,,,For Profit,https://insphero.com/,"InSphero AG develops organotypic biological 3D microtissues and microtissue-based assays for biochemical compounds screening and predictive drug testing applications. It offers human prostate and mammary carcinoma, and rat liver microtissues. The company also provides compound toxicity testing, cell-invasion assays, stem-cell research, cell-to-cell interaction, regenerative medicine, tissue engineering, and cell-to-extracellular matrix interaction services. In addition, it involves in study of transcriptomics, proteomics, and metabolomics. Further, the company provides custom development services, which include microtissue development, H and E stained paraffin sections, growth characteristics data, and morphometric data. Its microtissue system enables the generation of various model systems using either tumor-derived cells to reconstitute primary tumors or primary cells to mimic structure and function of diverse organ tissues. InSphero AG was founded in 2009 and is based in Zurich, Switzerland.",,35182726,USD,35182726
Numab,https://www.crunchbase.com/organization/numab-ag,"Biopharma, Biotechnology, Health Care, Health Diagnostics, Life Science, Medical, Therapeutics","Wadenswil, Zurich, Switzerland",Numab is a biotechnology company that offers antibody-based therapeutics for the treatment of severe diseases.,"19,367",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,http://numab.com/,Numab is a biotechnology company that offers antibody-based therapeutics for the treatment of severe diseases such as chronic inflammation and cancer. It features a plug-and-play platform that substantially reduces the random nature of the discovery process to predictably yield ready-to-develop multispecific biotherapeutics.,Late Stage Venture,122000000,CHF,132948869
Spexis,https://www.crunchbase.com/organization/polyphor,"Biotechnology, Medical, Pharmaceutical","Allschwil, Basel-Landschaft, Switzerland",Spexis is a swiss pharma company focusing on the discovery and development of macrocycle drugs addressing high unmet medical needs.,"19,426",Less than $1M,Active,1996-01-01,year,2018-05-15,day,,,For Profit,https://spexisbio.com/,"Polyphor is a Swiss Pharma company focusing on the discovery and development of macrocycle drugs addressing high unmet medical needs. Polyphor was founded in 1996 and is a clinical stage, privately held Swiss specialty pharma company, based in Allschwil near Basel. It focuses on the development of macrocycle drugs that address antibiotic resistance and severe respiratory diseases.",IPO,94965849,USD,94965849
Matterhorn Biosciences,https://www.crunchbase.com/organization/matterhorn-biosciences,"Biopharma, Biotechnology, Health Care","Basel, Basel-Stadt, Switzerland",Matterhorn Biosciences is a biotechnology company focusing on the discovery of cellular therapies targeting the MR1 molecule.,"21,358",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.matterhornbiosciences.com/,Matterhorn is a biotechnology company focusing on the discovery of cellular therapies targeting the MR1 molecule. MR1 presents cancer-specific metabolites on the surface of cancer cells that are recognized and killed by T cells bearing a MR1-specific T cell receptor.,,30000000,USD,30000000
Molecular Partners,https://www.crunchbase.com/organization/molecular-partners,"Biotechnology, Medical, Pharmaceutical","Zürich, Zurich, Switzerland",Molecular Partners is a clinical-stage biopharmaceutical company.,"21,559",$10M to $50M,Active,2004-01-01,year,2021-06-16,day,,,For Profit,https://www.molecularpartners.com,"Molecular Partners is a clinical-stage biopharmaceutical company working to advance modern medicine and significantly improve the management of serious diseases. They are developing a powerful new class of potent, specific and versatile small protein therapies called DARPin® therapeutics.",IPO,188817657,USD,188817657
HAYA Therapeutics,https://www.crunchbase.com/organization/haya-therapeutics,"Biopharma, Biotechnology, Health Care, Medical","Lausanne, Vaud, Switzerland",HAYA Therapeutics is a biopharmaceutical company that specializes in treating heart failure diseases.,"22,004",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://www.hayatx.com/,"HAYA Therapeutics is a developer of RNA-based therapeutics created to treat heart failure. The company's therapeutics utilizes biopharmaceutical therapy to target a heart specific regulator of fibrosis, the long noncoding RNA, enabling physicians to to block myocardial fibrosis and treat heart failure.",Seed,43328986,USD,43328986
MoonLake Immunotherapeutics,https://www.crunchbase.com/organization/moonlake-immunotherapeutics,Biotechnology,"Zug, Zug, Switzerland",MoonLake Immunotherapeutics is a clinical-stage biopharmaceuticals company.,"22,744",,Active,2021-03-01,month,2022-04-06,day,,,For Profit,https://moonlaketx.com/,"MoonLake Immunotherapeutics is a clinical-stage biopharmaceutical company crating novel therapies, and unlocking the potential of Sonelokimab, the novel investigational Nanobody® for the treatment of inflammation, to revolutionize outcomes for patients.",IPO,515000000,USD,515000000
Swixx Biopharma,https://www.crunchbase.com/organization/swixx-biopharma,"Biopharma, Biotechnology, Life Science","Baar, Zug, Switzerland",Swixx Biopharma fully represents biopharma companies in the CEE.,"23,176",,Active,2014-12-01,month,,,,,For Profit,https://www.swixxbiopharma.com/,"Swixx Biopharma fully represents biopharma companies in the CEE. It is designed to fully replace biopharma, OTC, and medical device multinationals’ subsidiaries or business units in those countries, or therapeutic areas of CEE, that the multinational chooses not to enter, or to exit. The company was founded in 2014 and is registered in Baar, Switzerland. It has 100%-owned affiliates in Albania, Bosnia & Herzegovina, Bulgaria, Croatia, Czech Republic, Estonia, Greece, Hungary, Kosovo, Latvia, Lithuania, North Macedonia, Montenegro, Poland, Romania, Russia, Serbia, Slovakia, and Slovenia.",,102000000,EUR,122747551
Biocartis,https://www.crunchbase.com/organization/biocartis,"Biotechnology, Health Diagnostics, Medical Device","Lausanne, Vaud, Switzerland",Biocartis develops a diagnostics technology platform for the multiplexed detection of bio-analytes.,"23,269",$1M to $10M,Active,2007-01-01,year,2015-04-24,day,,,For Profit,http://www.biocartis.com,"Biocartis SA, a molecular diagnostics company, develops diagnostics technology platform for multiplexed detection of bio-analytes. It focuses on integrated molecular and immunodiagnostics based on its proprietary micro-technology platform. The company develops and licenses a series of technologies to build a diagnostics platform for multiplexed detection, quantification, and amplification of bio-analytes, including proteins, nucleic acids, and small molecules. Its products are used for various applications, including analysis of bio-molecules associated with risks factors, early detection, staging, treatment selection, and monitoring of a disease. Biocartis SA was founded in 2007 and is based in Lausanne, Switzerland.",IPO,322900000,EUR,418090872
Urovant Sciences,https://www.crunchbase.com/organization/urovant-sciences,"Biopharma, Biotechnology, Health Care, Medical","Basel, Basel-Stadt, Switzerland",Urovant Sciences is a global biopharmaceutical company focused on developing novel therapies for urologic conditions.,"24,246",$1M to $10M,Active,2017-01-01,year,2018-09-27,day,,,For Profit,https://urovant.com/,"Urovant Sciences is a clinical-stage biopharmaceutical company focused on developing and commercializing innovative therapies for urologic conditions. Our lead product candidate is vibegron, an oral, once-daily, small molecule beta-3 agonist, being developed for overactive bladder (OAB), OAB in men with benign prostatic hyperplasia (BPH) and pain associated with irritable bowel syndrome (IBS). Urovant’s second investigational product candidate, URO-902, is a novel gene therapy for patients with overactive bladder (OAB) symptoms who have failed oral pharmacologic therapy.",IPO,100000000,USD,100000000
