Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Retro Biosciences,https://www.crunchbase.com/organization/retro-biosciences,"Biopharma, Biotechnology, Health Care, Therapeutics","San Francisco, California, United States","Retro Biosciences focus on cellular reprogramming, autophagy and plasma-inspired therapeutics.","2,391",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://retro.bio,"Retro Biosciences focus on cellular reprogramming, autophagy and plasma-inspired therapeutics.",,180000000,USD,180000000
Rapport Therapeutics,https://www.crunchbase.com/organization/rapport-therapeutics,"Biotechnology, Health Care, Life Science, Medical, Precision Medicine","Boston, Massachusetts, United States",Rapport Therapeutics is a clinical-stage biotechnology company that discovers and develops precision medicines for neurological disorders.,"2,814",$1M to $10M,Active,2022-01-01,year,,,,,For Profit,https://www.rapportrx.com,"Rapport Therapeutics operates as a clinical-stage biotechnology company, that discovers and develops precision medicines for neurological disorders. Rapport Therapeutics describes relationships that are defined by understanding, communication, teamwork, and trust.",Early Stage Venture,250000000,USD,250000000
Inceptive,https://www.crunchbase.com/organization/inceptive-5b4a,"Biotechnology, Life Science, Medical","Palo Alto, California, United States",Inceptive designs RNA molecules using large-scale deep learning in a tight loop with high-throughput experiments.,"2,988",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,http://inceptive.life,"Inceptive designs RNA molecules using large-scale deep learning in a tight loop with high-throughput experiments. They create tools to develop increasingly powerful biological software for the rational design of novel, broadly accessible medicines and biotechnologies previously out of reach.",Early Stage Venture,120000000,USD,120000000
CARGO Therapeutics,https://www.crunchbase.com/organization/syncopation-life-sciences,"Biotechnology, Medical, Therapeutics","San Mateo, California, United States",CARGO Therapeutics develops an adoptive cell therapy to benefit patients from potentially curative treatment options.,"3,108",$1B to $10B,Active,2021-01-01,year,2023-11-10,day,,,For Profit,https://cargo-tx.com,"CARGO Therapeutics develops CAR T-cell therapy to overcome cancer treatment resistance and address access barriers so that more patients can benefit from potentially curative therapies. The company is on a mission to outwit cancer by developing chimeric antigen receptor (CAR) T-cell therapies. Despite commercially available autologous CARs advancements, these treatments are curative for less than half of all cancer patients. Furthermore, far too many patients are unable to access these potentially curative therapies due to other obstacles such as manufacturing, supply constraints, long turnaround times, and reimbursement barriers. CARGO's team is intensely focused on pursuing novel solutions to improve cancer treatment outcomes and experiences.",IPO,200000000,USD,200000000
Septerna,https://www.crunchbase.com/organization/septerna,"Biotechnology, Information Technology, Medical, Software","San Francisco, California, United States",Septerna is a biotech firm unlocking diverse drug discovery potential in G protein-coupled receptors across various diseases.,"3,182",$1M to $10M,Active,2022-01-01,year,2023-09-12,day,,,For Profit,https://septerna.com,"Septerna is a biotechnology company that discovers and advances novel small-molecule medicines targeting G protein-coupled receptors. The company's mission is to discover, develop, and commercialize medicines that improve the lives of patients by combining GPCR drug targets with the power of state-of-the-art small molecule drug discovery technologies. Septerna’s Native Complex platform is the engine that will make this happen.",M&A,250000000,USD,250000000
100XBIO,https://www.crunchbase.com/organization/100x-bioassay,"Biopharma, Biotechnology, Life Science","Woburn, Massachusetts, United States",100X more efficient T cell research,"3,685",,Active,2023-05-15,day,,,,,For Profit,https://www.100xbio.com/,At 100XBIO we strive to deliver 100-1000x more data on antigen specificity of the T cells in the limited sample volume and match the precise antigen specificity with the TCR sequence.,Seed,140000,USD,140000
Lindus Health,https://www.crunchbase.com/organization/lindus-health,"Biotechnology, Clinical Trials, Health Care, Medical","Boston, Massachusetts, United States",Lindus Health is a next-gen CRO running clinical trials for the health and biotech sectors.,"3,708",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.lindushealth.com,"Lindus Health is a clinical research organization running clinical trials. Their services include ethics, IRB submission, trial monitoring, data management, biostatistics, regulatory, and payor affairs. They also provide EDC, database, site, and feasibility products.",Early Stage Venture,24545079,USD,24545079
ARTBIO,https://www.crunchbase.com/organization/artbio,"Biotechnology, Health Care, Hospital, Medical, Medical Device, Pharmaceutical","Cambridge, Massachusetts, United States",ARTBIO is a clinical-stage radiopharmaceutical biotechnology business that is working to create a new class of alpha radioligand medicines.,"3,786",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://artbio.com,ARTBIO is a clinical-stage radiopharmaceutical biotechnology business that is working to create a new class of alpha radioligand medicines.  ARTBIO is changing cancer care by creating a new class of alpha radioligand therapeutics (ART) and the ecosystem that supports.,Early Stage Venture,113000000,USD,113000000
Circular Genomics,https://www.crunchbase.com/organization/circular-genomics,"Biotechnology, Health Care, Therapeutics, Wellness","Albuquerque, New Mexico, United States",Circular Genomics is a biotechnology and genomics company that develops RNA-based diagnostics for neurological diseases.,"3,851",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.circulargenomics.com/,"Circular Genomics is a biotechnology and genomics company that develops RNA-based diagnostic and therapeutic assays to facilitate the treatment of psychiatric and neurological diseases. The company was founded in 2021 and is headquartered in Albuquerque, New Mexico.",Early Stage Venture,12825000,USD,12825000
Atavistik Bio,https://www.crunchbase.com/organization/atavistik-bio,"Biotechnology, Health Care, Life Science, Therapeutics","Cambridge, Massachusetts, United States",Atavistik Bio is a biotechnology company that focuses on the discovery and development of novel therapies for metabolic diseases and cancer.,"3,879",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://atavistikbio.com/,Atavistik Bio is a pre-clinical biotechnology company pioneering the identification of metabolite-protein interactions that have the potential to lead to the discovery and development of first-in-class drug candidates powered by distinct allosteric control mechanisms.,Private Equity,100000000,USD,100000000
Synnovation Therapeutics,https://www.crunchbase.com/organization/synnovation-therapeutics,"Biotechnology, Health Care, Life Science, Medical, Oncology","Wilmington, Delaware, United States",Synnovation Therapeutics is a precision oncology company that develops therapeutics that aims to help people with cancer.,"4,130",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.synnovationtx.com,"Synnovation Therapeutics is a precision oncology company focused on small molecule therapies optimized to target key driver mechanisms in cancers. It is dedicated to the discovery and development of therapeutics that can improve the lives of people with cancer. Leveraging its deep expertise in medicinal chemistry, cancer biology, and patient-focused precision medicine, it builds a diverse pipeline of novel small-molecule targeted therapies. It aims to efficiently advance these agents into clinical trials with the goal of transforming cancer patient care.",Early Stage Venture,138999773,USD,138999773
Chroma Medicine,https://www.crunchbase.com/organization/chroma-medicine,"Biotechnology, Medical, Therapeutics","Cambridge, Massachusetts, United States",Chroma Medicine is a new genomic medicine company working on epigenetic editing.,"4,514",$10M to $50M,Active,2021-01-01,year,,,,,For Profit,https://chromamedicine.com,"Chroma Medicine is a new genomic medicine company working on epigenetic editing. Chroma Medicine is pioneering a new class of genomic medicines that harness epigenetics, nature’s innate mechanism for gene regulation, to revolutionize the treatment of genetically driven diseases. Chroma Medicine was established in 2021 in Cambridge, Massachusetts.",Early Stage Venture,260000000,USD,260000000
AmplifyBio,https://www.crunchbase.com/organization/amplifybio,"Biotechnology, Health Care, Life Science","West Jefferson, Ohio, United States",AmplifyBio is a biotechnology company that develops and advances treatments and cures for disease via cutting-edge technology and research.,"4,637",$50M to $100M,Active,2021-01-01,year,,,,,For Profit,https://www.amplify-bio.com,"AmplifyBio is a biotechnology company that develops next-generation cell and gene therapies. The company's mission is to create pathways for novel treatment advances, cutting-edge technologies, and new research frontiers to advance medical breakthroughs, treatments, and cures for disease. AmplifyBio was founded in 2021 and is headquartered in West Jefferson, OH.",,279750000,USD,279750000
Orbital Therapeutics,https://www.crunchbase.com/organization/orbital-therapeutics,"Alternative Medicine, Biotechnology, Life Science, Therapeutics","Cambridge, Massachusetts, United States",Orbital Therapeutics is a biotechnology company that develops RNA-based medicines to treat disease in humans.,"5,126",$10M to $50M,Active,2022-01-01,year,,,,,For Profit,https://orbitaltx.com,"Orbital Therapeutics aims to enhance global health by unleashing the full potential of RNA-based medicines to treat human disease in ways that were not previously possible. To produce an extended portfolio of medications, the company is developing an innovative platform at the confluence of RNA technology, delivery techniques, data analytics, and automation.",Early Stage Venture,270000000,USD,270000000
Haystack Oncology,https://www.crunchbase.com/organization/haystack-oncology,"Biotechnology, Health Diagnostics, Medical, Oncology","Baltimore, Maryland, United States",Haystack Oncology enables precision oncology to optimize treatment strategies.,"5,699",$1M to $10M,Active,2021-01-01,year,2023-04-27,day,,,For Profit,https://haystackoncology.com,"Haystack Oncology, an oncology company, uses the most recent circulating tumor DNA detection technology to enhance the diagnosis of minimum residual disease and provide superior therapy decision-making information.",M&A,56000000,USD,56000000
NewLimit,https://www.crunchbase.com/organization/newlimit,"Biotechnology, Clinical Trials, Health Care","South San Francisco, California, United States",NewLimit is creating epigenetic reprogramming medications to cure diseases with significant unmet medical needs.,"6,447",$1M to $10M,Active,2022-01-01,year,,,,,For Profit,https://www.newlimit.com/,NewLimit specializes in treating age-related diseases to extend the human health span. It works on developing epigenetic reprogramming medicines to treat diseases with large unmet needs.,Early Stage Venture,40000000,USD,40000000
Affini-T Therapeutics,https://www.crunchbase.com/organization/affini-t-therapeutics,"Biotechnology, Health Care, Therapeutics","Watertown, Massachusetts, United States",Affini-T Therapeutics is a biotechnology company developing T-cell therapies for patients suffering from cancer.,"6,732",$10M to $50M,Active,2021-01-01,year,,,,,For Profit,https://www.affinittx.com,Affini-T Therapeutics is a biotechnology company developing T-cell therapies for patients suffering from cancer. Affini-T uses a validated platform to select high-affinity T cell receptors specific to oncogenic mutations to pioneer cutting-edge solid tumor therapies. Affini-T leverages gene editing and synthetic biology to engineer novel T-cell therapies designed to eradicate tumors.,,175000000,USD,175000000
Terremoto Biosciences,https://www.crunchbase.com/organization/terremoto-biosciences,Biotechnology,"San Francisco, California, United States",Terremoto Biosciences is a biotechnology company leveraging the power of lysine-based covalency to develop optimized medicines.,"6,733",,Active,2021-01-01,year,,,,,For Profit,https://terremotobio.com,Terremoto Biosciences is a biotechnology company leveraging the power of lysine-based covalency to develop optimized medicines.,Early Stage Venture,250000000,USD,250000000
ReNAgade Therapeutics,https://www.crunchbase.com/organization/renagade-therapeutics,"Biotechnology, Medical, Therapeutics","Cambridge, Massachusetts, United States",ReNAgade Therapeutics focuses on the boundless potential of RNA therapeutics to treat disease.,"6,862",$10M to $50M,Active,2021-01-01,year,,,,,For Profit,https://renagadetx.com,"ReNAgade Therapeutics focuses on the boundless potential of RNA therapeutics to treat disease. RNA delivery systems with a comprehensive RNA platform that allows for an all-RNA system for coding, editing, and gene insertion to produce new medications.",Early Stage Venture,300000000,USD,300000000
Monomer Bio,https://www.crunchbase.com/organization/monomer-bio,"Biotechnology, Hardware, Software, Software Engineering, Web Apps","Pacifica, California, United States","Monomer Bio provides lab automation, cell culture management software, and hardware for biology companies.","6,871",,Active,2021-01-01,year,,,,,For Profit,https://monomerbio.com/,,Seed,5600000,USD,5600000
Izote Biosciences,https://www.crunchbase.com/organization/izote-biosciences,"Biotechnology, Genetics, Life Science","Berkeley, California, United States",Biomanufacturing Scale-Up Solution,"7,735",,Active,2022-06-27,day,,,,,For Profit,https://Izote.bio,,Seed,2600000,USD,2600000
Actio Biosciences,https://www.crunchbase.com/organization/actio-biosciences,"Bioinformatics, Biotechnology, Genetics","San Diego, California, United States",Actio Biosciences is a research center that develops drugs for rare diseases.,"7,797",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.actiobiosciences.com,Actio Biosciences involves in the development of precision medicines for homogenous rare patient populations. They develop a pipeline of new medicines with the goal to enhance the probability of clinical success and deliver medicines for all patients.,Early Stage Venture,55000000,USD,55000000
HilleVax,https://www.crunchbase.com/organization/hillevax,"Biopharma, Biotechnology, Health Care, Pharmaceutical","Boston, Massachusetts, United States",HilleVax is a biopharmaceutical company that focuses on the development and commercialization of novel vaccines.,"7,951",$10M to $50M,Active,2021-01-01,year,2022-04-29,day,,,For Profit,https://www.hillevax.com/,"HilleVax is a biopharmaceutical company that focuses on the development and commercialization of novel vaccines. HilleVax was founded in 2021 and was headquartered in Boston, Massachusetts.",IPO,235000000,USD,235000000
Via Scientific,https://www.crunchbase.com/organization/via-scientific-inc,"Biotechnology, Medical","Cambridge, Massachusetts, United States",Via Scientific to help scientists and bioinformaticians generate novel science that improves the world.,"8,025",$1M to $10M,Active,2022-01-01,year,,,,,For Profit,https://www.viascientific.com/,Via Scientific to help scientists and bioinformaticians generate novel science that improves the world. It was founded in 2022.,Seed,5000000,USD,5000000
Flare Therapeutics,https://www.crunchbase.com/organization/flare-therapeutics,"Biopharma, Biotechnology, Health Care, Life Science","Cambridge, Massachusetts, United States",Flare Therapeutics is a biotech startup that creates precision therapies for cancer and other disorders by targeting transcription factors.,"8,390",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.flaretx.com,"Flare Therapeutics is a biotechnology company opening up a new therapeutic space with a novel approach to decipher the biology of transcription factors to develop small molecule medicines. Based on insights from the seminal work of its scientific founders, Flare’s team has uncovered ‘switch sites,’ druggable regions that are key targets for transcription factor regulation to address mutations that cause disease.  Its drug discovery to target switch sites has rapidly advanced, resulting in an emerging pipeline of drug programs that address well-validated transcription factors, initially focused on precision oncology with future potential in neurology, rare genetic disorders, immunology, and inflammation.",Early Stage Venture,205000000,USD,205000000
Mariana Oncology,https://www.crunchbase.com/organization/mariana-oncology,"Bioinformatics, Biometrics, Biopharma, Biotechnology, Oncology","Watertown, Massachusetts, United States",Mariana Oncology is a biotechnology research industry.,"8,549",$10M to $50M,Active,2021-01-01,year,,,,,For Profit,https://www.marianaoncology.com,,Early Stage Venture,250000000,USD,250000000
Zafrens,https://www.crunchbase.com/organization/zafrens,"Biotechnology, Chemical Engineering, Life Science","San Diego, California, United States","Zafrens offers a throughput platform for cell characterization, correlating molecular profiles to phenotype for accelerated drug discovery.","8,661",,Active,2021-01-01,year,,,,,For Profit,https://www.zafrens.com/,"Zafrens is a drug discovery company that develops life sciences products that allow full characterization of diverse cell populations. The company's platform specializes in generating insights at the interface of biology, chemistry, and engineering. The company was founded in 2021 and is headquartered in San Diego, California, United States.",Early Stage Venture,29000000,USD,29000000
Zura Bio,https://www.crunchbase.com/organization/zura-bio,"Biopharma, Biotechnology, Medical","San Diego, California, United States",Zura Bio is a clinical-stage biotechnology company that develops medicines for immune system disorders.,"8,755",,Active,2022-01-01,year,2023-03-21,day,,,For Profit,https://zurabio.com,"Zura Bio offers therapies for patients by incorporating immunology resources into phase 2 development programs, such as ZB-168 and torudokimab, with auto-immune illnesses. ZB-168 is an anti-IL7R inhibitor that may have an effect on disorders whose biological pathways are IL7 and TSLP. They create therapeutic indications for ZB-168 that build on the type 1 diabetes data from Phase 1b studies and show a profile and biological basis. The phase 2 clinical development stage of torudokimab, a human-affinity monoclonal antibody that neutralizes IL33, has been established.",IPO,80000000,USD,80000000
Aera Therapeutics,https://www.crunchbase.com/organization/aera-therapeutics-eb9a,"Biopharma, Biotechnology, Product Research","Boston, Massachusetts, United States",Aera Therapeutics is a biotechnology firm that employs its own protein nanoparticle (PNP) delivery platform.,"8,928",,Active,2021-01-01,year,,,,,For Profit,https://aeratx.com,"Aera Therapeutics is a biotechnology company that uses its proprietary protein nanoparticle (PNP) delivery platform to help genetic medicines reach their full potential. Aera's platform, which is based on endogenous human proteins, is being developed to address the limitations of current delivery technologies and to extend the reach of genetic medicines to different tissues and applications, thereby benefiting more patients across a broader range of disease areas. In addition, Aera's licensed technology includes a therapeutic enzyme platform based on the discovery of novel, compact, and programmable gene-editing enzymes.",Early Stage Venture,193000000,USD,193000000
Ray Therapeutics,https://www.crunchbase.com/organization/ray-therapeutics,"Biotechnology, Health Care, Therapeutics","San Diego, California, United States",Ray Therapeutics is a biotech company that develops optogenetic gene therapies for patients with blinding diseases.,"9,141",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://raytherapeutics.com,"Ray Therapeutics is a company that creates novel optogenetic gene therapies for patients with blinding diseases. The company develops technology to study and learn about rare retinal diseases, allowing doctors to cure and treat inherited retinal diseases using optogenetics.",Early Stage Venture,114000000,USD,114000000
Tally Health,https://www.crunchbase.com/organization/tally-health,Biotechnology,"New York, New York, United States",Tally Health™ is a biotechnology company founded to change the way we age. Co-founded by longevity expert Dr. David Sinclair.,"9,205",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.tallyhealth.com,"Tally Health™ is a biotechnology company founded to change the way we age. Co-founded by globally renowned longevity expert Dr. David Sinclair, Tally Health’s proprietary diagnostic test and individualized interventions give members the science-backed tools to live healthier, longer. The Company was incubated and is backed by L Catterton, the largest global consumer-focused private equity firm. To learn more about Tally Health, visit tallyhealth.com.",Seed,10000000,USD,10000000
Garuda Therapeutics,https://www.crunchbase.com/organization/garuda-therapeutics,"Biotechnology, Health Care, Life Science, Therapeutics","Cambridge, Massachusetts, United States",Garuda Therapeutics develops off-the-shelf hematopoietic stem cell therapies to treat life-threatening diseases.,"9,364",$10M to $50M,Active,2021-01-01,year,,,,,For Profit,https://garudatx.com/,"Garuda Therapeutics develops off-the-shelf hematopoietic stem cell therapies to treat life-threatening diseases. It seeks to create a world that eliminates the dependency on donor or patient cells for blood stem cell transplants. Its platform technology for generating off-the-shelf, self-renewing blood stem cells is poised to provide patients with rapid and broad access to consistent, durable, HLA-compatible transgene-free blood stem cell therapies. The company was founded in 2021 and is headquartered Cambridge, Massachusetts.",Early Stage Venture,134000000,USD,134000000
Bitterroot Bio,https://www.crunchbase.com/organization/bitterroot-bio,"Biotechnology, Emergency Medicine, Medical","Palo Alto, California, United States",Bitterroot Bio leverages the power of immunotherapy to develop and deliver novel medicines for cardiovascular disease.,"9,680",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://brbio.com,Bitterroot Bio leverages the power of immunotherapy to develop and deliver novel medicines for cardiovascular disease.,Early Stage Venture,145000000,USD,145000000
Alumis,https://www.crunchbase.com/organization/esker-therapeutics,"Biotechnology, Health Care, Life Science, Precision Medicine","San Francisco, California, United States","Alumis is a precision medicine company focused on the discovery, development and treatment of autoimmune disorders.","9,736",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.alumis.co/,"Alumis is a precision medicines company looking to eliminate the “all-comers” approach that is seen with today’s treatments for people with autoimmune disease. Even with the innovation of the last decade, many patients continue to cycle through the approved therapies while continuing to look for the right therapy to alleviate the impact of their disease without life-impacting side effects. Esker leverages a precision analytics platform, powered by Foresite Labs, coupled with a team of experts with deep experience in precision medicine drug development and immunology, in order to create medicines that change the lives of people with autoimmune disease.",Early Stage Venture,270000000,USD,270000000
Clever Carnivore,https://www.crunchbase.com/organization/clever-carnivore,"Alternative Protein, Biotechnology, Food and Beverage, Manufacturing","Chicago, Illinois, United States","Clever Carnivore, a cell-cultured meat startup that uses stem cell biology, recombinant protein, and bioengineering to make lab grown meats.","10,208",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://clevercarnivore.com,"Clever Carnivore is a cell-cultured meat startup that uses stem cell biology, recombinant protein, and bioengineering to create cost-effective lab grown meats. With the company's high-efficiency model, cruelty-free, environmentally friendly, and cost-competitive technology it aims to produce sausage, burgers, and chicken nuggets.",Seed,9100000,USD,9100000
Exai Bio,https://www.crunchbase.com/organization/exai-bio,"Biotechnology, Health Care, Health Diagnostics","Palo Alto, California, United States",Exai Bio is an orphan non-coding RNAs and AI-based liquid biopsy company.,"10,592",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://exai.bio,"Exai Bio is a next-generation liquid biopsy company. Exai bio proprietary RNA and artificial intelligence-based liquid biopsy platform deliver clinical insights into cancer biology to enable the earliest, most accurate diagnosis of cancer.",Early Stage Venture,67500000,USD,67500000
OrsoBio,https://www.crunchbase.com/organization/orsobio,"Biopharma, Biotechnology, Health Care, Medical","Palo Alto, California, United States","OrsoBio develops therapies to treat severe metabolic disorders, including type 2 diabetes, and other conditions.","10,757",,Active,2021-01-01,year,,,,,For Profit,https://orsobio.com/,"OrsoBio is a clinical-stage biopharmaceutical company that creates therapies for patients suffering from severe metabolic disorders such as diabetes, severe dyslipidemia, lipodystrophies, and others. OrsoBio is committed to restoring energy homeostasis in patients with severe metabolic disorders, in some cases, by targeting pathways relevant to maintaining energy balance. OrsoBio revolutionizes the treatment of these disorders by addressing the underlying cause.",Early Stage Venture,62300000,USD,62300000
ENSEM Therapeutics,https://www.crunchbase.com/organization/ensem-therapeutics,"Biotechnology, Oncology, Therapeutics","Medford, Massachusetts, United States",ENSEM Therapeutics is a biotechnology company focusing on high value and difficult-to-drug oncology targets,"10,911",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,http://www.ensemtx.com/,"ENSEM Therapeutics is a pioneering drug discovery and development company that leverages its unique Kinetic EnsembleTM platform to develop innovative small-molecule precision medicines for oncology, with potential expansion into genetic disorders and other disease areas.",Early Stage Venture,77000000,USD,77000000
Crossbow Therapeutics,https://www.crunchbase.com/organization/crossbow-therapeutics,"Biotechnology, Health Care, Life Science, Medical, Oncology","Cambridge, Massachusetts, United States","Crossbow Therapeutics expands cancer treatment through potent and precise antibody therapies, targeting a vast range of cancer antigens.","10,938",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.crossbowtx.com,"Crossbow Therapeutics is a seed-stage, stealth-mode oncology startup company. The company develops antibody engineering for intracellular cancer targets.",Early Stage Venture,80000000,USD,80000000
