Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Tenpoint Therapeutics,https://www.crunchbase.com/organization/tenpoint-therapeutics,"Biotechnology, Product Research","Camborne, Cornwall, United Kingdom",Tenpoint Therapeutics is a biotechnology company pursuing vision-restoring engineered cell-based therapeutics.,"23,871",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.tenpointtherapeutics.com,Tenpoint Therapeutics is a biotechnology company pursuing vision-restoring engineered cell-based therapeutics.,Early Stage Venture,70000000,USD,70000000
Kuano,https://www.crunchbase.com/organization/kuano,"Artificial Intelligence (AI), Biotechnology","London, England, United Kingdom",Kuano provides innovative quantum and AI solutions for drug discovery and design.,"27,364",,Active,2020-01-01,year,,,,,For Profit,https://www.kuano.ai,Kuano provides innovative quantum and AI solutions for drug discovery and design. It offers a discovery platform that combines target quantum mapping and AI-led chemistry to enable the faster development of better drug candidates.,Seed,2800000,GBP,3627438
Bactobio,https://www.crunchbase.com/organization/bactobio,Biotechnology,"London, England, United Kingdom",Bactobio is a biotechnology company unlocking biodiversity for a greener and safer world.,"28,100",,Active,2020-05-20,day,,,,,For Profit,https://www.bacto.bio,"Bactobio uses breakthrough technologies in synthetic biology, next-generation sequencing and machine learning to harvest novel microbes and screen them for medical and industrial applications. It aims to help solve the antibiotic resistance crisis by discovering novel antibiotic classes targeting some of the most urgent bacterial pathogens - before moving on to broader applications.",,9900000,GBP,12575732
Purespring Therapeutics,https://www.crunchbase.com/organization/purespring-therapeutics,"Biotechnology, Medical","London, England, United Kingdom",Purespring Therapeutics is an AAV gene therapy company focused on the kidney globally.,"28,524",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://purespringtx.com/,Purespring Therapeutics is an AAV gene therapy company focused on the kidney globally.,Early Stage Venture,45000000,GBP,59613150
Gardin,https://www.crunchbase.com/organization/gardin,"Analytics, Biotechnology, Information Technology","London, England, United Kingdom",Gardin develops optical phenotyping technology and analytics to optimise food production.,"29,230",,Active,2020-01-24,day,,,,,For Profit,https://www.gardin.co.uk/,Gardin develops optical phenotyping technology and analytics to optimise food production.,Seed,12000000,USD,12000000
Constructive Bio,https://www.crunchbase.com/organization/constructive-bio,Biotechnology,"Saffron Walden, Essex, United Kingdom",Constructive is a ground-breaking method for creating wholly artificial genomes and rewriting the genetic code of living things.,"30,189",,Active,2022-01-01,year,,,,,For Profit,https://www.constructive.bio,Constructive is a ground-breaking method for creating wholly artificial genomes and rewriting the genetic code of living things.,Seed,15000000,USD,15000000
Accession Therapeutics,https://www.crunchbase.com/organization/accession-therapeutics-limited,"Biopharma, Biotechnology","Oxford, Oxfordshire, United Kingdom",Accession Therapeutics is developing novel immuno-oncology therapeutics – combining high specificity and potency to counter tumor diversity.,"32,805",,Active,2020-11-01,month,,,,,For Profit,https://www.accessiontherapeutics.com,"Accession Therapeutics is developing novel immuno-oncology therapeutics – combining high specificity and potency to counter tumor diversity. It is the first company to have engineered a viral point of entry to cancer cells while bypassing healthy cells - so it’s ‘gloves off’ in the fight against cancer.""  It was founded in 2020 and is located in Oxford, Oxfordshire, United Kingdom.",Early Stage Venture,27600000,GBP,34660221
GlycanAge,https://www.crunchbase.com/organization/glycanage,"Biotechnology, Health Care, Health Diagnostics","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Making preventive healthcare a reality,"33,586",,Active,2020-01-15,day,,,,,For Profit,https://glycanage.com/,"GlycanAge was founded to accelerate the shift from reactive to proactive health, for which we need biomarkers. Changing more than a decade before CVD events, hypertension, insulin resistance, etc. glycans are the dark horse in the race to longevity and key to unlocking this multi-trillion dollar industry. To enable that, GlycanAge has packaged a best-in-class solution into a simple take-home test.",Seed,500000,USD,500000
RECEPTOR.AI,https://www.crunchbase.com/organization/receptor-ai,"Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Medical, Pharmaceutical","London, England, United Kingdom",RECEPTOR.AI - drug discovery for precision medecine,"34,147",,Active,2021-02-01,day,,,,,For Profit,https://receptor.ai/,"Receptor.AI is committed to pushing the boundaries of precision medicine by developing a pipeline of novel small molecules that possess ultimate selectivity in targeting highly similar disease-related proteins such as homologs, mutants, isoforms, and allele variations. Our proprietary five-level selectivity assessment engine is designed to laser-focus on protein variants specific to particular human populations, organs, tissues and tumour types, ensuring precise alignment with patient profiles.  Receptor.AI platform combines experimental structure determination techniques and AI-augmented medicinal chemistry, unlocking allosteric and cryptic binding pockets and unravelling protein conformational flexibility, making it possible to discriminate between otherwise indistinguishable targets and off-targets.",Seed,500000,USD,500000
Extracellular,https://www.crunchbase.com/organization/extracellular,"Alternative Protein, Biotechnology, Food and Beverage, Food Processing","Bristol, Bristol, City of, United Kingdom","biology, digitalisation and biomanufacturing to accelerate cultivated meat","35,153",,Active,2022-01-01,day,,,,,For Profit,https://www.extracellular.com/,"Extracellular channels biology, digitalisation and biomanufacturing expertise to accelerate developments in biotech. We use our scale up experience and our deep insights into cellular behaviour to produce biomass for cultivated meat companies more efficiently. We're digitalising process development, pulling together huge quantities of data to make better decisions faster and at scale.",Seed,3419626,USD,3419626
Dunad Therapeutics,https://www.crunchbase.com/organization/dunad-therapeutics,"Biotechnology, Pharmaceutical","London, England, United Kingdom",Dunad Therapeutics is a biopharmaceutical company focusing on the development of next-generation targeted protein degradation therapies.,"35,240",,Active,2020-01-01,year,,,,,For Profit,https://www.dunad.co.uk/,Dunad Therapeutics is a biopharmaceutical company focusing on the development of next-generation targeted protein degradation therapies.,Early Stage Venture,24000000,USD,24000000
Bioliberty,https://www.crunchbase.com/organization/bioliberty,"Biotechnology, Medical Device","Edinburgh, Edinburgh, City of, United Kingdom",Bioliberty are a medtech start-up developing rehabilitation solutions for degenerative and traumatic conditions.,"39,081",,Active,2020-01-01,year,,,,,For Profit,https://www.bioliberty.co.uk/,Bioliberty are a medtech start-up developing rehabilitation solutions for degenerative and traumatic conditions.,Seed,3814804,USD,3814804
Kelpi,https://www.crunchbase.com/organization/kelpi,"Biotechnology, Packaging Services, Sustainability","Bristol, Bristol, City of, United Kingdom",Kelpi is a sustainable biotech start-up bio-refining seaweed to make bioplastic packaging that is marine-safe and home-compostable.,"40,502",,Active,2020-07-07,day,,,,,For Profit,https://www.kelpi.net,Kelpi is a sustainable biotech start-up bio-refining seaweed to make bioplastic packaging that is marine-safe and home-compostable.,Seed,3985000,GBP,4979497
Mestag Therapeutics,https://www.crunchbase.com/organization/mestag-therapeutics,"Biotechnology, Health Care, Health Diagnostics, Therapeutics","Cambridge, Cambridgeshire, United Kingdom",Mestag Therapeutics is a biotechnology company that develops new therapies for diseases using fibroblast technology.,"40,690",,Active,2020-01-01,day,,,,,For Profit,https://mestagtx.com,Mestag Therapeutics is a biotechnology company that develops new therapies for diseases using fibroblast technology.,Seed,11000000,USD,11000000
Macomics,https://www.crunchbase.com/organization/macomics,"Biotechnology, Oncology, Therapeutics","Edinburgh, Edinburgh, City of, United Kingdom",Macomics is an immuno-oncology company.,"41,005",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.macomics.com/,"Macomics is an immuno-oncology company. Macomics focus on the development of novel, first-in-class immunotherapies designed to modulate macrophages, increasing the body’s immune defence against tumours.",Early Stage Venture,7440000,GBP,9942954
Senisca,https://www.crunchbase.com/organization/senisca,"Biotechnology, Health Care","Exeter, Devon, United Kingdom",Senisca is a biotech spinout company that creates a new generation of oligonucleotide-based interventions.,"41,191",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.senisca.com,Senisca is a biotech start-up. They propose to create a new generation of oligonucleotide-based interventions to rewind the clock in old cells and target diseases and cosmetic signs of aging. They provide molecular and cellular biology and have patent-protected an innovation for the reversal of cellular senescence.,Seed,4291962,GBP,5567742
Evariste,https://www.crunchbase.com/organization/evariste-technologies,"Artificial Intelligence (AI), Biotechnology, Therapeutics","Reading, Reading, United Kingdom",Evariste is an AI-driven drug discovery company.,"42,289",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.evariste.com/,"Evariste is a biotechnology research company. Their platform includes multiomic biological and chemical datasets, including proprietary and public data. They offer AI platforms to find novel hits and design candidates with higher clinical success rates.",Seed,1400000,USD,1400000
BioCorteX,https://www.crunchbase.com/organization/biocortex,"Biotechnology, Pharmaceutical, Therapeutics","London, England, United Kingdom",BioCorteX is a pharmaceutical company specializing in enhanced therapeutics to cure neurodegenerative diseases using microorganisms.,"42,425",,Active,2021-01-01,year,,,,,For Profit,https://www.biocortex.com/,,Seed,5000000,USD,5000000
Unicorn Biotechnologies,https://www.crunchbase.com/organization/unicorn-biotechnologies,"Alternative Protein, Biotechnology","Sheffield, Sheffield, United Kingdom",Unicorn Biotechnologies is a developer of bio-reactors designed for cell-based manufacturing.,"43,207",,Active,2020-12-01,month,,,,,For Profit,https://www.unicornb.io/,"Unicorn Biotechnologies is developing a next-generation biomanufacturing platform to power the cell-based manufacturing revolution, starting with cultivated meat. By providing a clear path to affordably and rapidly scale cultivated meat, we will improve human and planetary health and drive the transition to animal-free agriculture.",Seed,3200000,USD,3200000
Rhizocore Technologies,https://www.crunchbase.com/organization/rhizocore-technologies,"Agriculture, Biotechnology, Life Science","Edinburgh, Edinburgh, City of, United Kingdom",Rhizocore Technologies produces locally-adapted mycorrhizal fungi to enhance tree planting success.,"43,402",,Active,2021-01-01,year,,,,,For Profit,https://www.rhizocore.com/,Rhizocore Technologies produces locally-adapted mycorrhizal fungi to enhance tree planting success.,Seed,4050000,GBP,5184332
Solasta Bio,https://www.crunchbase.com/organization/solasta-bio,Biotechnology,"Glasgow, Glasgow City, United Kingdom",Solasta Bio develops environment-friendly products that meet a global need for new and effective crop protection.,"44,412",,Active,2020-01-01,year,,,,,For Profit,https://solastabio.com/,Solasta Bio develops environment-friendly products that meet a global need for new and effective crop protection.,Seed,5300000,GBP,6717773
Novai,https://www.crunchbase.com/organization/novai-3644,"Artificial Intelligence (AI), Biotechnology, Clinical Trials","Reading, Reading, United Kingdom",Novai is a disruptive British biotech start-up with an AI supported retinal biomarker for use in glaucoma and AMD clinical trials.,"45,396",,Active,2020-02-12,day,,,,,For Profit,https://www.novai.co.uk/,"Novai is a British biotechnology start-up, commercialising DARC Technology, an exploratory retinal biomarker for use in Age-related Macular Degeneration (AMD) & glaucoma clinical studies. DARC combines an innovative patented biologic with a state-of-the-art AI algorithm and uses standard imaging equipment to identify cellular level disease activity.  DARC Technology can be used to measure the impact of current and future therapeutics and interventions by assessment of disease activity whilst identifying non-responders to existing and new interventions, resulting in the avoidance of costly, ineffective or un-required medical management. DARC helps to stratify patients in clinical trials, resulting in the creation of enriched patient cohorts, consisting of those at highest risk of rapid disease progression. DARC has been developed by Professor M Francesca Cordeiro at University College London through Wellcome Trust funding and is now approved as an exploratory biomarker by the FDA & MHRA.  Following further analysis of Phase II data, several other indications may follow, including Multiple Sclerosis, Alzheimer’s Disease, Parkinson’s Disease, Diabetes Mellitus and Cancer.",Seed,4000000,GBP,5328528
Concert Bio,https://www.crunchbase.com/organization/concert-bio,Biotechnology,"London, England, United Kingdom",Concert Bio helps businesses create optimal microbial communities.,"48,602",,Active,2021-01-01,year,,,,,For Profit,https://www.concert.bio/,Concert Bio helps businesses create optimal microbial communities.,Seed,4258424,USD,4258424
CardiaTec Biosciences,https://www.crunchbase.com/organization/cardiatec-biosciences,"Artificial Intelligence (AI), Biotechnology, Life Science","Cambridge, Cambridgeshire, United Kingdom",CardiaTec is a digital biotechnology venture combining the power of AI and expert talent to redesign cardiovascular drug discovery.,"48,786",,Active,2021-01-01,year,,,,,For Profit,https://www.cardiatec.ai/,CardiaTec is a digital biotechnology venture combining the power of AI and expert talent to redesign cardiovascular drug discovery.,Seed,1400000,GBP,1669139
Kanna Health,https://www.crunchbase.com/organization/kanna-health,Biotechnology,"Sevenoaks, Kent, United Kingdom",Developing novel therapeutics from the kanna plant,"49,419",,Active,2021-04-14,day,,,,,For Profit,https://www.kanna.health/,"Kanna Health is a preclinical stage company that is developing novel therapeutics based on kanna, also known as Sceletium tortuosum. Kanna is a medicinal succulent that has been used for centuries by the San hunter-gatherers of South Africa.",Seed,7600000,GBP,9957044
Glox Therapeutics,https://www.crunchbase.com/organization/glox-therapeutics,"Biotechnology, Product Research","Glasgow, Glasgow City, United Kingdom",Glox Therapeutics creates precision antibiotics through the use of engineered protein bacteriocins.,"49,666",,Active,2023-01-01,year,,,,,For Profit,https://gloxtherapeutics.com/,Glox Therapeutics is a company that is pioneering the development of precision antibiotic therapies based on naturally occurring bacteriocins.,Seed,4300000,GBP,5372300
Adendra Therapeutics,https://www.crunchbase.com/organization/adendra-therapeutics,"Biopharma, Biotechnology, Genetics, Health Care","London, England, United Kingdom",Adendra Therapeutics wants to use new insights into dendritic cell biology to develop a novel type of immunotherapy.,"51,786",,Active,2021-01-01,year,,,,,For Profit,https://adendratx.com/,Adendra is an emerging biotechnology company building on new insights into dendritic cell biology to discover and develop new small molecule and biologic medicines for the treatment of a wide range of cancers and autoimmune diseases.,Early Stage Venture,40000000,GBP,52982378
Duke Street Bio,https://www.crunchbase.com/organization/duke-street-bio,"Biopharma, Biotechnology, Life Science, Medical","London, England, United Kingdom",Duke Street Bio develops medical drugs intended to provide improved treatment to cancer patients.,"53,630",,Active,2020-01-01,year,,,,,For Profit,https://dukestbio.com,"Duke Street Bio develops medical drugs intended to provide improved treatment to cancer patients. It was founded in 2020 and is based in London, England.",,5136684,USD,5136684
FLOWBIO,https://www.crunchbase.com/organization/flow-bio,"Biotechnology, Consumer Electronics, Wearables","London, England, United Kingdom",FLOWBIO is a non-invasive biosensor platform that enables the collection of next-generation human performance data.,"55,463",,Active,2020-05-07,day,,,,,For Profit,https://www.flowbio.com,"FLOWBIO is a non-invasive biosensor platform that enables the collection of next-generation human performance data. FLOWBIO notifies its users of fluid and electrolyte losses in real time, allowing them to recover from and enhance their training as well as plan for their races. FLOWBIO analyzes the sweat to give unique insights into the human body. FLOWBIO was founded in 2020 and is headquartered in London, England.",Seed,1679050,GBP,2130475
NK:IO,https://www.crunchbase.com/organization/nk-io,"Biotechnology, Life Science, Therapeutics","London, England, United Kingdom",NK:IO is a biotech company that develops novel approaches to natural killer cell-mediated immunotherapy.,"55,669",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://nk-io.com,NK:IO is a biotech company that develops novel approaches to natural killer cell-mediated immunotherapy. The company develops both cell therapy and small molecule therapeutics primarily targeting cancer.,Seed,2800000,GBP,3616683
SynaptixBio,https://www.crunchbase.com/organization/synaptixbio,"Biotechnology, Genetics, Therapeutics","Oxford, Oxfordshire, United Kingdom",SynaptixBio is a biotechnology research company that develops lifesaving therapies for severe leukodystrophies.,"58,105",,Active,2021-01-01,year,,,,,For Profit,https://www.synaptixbio.com,SynaptixBio is developing lifesaving therapies for severe leukodystrophies. The company enables the translation of ground-breaking research in TUBB4a Leukodystrophy into a transformative therapy. Their updated news is imported into the website. The customer queries are addressed through an online form.,Early Stage Venture,11540000,GBP,14337800
Sanome,https://www.crunchbase.com/organization/sanome,"Biotechnology, Health Care","London, England, United Kingdom",Transforming diagnostics for all,"61,328",,Active,2021-01-01,year,,,,,For Profit,https://www.sanome.com,"Sanome are combining different types of biomarkers to develop engaging, useful and accurate diagnostic products (IVDs) that enable early detection and prevention of disease. The IVD innovation engine, will ultimately enable new approaches for healthcare delivery, providing access to novel at-home testing paradigms for all people.",Seed,2000000,GBP,2708321
Eden Bio,https://www.crunchbase.com/organization/eden-bio,"Bioinformatics, Biotechnology, Machine Learning","London, England, United Kingdom",Harnessing nature's potential,"61,372",,Active,2021-10-08,day,,,,,For Profit,https://eden.bio/,"Eden Bio is a strain-engineering company with the mission of assisting fermentation businesses. With the world needing to transition away from traditional farming methods and toward a more sustainable future, Eden Bio is there to assist businesses in making that transition. Eden Bio's team is able to optimize genetic modifications made to customer strains by using their proprietary machine-learning platform. They work across industries to help companies optimize for yield, enzymatic activity, and other factors. The company was founded in 2021 and is based in London.",Seed,1000000,GBP,1175206
Amber Therapeutics,https://www.crunchbase.com/organization/amber-therapeutics,"Biotechnology, Therapeutics","London, England, United Kingdom",Amber Therapeutics develops the next-generation of bioelectrical therapies.,"63,502",,Active,2021-01-01,year,,,,,For Profit,https://www.amber-tx.com/,"Amber Therapeutics develops the next-generation of bioelectrical therapies that can sense and adapt as well as stimulate, with the potential to radically improve clinical outcomes in patients with functional disorders of the peripheral nervous system.",Seed,1107466,GBP,1322982
Animal Alternative Technologies,https://www.crunchbase.com/organization/animal-alternative-technologies,"AgTech, Alternative Protein, B2B, Biotechnology, CleanTech, Food and Beverage, Hardware, Meat and Poultry, Software Engineering","Cambridge, Cambridgeshire, United Kingdom","Scalable, complete Cultured Meat production systems to tackle global sustainability challenges","63,685",,Active,2020-01-01,year,,,,,For Profit,https://www.animalalternativetechnologies.com/,"Animal Alternative Technologies is a recently founded biotechnology B2B start-up based in the University of Cambridge. We are engineering a scalable, end-to-end ecosystem for Cultured Meat production, including specialist processes, enabling technologies, software, hardware and raw materials to democratize access to sustainable food and tackle some of the world's biggest sustainability and health challenges.",Seed,200000,USD,200000
Science Creates,https://www.crunchbase.com/organization/science-creates,"Biotechnology, Chemical Engineering","Bristol, Bristol, City of, United Kingdom",Science Creates is a deep tech ecosystem that helps scientists and engineers accelerate their ideas and build disruptive businesses.,"64,110",,Active,2020-01-01,year,,,,,For Profit,https://sciencecreates.co.uk/,"Science Creates is a Bristol-based deep tech ecosystem, supported and backed by successful entrepreneurs that help scientists and engineers accelerate their ideas and build disruptive businesses from scientific discoveries. In partnership with the University of Bristol, Science Creates aims to establish Bristol as a global centre for deep tech by combining specialist incubator facilities, a network of strategic partners, a dedicated venture capital fund and a STEM outreach charity.",,8500000,GBP,10699387
CHARM Therapeutics,https://www.crunchbase.com/organization/charm-therapeutics,"Artificial Intelligence (AI), Biotechnology, Life Science","London, England, United Kingdom",CHARM Therapeutics uses deep learning on 3D molecular configurations to develop molecule therapeutics to target pathogenic proteins.,"64,223",,Active,2021-01-01,year,,,,,For Profit,https://charmtx.com/,CHARM Therapeutics delivers transformational medicines through 3D deep learning and cutting-edge drug discovery technologies. It delivers transformational medicines through 3D deep learning and cutting-edge drug discovery technologies to help doctors in treating undruggable disease targets.,,82690588,USD,82690588
Kynos Therapeutics,https://www.crunchbase.com/organization/kynos-therapeutics,"Biotechnology, Health Care, Medical, Therapeutics","Edinburgh, Edinburgh, City of, United Kingdom","Kynos Therapeutics develops KMO inhibitors across key indications in inflammation, immunity, and metabolism.","64,246",,Active,2020-01-01,year,,,,,For Profit,https://www.kynostx.com/,"Kynos Therapeutics develops KMO inhibitors across key indications in inflammation, immunity, and metabolism.",Seed,9000000,GBP,11762184
Bloomsbury Genetic Therapies,https://www.crunchbase.com/organization/bloomsbury-genetic-therapies,"Biopharma, Biotechnology, Pharmaceutical","Cambridge, Cambridgeshire, United Kingdom",Bloomsbury Genetic Therapies develops curative treatments for rare neurological and metabolic diseases using gene therapy technologies.,"64,752",,Active,2022-10-01,month,,,,,For Profit,https://bloomsburygtx.com/,Bloomsbury Genetic Therapies develops curative treatments for rare neurological and metabolic diseases using gene therapy technologies.,Seed,5000000,GBP,5547149
Kyomei,https://www.crunchbase.com/organization/kyomei,"Agriculture, AgTech, Biotechnology, Organic Food, Sustainability","Oxford, Oxfordshire, United Kingdom",Kyomei develops a meat protein production system using plant cell biology.,"66,404",,Active,2020-01-01,year,,,,,For Profit,https://kyomei.co.uk,"Kyomei develops a meat protein production system using plant cell biology. It uses sustainable ways to add flavor on meat-based alternatives. Kyomei was founded in 2021 and is based in Oxford, England.",,2175000,USD,2175000
Sania Therapeutics,https://www.crunchbase.com/organization/sania-therapeutics,"Biotechnology, Genetics, Health Care, Therapeutics","London, England, United Kingdom",Sania Therapeutics is developing safe and effective gene therapies for the nervous system,"66,598",,Active,2021-01-01,year,,,,,For Profit,https://saniarx.com/,"Sania Therapeutics is a biotech company developing gene therapies for nervous system disorders. The company was founded in 2022 and is headquartered in London, England, United Kingdom.",Seed,5046995,USD,5046995
Resurrect Bio,https://www.crunchbase.com/organization/resurrect-bio,"AgTech, Animal Feed, Biotechnology","London, England, United Kingdom",Resurrect Bio is a plant biotech company that will improve the immune system of crop species to revolutionize the agricultural industry.,"67,978",,Active,2021-01-01,year,,,,,For Profit,https://resurrect.bio,Resurrect Bio is a plant biotechnology company that will improve the immune systems of crop species to revolutionize the agricultural industry.,Seed,1610000,GBP,2010023
Halo Therapeutics,https://www.crunchbase.com/organization/halo-therapeutics,"Biotechnology, Health Care, Life Science, Medical, Therapeutics","Bristol, Bristol, City of, United Kingdom",Halo Therapeutics develops antivirals to prevent users from sickness.,"71,023",,Active,2020-12-01,month,,,,,For Profit,https://halo-therapeutics.com/,"Halo Therapeutics develops antivirals to prevent users from sickness. It researches on virus shapes and creates fatty acids into medicine to lock them. Halo Therapeutics was founded in 2020 and is based in Bristol, England.",Seed,1520000,GBP,1897112
NunaBio,https://www.crunchbase.com/organization/nunabio,"Biotechnology, Life Science, Medical, Product Research","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",NunaBio operates as a privately-owned specialist DNA development company.,"71,157",,Active,2021-01-01,year,,,,,For Profit,https://nunabio.com/,NunaBio operates as a privately-owned specialist DNA development company. NunaBio engaged in CRO (Contract Research Organizations) and CDMO (Contract Development and Manufacturing Organisation) activities.,Seed,1900000,GBP,2363760
