Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Deciphex,https://www.crunchbase.com/organization/deciphex,"Artificial Intelligence (AI), Biotechnology, Health Diagnostics, Software","Dublin, Dublin, Ireland",Deciphex uses digital pathology and AI to address the pathology productivity gap,"23,599",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,http://www.deciphex.com/,"Deciphex is an Irish-based software company focused on developing digital pathology-based solutions for clinical and research pathology. Our ambition is to deliver solutions that provide tangible productivity benefits to pathologists, eliminating low-level tasks so they can focus on the critical content. We believe that digital pathology combined with artificial intelligence will help make pathologists work more efficiently in the future, offering a solution to the pending challenges in supply/demand in pathology services. Deciphex plans to be at the forefront of this revolution with cleverly positioned solutions that deliver on the biggest problems facing pathology today.",Early Stage Venture,35113177,USD,35113177
Shorla Pharma,https://www.crunchbase.com/organization/shorla-pharma,"Biotechnology, Pharmaceutical","Clonmel, Tipperary, Ireland",Shorla Pharma is an Irish specialty pharmaceutical company.,"28,901",Less than $1M,Active,2018-01-01,year,,,,,For Profit,https://www.shorlapharma.com/,"Shorla Pharma is an Irish specialty pharmaceutical company. It is growing portfolio brings accessible, affordable and life-saving treatments to patients, delivering a major contribution to patient care and providing a significant clinical impact.",Early Stage Venture,43300000,USD,43300000
Cosmo Pharmaceuticals,https://www.crunchbase.com/organization/cosmo-pharmaceuticals,"Biotechnology, Health Care, Manufacturing, Pharmaceutical","Dublin, Dublin, Ireland",Cosmo is a speciality pharmaceutical company that aims to become a global leader in the market of optimised therapies.,"29,927",$1M to $10M,Active,1996-01-01,year,2007-03-23,day,,,For Profit,https://www.cosmopharma.com/,"Cosmo Pharmaceuticals S.p.A., a specialty pharmaceutical company, manufactures generic products and specialty drugs for gastro-intestinal diseases. The company's proprietary clinical development pipeline specifically addresses innovative treatments for inflammatory bowel diseases, such as ulcerative colitis and Crohn's Disease, and colon infections. Its products include Zacol NMX, a nutraceutical product for the treatment of colon disorders; and Lialda/Mezavant for the treatment of patients suffering from mild to moderate ulcerative colitis. The company's clinical development products include Budesonide MMX, a Phase III clinical trial product for induction of remission in patients with mild to moderate ulcerative colitis; Rifamycin SV MMX, a Phase III clinical trial product for travellers' diarrhoea; LMW Heparin MMX, a polysaccharidic drug that is applied as an injectable anticoagulant and anti-blood-clotting agent after a major surgery, which has completed Phase II clinical trials; and CB-03-01, chemical entity under Phase II clinical trial for the treatment of acne, alopecia, and hirsutism. Its preclinical projects comprise CB-01-16 for the prevention of opioid-induced constipation; CB-01-12, which is an Anti-TNFa; CB-01-13 for the prevention of colon cancer; CB-01-14, an antibiotic; and CB-01-09, an immunosuppressant. The company also engages in the manufacture of products for third parties. Cosmo Pharmaceuticals is headquartered in Lainate, Italy.",IPO,25000000,USD,25000000
ONK Therapeutics,https://www.crunchbase.com/organization/onk-therapeutics,"Biotechnology, Health Care, Therapeutics","Barna, Galway, Ireland",ONK Therapeutics is an innovative cell therapy organisation.,"31,411",,Active,2009-01-01,year,,,,,For Profit,https://www.onktherapeutics.com/,"ONK Therapeutics is an innovative cell therapy company dedicated to developing the next generation of off-the-shelf, optimally engineered natural killer (NK) cell therapies targeting both hematological malignancies and solid tumors.",Early Stage Venture,21500000,USD,21500000
GH Research,https://www.crunchbase.com/organization/gh-research,"Biopharma, Biotechnology, Pharmaceutical","Dublin, Dublin, Ireland",GH Research is a biopharmaceutical company developing novel therapies for the management of mental illness.,"31,485",$1M to $10M,Active,2018-01-01,year,2021-06-24,day,,,For Profit,https://www.ghres.com/,GH Research PLC is a clinical-stage biopharmaceutical company dedicated to transforming the treatment of psychiatric and neurological disorders. GH Research PLC's initial focus is on developing its novel and proprietary 5-MeO-DMT therapies for the treatment of patients with Treatment-Resistant Depression.,IPO,125000000,USD,125000000
FIRE1,https://www.crunchbase.com/organization/fire1,"Biotechnology, Health Care, Medical Device, Therapeutics","Dublin, Dublin, Ireland","FIRE1 and is based in Dublin, Ireland, will focus on developing novel therapeutic devices.","31,875",Less than $1M,Active,2013-01-01,year,,,,,For Profit,http://fire1foundry.com,"FIRE1 and is based in Dublin, Ireland, will focus on developing novel therapeutic devices.",,82137214,USD,82137214
Genomics Medicine Ireland,https://www.crunchbase.com/organization/genomics-medicine-ireland,"Biotechnology, Genetics, Life Science","Dublin, Dublin, Ireland",Genomics Medicine Ireland is an Irish life sciences company conducting a study across Ireland of the human genome.,"32,775",$1M to $10M,Closed,2015-01-01,year,2018-11-27,day,2018-11-01,month,For Profit,http://genomicsmedicineireland.ie/,"Genomics Medicine Ireland is an Irish life sciences company leading a large-scale research study across Ireland looking at the human genome to examine the relationship between genetics, health and disease.",M&A,40000000,USD,40000000
Luminate Medical,https://www.crunchbase.com/organization/luminate-medical,"Biotechnology, Health Care, Medical, Medical Device","Galway, Galway, Ireland",Luminate Medical develops a medical device designed to prevent hair loss during chemotherapy.,"33,848",,Active,2018-01-01,year,,,,,For Profit,https://www.luminatemed.com/,"Luminate Medical develops a medical device designed to prevent hair loss during chemotherapy. Luminate Medical recognises that hair is an essential element of personality and self-esteem, and is dedicated to using the latest advances in medical technology to protect this.",Seed,5125000,USD,5125000
Priothera,https://www.crunchbase.com/organization/priothera,"Biotechnology, Health Care, Medical, Pharmaceutical","Dublin, Dublin, Ireland",Priothera is developing the orally applied sphingosine 1 phosphate (S1P) receptor modulators for haematological malignancies.,"40,654",Less than $1M,Active,2020-01-01,year,,,,,For Profit,https://priothera.com,Priothera is a clinical-stage company developing orally applied sphingosine 1 phosphate (S1P) receptor modulators for haematological malignancies. We are dedicated to improving the lives of patients suffering from hematological malignancies by delivering an innovative immune modulator to enhance the curative potential of allogeneic Hematopoietic Stem Cell Transplantation (HSCT) in these patients.,Early Stage Venture,49000000,EUR,56869729
Perfuze,https://www.crunchbase.com/organization/perfuze,"Biotechnology, Health Care, Medical, Medical Device","Newcastle, Galway, Ireland",Perfuze is developing innovative medical technology to treat acute ischemic stroke.,"42,137",,Active,2018-01-01,year,,,,,For Profit,https://www.perfuze.com/,"Perfuze was founded in 2018 by Wayne Allen and Liam Mullins. Perfuze is located within Galway City in the West of Ireland. The founders have over 30 years combined medtech experience within start-up and large corporations.Perfuze is developing innovative medical technology to treat acute ischemic stroke.Perfuze is developing innovative catheter technology to treat acute ischemic stroke. Their technology is intended to provide superior clinical outcomes in shorter procedural times; resulting in safe, cost-effective therapy. Perfuze was founded in 2018 by Wayne Allen and Liam Mullins. The founders have over 30 years combined medtech experience within start-up and large corporations. Perfuze is currently located in the Business Innovation Centre on the campus of the National University of Ireland, Galway, and is in the process of relocating to the IDA Business Park in Dangan, Galway.",Early Stage Venture,25500000,EUR,29128856
Sublimity Therapeutics,https://www.crunchbase.com/organization/sigmoid-pharma,"Biotechnology, Delivery, Health Care, Pharmaceutical, Wellness","Dublin, Dublin, Ireland","Sublimity Therapeutics Limited (Sigmoid Pharma Limited), a specialty pharmaceutical company focused on the treatment of ulcerative colitis.","44,491",$1M to $10M,Active,2000-01-01,year,,,,,For Profit,http://www.sublimitytherapeutics.com/,"Sublimity Therapeutics (formerly Sigmoid Pharma), is a specialty pharma company with offices in Dublin, Ireland, and Solana Beach, California. Sublimity’s goal is to identify and create meaningful new therapies for unmet clinical needs in gastrointestinal and immunological diseases. Sublimity’s priority focus is on its lead product, STI-0529, for treatment of moderate to severe ulcerative colitis.",Early Stage Venture,70344654,USD,70344654
PMD Solutions,https://www.crunchbase.com/organization/pmd-solutions,"Bioinformatics, Biotechnology, Health Care, Health Diagnostics, Internet of Things, Medical, Medical Device","Cork, Cork, Ireland",PMD Solutions is a medical device company developing novel CE marked respiratory diagnostic wearables for the hospital and home market. ,"47,451",Less than $1M,Active,2011-10-07,day,,,,,For Profit,http://www.pmd-solutions.com/,"PMD Solutions is aiming to revolutionise the traditional methods of respiratory monitoring with a discrete, body worn, wireless sensor that comprehensively and continuously monitors patients’ respiratory rate from administration to discharge.",,12465994,USD,12465994
Avectas,https://www.crunchbase.com/organization/avectas,"Biotechnology, Health Care, Medical","Maynooth, Kildare, Ireland",Avectas is a cell engineering technology company that enables drug developers to manufacture potent engineered cell therapies.,"48,816",,Active,2010-01-01,year,,,,,For Profit,https://www.avectas.com/,"Avectas is a cell engineering technology company, enabling drug developers to manufacture potent engineered cell therapies at therapeutic volumes, with high efficiency and with minimal cell disruption. Avectas technology delivers advanced molecules such as mRNA, proteins and gene editing tools to a range of cell types including T cells for immuno-oncology applications. Unlike the current industry standard of vector-free delivery methods, cells engineered with Avectas technology require no recovery time, leading to a shorter, simpler, more cost effective process.",Late Stage Venture,38870227,USD,38870227
AltraTech,https://www.crunchbase.com/organization/altratech,"Biotechnology, Genetics, Hospitality, Semiconductor","Shannon, Clare, Ireland",Altratech Limited designs biosensors and semiconductor chips for DNA testing of food traceability for agri business.,"56,025",,Active,2013-01-01,year,,,,,For Profit,http://altratech.com/,"Altratech Limited designs biosensors and semiconductor chips for DNA testing of food traceability for agri business. The company was incorporated in 2013 and is based in Shannon, Ireland.",,11100000,EUR,12716546
Ocean Harvest Technology,https://www.crunchbase.com/organization/ocean-harvest-technology-limited,"AgTech, Animal Feed, Biotechnology","Galway, Galway, Ireland",Ag-Tech company developing prebiotic solutions for animals and humans using macroalgal sources,"57,033",$1M to $10M,Active,2005-06-01,day,2023-04-04,day,,,For Profit,http://www.oceanharvesttechnology.com,"Ocean Harvest Technology is mapping the microbiome of production animals, and using powerful prebiotics derived from blends of macro algae to create healthier and higher performing animals. By understanding prebiotic mode of action, we can accelerate the removal of antibiotics from animal feeds, and help create cleaner meat, as well as reduce the methane production from dairy cows.",IPO,800000,EUR,884064
Inflazome,https://www.crunchbase.com/organization/inflazome,"Biopharma, Biotechnology, Health Diagnostics","Dublin, Dublin, Ireland",Inflazome is a biotech company that develops orally available drugs to address inflammatory diseases by targeting inflammasomes.,"57,678",$1M to $10M,Active,2016-01-01,year,2020-09-21,day,,,For Profit,http://inflazome.com/#introduction,"Inflazome is a biotech company that develops orally available drugs to address inflammatory diseases by targeting inflammasomes.  The company's drugs block inflammasome signals, eliminating a root cause of inflammation, enabling healthcare institutions to avail targeted therapies for inflammatory diseases such as Parkinson's, Alzheimer's, atherosclerosis, and type 2 diabetes. The company was incorporated in 2016 and is headquartered in  Dublin, Ireland.",M&A,63822007,USD,63822007
WhiteSwell,https://www.crunchbase.com/organization/whiteswell,"Biotechnology, Health Care","Ballybrit, Galway, Ireland",WhiteSwell is dedicated to advancing treatment of acute decompensated heart failure .,"61,530",,Active,2014-01-01,year,,,,,For Profit,http://whiteswell.com/,"WhiteSwell is a science-driven company dedicated to improving the treatment of acute decompensated heart failure (ADHF), which is a leading cause of hospitalization and emergency room visits. The WhiteSwell team investigated the therapeutic potential of the lymphatic system in order to address this significant clinical need. Its solution is unique in that it allows fluid removal from both the interstitial and intravascular compartments.",Early Stage Venture,30000000,USD,30000000
Metabolomic Diagnostics,https://www.crunchbase.com/organization/metabolomic-diagnostics,"Big Data, Bioinformatics, Biotechnology, Health Care, Health Diagnostics, Life Science, Medical","Cork, Cork, Ireland",Metabolomic Diagnostics specializes in the development of novel biomarker based diagnostic solutions for complex diseases,"62,593",,Active,2011-01-01,year,,,,,For Profit,http://metabolomicdiagnostics.com,"Metabolomic Diagnostics is a deep-tech company specialized in the development of novel biomarker based diagnostic solutions for complex diseases. The company has developed an effective pipeline to firstly identify diagnostic biomarker panels and then translate these panels into clinical assays ready for application in the clinical laboratory. This pipeline combines the biomarker multiplexing capabilities of Mass Spectrometry, a powerful analytical technology, with the company’s own informatics and statistics solutions to deliver diagnostic innovation. This is reflected in Metabolomic Diagnostics’ strong and versatile IP portfolio of technical innovations and biomarkers. Our Vision Metabolomic Diagnostics’ primary vision is to develop a portfolio of diagnostic solutions which can determine, early in a woman’s pregnancy, her risk of developing major complications much later in her pregnancy and thus enabling personalized care, adapted to each woman’s individual needs. Pregnancy complications like preeclampsia, gestational diabetes, preterm birth, and in-uterine growth restriction, all have the potential to severely impact on the well-being of mother and child. The company’s innovative diagnostic solutions will assist clinicians in re-imagining how these conditions are managed: our novel risk assessment tools are specifically developed in conjunction with prenatal care providers to ensure they make a difference that really matters. This in turn will enable clinicians to improve pregnancy outcomes globally. Our solutions will empower pregnant women: accurate pregnancy risk information will allow a pregnant woman, in partnership with her care provider, to determine what prenatal care is best for her pregnancy.",Seed,7930000,EUR,9617325
Malin Corporation,https://www.crunchbase.com/organization/malin-corporation-plc,"Biotechnology, Life Science","Dublin, Dublin, Ireland",Malin Corporation plc is an Irish incorporated public limited company whose head office is in Dublin.,"62,648",$10M to $50M,Active,2014-01-01,year,,,,,For Profit,http://www.malinplc.com,"Malin Corporation plc (“Malin”) is an Irish incorporated public limited company whose head office is in Dublin, Ireland with subsidiary offices in New Haven, Connecticut and Research Triangle, North Carolina, USA. Malin’s purpose is to create shareholder value through the selective long-term application of capital and operational expertise to private, pre-IPO, pre-trade sale operating businesses in dynamic and fast growing segments of the life sciences industry. Through its operational involvement, Malin works with its investee companies to enable them to reach the full potential of their value proposition and to achieve commercial success.",,50000000,EUR,55915152
Kastus Technologies,https://www.crunchbase.com/organization/kastus-antimicrobial-technologies,"Bioinformatics, Biotechnology","Dublin, Dublin, Ireland",The world’s most innovative antimicrobial surface coating technology.,"66,068",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,http://www.kastus.com,"Kastus’ patented surface technology was initially developed in response to government, industry and healthcare requests to help reduce the spread of antibiotic-resistant infections, specifically those caused by bacteria and fungus surviving on surfaces and indoor environments. After over 10-years of advanced research and development, Kastus was formally founded in 2014 by John Browne, leading the company to where it is today. Kastus today is an Award-Winning surface innovation company with global headquarters and manufacturing based in Ireland. Our patented range of Antiviral and Antibacterial surface coatings are designed to enhance surfaces across our range of products and integrated solutions.  Our ISO validated coating technology has been proven to kill >99% of harmful bacteria, common viruses, fungi and antibiotic-resistant superbugs, which makes it particularly useful for products including glass and ceramics. This year, an independent ISO test report found Kastus is also proven to kill >99% of human coronavirus. In 2020, Kastus have actively helped businesses to reopen safely from lockdown with the launch of our New Antiviral and Antimicrobial screen protectors. A unique, easy to install product, designed to help businesses better protect their touchscreens. Following the launch of our screen protectors we have recently been awarded EU Funding for developing an innovative business solution to help fight Covid-19.",Early Stage Venture,10100000,EUR,11753777
Hexafly,https://www.crunchbase.com/organization/hexafly,"AgTech, Biotechnology, Service Industry, Sustainability","Kells, Meath, Ireland",Hexafly is a technology for food materials.,"69,397",$1M to $10M,Closed,2016-01-08,day,,,,none,For Profit,http://www.hexafly.co/,"Hexafly they  provide breeding and bio-conversion technologies, for protein and oil products for the aquaculture, animal feed and plant nutrition industries.",Seed,3951992,USD,3951992
Nuritas,https://www.crunchbase.com/organization/nuritas,"Artificial Intelligence (AI), Bioinformatics, Biotechnology, Data Mining","Dublin, Dublin, Ireland",Nuritas combines artificial intelligence and genomics to discover and unlock natural bioactive peptides with extraordinary health benefits,"69,467",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,http://www.nuritas.com,"Nuritas is revolutionising the discovery of novel, natural and scientifically proven active ingredients that can manage and improve human health. The company’s disruptive computational approach to discovery uses artificial intelligence and genomics to, for the first time ever, rapidly and efficiently predict and then provide access to the most health-benefiting components hidden within food, called bioactive peptides.",Early Stage Venture,93200000,EUR,106487668
Amara Therapeutics,https://www.crunchbase.com/organization/amara-therapeutics,"Biotechnology, Health Care, Therapeutics","Galway, Galway, Ireland",Amara Therapeutics's is a digital therapeutic platform empowers women to take control of their pelvic health.,"70,473",,Active,2020-01-01,year,,,,,For Profit,https://www.amaratherapeutics.com,"Amara Therapeutics is passionate about empowering women and men to take control of their pelvic health. Amara Therapeutics use evidence based medicine and behavioural interventions supported by Amara Therapeutics platform of technologies to provide safe, convenient and non-invasive care pathways.  At Amara Therapeutics mission is to fix the care pathway for pelvic health patients, connecting healthcare providers, patients and peers through our platform.",Seed,3000000,EUR,3203180
Impedans,https://www.crunchbase.com/organization/impedans,"Bioinformatics, Biotechnology, Health Care","Dublin, Dublin, Ireland",Impedans Plasma Measurement to Understand and Control the Future.,"71,909",$1M to $10M,Active,2004-01-01,year,,,,,For Profit,http://www.impedans.com/,"Impedans provide you with intelligent sensing platforms for radio-frequency (RF) and plasma process monitoring. Their products find applications in fundamental research, process development, tool design, process control and fault detection and classification (FDC). They serve a wide range of industries, due to the ubiquitous nature of RF and plasma processing, such as semiconductor, vacuum coating, medical device, hard disk and aerospace among many others. Their value proposition is that They provide you with an independent diagnosis of your process health, using intelligent, internet enabled sensing platforms, in conjunction with their vast experience in RF and plasma systems, to help you solve the most complex processing issues.",Early Stage Venture,3500000,EUR,3577159
Normax Biomed,https://www.crunchbase.com/organization/normax-biomed,"Biotechnology, Manufacturing, Pharmaceutical","Cork, Cork, Ireland",Normax Biomed is an mRNA Vaccine research and development and manufacturing company.,"71,922",,Active,2020-01-01,year,,,,,For Profit,https://normaxbiomed.com/,Normax Biomed is an mRNA Vaccine research and development and manufacturing company that deliver mRNA Vaccines for infectious diseases to help support the Sustainable Development Goal (SDG) for good health & well being.,,300000000,EUR,301383047
Talam Biotech,https://www.crunchbase.com/organization/microgen-biotech,"AgTech, Biotechnology, Health Care, Medical","Carlow, Carlow, Ireland",Talam Biotech uses nature's microbes to reduce toxins in crops while increasing crop yields and reducing pollutants in arable soil.,"73,209",Less than $1M,Active,2012-01-01,year,,,,,For Profit,http://www.microgenbiotech.com/,Talam Biotech uses nature's microbes to reduce toxins in crops while increasing crop yields and reducing pollutants in arable soil. Their vision is to feed the world with safe foods produced sustainably.,,3950000,USD,3950000
Nemysis,https://www.crunchbase.com/organization/nemysis,"Biotechnology, Market Research, Pharmaceutical","Dublin, Dublin, Ireland",A start-up tackling iron deficiency/anemia and gluten intolerance. ,"73,878",,Active,2015-01-01,year,,,,,For Profit,http://nemysisltd.com/," Nemysis unique strategy is a staged approach to the development of OTC and Prescription Products, tackling the same conditions to commercialise in different market segments. Nemysis is developing Food Supplements, Medical Matrix and Prescription products based on this strategy.",Early Stage Venture,6150000,EUR,6852469
HiberGene Diagnostics,https://www.crunchbase.com/organization/hibergene-diagnostics,"Biotechnology, Health Diagnostics, Manufacturing, Medical","Sandyford, Dublin, Ireland","HiberGene Diagnostics develops, manufactures and markets molecular diagnostic tests for human infectious diseases.","74,384",,Active,2009-01-01,year,,,,,For Profit,http://www.hibergene.com/,"Hibergene Diagnostics is a Dublin-based, private Irish company, that develops, manufactures and markets molecular diagnostic tests for human infectious diseases, using the LAMP (Loop Mediated Isothermal Amplification) technology. The company has a growing portfolio of tests, with tests for Meningococcus and Group B Streptococcus already available. In addition, Hibergene has an active research pipeline from which the company expects to release a number of tests on a yearly basis. The tests meet a significant unmet clinical need allowing clinicians to rapidly, accurately and easily detect human infectious diseases in a near patient setting. The company CEO is Brendan Farrell, an industry veteran, who was a founder of Trinity Biotech. The company is headquartered in Ireland and its investors include a number of institutions and private investors.",Early Stage Venture,10342813,USD,10342813
ICON,https://www.crunchbase.com/organization/icon-plc,"Biopharma, Biotechnology, Medical, Pharmaceutical","Dublin, Dublin, Ireland","ICON is a global provider of outsourced drug development services to biopharma, medical device, biosimilar and generic organizations.","77,358",$500M to $1B,Active,1990-01-01,year,1998-05-15,day,,,For Profit,https://www.iconplc.com,"ICON is a global provider of outsourced development services to the pharmaceutical, biotechnology and medical device industries. We specialise in the strategic development, management and analysis of programs that support Clinical Development - from compound selection to Phase I-IV clinical studies.",IPO,,,
