Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Medicago,https://www.crunchbase.com/organization/medicago,"Biotechnology, Commercial, Health Care, Medical","Quebec, Quebec, Canada","Medicago is a biotechnology company focused on the research, development, production, and commercialization of vaccines in Canada.","22,587",$50M to $100M,Closed,1997-01-01,day,2006-08-30,day,2023-02-01,month,For Profit,http://www.medicago.com,"Medicago Inc., a biotechnology company, focuses on the research, development, production, and commercialization of vaccines in Canada. The company develops its vaccines based on its proprietary technologies, including the plant-based Proficia technology and Virus-Like Particles (VLP) technology. Its product candidate includes H5N1 pandemic influenza VLP vaccine, which has completed a Phase I human clinical trial. The company is also developing H1N1 VLP vaccine for Influenza A/California/04/09 virus; and seasonal influenza vaccines. Medicago Inc. has collaboration agreements with Viridis S.A.; Genopole biopark to manufacture pandemic and seasonal influenza vaccines; and Philip Morris International to produce a therapeutic protein with a humancompatible glycosylation pattern. The company was incorporated in 1997 and is headquartered in Quebec City, Canada.",M&A,208119161,USD,208119161
IPA (ImmunoPrecise Antibodies),https://www.crunchbase.com/organization/immunoprecise-antibodies,"Artificial Intelligence (AI), Biotechnology, Machine Learning, Natural Language Processing, Pharmaceutical, Therapeutics","Victoria, British Columbia, Canada","IPA is a full-service, bioplatform-based and AI-driven company, specialized in next-gen antibody discovery for therapeutics.","24,840",$10M to $50M,Active,1983-01-01,year,2020-12-30,day,,,For Profit,https://ipatherapeutics.com/,"IPA is a biotherapeutic research and technology company that leverages systems biology, multi-omics modeling, and complex artificial intelligence systems to support its proprietary technologies in bioplatform-based antibody discovery. Recently, IPA was ranked by one of the pharmaceutical industry’s most trusted and independent market research sources as having the highest competitive score for its antibody service portfolio.1 The company represents a HUB of biotherapeutic intelligence that includes a hybrid of experts and technologies, providing highly specialized full-continuum therapeutic antibody discovery and development —with advanced omics and complex artificial intelligence technology [LENSai] that provide greater efficiency and accuracy than ever before.  Our mission is to provide a HUB of the most advanced intelligence and technology to treat disease, bar none. Our goal is to support the advancement of novel biologics against even the most challenging targets, ultimately contributing to the treatment of diseases and the betterment of humankind. Footnote: 1. ROOTS 2022: Antibody Discovery Services and Platforms Market",IPO,39913222,USD,39913222
Knight Therapeutics,https://www.crunchbase.com/organization/knight-therapeutics,"Biotechnology, Medical, Pharmaceutical","Westmount, Quebec, Canada",Knight Therapeutics is a specialty pharmaceutical company focused on acquiring or in-licensing.,"25,421",$1M to $10M,Active,1995-01-01,year,2014-03-03,day,,,For Profit,http://gud-knight.com/en,Knight Therapeutics is a specialty pharmaceutical company focused on acquiring or in-licensing innovative pharmaceutical products for the markets.,IPO,528512033,USD,528512033
Oncolytics Biotech,https://www.crunchbase.com/organization/oncolytics-biotech,"Biotechnology, Health Care, Medical, Therapeutics, Wellness","Calgary, Alberta, Canada",Oncolytics Biotech develops oncolytic viruses as potential therapeutics for use in a broad range of cancers.,"27,180",$1M to $10M,Active,1988-01-01,year,2001-10-12,day,,,For Profit,http://www.oncolyticsbiotech.com,"Oncolytics Biotech focuses the research and development efforts on the development of REOLYSIN, the cancer therapeutic. The product for human use, REOLYSIN is developed from the reovirus. The virus has been demonstrated to replicate in the tumour cells bearing an activated Ras pathway. The Ras protein is a regulator of cell growth and differentiation. It transmits signals from the cell's surface, through growth factor receptors, to downstream elements, which are in turn relayed to the nucleus. The transmission of signals from the cell surface to the cell's nucleus is referred to as the signal transduction. The wholly owned subsidiaries of the company include Oncolytics Biotech (Barbados) Inc. and Oncoltics Biotech (US) Inc. In April 2009, the Company completed the acquisition of an inactive private company. Oncolytics Biotech was founded on 1988 and is based in Calgary, Alberta, Canada.",IPO,100100750,USD,100100750
AEterna Zentaris,https://www.crunchbase.com/organization/aeterna-zentaris,"Biopharma, Biotechnology, Health Care, Medical, Oncology","Quebec, Quebec, Canada",AEterna Zentaris is a drug development company that specializes in oncology and endocrine therapy.,"30,894",$1M to $10M,Active,1991-01-01,year,2000-03-17,day,,,For Profit,https://www.zentaris.com,"AEterna Zentaris Inc. is a drug development company specialized in oncology and endocrine therapy. The Company's product pipeline encompasses compounds at all stages of development, from drug discovery through marketed products. The priorities in oncology are its Phase III program with perifosine in multiple myeloma and its Phase II program in multiple cancers, including metastatic colon cancer, as well as Phase II program with AEZS-108 in advanced endometrial and advanced ovarian cancer combined with potential developments in other cancer indications. In endocrinology, the Company's program is the reactivation of a Phase III trial with AEZS-130 (SolorelTM) as a growth hormone (GH) stimulation test for the diagnosis of GH deficiency in adults (AGHD).",IPO,82410000,USD,82410000
InMed Pharmaceuticals,https://www.crunchbase.com/organization/inmed-pharmaceuticals-inc,"Biotechnology, Health Care, Medical, Pharmaceutical","Vancouver, British Columbia, Canada",InMed Pharmaceuticals is a clinical-stage company developing cannabinoid-based pharmaceutical drug candidates.,"32,641",$10M to $50M,Active,1981-01-01,year,2012-03-29,day,,,For Profit,https://www.inmedpharma.com,"InMed Pharmaceuticals is a clinical-stage pharmaceutical company developing a pipeline of cannabinoid-based medications, initially focused on the therapeutic benefits of cannabinol (""CBN"") in diseases with high unmet medical needs.  The Company is dedicated to delivering new therapeutic alternatives to patients that may benefit from cannabinoid-based medicines. InMed Pharmaceuticals was established in 1981 in Vancouver, Columbia by Chris Bogart.",IPO,69520242,USD,69520242
FSD Pharma,https://www.crunchbase.com/organization/fsd-pharma,"Biotechnology, Manufacturing, Pharmaceutical","Cobourg, Ontario, Canada",FSD Pharma's management’s mission is to transform the facility into the largest hydroponic indoor cannabis facility.,"33,106",Less than $1M,Active,1994-10-20,day,2018-06-08,day,,,For Profit,http://fsdpharma.com/,"Headquartered at the former Kraft plant in Cobourg, Ontario, approximately an hour’s drive from Toronto, FSD Pharma's management’s mission is to transform the facility into the largest hydroponic indoor cannabis facility in the world. FSD Pharma intends to target all legal aspects of the cannabis industry, including cultivation, processing, manufacturing, extracts and research and development.",IPO,88212047,USD,88212047
Portage Biotech,https://www.crunchbase.com/organization/portage-biotech,"Biotechnology, Pharmaceutical","Toronto, Ontario, Canada",Portage Biotech is a pharmaceutical company that identifies and develops best-in-class or first-in-class early-to-mid stage products.,"33,573",Less than $1M,Active,1973-01-01,day,1999-01-22,day,,,For Profit,http://portagebiotech.com/,"Portage is engaged in researching and developing pharmaceutical and biotech products through to clinical ""proof of concept"" with an initial focus on unmet clinical needs. Following proof of concept, Portage will look to sell or license the products to large pharmaceutical companies for further development and commercialization. Portage is seeking discovery and co-development partners in areas such as cancer, infectious disease, neurology and psychiatry developing novel targeted therapies, stem cell therapy and even older marketed products that have been found to have novel patentable characteristics that bring new value to patients.",IPO,50640700,USD,50640700
Liminal BioSciences,https://www.crunchbase.com/organization/prometic-life-sciences,"Biotechnology, Health Diagnostics, Medical","Laval, Quebec, Canada",Liminal is a biopharmaceutical corporation supplying state-of-the-art technologies for bio-separations as well as therapeutic products.,"38,898",$1M to $10M,Active,1992-01-01,year,2019-11-18,day,,,For Profit,https://liminalbiosciences.com/,"Liminal BioSciences is a biopharmaceutical corporation supplying state-of-the-art technologies for bio-separations as well as therapeutic products. It specializes in discovering, developing, and commercializing novel small molecule compounds for respiratory, liver, and renal diseases. The company focuses specifically on developing solutions for rare and orphan diseases. Liminal BioSciences was founded in 1992 and is headquartered in Laval, Quebec.",M&A,147806465,USD,147806465
Ondine Biomedical,https://www.crunchbase.com/organization/0ndine-biomedical-inc,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Vancouver, British Columbia, Canada","Ondine Biomedical develops non-antibiotic, anti-infective therapies for a broad spectrum of bacterial, viral, and fungal infections.","39,554",Less than $1M,Active,1997-01-01,year,2021-12-06,day,,,For Profit,http://ondinebio.com,"Ondine Biomedical Inc. (formerly Ondine Biopharma Corporation) is dedicated to the development of non-antibiotic anti-infective therapies for a broad spectrum of bacterial, viral and fungal infections.  The Company is focused on the development and commercialization of its patented light activated technology, Photodisinfection (PDD), for multiple applications.  PDD provides antimicrobial efficacy without encouraging the formation and spread of antibiotic resistance.  Ondine Biomedical Inc. launched is first PDD product Periowaveâ„¢ in 2006. Periowaveâ„¢ is used as an adjunctive therapy for the treatment of chronic adult periodontitis (gum disease). In June 2009 Ondine sold its Dental Healthcare Business to PDT Inc.",IPO,4334290,USD,4334290
Lumira Ventures,https://www.crunchbase.com/organization/lumira-ventures,"Biopharma, Biotechnology, Health Care, Health Diagnostics, Information Technology, Medical, Medical Device, Pharmaceutical, Therapeutics, Venture Capital","Toronto, Ontario, Canada",Canada's leading health care & life sciences venture capital firm with a 30-year reputation building companies across North America.,"40,964",$1M to $10M,Active,1989-01-01,year,,,,,For Profit,http://www.lumiraventures.com,"With a 30-year reputation as a leading North American healthcare and life sciences venture capital firm, with offices in Toronto, Montreal, Vancouver and Boston, Lumira Ventures collaborates with and invests in entrepreneurial management teams to build best-in-class, innovation-centric biotherapeutic and medical device companies that are meeting significant unmet needs and creating transformation impact in communities worldwide. Since 1989, Lumira Ventures has invested in over 100 healthcare companies and currently has a portfolio of 30+ active investee companies located in Canada and the United States.",,,,
Willow Biosciences,https://www.crunchbase.com/organization/willow-biosciences,"Biotechnology, Health Care","Calgary, Alberta, Canada","Willow Biosciences is a multidisciplinary team of discovery biologists, biochemists and geneticists.","44,078",Less than $1M,Active,1981-04-15,day,2017-03-31,day,,,For Profit,https://www.willowbio.com/,"Willow Biosciences is a multidisciplinary team of discovery biologists, biochemists, and geneticists. It specializes in the fields of biotechnology and healthcare.",IPO,1890268,USD,1890268
Intellipharmaceutics International,https://www.crunchbase.com/organization/intellipharmaceutics-international,"Biotechnology, Health Care, Manufacturing, Pharmaceutical","Toronto, Ontario, Canada",Intellipharmaceutics International is engaged in the development of controlled-release and targeted pharmaceutical products. ,"51,279",$1M to $10M,Active,1998-01-01,year,2003-01-10,day,,,For Profit,http://intellipharmaceutics.com,"Intellipharmaceutics International Inc. is a pharmaceutical company specializing in the research, development and manufacture of novel and generic controlled-release and targeted-release oral solid dosage drugs. The Company's patented Hypermatrix™ technology is a multidimensional controlled-release drug delivery platform that can be applied to a wide range of existing and new pharmaceuticals. Intellipharmaceutics has developed several drug delivery systems based on this technology platform, with a pipeline of products (some of which have received U.S. Food and Drug Administration (""FDA"") approval) in various stages of development. The Company has abbreviated new drug application (""ANDA"") and new drug application (""NDA"") 505(b)(2) drug product candidates in its development pipeline.",IPO,19087010,USD,19087010
Cardiome Pharma,https://www.crunchbase.com/organization/cardiome-pharma,"Biopharma, Biotechnology, Health Care","Vancouver, British Columbia, Canada","Cardiome Pharma Corp. is a specialty biopharmaceutical company dedicated to the discovery, development and commercialization.","51,815",$1M to $10M,Closed,1986-01-01,year,2005-01-20,day,2018-05-15,day,For Profit,http://cardiome.com,"Cardiome Pharma Corp. is a specialty biopharmaceutical company dedicated to the discovery, development and commercialization of new therapies that will improve the health of patients suffering from heart disease around the world. Cardiome has one marketed product, BRINAVESSTM (vernakalant IV), approved in Europe and other territories for the rapid conversion of recent onset atrial fibrillation to sinus rhythm in adults.",M&A,57008267,USD,57008267
Theralase Technologies,https://www.crunchbase.com/organization/theralase-technologies,"Biotechnology, Medical Device","Toronto, Ontario, Canada",Theralase Technologies is a biopharmaceutical company,"52,013",$1M to $10M,Active,1994-01-01,year,2000-09-29,day,,,For Profit,http://theralase.com/,"Theralase Technologies is a biopharmaceutical company focused on the design, development, manufacturing, and sale of patented laser technology platforms used in a wide range of bio-stimulative and bio-destructive clinical applications in patients. Theralase’s operations are divided into two divisions: the production of therapeutic laser technology for commercial applications, and the research and development of laser-based technologies for the destruction of cancer cells and other disease states. The Therapeutic Laser Technology division is focused on the development and commercialization of laser-based non-invasive therapeutic devices to eliminate pain, reduce inflammation, and accelerate tissue healing. The Photo Dynamic Therapy division is focused on the discovery and development of small, light-activated molecules and companion laser systems that activate them with high anti-cancer effectiveness, microbial sterilization potency, and bacterial infection control. ",IPO,4062552,USD,4062552
Medicure,https://www.crunchbase.com/organization/medicure,"Biotechnology, Clinical Trials, Pharmaceutical","Winnipeg, Manitoba, Canada","Medicure is a specialty pharmaceutical Company engaged in the research, clinical development and commercialization of human therapeutics.","53,526",$1M to $10M,Active,1997-01-01,year,2011-11-04,day,,,For Profit,http://medicure.com/,"Medicure is a specialty pharmaceutical company focused on the development and commercialization of therapeutics for the U.S. hospital market. Medicure’s vision is to become a leading specialty pharmaceutical company that improves the lives of patients while delivering value for its shareholders. The Company’s current focus is in the area of acute cardiovascular care, a market served by its commercial product, AGGRASTAT (tirofiban HCl). The Company is also looking to develop and acquire additional hospital products. To accomplish this, the Company is leveraging its historical expertise in clinical development as well as exploring acquisition opportunities with growth potential. Medicure was established in 1997, and spent its first decade focused on research and development. In 2008, the Company began a transition to focus on its commercial, specialty pharmaceutical business. This new direction was solidified in October 2013 with the U.S. FDA approval of the new label for AGGRASTAT. The label change has provided a basis for the Company to grow sales and achieve profitability, and also to pursue development and acquisition opportunities. Medicure’s board and management is committed to building value for its existing shareholder base and is patiently pursuing a long-term view to establishing the Company as a leading, international pharmaceutical company - one that is distinguished by its unique fit within the contemporary market. Medicure Inc. is based in Winnipeg, Canada and publicly traded on the Toronto Stock Exchange Venture under the symbol MPH. Its subsidiaries include Medicure International, Inc. (Barbados), which owns the U.S. rights to AGGRASTAT, as well as two U.S. corporations, Medicure USA, Inc. and Medicure Pharma, Inc., which distributes the Company’s products in the United States. Medicure Inc. and Medicure USA have a minority interest and fixed option to acquire the holding companies of Apicore LLC and Apicore US LLC (collectively, Apicore). Apicore is a developer and manufacturer of specialty Active Pharmaceutical Ingredients (APIs) and generic products (ANDAs).",IPO,88264441,USD,88264441
Canadian Utilities,https://www.crunchbase.com/organization/cu-inc,"Biotechnology, Communities, Electronics, Sales","Calgary, Alberta, Canada",Canadian Utilities is a biotechnology company offering energy to homes and businesses.,"55,697",$1B to $10B,Active,1999-01-01,year,2007-04-20,day,,,For Profit,https://www.canadianutilities.com/en-ca/investors/cu-inc.html,"CU Inc. is a wholly-owned subsidiary of Canadian Utilities Limited, an ATCO Company.CU Inc. is an Alberta-based corporation with approximately 3,500 employees and assets of $16 billion comprised of rate-regulated utility operations in natural gas and electricity distribution and transmission.",IPO,425000000,USD,425000000
Nuvo Research,https://www.crunchbase.com/organization/nuvo-research,"Biotechnology, Health Care, Pharmaceutical","Mississauga, Ontario, Canada",Nuvo Research is a healthcare company that offers commercial healthcare products.,"62,862",$50M to $100M,Active,1983-01-01,year,2005-11-04,day,,,For Profit,http://www.nuvoresearch.com,"Nuvo Research offers commercial healthcare products that target several therapeutic areas, including pain, allergy, neurology, and dermatology. Their products include prescription products, ethical products, natural health care products, and medical devices.",IPO,9100000,USD,9100000
Sernova,https://www.crunchbase.com/organization/sernova,"Biotechnology, Developer Platform, Health Care, Therapeutics","London, Ontario, Canada",Sernova develops regenerative medicine therapeutic technologies for treatment of chronic metabolic diseases.,"65,237",$100M to $500M,Active,1998-08-19,day,2014-03-14,day,,,For Profit,http://sernova.com,"Sernova Corp., a health sciences company, focuses on the development and commercialization of medical technologies in the United States and Canada. Its proprietary platform technologies include Cell Pouch System, a device providing a natural organ-like environment for therapeutic cells, such as insulin producing islets for diabetics; and Sertolin, a cell-based technology providing an immune-privileged environment for donor cells, reducing or eliminating the need for anti-rejection drugs. The company also focuses to commercialize products for the treatment of Parkinson’s, spinal cord injury, and haemophilia diseases. Sernova Corp. is headquartered in London, Canada.",IPO,6200000,USD,6200000
Spectral Medical,https://www.crunchbase.com/organization/spectral-diagnostics,"Biotechnology, Health Care, Health Diagnostics, Therapeutics","Toronto, Ontario, Canada",Spectral Medical focuses on the development and commercialization of a treatment for septic shock.,"65,893",Less than $1M,Active,1991-01-01,year,1999-04-09,day,,,For Profit,http://spectraldx.com,Spectral Medical focuses on the development and commercialization of a treatment for septic shock using its endotoxin activity assay (EAA) diagnostic and the toraymyxin therapeutic.,IPO,35928124,USD,35928124
Burcon Nutrascience,https://www.crunchbase.com/organization/burcon-nutrascience-corporation,"Biotechnology, Food Processing, Manufacturing, Nutrition","Vancouver, British Columbia, Canada",Burcon Nutrascience develops plant proteins and ingredients for use in the food and beverage industries in Canada.,"67,430",,Active,1998-01-01,year,1999-04-06,day,,,For Profit,https://www.burcon.ca,"Burcon NutraScience Corporation, together with its subsidiary, develops plant proteins and ingredients for use in the food and beverage industries in Canada. The company's products include CLARISOY, a soy protein for use in sports nutrition beverages, dairy alternative yogurts and cheeses, powdered beverage mixes, coffee creamers, and other foods and nutritional products; and Peazazz, a pea protein for dairy alternative products, such as protein bars and crisps, weight management and meal replacement products, and vegetarian and vegan foods, as well as dry blended and ready-to-drink beverages. It also provides Supertein, a canola protein isolate for use in beverages, confectionery, aerated desserts, and protein bars; and Puratein, a canola protein isolate for use in baked goods, protein cereal bars, dressings, sauces, and meat substitutes. The company was formerly known as Burcon Capital Corp. and changed its name to Burcon NutraScience Corporation in October 1999. Burcon NutraScience Corporation was founded in 1998 and is headquartered in Vancouver, Canada.",IPO,10000000,CAD,7596002
