Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Jazeera Pharmaceuticals Industries,https://www.crunchbase.com/organization/jazeera-pharmaceuticals-industries,"Biotechnology, Manufacturing, Pharmaceutical","Riyadh, Ar Riyad, Saudi Arabia","Jazeera Pharmaceuticals Industries is engages in the research, development, manufacture, and marketing of pharmaceutical products.","204,234",$50M to $100M,Active,1999-01-01,year,2006-04-19,day,,,For Profit,http://www.jpi.com.sa/,"Jazeera Pharmaceuticals Industries is engages in the research, development, manufacture, and marketing of pharmaceutical products. It provides pharmaceutical products in tablet, syrup, and cream forms for applications in musculoskeletal, anti-infective, cardiovascular, CNS, respiratory, dermatology, alimentary, and genito-urinary therapeutic areas.",M&A,,,
NewBridge Pharmaceuticals,https://www.crunchbase.com/organization/newbridge-pharmaceuticals,"Biotechnology, Medical Device, Oncology, Pharmaceutical","Dubai, Dubai, United Arab Emirates",Newbridge Pharmaceuticals is a pharmaceutical and medical device company engaged in developing oncology and supportive care products.,"207,361",$10M to $50M,Active,2007-01-01,year,,,,,For Profit,https://www.nbpharma.com/,"Newbridge Pharmaceuticals, a pharmaceutical, biologics, and medical device company, engages in the sale and marketing of healthcare products. It offers oncology and supportive care products, such as CLASTEON, a bisphosphonate, which treats problems associated with bone metastasis; SANCUSO, a granisetron transdermal system for the prevention of chemotherapy induced nausea and vomiting; and GLICONORM, a film-coated divisible tablet for the treatment of non-insulin dependent diabetes mellitus. The company provides therapeutic products for diseases, such as diabetes, obesity, oncology, and cardiovascular diseases, as well as for other metabolic disorders. It serves biotechnology and pharmaceutical companies in the Middle East, Africa, Turkey, and Caspian Regions. Newbridge Pharmaceuticals was founded in 2007 and is based in Dubai, the United Arab Emirates.",Late Stage Venture,60000000,USD,60000000
Tabuk Pharmaceuticals,https://www.crunchbase.com/organization/tabuk-pharmaceuticals,"Biotechnology, Health Care, Manufacturing, Pharmaceutical","Riyadh, Ar Riyad, Saudi Arabia",Tabuk Pharmaceuticals engages in the development and distribution of pharmaceutical products.,"208,821",$50M to $100M,Active,1994-01-01,year,,,,,For Profit,https://tabukpharmaceuticals.com,,,,,
Riyadh Pharma,https://www.crunchbase.com/organization/riyadh-pharma,"Biotechnology, Health Care, Manufacturing, Pharmaceutical","Riyadh, Ar Riyad, Saudi Arabia",Riyadh Pharma is a pharmaceutical company that manufactures licensed and generic medicinal products.,"243,852",,Active,1994-01-01,year,,,,,For Profit,https://www.riyadhpharma.com/,,,,,
CAD Middle East Pharmaceutical Industries,https://www.crunchbase.com/organization/cad-middle-east-pharmaceutical-industries,"Biotechnology, Chemical, Manufacturing, Pharmaceutical","Riyadh, Ar Riyad, Saudi Arabia",CAD Middle East Pharmaceutical Industries is a manufacturer of active pharmaceutical ingredients.,"277,216",$50M to $100M,Active,2009-01-01,year,,,,,For Profit,https://cadmiddleast.com,"CAD Middle East Pharmaceutical Industries provides a manufacturing facility using the latest technologies with a dedication to manufacturing the highest quality of active pharmaceutical ingredients following current manufacturing practices standards. They offer pharmaceutical bulk activities in various therapeutic categories to cater to the needs of customers across the globe. They provide state-of-the-art multipurpose manufacturing facilities having individual compartment design concepts, a chemical development laboratory to support technology transfer, and documentation as per all international regulatory standards.",,,,
Modern Pharmaceutical,https://www.crunchbase.com/organization/modern-pharmaceutical,"Biotechnology, Business Development, Pharmaceutical, Professional Services","Dubai, Dubai, United Arab Emirates",Modern Pharmaceutical specializes in business development services for health care and pharmaceutical industries.,"290,499",$50M to $100M,Active,1969-01-01,year,,,,,For Profit,https://www.mpchealthcare.com,,,,,
Vortex Biotech,https://www.crunchbase.com/organization/vortex-biotech,"Biotechnology, CleanTech","Dubai, Dubai, United Arab Emirates",Vortex Biotech is a cutting-edge start-up that develops intelligent solutions for a better life.,"294,334",,Active,2021-10-13,day,,,,,For Profit,https://www.vortexbiotech.it,"Vortex is an innovative start-up that create smart solution for a better life. Susteinability and Environment are the  targets for our technology. Photonics, Circular economy ecosystems, High-Tech devices for clinical waste treatment are just the beginning.",Seed,,USD,
AcedrA BioPharmaceuticals,https://www.crunchbase.com/organization/acedra-biopharmaceuticals,"Biotechnology, Life Science, Medical Device, Pharmaceutical","Riyadh, Ar Riyad, Saudi Arabia",Scientific & Business Excellence Partner in the MENA region,"306,975",,Active,2017-01-01,year,,,,,For Profit,https://www.acedrarx.com/,"AcedrA BioPharmaceuticals is a regional leading provider of cutting-edge scientific & business services, offering scalable solutions for clinical-stage and commercial-stage companies of all sizes. Founded by a group of experts who started by scribbling their ideas on a piece of paper, today we offer smart, innovative services to dozens of clients worldwide. We hold ourselves up to the highest of standards and have been part of making innovation affordable for patients and scientific communities in the Middle East & North Africa region since 2017. Our vision: Be the first complete life science company with Research and Discovery, Manufacturing, Developing, and Commercialization capabilities aiming to have the first drug 100% own discovered and made. Our Mission: Our mission is to revolutionize access to health solutions that are innovative, safe, and effective by striving to create an environment of collaboration, innovation, and success that will foster the affordability of groundbreaking treatments and therapies for patients and scientific communities in the Middle East and North Africa region.",,,USD,
Pharmax Pharmaceuticals,https://www.crunchbase.com/organization/pharmax-pharmaceuticals,"Biotechnology, Health Care, Manufacturing, Pharmaceutical","Dubai, Dubai, United Arab Emirates","Pharmax Pharmaceuticals is a UAE-based pharmaceutical company which manufactures and markets affordable, branded generic medication.","355,271",$1M to $10M,Active,2011-01-01,year,2021-01-07,day,,,For Profit,https://www.pharmax.ae/,"Pharmax Pharmaceuticals is a UAE-based pharmaceutical company which manufactures and markets affordable, branded generic medication.",M&A,,,
Al Borg Medical Laboratories,https://www.crunchbase.com/organization/al-borg-medical-laboratories,"Biotechnology, Medical","Jeddah, Makkah, Saudi Arabia",Al Borg Medical Laboratories provide a wide range of clinical and diagnostic tests for its clients.,"362,077",,Active,1998-01-01,year,,,,,For Profit,http://www.alborglaboratories.com/,Al Borg Medical Laboratories provide a wide range of clinical and diagnostic tests for its clients.,,,USD,
King Abdullah International Medical Research Center,https://www.crunchbase.com/organization/king-abdullah-international-medical-research-center,"Biotechnology, Medical, Product Research, Test and Measurement","Riyadh, Ar Riyad, Saudi Arabia",King Abdullah International Medical Research Center offers research for biomedical and clinical analysis into practical solutions.,"363,172",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://kaimrc.ksau-hs.edu.sa/,,,,,
Sudair Pharmaceutical Company,https://www.crunchbase.com/organization/sudair-pharmaceutical-company,"Biotechnology, Health Care, Manufacturing, Pharmaceutical","Riyadh, Ar Riyad, Saudi Arabia",Sudair Pharmaceutical Company manufactures an array of pharmaceutical products for patients with chronic and life-threatening diseases.,"373,486",$10M to $50M,Active,2014-01-01,year,,,,,For Profit,https://sudairpharma.com/,,,,,
AiPharma,https://www.crunchbase.com/organization/aipharma,"Biopharma, Biotechnology, Health Care, Medical","Dubai, Dubai, United Arab Emirates",AiPharma is a biopharmaceutical company that develops and commercializes oral therapies for patients with life-threatening viral diseases.,"412,382",,Active,2020-01-01,year,2021-12-28,day,,,For Profit,https://www.aipharmalab.com/,"AiPharma is a biopharmaceutical company focused on discovering, developing, and commercializing oral therapies to address the unmet medical needs of patients with life-threatening viral diseases. AiPharma has built a nucleotide prodrug platform to develop novel product candidates to treat single-stranded ribonucleic acid, or ssRNA, viruses, which are a prevalent cause of severe viral diseases.",M&A,,,
Integrated Gulf Biosystems,https://www.crunchbase.com/organization/integrated-gulf-biosystems,"Biotechnology, Life Science, Medical","Dubai, Dubai, United Arab Emirates",Integrated Gulf Biosystems is a life science and clinical genomic solutions provider company.,"457,640",$10M to $50M,Active,1999-01-01,year,,,,,For Profit,https://igbiosystems.com,,,,,
Saudi Bio,https://www.crunchbase.com/organization/saudi-bio,"Biotechnology, Manufacturing, Pharmaceutical","Riyadh, Ar Riyad, Saudi Arabia",Saudi Bio is an insulin manufacturing company.,"460,719",$10M to $50M,Active,2010-01-01,year,,,,,For Profit,https://saudibio.com,"Saudi Bio is a pharmaceutical manufacturing and research company. They offer mixtard 30 pen fill cartridges, flex pen insulin pens, flex pen liraglutide (GLP-1) pens, novoseven haemophilia products, adalimumab, and rixathon.",,,,
SX2 Ventures,https://www.crunchbase.com/organization/sx2-ventures,"Biotechnology, Business Development, Finance, Health Care, Impact Investing, Life Science, Venture Capital","Dubai, Dubai, United Arab Emirates",SX2 Ventures helps innovation and long-term value creation in the human care segment.,"473,907",,Active,2017-01-01,year,,,,,For Profit,https://www.sx2ventures.com,"SX2 Ventures helps innovation and long-term value creation in the human care segment like life sciences, longevity, specialized care like dementia care, and emerging market healthcare solutions. The company's projects creates value in financial, experiential, and benefit to humankind. It builds new companies and invest in existing businesses and will work in any market that it excels in. SX2 Ventures was founded on 2017 and is headquartered in Bridgetown, Barbados.",,,,
Epygen Biotech,https://www.crunchbase.com/organization/epygen-biotech,"Biomass Energy, Biotechnology, Health Care, Manufacturing, Oncology, Therapeutics","Dubai, Dubai, United Arab Emirates","Epygen Biotech is a biopharmaceutical firm that research and manufacturers therapeutic proteins oncology, cardiovascular, and vaccines.","550,785",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://www.epygenbiotech.com,"Epygen Biotech is a biopharmaceutical company that develops and manufactures therapeutic proteins for oncology, cardiology, immune disorders, and vaccines. The group's decades of experience in recombinant protein expression and developments in protein separation are used to create affordable biologics for patients in the region.",,,USD,
Medscience Medical Equipment,https://www.crunchbase.com/organization/medscience-medical-equipment,"Biotechnology, Manufacturing, Medical Device, Pharmaceutical, Sales","Dubai, Dubai, United Arab Emirates",Medscience Medical Equipment is a manufacturer that produces and supplies medical devices for the biotechnology and pharmaceutical sectors.,"610,040",,Active,2018-01-01,year,,,,,For Profit,https://medscience.ae/,,,,,
AstraGene,https://www.crunchbase.com/organization/astragene,"Biotechnology, Manufacturing, Therapeutics","Dubai, Dubai, United Arab Emirates","AstraGene is a molecular diagnostics manufacturing company that provides in-vitro diagnostic reagents, kits, and instruments.","670,316",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://astragene.com,,,,,
Clinart MENA,https://www.crunchbase.com/organization/clinart-mena,"Biotechnology, Health Care, Pharmaceutical","Dubai, Dubai, United Arab Emirates",Clinart MENA works with well-known pharmaceutical and healthcare research organizations and medical device industries.,"680,859",,Active,2008-01-01,year,,,,,For Profit,http://clinart.net,"Clinart  MENA understands the clients’ needs and regard them as valued partners. It also understands the demands of an increasingly competitive research market. Clinart  MENA works with well-known pharmaceutical and healthcare research organizations and medical device industries. It provides a full range of customized services in clinical research as it believe that responsiveness, flexibility and thoughtfulness are the basic principles of successful research programs.",,,,
Gulf Bio Analytical,https://www.crunchbase.com/organization/gulf-bio-analytical,"Biotechnology, Health Care, Industrial, Life Science","Dubai, Dubai, United Arab Emirates",Gulf Bio Analytical specializes in providing comprehensive laboratory solutions to the hydrocarbon processing and life sciences industries.,"717,245",,Active,1999-01-01,year,,,,,For Profit,https://www.gulfbioanalytical.com/,,,,,
Dammam Valley,https://www.crunchbase.com/organization/dammam-valley,"Biotechnology, Health Care","Dammam, Ash Sharqiyah, Saudi Arabia","Dammam Valley is a destination for health and biotechnology innovation, stimulating investment in economic resources.","852,934",,Active,2021-01-01,year,,,,,For Profit,https://dammamvalley.sa,"Dammam Valley is a destination for health and biotechnology innovation, stimulating investment in economic resources to achieve long-term economic growth. Its perception is to be an innovation hub for investment in health and biotechnology in the Middle East.",,,,
Scientific Clinical Laboratories,https://www.crunchbase.com/organization/scientific-clinical-laboratories,"Biotechnology, Health Care, Hospital","Jumeira, Dubai, United Arab Emirates",Scientific Clinical is a private referral laboratory dedicated to provide patients with the highest standards in all types of human testing.,"917,212",,Closed,1990-01-01,year,2017-09-12,day,2017-09-12,day,For Profit,http://scluae.com/,"The Scientific Clinical Laboratories (SCL) is a private referral laboratory dedicated to provide patients with the highest standards in all types of human testing. Our goals and ambitions are in delivering a professional and high level of service to our customers around the region through our highly dedicated team of medical experts. The laboratory operates under stringent internationally recognized policies and procedures to maintain credibility and accuracy in testing. SCL provides more than a vast number of tests and test combinations, ranging from routine tests to highly esoteric molecular and genetic assays. All SCL investigations are continuously monitored by External Quality Assurance Program to assure the promise given to all valued clients.",M&A,,,
Merlin Life Sciences,https://www.crunchbase.com/organization/merlin-life-sciences,"Biotechnology, Health Care","Sharjah, Sharjah, United Arab Emirates",Merlin Life Sciences is a biotechnology firm that creates cardiac treatment solutions and services.,"991,927",,Active,2019-01-01,year,,,,,For Profit,https://www.merlinecp.com,Merlin Life Sciences is a biotechnology firm that creates cardiac treatment solutions and services. Their External Counterpulsation Therapy is a non-invasive and safe procedure that enhances blood circulation and is used to treat chronic stable angina. It improves blood flow by directing blood from the lower body to the heart.,,,,
Kuwait Saudi Pharmaceutical Industries Company,https://www.crunchbase.com/organization/kuwait-saudi-pharmaceutical-industries-company,"Biotechnology, Manufacturing","Al Ajman, Ajman, United Arab Emirates",Kuwait Saudi Pharmaceutical Industries Company is a manufacturer of pharmaceutical products.,"992,688",$10M to $50M,Active,1994-01-01,year,2019-08-06,day,,,For Profit,http://www.kspico.com/,Kuwait Saudi Pharmaceutical Industries Company is a manufacturer of pharmaceutical products.,M&A,,,
AngelWorld Biotech,https://www.crunchbase.com/organization/angelworld-biotech,"Artificial Intelligence (AI), Bioinformatics, Biotechnology, Health Care, Medical Device","Dubai, Dubai, United Arab Emirates",Biotech company disrupting point of care (POC) testing for major diseases. Bio intelligence powered by Smart Connected IVD medical devices,"1,042,818",,Active,2020-01-01,year,,,,,For Profit,https://www.angelworldbiotech.com,"AngelWorld Biotech is focused on helping the world combat major public health crises by leveraging Blockchain, Artificial Intelligence & allied Technologies to power EVO Smart connected In Vitro Diagnostic (IVD) medical devices. EVO Smart IVD medical devices rapidly detect IgM & IgG antibodies through a mobile app, the EVO Anti Body Rapid Detection System. AngelWorld Biotech creates & develops smart technologies for HealthCare Professionals and Consumers revolutionizing the way health care is administered, delivered & accessed by all stakeholders. 'Biotech', 'Bio-intelligence'",,,,
Plastic,https://www.crunchbase.com/organization/plastus,"Biotechnology, Manufacturing, Plastics and Rubber Manufacturing","Khobar, Ash Sharqiyah, Saudi Arabia",Plastic produces and sells PHA bioplastics products.,"1,123,173",,Active,2021-01-01,month,,,,,For Profit,https://www.theplastus.com,"Plastus offers products that are created using the fermentation process of bacteria with an environmentally friendly carbon source. They convert organic waste into bioplastics, which are produced through the fermentation process of bacteria. Their integration into PHA’s should lead to a decrease in fossil fuel use and significantly reduce carbon emissions.",,,,
Alliance Global,https://www.crunchbase.com/organization/alliance-global,"Biotechnology, Education, Health Diagnostics, Life Science, Training, Wellness","Dubai, Dubai, United Arab Emirates",Alliance Global is a biomedical distribution company.,"1,182,651",$10M to $50M,Active,2006-01-01,year,,,,,For Profit,https://www.agbl.net,"The Alliance Global is a transnational biomedical distribution company. They are committed to providing researchers, doctors, and diagnostic centers in emerging healthcare markets with innovative technologies and products. Its goal is to help science labs succeed by offering improved training and services. They are equipped with technological molecular biology, next-generation sequencing, and microarray technologies, allowing them to provide students with hands-on training and clients with advanced research.",,,,
CellSave,https://www.crunchbase.com/organization/cellsave,"Biotechnology, Consumer Research","Dubai, Dubai, United Arab Emirates",CellSave is the stem cell bank.,"1,221,433",,Active,2005-01-01,year,,,,,For Profit,https://cellsave.ae,"CellSave provides comprehensive stem cell banking services. They allow the healing and repair of different tissues like cord blood, cord tissue, placental tissue, cord vessel, and amnion tissue. They provide free transport to any transplant center in the world, same day critical time processing UAE only, 24 hour sample collection, FDA and AABB accredited laboratory, transplant assistance, and quality service guarantee.",,,,
Noor Enzymes,https://www.crunchbase.com/organization/noor-enzymes,"Biotechnology, Manufacturing, Supply Chain Management","Dubai, Dubai, United Arab Emirates","Noor Enzymes is an industrial biotechnology company that manufactures, supplies, and exporters backing enzymes.","1,223,499",$1M to $10M,Active,2008-01-01,year,,,,,For Profit,http://www.enzyme-india.com,,,,,
Dallah Pharma,https://www.crunchbase.com/organization/dallah-pharma,"Biotechnology, Manufacturing, Pharmaceutical","Riyadh, Ar Riyad, Saudi Arabia","Dallah Pharma is a wholesale distributor of pharmaceutical, herbal, and cosmetic products.","1,407,455",$10M to $50M,Active,2002-01-01,year,,,,,For Profit,https://dallah-pharma.com,,,,,
BndrGene,https://www.crunchbase.com/organization/bndrgene,"Biotechnology, Genetics, Health Care, Life Science","Medina, Al Madinah, Saudi Arabia",BndrGene is a unique independent medical laboratory center performing routine and specialized medical and scientific tests,"1,576,071",,Active,2018-05-01,day,,,,,For Profit,https://www.bndrgene.med.sa,"BndrGene is a unique independent medical laboratory center performing routine and specialized medical and scientific tests. It was established in May 2017 in Madinah, Saudi Arabia by the Saudi medical scientist Dr. Bandar Suliman. The lab aims to provide genomic and molecular testing using cutting-edge technology to serve the growing need for such testing services by government and private institutions.",,,,
Enigma Genomics,https://www.crunchbase.com/organization/enigma-genomics,"Biotechnology, Genetics, Machine Learning","Dammam, Ash Sharqiyah, Saudi Arabia",Enigma Genomics is a genomics company that specializes in the development of next-generation platforms and software.,"1,608,049",,Active,2023-01-01,year,,,,,For Profit,https://enigmagenomics.com,,,,,
Menalabs,https://www.crunchbase.com/organization/menalabs,"Biotechnology, Health Care, Health Diagnostics, Medical","Abu Dhabi, Abu Dhabi, United Arab Emirates","Menalabs operates as a group of medical biology laboratories offers clinical pathology, genetika, and medical diagnostics services.","1,642,407",,Active,2014-01-01,year,,,,,For Profit,https://www.menalabs.com,,,,,
Truly Here,https://www.crunchbase.com/organization/truly-here,"Biotechnology, Information Technology","Dubai, Dubai, United Arab Emirates","Dubai startup developing novel, proprietary, customer engagement technologies.","1,661,534",Less than $1M,Active,2015-07-07,day,,,,,For Profit,http://www.trulyhere.com,,,,,
Holistic International Testing Services,https://www.crunchbase.com/organization/holistic-international-testing-services,"Biotechnology, Chemical, Life Science","Dubai, Dubai, United Arab Emirates","Holistic International Testing Services is a chemistry laboratory that offers analytical, chemical, and biomolecular testing services.","1,738,565",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,https://www.hits-lab.com,,,,,
Armor Forensic,https://www.crunchbase.com/organization/armor-forensic,Biotechnology,"Dubai, Dubai, United Arab Emirates","Armor Forensic is UAE Based Biotechnology Company located in Dubai, ","1,768,988",,Closed,2016-01-01,year,,,,none,For Profit,https://www.armorforensic.com,"ARMOR FORENSIC a UAE leading supplier in Crime Scene Investigation and Forensic Science Solutions, providing quality Products, Vehicles, Training and Services to law enforcement and forensic science communities. ARMOR FORENSIC represent the world leading manufacturers and technology developers, creators and innovators for the UAE market and the region. Our expertise extends to more than 20 years in this area and our activities cover the UAE in particular and GCC and the Middle East in general through our branches in Abu Dhabi, Dubai, and Ajman and through our various representatives’ network",,,,
Suleiman Group,https://www.crunchbase.com/organization/suleiman-group,"Biotechnology, Health Care, Medical, Medical Device","Dubai, Dubai, United Arab Emirates","Suleiman Group is a healthcare engineering and trading company that offers emergency vehicles, mobile clinics, and medical furniture.","1,774,141",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,https://www.suleimangroup.com,,,,,
Atlas Spinal Center,https://www.crunchbase.com/organization/atlas-spinal-center,"Biotechnology, Health Care","Dubai, Dubai, United Arab Emirates",Spinal Treatment Chronic Pain Treatment,"2,175,294",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,http://atlasspinalcenter.com,"About Services: Atlas Spinal Center brings to UAE a revolutionary FDA approved American technology that provides a non-invasive and painless treatment using percussion sound-waves that treats back pain, neck pain, headaches and other related spine issues.  It's a scientific and effective therapy that goes to the root cause of the problems providing a long-term relief.",,,,
Math-Mathod System,https://www.crunchbase.com/organization/math-mathod-system,"Artificial Intelligence (AI), Biotechnology, Financial Services, Information Technology, Software","Dubai, Dubai, United Arab Emirates",We research and develop automated trading algorithms using advanced technologies,"2,633,092",,Closed,2016-01-01,day,,,,none,For Profit,http://www.math-method.com/,,,,,
Psychopharmacology Treatment with Medication,https://www.crunchbase.com/organization/psychopharmacology-treatment-with-medication,"Biotechnology, Health Care","Dubai, Dubai, United Arab Emirates",Psychopharmacology generally deals with the sides effects of drugs.,"2,938,816",Less than $1M,Active,2009-01-01,year,,,,,For Profit,https://www.euromedclinicdubai.com/,Psychopharmacology generally deals with the sides effects of drugs. It is the scientific study of effects that drugs leave on human behavior and their health. ,,,,
North American Gastroenterology,https://www.crunchbase.com/organization/north-american-gastroenterology,"Biotechnology, Fitness, Health Care","Abu Dhabi, Abu Dhabi, United Arab Emirates",Are you looking for Best Gastroenterology in Abu Dhabi? Obesity effect is very bad for our health.,"2,977,678",Less than $1M,Active,2018-01-01,year,,,,,For Profit,http://gastroexpertuae.com/,"Are you looking for Best Gastroenterology in Abu Dhabi? Obesity effect is very bad for our health. It can lead to the development of many diseases just like Cancer, Diabetes, etc. Due to obesity, the number of cancer and diabetes patient increase every day. Report from the National Health and Nutrition Examination Survey showed, that in 2011–2014, obesity is the major factor in the development of breast cancer and heart disease.",,,,
