Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Opthea,https://www.crunchbase.com/organization/opthea-pty-ltd,"Biopharma, Biotechnology, Health Care, Life Science, Medical Device, Pharmaceutical","South Yarra, Victoria, Australia",Opthea Limited is a public Australian biotechnology company .,"15,449",Less than $1M,Active,1984-01-01,year,1985-01-01,day,,,For Profit,http://www.opthea.com/,"Opthea Limited (formerly Circadian Technologies) is a public Australian biotechnology company developing novel biologic therapies for the treatment of eye diseases.  Opthea's lead compound, OPT-302, blocks two members of the vascular endothelial growth factor family, namely VEGF-C and   VEGF-D, which cause blood vessels to grow and leak. Aberrant blood vessel growth and vascular leakage are hallmarks of several eye diseases including wet age-related macular degeneration (wet AMD).",IPO,387155069,USD,387155069
Mint Innovation,https://www.crunchbase.com/organization/mint-innovation,Biotechnology,"Parnell, Auckland, New Zealand",Developing a biometallurgical processes that use microbes to capture value from metal waste streams while mitigating environmental harm.,"17,985",$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://www.mint.bio,"Founded in 2016, members of the Mint Innovation team have a strong background in chemistry, biotechnology, and leveraging IP in the industrial sector. They are scaling their  technology in their  Auckland plant and labs to demonstrate the commercial application of their  biometallurgy processes for metal recovery.",Late Stage Venture,60000000,NZD,37117206
HealthMatch,https://www.crunchbase.com/organization/healthmatch,"Biotechnology, Health Care, Machine Learning, Medical, Pharmaceutical","Sydney, New South Wales, Australia",HealthMatch connects patients with revolutionary drugs and cures.,"19,287",$50M to $100M,Active,2017-01-01,month,,,,,For Profit,https://healthmatch.io,"HealthMatch is a medical technology company that applies machine learning and artificial intelligence to clinical data to save lives. We aim to dramatically accelerate patient recruitment to clinical trials, and progress life-saving cures onto the market faster than existing practices allow. For clinicians and patients, there is a real struggle to identify and find appropriate trials, particularly where the criteria relating to each trial is inconsistently articulated. HealthMatch encodes qualifying questions relating to each patients condition. The platform matches responses to its trial dataset, and confirms only the correct-match trials for that patient — thereby streamlining the identification of suitable trials and facilitating a patient’s application to those trials. With Ai and software at the core, HealthMatch delivers a radically simple product to match patients with drug trials, backed by an execution approach to data that is deceptively complex to achieve and replicate. In doing so, HealthMatch is dramatically changing an industry that has essentially not moved beyond telephones and excel spreadsheets.",Late Stage Venture,27529861,USD,27529861
Imugene,https://www.crunchbase.com/organization/imugene,"Biotechnology, Health Care","Sydney, New South Wales, Australia","Imugene is a publicly-listed biotechnology company with operations in America and Europe,","22,281",,Active,2013-01-01,year,,,,,For Profit,https://www.imugene.com/,"Imugene is a clinical-stage immuno-oncology firm researching a variety of innovative medicines that aim to engage cancer patients' immune systems in order to find and eradicate tumors. OnCARlytics (CF33-CD19) is a novel and successful combination immunotherapy that uses the CF33 oncolytic virus to deliver and show CD19 antigen on the surface of cancer cells, enabling CD19 CAR T cell anti-tumor responses against solid tumors.",,80000000,AUD,53935614
Terraflos Inc.,https://www.crunchbase.com/organization/terraflos,"Biotechnology, Health Care, Sustainability","Palm Grove, New South Wales, Australia",Maximizing the power of plants by creating new technologies. Our biocomponent production platform allows us to take the best from nature.,"22,991",Less than $1M,Active,2020-01-01,year,,,,,For Profit,https://www.terraflos.com/,"Terraflos develops products made from natural substances and technology as a solution to people's health. Terraflos integrates the productive value chain of plants, from seeds to people, linking cellular agriculture, synthetic biology, precision fermentation, organic extraction, manufacturing, sale, and distribution of natural products, generating positive climate impact, and impacting health and the welfare of the human being.",Seed,8000000,USD,8000000
Seer,https://www.crunchbase.com/organization/seer-5904,"Biotechnology, Health Care, Machine Learning","Melbourne, Victoria, Australia",Seer is a medical technology company that specializes in addressing neurological conditions.,"23,706",,Active,2016-01-01,year,,,,,For Profit,https://www.seermedical.com/,"Seer is a medical technology company that specializes in the diagnosis and management of neurological conditions. Its technology consists of wearable devices, a cloud platform, and machine learning systems.  The company is driven by a mission to empower people by delivering personalized deep clinical insights by utilizing the latest technology. Seer was founded in 2016 and is headquartered in Melbourne, Victoria.",Early Stage Venture,34000000,AUD,24866052
Anteris Technologies,https://www.crunchbase.com/organization/allied-healthcare-group,"Biotechnology, Health Care, Medical","Toowong, Queensland, Australia",Anteris Technologies is a structural heart company focused on developing innovative & durable health solutions.,"27,603",Less than $1M,Active,2006-01-01,year,2004-03-24,day,,,For Profit,https://anteristech.com/,Anteris Technologies is a structural heart company focused on developing innovative & durable health solutions.,IPO,34285267,USD,34285267
Provectus Algae,https://www.crunchbase.com/organization/provectus-algae,"Animal Feed, Biotechnology, Cosmetics, Food and Beverage, GreenTech, Sustainability, Therapeutics","Noosaville, Queensland, Australia",Provectus Algae is a biotechnology company specializing in the optimization of algae to produce high-value chemicals and biologics.,"27,872",$10M to $50M,Active,2018-01-01,year,,,,,For Profit,https://provectusalgae.com/,"Provectus Algae is a biotechnology company specializing in the optimization of microalgae species to produce high-value biobased chemicals, specialty ingredients, and biologics for use in a wide array of industries and applications. Provectus Algae enables groundbreaking capabilities with a well-balanced fusion of innovative proprietary technology and a thorough knowledge of the unique biological traits of microalgae. By leveraging advanced automation, machine learning, and synthetic biology approaches, Provectus Algae can rapidly develop, execute, and license biomanufacturing processes depending on the needs of our commercial partners. Microalgae biotechnology holds tremendous potential for countless industries and products, thanks to microalgae’s impressive biochemical diversity, sophisticated biosynthesis machinery, and rapid growth rates, among other functional attributes. Importantly, photosynthetic microalgae species can also turn CO2 into valuable and in-demand biomolecules, providing the life science community with a powerful mechanism for adopting more sustainable biomanufacturing processes and reducing carbon footprint. Provectus Algae has built an end-to-end biomanufacturing platform capable of taking microalgae-based products from discovery to large-scale production, actualizing the full potential of microalgae biotechnology. We have brought together the combined strengths of our talented multidisciplinary team to rapidly build scalable microalgae production systems and source high-value compounds for our partners in the food & beverage, cosmetic, therapeutic, and agricultural industries.",,14650000,USD,14650000
Artrya,https://www.crunchbase.com/organization/artrya,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Machine Learning, Medical, Software","Perth, Western Australia, Australia",Artrya uses artificial intelligence to deliver faster and more accurate diagnoses of Coronary Artery Disease.,"28,373",,Active,2019-01-01,year,2021-11-26,day,,,For Profit,https://www.artrya.com/,"Artrya uses artificial intelligence to deliver faster and more accurate diagnoses of Coronary Artery Disease. Left undiagnosed, patients remain at risk, incorrect treatment regimes are administered and cost burdens on health systems escalate. With ageing populations and the demand for medical services rising globally, significant delays in reporting can leave patients in critical situations.",IPO,15000000,USD,15000000
BioLumic,https://www.crunchbase.com/organization/biolumic,"Agriculture, AgTech, Biotechnology, Cannabis, Sustainability","Palmerston North, Wellington, New Zealand","BioLumic unlocks the natural genetic potential of seeds and seedlings with specialized light treatments, data science, and technology.","28,699",,Active,2013-01-01,year,,,,,For Profit,http://www.biolumic.com,"BioLumic develops light signals that activate plant growth and unlock the natural genetic potential of crops. The company's photogenics platform leverages innovation in plant science, light technology and genetic insights.   Demonstrated results include higher yield, improved vigor, increased disease and pest resistance, and improvements in crops composition.  These results have been across a variety of seeds and seedling: soybean, cannabis and vegetable and fruit crops. It is a clean technology that does not require the use of chemicals or amendments.   BioLumic is a private company and was founded in 2013.",Early Stage Venture,41803057,USD,41803057
Proteomics International,https://www.crunchbase.com/organization/proteomics-international,Biotechnology,"Perth, Western Australia, Australia",Proteomics International is a pioneering medical technology company.,"29,414",,Active,2001-01-01,year,2015-04-02,day,,,For Profit,https://www.proteomics.com.au/,Proteomics International is a pioneering medical technology company operating at the forefront of predictive diagnostics and bio-analytical services. The Company specialises in the area of proteomics – the industrial scale study of the structure and function of proteins. Proteomics International’s aim is to use its expertise in proteins to develop and commercialise diagnostic tests for chronic diseases where there is unmet medical need.,IPO,10270826,USD,10270826
Cauldron Ferm,https://www.crunchbase.com/organization/cauldron-ferm,Biotechnology,"Orange, New South Wales, Australia",Cauldron Ferm is a bio-acceleration process that exponentially scales up any precision fermented prototype to commercial quantities.,"30,346",,Active,2023-01-01,year,,,,,For Profit,https://www.cauldronferm.com/,Cauldron Ferm is a bio-acceleration process that exponentially scales up any precision fermented prototype to commercial quantities faster and with a lower cost of goods than any traditional production method.,Early Stage Venture,10520000,AUD,7054645
Medibio,https://www.crunchbase.com/organization/medibio,"Biotechnology, Health Care, Health Diagnostics, Mental Health","Melbourne, Victoria, Australia",Medibio is the World’s First Developer of an objective test for the diagnosis of depression & other Mental Health disorders.,"30,511",Less than $1M,Active,1987-01-01,year,2001-02-02,day,,,For Profit,http://medibio.com.au/,"Medibio (ASX: MEB) (OTCQB: MDBIF) is a digital health company that has developed an objective test to assist in the diagnosis of depression, chronic stress and other mental health disorders. Based on research conducted over 15 years at the University of Western Australia, this test utilizes patented (and patent pending) circadian heart rate variability and cloud based proprietary algorithms delivering a quantifiable measure to assist in clinical diagnosis. Medibio’s depression diagnostic is being validated in clinical studies undertaken by Johns Hopkins University School of Medicine and The University of Ottawa, among others. The clinical trials will support Medibio’s application to become the first FDA approved, objective, and evidence based approach to the diagnosis of mental health disorders. Medibio’s technology also provides an objective method for the assessment of stress and mental wellbeing that can be translated to the workplace stress/wellbeing market, wearable technology and App market. Founded in Perth, Australia with offices located in Melbourne (Vic), with U.S. offices in Minneapolis, MN and Palo Alto, CA. Medibio is listed on the Australian Securities Exchange Ltd and trades on the OTCQB Venture Market www.otcmarkets.com and www.asx.com.au.",IPO,34953348,USD,34953348
Bionomics,https://www.crunchbase.com/organization/bionomics,"Biotechnology, Health Diagnostics, Medical","Thebarton, South Australia, Australia",Bionomics discovers and develops therapeutics for cancer and diseases of the central nervous system.,"33,822",Less than $1M,Active,1999-01-01,year,2021-12-21,day,,,For Profit,http://www.bionomics.com.au,"Bionomics Limited engages in the discovery and development of therapeutics for cancer and diseases of the central nervous system in Australia. It has small molecule product development programs in the areas of cancer, anxiety, epilepsy, and multiple sclerosis. The company develops its lead cancer compound, BNC 105, for the treatment of solid tumors, such as breast, lung, colon, and prostate cancers. BNC 105 is a member of the class of compounds, known as vascular disruption agents or VDAs, which shut down the blood supply within a tumor, starving the tumor and preventing its continued growth. The company has commercial partnerships with Genmab A/S; Athena Diagnostics; Laboratory Corporation of America; and Genetic Technologies, Ltd. Bionomics Limited was founded in 1999 and is based in Thebarton, Australia.",IPO,43640472,USD,43640472
AdvanCell,https://www.crunchbase.com/organization/advancell,"Biotechnology, Clinical Trials, Oncology, Pharmaceutical","Sydney, New South Wales, Australia","AdvanCell is radiopharmaceutical firm that has developed the Targeted Alpha Therapy platform technology, a cutting-edge cancer treatment.","38,384",,Active,2019-01-01,year,,,,,For Profit,https://advancell.com.au/,"AdvanCell is an Australian radiopharmaceutical firm in the clinical stages that has developed the Targeted Alpha Therapy platform technology, a cutting-edge cancer treatment.",Early Stage Venture,14557610,USD,14557610
Aroa Biosurgery Ltd,https://www.crunchbase.com/organization/mesynthes,"Biotechnology, Health Care, Life Science, Manufacturing, Medical Device","Auckland, Auckland, New Zealand",Soft-tissue repair company commercializing regenerative tissue substitutes based on their proprietary Endoform® ECM Technology platform.,"39,829",$1M to $10M,Active,2008-01-01,year,2020-07-24,day,,,For Profit,http://www.aroabio.com,"Aroa Biosurgery is a soft-tissue regeneration company that develops, manufactures, sells and distributes medical and surgical products to improve healing in complex wounds and soft tissue reconstruction. Committed to ‘unlocking regenerative healing for everybody’, Aroa’s products are developed from the Company’s proprietary Endoform® technology platform, a novel extracellular matrix biomaterial derived from ovine (sheep) forestomach.  The company was founded in February 2008 based on intellectual property relating to the use of a novel form of ECM isolated from forestomach extracellular matrix for use in tissue regeneration applications.  Aroa’s focus is delivering better healing, every day, everywhere for everybody. Aroa’s products make a meaningful impact for patients, surgeons and clinicians. Aroa delivers high quality, simple to use products that significantly improve outcomes. Aroa also believes its products should be widely accessible, affordable and change the standard of care for many patients. Maori for ‘understanding’, Aroa is at the forefront of understanding how biology, structural form and human factors can unlock the body’s intrinsic power to heal.",IPO,19075000,NZD,11570894
SpeeDx,https://www.crunchbase.com/organization/speedx-2,"Biotechnology, Health Diagnostics, Medical","Sydney, New South Wales, Australia",SpeeDx is a provider of innovative multiplex and isothermal amplification solutions for clinical diagnostics.,"39,917",Less than $1M,Active,2009-01-01,year,,,,,For Profit,https://plexpcr.com/,"SpeeDx specializes in molecular diagnostic solutions that go beyond simple detection to offer comprehensive information for improved patient management. Innovative real-time polymerase chain reaction (qPCR) technology has driven market-leading multiplex detection and priming strategies. Product portfolios focus on multiplex diagnostics for sexually transmitted infection (STI), antibiotic resistance markers, and respiratory disease.",Early Stage Venture,33785837,USD,33785837
Immutep,https://www.crunchbase.com/organization/immutep,"Biotechnology, Clinical Trials, Health Care, Oncology, Pharmaceutical","Sydney, New South Wales, Australia",Immutep is a biopharmaceutical company developing immunotherapeutics in oncology.,"42,022",$1M to $10M,Active,1987-05-21,day,2012-04-20,day,,,For Profit,http://www.immutep.com/,Immutep is a biopharmaceutical company developing immunotherapeutics in oncology. Their products include a T cell immunostimulatory factor (APC activator) for cancer chemo-immunotherapy and a therapeutic antibody for immune response modulation in cancer. The Company's technologies are based on the LAG-3 immune control mechanism which plays a vital role in the regulation of the T cell immune response.,M&A,19050040,AUD,13797398
Psylo,https://www.crunchbase.com/organization/psylo,Biotechnology,"Sydney, New South Wales, Australia",Psylo is a drug development company that focuses on next-generation psychedelics.,"44,963",,Active,2021-01-01,year,,,,,For Profit,https://psylo.bio,"Psylo is a drug development company that focuses on next-generation psychedelics. With psychedelic molecules as the starting point, our goal is to develop medicines that are widely available as improved treatments to currently available SSRI medications.",Seed,6100000,AUD,4024217
Global Kinetics Corporation,https://www.crunchbase.com/organization/global-kinetics-corporation,"Biotechnology, Health Care, Medical, Neuroscience, Therapeutics","Melbourne, Victoria, Australia",Global Kinetics Corporation with researchers from the Florey Neuroscience Institute,"45,163",Less than $1M,Active,2007-01-01,year,,,,,For Profit,https://pkgcare.com,"lobal Kinetics Corporation (GKC) was established in 2007 to commercialise innovative technology developed by Professor Malcolm Horne, from the Florey Institute of Neuroscience & Mental Health (the largest Neuroscience research team in Australia and the Southern Hemisphere), and Dr Rob Griffiths, for the precise recording, quantification and reporting of movement symptoms of neurological disease.",,20816768,USD,20816768
Clarity Pharmaceuticals,https://www.crunchbase.com/organization/clarity-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical, Precision Medicine","Sydney, New South Wales, Australia",Clarity Pharmaceuticals is a personalized medicine company focused on the treatment of serious disease.,"47,177",,Active,2010-01-01,year,,,,,For Profit,http://www.claritypharmaceuticals.com/,"Clarity is a personalized medicine company focused on the treatment of serious disease. The Company is a leader in innovative radiopharmaceutical technology, developing targeted therapies and assisting in the drug development pipeline of novel therapies for companies globally. Clarity’s platform technology allows antibodies to be radiolabeled and visualized using PET imaging. The human imaging data generated provides information on whether the drug reaches the desired disease target in a patient. This information enables a personalized approach to therapy by only treating those patients that are likely to respond to therapy and excluding those that won’t respond to therapy. This precision medicine approach is at the forefront of drug development.",,9674123,USD,9674123
OncoRes Medical,https://www.crunchbase.com/organization/oncores-medical,"Biotechnology, Health Care, Medical, Medical Device","Nedlands, Western Australia, Australia",OncoRes Medical develops an imaging technology to provide intraoperative information available to surgeons.,"48,335",,Active,2016-01-01,year,,,,,For Profit,https://www.oncoresmedical.com/,"OncoRes Medical develops an imaging technology to provide intraoperative information available to surgeons to assist with the identification of tumor and healthy tissue. OncoRes Medical is an early-stage medical device company located in Perth, Western Australia and is developing the patent-protected technology in collaboration with leading researchers at the University of Western Australia and the Harry Perkins Institute of Medical Research and breast cancer surgeons at the Western Australian public health system. With funding provided by the Medical Research Commercialisation Fund (MRCF), OncoRes Medical aims to develop the technology for use in clinical applications that require the real-time assessment of tissue microstructure.",Early Stage Venture,17105350,USD,17105350
BPH Energy,https://www.crunchbase.com/organization/bph-energy,"Biotechnology, Medical","Perth, Western Australia, Australia",BPH Energy is developing biomedical research and technologies within Australian Universities and Hospital Institutes.,"48,515",,Active,2001-01-01,year,2007-10-02,day,,,For Profit,https://www.bphenergy.com.au/,BPH Energy is developing biomedical research and technologies within Australian Universities and Hospital Institutes.,IPO,11250000,AUD,8312506
Trajan,https://www.crunchbase.com/organization/trajan,"Analytics, Biotechnology, Medical","Ringwood, Victoria, Australia",Trajan is a biotech company that develops and commercializes technologies that enable analytical systems.,"49,665",$10M to $50M,Active,2011-01-01,day,2021-06-02,day,,,For Profit,https://www.trajanscimed.com,Trajan is a biotech company that develops and commercializes technologies that enable analytical systems.,IPO,29700000,AUD,20910295
BiomeBank,https://www.crunchbase.com/organization/biomebank,"Biopharma, Biotechnology, Manufacturing","Adelaide, South Australia, Australia",BiomeBank is a clinical stage biotechnology company developing microbial therapies,"52,168",,Active,2018-01-01,year,,,,,For Profit,https://www.biomebank.com/,"BiomeBank is a clinical stage biotechnology company developing microbial therapies to treat unmet medical need globally, with an immediate focus on the APAC region. We currently manufacture a microbial therapy to treat Clostridoides difficile, a potentially life threatening infection, and are positioning the drug product for multiple indications. Furthermore, we are actively developing second generation therapies in multiple diseases, including Ulcerative Colitis and Crohn's Disease.",,10700000,AUD,7250290
Next Science,https://www.crunchbase.com/organization/next-science,"Biopharma, Biotechnology","Chatswood, New South Wales, Australia","Next Science pioneers innovative, proprietary technologies to address the problem of biofilm.","53,705",,Active,2012-01-01,day,2019-05-21,day,,,For Profit,https://www.nextscience.com/,"Next Science provides commercialising and developing its Xbio technology, which is a non-toxic technology with proven efficacy in eradicating both biofilm based and free-floating bacteria, in a range of products for the treatment of biofilm based infections.",IPO,15807474,USD,15807474
Formus Labs,https://www.crunchbase.com/organization/formus-labs,"3D Technology, Biotechnology, Machine Learning, Medical Device, SaaS","Auckland, Auckland, New Zealand",SaaS for orthopedic surgery planning using the fusion of AI and biomechanics to improve patient outcomes and clinical efficiency.,"54,093",$1M to $10M,Active,2016-09-01,month,,,,,For Profit,https://www.formuslabs.com,"Formus Labs develops software technologies for orthopedic planning and analysis. Our mission is to improve outcomes and efficiencies through seamless and highly scalable integration of AI and computational modelling in the orthopedic clinical workflow. Based in Auckland, New Zealand, Formus Labs draws on over 10 years of research and commercialisation experience, with operations in New Zealand, Australia, and soon in the USA.",Seed,6250000,USD,6250000
Immuron,https://www.crunchbase.com/organization/immuron,"Biopharma, Biotechnology","Armadale, Victoria, Australia",Immuron focuses on oral immunotherapy using polyclonal antibody products for humans.,"55,390",Less than $1M,Active,1994-01-01,year,2017-04-18,day,,,For Profit,http://www.immuron.com/,"Immuron Ltd is a publicly listed Australian bio pharmaceutical Microbiome  company focused on oral immunotherapy using polyclonal antibody products for humans.  Immuron is a uniquely positioned company  developing therapeutic products in NASH,  ASH and other diseases mediated through gut disbiosis.",IPO,27503940,USD,27503940
Atmo Biosciences,https://www.crunchbase.com/organization/atmo-biosciences,"Biotechnology, Health Care, Health Diagnostics, Personal Health","Melbourne, Victoria, Australia",Atmo Biosciences is an Australian digital health startup.,"55,931",,Active,2018-10-25,day,,,,,For Profit,https://atmobiosciences.com/,"Atmo is a clinical stage digital health business focussed on empowering researchers, clinicians and patients with objective real-time insights into gut health and microbiome function. Atmo addresses the unmet clinical need to monitor microbiome function, allowing better diagnosis and management of personalised therapies for gastrointestinal disorders, resulting in improved gut health and wellness. The company is underpinned by a world-first ingestible gas-sensing capsule + cloud platform, which continuously measures clinically important gaseous biomarkers during transit through the gut and transmits the data wirelessly to the cloud for aggregation and analysis, to determine gut health or dysfunction, resulting in earlier relief of symptoms through personalised therapeutic approaches.",Early Stage Venture,11500000,USD,11500000
Clinical Genomics Technologies,https://www.crunchbase.com/organization/clinical-genomics-technologies,"Biotechnology, Genetics, Health Care, Health Diagnostics, Oncology","Sydney, New South Wales, Australia",Clinical Genomics develops innovative products for colorectal cancer diagnosis.,"55,975",$10M to $50M,Active,2006-01-01,year,,,,,For Profit,http://www.clinicalgenomics.com,"Clinical Genomics is a privately held biotechnology company developing innovative products for colorectal cancer diagnosis and monitoring. With a broad intellectual property portfolio including more than 20 issued and pending patents, Clinical Genomics has developed and validated a sensitive and specific blood test for colorectal cancer recurrence monitoring that will be launched in the U.S. in 2016. This 2-gene test, which is based on methylated DNA from two genes, BCAT1 and IKZF1, is currently known by its project name GEMINI.",Early Stage Venture,19700000,USD,19700000
Kazia Therapeutics,https://www.crunchbase.com/organization/novogen,"Biotechnology, Clinical Trials, Commercial, Innovation Management, Oncology, Pharmaceutical","Hornsby, New South Wales, Australia",Kazia Therapeutics is an oncology focused biotechnology company.,"58,193",Less than $1M,Active,1994-01-01,year,1999-01-08,day,,,For Profit,https://www.kaziatherapeutics.com/,"Kazia Therapeutics is an oncology focused biotechnology company, developing innovative anti-cancer drugs. Kazia Therapeutics collaborates with leading scientists, clinicians and investors around the world.",IPO,10120071,USD,10120071
