Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Asieris Pharmaceuticals,https://www.crunchbase.com/organization/asieris-pharmaceuticals,"Biotechnology, Health Care, Medical, Pharmaceutical","Shanghai, Shanghai, China",Asieris Pharmaceuticals is  a Chinese biotech company.,"14,300",$1M to $10M,Active,2010-01-01,year,2022-01-07,day,,,For Profit,https://asieris.com/,Asieris Pharmaceuticals is a Chinese biotech company focusing on therapeutic areas in oncology and multidrug-resistant infections.,IPO,1190000000,CNY,176058039
Innovent Biologics,https://www.crunchbase.com/organization/innovent-biologics,"Biopharma, Biotechnology, Manufacturing","Suzhou, Jiangsu, China",Innovent Biologics is a biopharmaceutical company that develops and manufactures monoclonal antibodies.,"14,691",$10M to $50M,Active,2011-08-01,month,2018-10-24,day,,,For Profit,http://www.innoventbio.com,"Innovent Biologics, Inc. is a privately held biopharmaceutical company dedicated to developing and manufacturing monoclonal antibodies to be marketed in China and elsewhere around the world. Innovent is funded by Fidelity's venture arm, a prominent investment firm in the US, Lilly Ventures, and Suzhou bioBay.  The registered capital is 30 million US Dollars. The founders and senior management team of Innovent have over 70 years of combined work experience in the discovery, development, and manufacture of biologics in the US, Europe, and worldwide and were involved in the launch of such products as Bexxar, Conbercept, Natrecor, Oncorine, Recombivax HB, and others.",IPO,868290073,USD,868290073
AnHeart Therapeutics,https://www.crunchbase.com/organization/anheart-therapeutics,Biotechnology,"Hangzhou, Zhejiang, China",AnHeart Therapeutics is a developer of innovative pharmaceutical products.,"15,277",$10M to $50M,Active,2018-01-01,year,,,,,For Profit,http://anhearttherapeutics.com/en/home,"AnHeart Therapeutics is a developer of innovative pharmaceutical products. The company is focused on acquiring, developing and commercializing innovative pharmaceutical products that improve human health and quality of life. It's main research product, AB-106, is an oral, highly selective ROS1/NTRK small molecule inhibitor.",Early Stage Venture,75600000,USD,75600000
Abogen Biosciences,https://www.crunchbase.com/organization/abogen-biosciences,"Biotechnology, Genetics, Life Science","Suzhou, Jiangsu, China",Abogen Biosciences is a discovery stage biotechnology company focuses on developing nucleic acid-based RNA and DNA therapeutics.,"15,522",$1M to $10M,Active,2019-01-01,day,,,,,For Profit,http://www.abogenbio.com/,Abogen Biosciences is a discovery stage biotechnology company focuses on developing nucleic acid-based (RNA and DNA) therapeutics for treatment of cancer and infectious diseases.,Late Stage Venture,1414293615,USD,1414293615
Harbour Biomed,https://www.crunchbase.com/organization/harbour-biomed,"Biopharma, Biotechnology, Oncology, Pharmaceutical","Shanghai, Shanghai, China",Harbour BioMed is a clinical stage biopharmaceutical company developing innovative therapeutics in the fields of immuno-oncology.,"15,722",$10M to $50M,Active,2016-01-01,year,2020-12-10,day,,,For Profit,http://www.harbourbiomed.com/,"Harbour BioMed is a developer of bio-therapeutics aimed at immuno-oncology and inflammatory diseases. The company engages in discovery and development programs that are centered around two patented transgenic mouse platforms for generating both fully human monoclonal antibodies (H2L2) and heavy chain only antibodies (HCAb) based immune cell engager (HBICETM) bispecific antibodies, thereby enabling medical professionals to generate potential therapeutic antibodies and accelerate drug discovery and development.",IPO,312800000,USD,312800000
AccutarBio,https://www.crunchbase.com/organization/accutarbio,"Artificial Intelligence (AI), Biopharma, Biotechnology, Machine Learning","Shanghai, Shanghai, China",AccutarBio employs artificial intelligence to revolutionize drug discovery.,"17,632",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.accutarbio.com,"AccutarBio employs artificial intelligence to revolutionize drug discovery. AccutarBio's philosophy is to derive a data-driven principle that has the power of explaining physical and chemical nature of biological systems, which we harness to accelerate drug discoveries.",,76613745,USD,76613745
DP Technology,https://www.crunchbase.com/organization/deep-technology,"Biotechnology, Software","Haidian, Beijing, China",DP Technology uses a new generation of molecular simulation technology to tackle micro-scale industrial design difficulties.,"17,900",,Active,2018-01-01,year,,,,,For Profit,https://www.dp.tech,Deep Technology uses a new generation of molecular simulation technology to tackle micro-scale industrial design difficulties. Founded in 2018 and is based in Beijing China.,,139842718,USD,139842718
Bluepha,https://www.crunchbase.com/organization/bluepha,"Biotechnology, Industrial Manufacturing, Manufacturing","Beijing, Beijing, China",Bluepha is a biomanufacturing and material innovation company providing breakthrough products with competitive differentiation.,"17,929",,Active,2016-10-28,day,,,,,For Profit,http://www.bluepha.com,"Bluepha integrates bioengineering and data science to design, develop, and commercialize bio-based products that deliver value to a board range of industries, including consumer goods, healthcare, specialty chemicals, agriculture, electronics and more.",Early Stage Venture,1975000000,CNY,302859449
Angitia Biopharmaceuticals,https://www.crunchbase.com/organization/angitia-biopharmaceuticals,"Biopharma, Biotechnology, Health Care, Medical","Guangzhou, Guangdong, China",Angitia Biopharmaceuticals is a global biotechnology company focusing on the discovery and development of innovative therapeutics.,"18,002",,Active,2018-01-01,year,,,,,For Profit,https://angitiabio.com/,Angitia Biopharmaceuticals is a global biotechnology company focusing on the discovery and development of innovative therapeutics for serious musculoskeletal diseases.,Early Stage Venture,116000000,USD,116000000
Bota Biosciences,https://www.crunchbase.com/organization/bota-biosciences,"Biotechnology, Manufacturing","Hangzhou, Zhejiang, China",Bota is an industrial synthetic biotechnology company with a vision to program biological systems for clean and efficient bio-manufacturing.,"18,004",$10M to $50M,Active,2019-01-01,year,,,,,For Profit,https://www.bota.bio/en,"Bota Biosciences (Bota Bio) is a global industrial biotechnology company connecting biological design to scale-up manufacturing to accelerate shifts to sustainable living. Bota has built an integrative bioengineering platform, to develop and implement efficient, eco-friendly, and cost-effective biomanufacturing technologies. Committed to its mission, Bota established its own pilot plant and manufacturing facility, affirming its dedication to offering scalable industrial solutions and market-ready products. This infrastructure strengthens support for customers and partners across industries such as nutrition, food, personal care, and animal health.     Powered by a dynamic, multidisciplinary team, Bota Bio channels biotech innovations to create a global impact. The company's Series B financing has surpassed $100 million, bringing its aggregate funding to $145 million, with investment from notable strategic and financial investors, including Hong Shan Capital, Matrix Partners, and BASF Ventures.",Early Stage Venture,137000000,USD,137000000
Novogene,https://www.crunchbase.com/organization/novogene-corporation,"AgTech, Bioinformatics, Biotechnology, Life Science, Software","Beijing, Beijing, China",Novogene is a provider of genomic services and solutions with cutting edge NGS.,"18,145",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://en.novogene.com/,"Novogene is a leading provider of genomic services and solutions with cutting edge NGS and bioinformatics expertise and the largest sequencing capacity in the world. Novogene utilizes scientific excellence, a commitment to customer service and unsurpassed data quality to help their clients realize their research goals in the rapidly evolving world of genomics. The company has become a world-leader in NGS services, with 1,800 employees and multiple locations across the globe. Novogene’s depth of experience has resulted in the ownership of 49 NGS-related patents, as well as the publishing of over 1850 customer research papers, often in well-respected publications such as Nature and Science. Company founder, Dr. Ruiqiang Li, is widely recognized as one of the world’s leading experts in genomics and bioinformatics, owning 12 patents and authoring over 90 peer-reviewed publications that have been cited >15,000 times. Best known for developing the software SOAP (Short Oligonucleotide Analysis Package) for ultra-fast sequence mapping, variation detection, and de novo genome assembly, Dr. Li has focused Novogene’s services on performing sequencing AND providing informatics to fully empower and enable their customers to move forward rapidly and effectively in their scientific endeavors.",Early Stage Venture,515000000,CNY,74751987
Atom Bioscience & Pharmaceutical,https://www.crunchbase.com/organization/atom-bioscience-pharmaceutical,"Biotechnology, Health Care","Suzhou, Jiangsu, China",Atom Bioscience is a clinical-stage biotechnology company.,"18,439",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,http://www.atombp.com,Atom Bioscience is a clinical-stage biotechnology company developing new treatments for inflammatory and metabolic diseases such as chronic gout and non-alcoholic steatohepatitis.,Late Stage Venture,160154975,USD,160154975
Qitan Technology,https://www.crunchbase.com/organization/qitan-technology,"Biotechnology, Health Care","Chengdu, Sichuan, China",Qitan Technology is a Developer of a genome sequencing technology.,"18,641",$1M to $10M,Active,2016-01-01,year,,,,,For Profit,http://www.qitantech.com/,"Developer of a genome sequencing technology. The company takes advantage of nanopores to sequence single nucleic acid molecules.Using innovative nanopore gene sequencing technology, it provides single-molecule sequencing capability with long reading length, real-time output of sequencing results, low single-running cost, small and convenient instrument, and cost-effective gene sequencing solution without complicated library preparation. It can directly detect the apparent modification of nucleic acids and expand the application of gene sequencing technology in cutting-edge biological research and clinical medicine such as instant diagnosis, metagenomics, epigenetics, RNA and transcriptomics.",Late Stage Venture,1343000000,CNY,196929441
I-Mab Biopharma,https://www.crunchbase.com/organization/i-mab-biopharma,"Biotechnology, Pharmaceutical, Product Research","Shanghai, Shanghai, China",I-Mab is a dynamic and fast-growing global biotech company exclusively focused on developing innovative biologics.,"18,674",$1M to $10M,Active,2016-01-01,year,2020-01-16,day,,,For Profit,http://www.i-mabbiopharma.com/,"I-MAB is a clinical-stage biopharmaceutical company committed to the discovery, development, and commercialization of novel or highly differentiated biologics to treat diseases with significant unmet medical needs, particularly cancers and autoimmune disorders. .",IPO,815000000,USD,815000000
Akeso Biopharma,https://www.crunchbase.com/organization/akeso-biopharma,"Biopharma, Biotechnology, Health Care","Zhongshan, Anhui, China","Akeso Biopharma is a biopharmaceutical company committed to the discovery, development, and commercialization of therapies.","19,183",$10M to $50M,Active,2012-01-01,year,2020-04-24,day,,,For Profit,http://www.akesobio.com,"The company has built a global level of bio-pharmaceutical research and development and industrialization platform; established for cancer, autoimmune diseases, inflammation and cardiovascular disease of the rich product line.  The scale of the company's platform, hardware and software facilities, the number of new drug product lines, R & D team in the country are the same industry-leading level. Kang Fang biological has been with the international and domestic listed pharmaceutical companies to establish a cooperative relationship, the joint development of innovative antibodies to new drugs, is a strategic cooperation in the form of development of new drugs in the forerunner.",IPO,219966495,USD,219966495
Transcenta,https://www.crunchbase.com/organization/transcenta,"Biopharma, Biotechnology","Huangpu, Shanghai, China","Transcenta is a global biotherapeutic company that fully integrates antibody-based biotherapeutics discovery, R&D and manufacture.","21,073",$1M to $10M,Active,2019-01-01,year,2021-09-29,day,,,For Profit,http://www.transcenta.com/,"Transcenta is a global biotherapeutic company that fully integrates antibody-based biotherapeutics discovery, R&D and manufacture, focusing on developing innovative antibodies to help more patients.  HJB and MabSpace Biosciences merged and created Transcenta.",IPO,342000000,USD,342000000
CANbridge Pharmaceuticals,https://www.crunchbase.com/organization/canbridge-life-sciences,"Biotechnology, Health Care, Pharmaceutical","Beijing, Beijing, China",CANbridge Pharmaceuticals is a bio-pharmaceutical company accelerating development and commercialization of specialty healthcare .,"21,223",$1M to $10M,Active,2012-01-01,year,2021-12-10,day,,,For Profit,http://www.canbridgepharma.com/,"CANbridge Pharmaceuticals is a bio-pharmaceutical company accelerating development and commercialization of specialty healthcare products for serious and critical medical conditions in China and North Asia (Korea and Taiwan). CANbridge develops partnerships with Western bio-pharmaceutical companies with clinical-stage pharmaceutical, medical device or diagnostic products that are either unavailable in China/North Asia or address medical needs that are underserved in the region. CANbridge also licenses or obtains exclusive rights to commercialize drug and device products that are approved in their home markets for commercialization in China and North Asia.",IPO,224100000,USD,224100000
TYK Medicines,https://www.crunchbase.com/organization/tyk-medicines,"Biotechnology, Health Care, Product Research","Shanghai, Shanghai, China",TYK Medicines is a drug research and development company.,"21,271",$10M to $50M,Active,2018-01-01,year,,,,,For Profit,http://www.tykmedicines.com/,"TYK Medicines, which has biological laboratories, cell culture laboratories, analysis laboratories, chemical analysis laboratories, and instrument analysis laboratories, is a drug research and development company. For inquiries, email, telephone numbers, and physical addresses are available on their website.",Late Stage Venture,930000000,CNY,142047892
CStone Pharmaceuticals,https://www.crunchbase.com/organization/cstone-pharmaceuticals,"Biotechnology, Health Care, Medical, Pharmaceutical","Suzhou, Jiangsu, China",CStone Pharmaceuticals is a bio-pharmaceutical company develops new treatments in a range of therapeutic areas.,"21,432",$1M to $10M,Active,2015-12-23,day,2019-02-25,day,,,For Profit,http://www.cstonepharma.com/,"CStone Pharmaceuticals is a biopharmaceutical company focused on developing and commercializing innovative tumor immunotherapy and precision treatment drugs to meet the intensive medical needs of cancer patients in China and around the world.CStone Pharmaceuticals has assembled a world-class management team with extensive experience in new drug development, clinical research, and commercialization. The company has built a rich product pipeline composed of 15 tumor candidate drugs with the combination of tumor immunotherapy as the core.",IPO,413000000,USD,413000000
Matridx,https://www.crunchbase.com/organization/matridx,"Biotechnology, Health Care, Health Diagnostics","Hangzhou, Zhejiang, China",Matridx focuses on molecular diagnostic technology for infectious pathogens.,"21,874",,Active,2019-02-01,month,,,,,For Profit,https://www.matridx.com,"Matridx focuses on molecular diagnostic technology for infectious pathogens. Matridx uses the leading diagnostic technology to promote the changes in the diagnosis of infectious diseases, to make the diagnosis more simple, more rapid, and more intelligent.",Late Stage Venture,300000000,CNY,45199668
Starfield Food & Science Technology,https://www.crunchbase.com/organization/starfield-food-science-technology,"AgTech, Alternative Protein, Biotechnology, Food and Beverage, Food Processing","Shenzhen, Guangdong, China",Starfield Food & Science Technology offers plant-based proteins.,"22,253",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,http://www.starfieldcn.com/,"Starfield Food & Science Technology is a domestic plant-based artificial meat brand with its own R&D and manufacturing facilities. It was established in September 2019 in Shenzhen. It is committed to providing people with safe, healthy, and environmentally friendly food produced under scientific guidance, as well as making unrelenting efforts to indirectly eliminate famine and create a sustainable ecological environment, with the long-term goal of creating artificial meat products with indistinguishable facial features.",Early Stage Venture,125032033,USD,125032033
EdiGene,https://www.crunchbase.com/organization/edigene-inc,"Biotechnology, Genetics, Health Care","Beijing, Beijing, China",EdiGene is a biotechnology company that develops genome editing technologies.,"22,561",$10M to $50M,Active,2015-01-01,year,,,,,For Profit,http://edigene.com,"EdiGene  is dedicated to the development of genome editing technology for human health. Genome editing technology enables the targeted modification of genetic information in human cells, including gene knockout, knock-in and targeted mutations. They aim at providing the high quality products and services for the patients, the pharmaceutical industry, and the scientific research community with the most advanced genome editing technology.EdiGene innovates and applies genome editing technology to developing human therapeutic products. Their therapeutic approach is to treat diseases at the molecular level, making gene therapy safer and more effective.",Early Stage Venture,179657841,USD,179657841
InventisBio,https://www.crunchbase.com/organization/inventisbio-2,"Biopharma, Biotechnology, Pharmaceutical","Shanghai, Shanghai, China",InventisBio is a clinical-stage biotech company dedicated to the research and development of innovative small-molecule drugs.,"23,149",$10M to $50M,Active,2013-01-01,year,2022-07-24,day,,,For Profit,http://www.inventisbio.com/,"InventisBio is a biotech company whose product pipeline includes small molecule drug candidates for targeted therapies in lung cancer, breast cancer and gout. The company is also actively developing drugs that can be combined with other immune-oncology targeted therapies, such as PD-1 antibody, for various cancer indications. The company is co-founded by Dr. Yaolin Wang and other scientists who have previously worked at Merck and Schering-Plough, leading various drug discovery projects in oncology, metabolic and infectious disease areas.",IPO,247000000,USD,247000000
Adagene,https://www.crunchbase.com/organization/adagene,"Biotechnology, Medical, Oncology, Therapeutics","Suzhou, Jiangsu, China",Adagene is a clinical-stage biotech company that specializes in developing immuno-oncology antibodies.,"24,274",$1M to $10M,Active,2011-01-01,year,2021-02-09,day,,,For Profit,http://www.adagene.com/,"Adagene is a clinical-stage biotech company that specializes in developing immuno-oncology antibodies against novel epitopes. It has its proprietary Smart Antibody Technology, which increases success rates, substantially accelerates time to market, and reduces the costs associated with developing a therapeutic antibody.",IPO,155000000,USD,155000000
LYNK Pharmaceuticals,https://www.crunchbase.com/organization/lynk-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Hangzhou, Zhejiang, China",LYNK Pharmaceuticals is a biotech company focusing on the discovery and development of novel medicines.,"24,347",$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://en.lynkpharma.com,"LYNK Pharmaceuticals is a biotech company focusing on the discovery and development of novel medicines to treat oncology, immunology, and inflammatory diseases. The company was founded in 2018 and is headquartered in Hangzhou, Zhejiang, China.",Late Stage Venture,124817452,USD,124817452
Xbiome,https://www.crunchbase.com/organization/xbiome,"Artificial Intelligence (AI), Biotechnology, Medical, Pharmaceutical","Shenzhen, Guangdong, China",Xbiome is a developer of microbial pharmaceuticals designed to treat microecological intestinal disorders.,"24,573",$10M to $50M,Active,2017-01-01,year,,,,,For Profit,https://xbiome.cn/,Xbiome is the first AI pharmaceutical company in China that specializes in intestinal micro-ecology. It is based on intestinal micro-ecology and relies on AI technology to accurately and personally manage the gut health of 1.3 billion people. The company uses artificial intelligence to analyze patient and donor intestinal (gut) flora to more quickly develop effective pharmaceuticals.,Early Stage Venture,124209995,USD,124209995
AusperBio,https://www.crunchbase.com/organization/ausperbio,"Biopharma, Biotechnology, Pharmaceutical","Hangzhou, Zhejiang, China",AusperBio is a biotechnology company that develops innovative drugs for curing chronic hepatitis B and other major infectious diseases.,"24,763",,Active,2019-01-01,year,,,,,For Profit,http://www.ausperbio.com,AusperBio is a biotechnology company that develops innovative drugs for curing chronic hepatitis B and other major infectious diseases.,Seed,100000000,CNY,13666990
MegaRobo,https://www.crunchbase.com/organization/megarobo,"Artificial Intelligence (AI), Biotechnology, Life Science, Robotics","Beijing, Beijing, China","MegaRobo is an AI and robotics company that specializes in the fields of life sciences, clinical diagnosis, and applied chemistry.","25,097",$100M to $500M,Active,2016-01-01,year,,,,,For Profit,http://www.megarobo.tech,"MegaRobo is an AI and robotics company that specializes in the fields of life sciences, clinical diagnosis, and applied chemistry. They focus on the research and development of robotics and artificial intelligence technology and deeply integrate it into industry applications to provide customers with advanced intelligent automation products and solutions.  MegaRobo was founded in 2016 and is based in Beijing, China.",Late Stage Venture,425772339,USD,425772339
GeneCast Biotechnology,https://www.crunchbase.com/organization/genecast-biotechnology,"Biotechnology, Health Care, Health Diagnostics, Medical, Oncology","Beijing, Beijing, China",GeneCast Biotechnology is dedicated to improving cancer treatment through precision cancer diagnostics and companion diagnostics.,"25,739",$50M to $100M,Active,2014-11-01,month,,,,,For Profit,https://www.genecast.com.cn,"Genecast offers DNA testing of tumors and gene-based medicine guidance. The company claims expertise in lung, colon, liver and breast cancers. Genecast plans to use the proceeds for further research and clinical trials, as well as expanding distribution channels.",Late Stage Venture,93520623,USD,93520623
Beihai Biotech,https://www.crunchbase.com/organization/beihai-biotech,"Biopharma, Biotechnology, Medical, Pharmaceutical","Zhuhai, Guangdong, China","Beihai Bio is a biotechnology and pharmaceutical company that researches, develops, and produces safe anti-cancer drugs.","25,786",,Active,2013-12-01,month,,,,,For Profit,http://www.bayhibiotech.com,"Beihai Bio is a biotechnology and pharmaceutical company that researches, develops, and produces safe anti-cancer drugs.",Late Stage Venture,300000000,CNY,43034799
Hebei Senlang Biotechnology,https://www.crunchbase.com/organization/hebei-senlang-biotechnology,"Biotechnology, Health Care, Pharmaceutical","Dongguan, Hebei, China",Hebei Senlang Biotechnology is focused on the treatment of immune cells new technology development and application of high-tech enterprises.,"25,937",$10M to $50M,Active,2016-01-01,year,,,,,For Profit,http://www.senlangbio.com/en/,"Hebei Senlang Biotechnology is focused on the treatment of immune cells new technology development and application of high-tech enterprises.The company has the CAR-T research base (Senrang CAR-T Research Center) in North China, and has formed a high-barrier technology platform such as innovative CAR structural design, virus and cell culture , which can take into account technical research and development, hospital clinical application Provide high-quality and effective cellular immunotherapy support for hematological tumors, solid tumors and other tumor diseases, immune system diseases and other patients.",Private Equity,200000000,CNY,29609890
PackGene Biotech,https://www.crunchbase.com/organization/packgene-biotech,"Biotechnology, Health Care","Guangzhou, Guangdong, China",PackGene Biotech provides CRO/CDMO services for gene therapy and cell therapy researchers and developers.,"26,046",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://www.packgene.com,"PackGene Biotech provides CRO/CDMO services for gene therapy and cell therapy researchers and developers. The company was founded in 2014 and is headquartered in Guangzhou, China.",Late Stage Venture,100000000,CNY,14140112
Qihan Biotech,https://www.crunchbase.com/organization/qihan-biotech,"Biotechnology, Clinical Trials, Health Care, Medical, Medical Device","Hangzhou, Zhejiang, China",Qihan Biotech is a gene-editing organ transplantation technology developer.,"26,405",,Active,2017-01-01,year,,,,,For Profit,http://www.qihanbio.com/,"Qihan Biotech is a biomedical company based on genetic technology. Kaixin Bio ’s mission is to create a new world where patients do n’t have to wait for organ transplants. We are committed to using the world's advanced gene editing technology to produce safe and effective cells, tissues and organs that can be used for human transplantation, and to solve the serious shortage of organ transplant donors in China and the world.",Early Stage Venture,116300000,USD,116300000
Ubrigene,https://www.crunchbase.com/organization/ubrigene,Biotechnology,"Miyun, Beijing, China",Ubrigene is driven by the advancement of gene and cell therapy technologies through research and development.,"26,736",,Active,2015-01-01,year,,,,,For Profit,http://www.ubrigene.com,Ubrigene is driven by the advancement of gene and cell therapy technologies through research and development represented by AAV vectors. It can provide a comprehensive solution for gene therapy industrialization.,Late Stage Venture,67965132,USD,67965132
