Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Eywa Pharma,https://www.crunchbase.com/organization/eywa-pharma,"Biotechnology, Health Care, Manufacturing, Medical, Pharmaceutical","Chennai, Tamil Nadu, India","Eywa Pharma, a global generic pharmaceutical company, has been founded by a group of seasoned professionals.","39,836",$1M to $10M,Active,2015-04-27,day,,,,,For Profit,https://www.eywapharma.sg,"Eywa Pharma, a global generic pharmaceutical company, has been founded by a group of seasoned professionals with extensive experience in the global pharmaceutical industry with proven ability in creating successful, profitable entities across multiple business verticals.",,30000000,USD,30000000
BUGWORKS Research,https://www.crunchbase.com/organization/bugworks-research-india,"Biotechnology, Health Care, Life Science, Pharmaceutical, Product Research","Bangalore, Karnataka, India",BUGWORKS is a drug discovery company that aims to discover novel pharmaceutical assets for combating Antimicrobial Resistance (AMR).,"40,013",,Active,2014-02-04,day,,,,,For Profit,http://bugworksresearch.com/,"BUGWORKS is a drug discovery company that aims to discover novel pharmaceutical assets for combating Antimicrobial Resistance (AMR). The company was founded in 2014 and is based in Bangalore, India.",Early Stage Venture,38707380,USD,38707380
Core Diagnostics,https://www.crunchbase.com/organization/core-diagnostics,"Biotechnology, Health Care, Health Diagnostics","Gurgaon, Haryana, India",Core Diagnostics is a Clinical laboratory focused on Next Generation Diagnostics for disease stratification and therapy selection.,"40,898",$1M to $10M,Active,2012-01-01,year,2019-12-06,day,,,For Profit,http://corediagnostics.in,Core Diagnostics is a Clinical laboratory focused on Next Generation Diagnostics for disease stratification and therapy selection. We are focused on bringing the most advanced testing techniques and expertise to India. We aim to become the destination for all your high-end diagnostic needs.,M&A,17000000,USD,17000000
Vyome Therapeutics,https://www.crunchbase.com/organization/vyome-biosciences,"Biotechnology, Health Care, Medical Device","Delhi, Delhi, India","Vyome Therapeutics is an innovation driven company, with a vision to develop novel treatments for resistant pathogens","42,628",,Active,2010-01-01,year,,,,,For Profit,https://www.vyometx.com/,"Vyome Biosciences is an innovation driven company, with a vision to  develop novel drugs for antibiotics-resistant acne and other opportunist  pathogens through a unique pipeline of antibiotics that retard resistance  development.  Vyome Biosciences’ management team members are the leaders in the field,  with deep expertise, demonstrated capability and a proven track record of  successfully launching over 50 products in dermatology & other life  sciences areas, and building visionary companies.  Vyome’s development platform is completely risk mitigated. Vyome has a deep  pipeline of IP based products targeting multiple indications. The *lead  molecule (VB 1953)*, which targets the huge unmet need in the drug  resistant acne prescription market, will be entering the clinical phase  with *USFDA IND Application Filing in Q4 2015*.  Vyome has state-of-the-art infrastructure facilities to carry out all its  research and lab development work, with full-fledged formulation,  analytical, chemistry, biology & molecular biology, clinical and the  regulatory divisions. The infrastructure and the team enables Vyome to  conceive ideas, develop them and commercialize them at a rapid pace.",Late Stage Venture,48300000,USD,48300000
Rivaara Labs,https://www.crunchbase.com/organization/rivaara-labs,"Biotechnology, Health Care, Health Diagnostics, Medical","Mumbai, Maharashtra, India",Rivaara Labs offers molecular diagnostics services and various clinical testing solutions.,"44,682",,Active,2019-01-01,year,,,,,For Profit,https://rivaaralabs.com/,"Rivaara Labs offers molecular diagnostics services and various clinical testing solutions. The company is dedicated to the establishment of a large network of specialized Molecular Diagnostics labs, a best-in-class national reference lab, and the marketing of novel Point Of Care (POC) solutions. Its solutions address a significant unmet medical need for timely, actionable information that addresses the challenges of the current standard of care for diagnosing and monitoring diseases. Rivaara Labs' open, dynamic, and collaborative culture enables teams to deliver innovation to healthcare professionals and patients.",Private Equity,600000000,INR,7332610
Piatrika Biosystems,https://www.crunchbase.com/organization/piatrika-biosystems,"Agriculture, AgTech, Biotechnology, Information Technology","Madhapur, Andhra Pradesh, India",Piatrika Biosystems is a innovative platform helps researchers and plant breeders bring Sustainable Seeds and Agri Chemicals.,"44,909",,Active,2019-01-01,year,,,,,For Profit,https://piatrika.com/,Piatrika Biosystems is an innovative platform that helps researchers and plant breeders bring Sustainable Seeds and Agri Chemicals to market faster and cheaper.,Seed,93600000,INR,1173283
immunitoAI,https://www.crunchbase.com/organization/immunitoai,"Biotechnology, Life Science, Therapeutics","Bengaluru, Karnataka, India",ImmunitoAI is a life sciences (biotech) platform that leverages AI to revolutionize antibody discovery & therapeutics.,"48,973",,Active,2020-01-01,year,,,,,For Profit,https://www.immunitoai.com/,ImmunitoAI is a life sciences (biotech) platform that leverages AI to revolutionize antibody discovery & therapeutics.,Seed,1000000,USD,1000000
Solara Active Pharma,https://www.crunchbase.com/organization/solara-active-pharma,"Biotechnology, Manufacturing","Chennai, Tamil Nadu, India","Solara Active Pharma Sciences is a young, dynamic, entrepreneurial and customer oriented API manufacturer.","51,163",$50M to $100M,Active,2017-02-23,day,,,,,For Profit,http://www.solara.co.in/,"Solara Active Pharma Sciences is a young, dynamic, entrepreneurial and customer oriented API manufacturer. We have a legacy of over three decades and trace our origins to the API expertise of Strides Shasun Ltd. and the technical knowhow of human API business from Sequent Scientific Ltd.",Private Equity,30000000,USD,30000000
NGeneBio,https://www.crunchbase.com/organization/ngenebio,"Biotechnology, Medical Device, Software","Gurgaon, Haryana, India",NGeneBio provides in vitro diagnostics panel and clinical analysis software.,"51,739",$1M to $10M,Active,2015-10-01,day,,,,,For Profit,https://www.ngenebio.com/,,Early Stage Venture,12000000000,KRW,10616838
Asian Institute of Medical Sciences,https://www.crunchbase.com/organization/asian-institute-of-medical-sciences,"Biotechnology, Health Care, Health Diagnostics, Hospital, Therapeutics","Faridabad, Haryana, India","Asian Institute of Medical Sciences is a 425 bedded super specialty hospital in Faridabad, Delhi NCR, India, accredited by NABH and NABL.","54,103",$100M to $500M,Active,2010-02-01,day,,,,,For Profit,https://www.aimsindia.com/,"Asian Institute of Medical Sciences is a 425 bedded super specialty hospital in Delhi NCR, India which is dedicated to provide accessible, affordable and best available healthcare services in India. Accredited by NABH and NABL, Asian Hospital Faridabad provides preventive, diagnostic, therapeutic, rehabilitative, palliative and supportive services all under one roof and is designed to meet patient care and research requirements of the new millennium. Asian Institute of Medical Sciences offers comprehensive multi-specialty tertiary care facilities through its 14 centres of excellence. - ASIAN CANCER CENTRE  - ASIAN CENTRE FOR BONE MARROW TRANSPLANT  - ASIAN HEART CENTRE  - ASIAN CENTRE FOR ADVANCED SURGERY - ASIAN CENTRE FOR NEUROLOGY AND NEUROSURGERY  - ASIAN CENTRE FOR UROLOGY AND KIDNEY TRANSPLANT  - ASIAN CENTRE FOR RENAL DISEASES  - ASIAN CENTRE FOR BONE AND JOINTS  - ASIAN CENTRE FOR ADVANCED IMAGING  - ASIAN CENTRE FOR GASTROENTEROLOGY  - ASIAN CENTRE FOR MOTHER AND CHILD - ASIAN CENTRE FOR BARIATRIC & METABOLIC SURGERY  - ASIAN CENTRE FOR AESTHETIC SURGERY & MEDICINE  - ASIAN IVF CENTRE",,21000000,USD,21000000
Innovcare Lifesciences,https://www.crunchbase.com/organization/innovcare-lifesciences-pvt-ltd,"Biotechnology, Health Care, Information Technology","Mumbai, Maharashtra, India",Innovcare Lifesciences is a healthcare service provider.,"54,864",$10M to $50M,Active,2014-01-01,year,,,,,For Profit,https://www.innovcare.in/,"Innovcare Lifesciences headquartered at Navi Mumbai, Maharashtra, India; was incorporated with an objective of providing effective, high quality, innovative healthcare solutions backed with Research, Evidence and Results in the Nutraceutical, Cosmeceuticals and Functional Food category.Innovcare Lifesciences is involved in marketing and sales of branded nutraceuticals, cosmeceuticals and functional foods with an aim to protect and augment human health against various lifestyle-oriented diseases.",Private Equity,450000000,INR,6277026
Archean Chemical Industries,https://www.crunchbase.com/organization/archean-chemical-industries,"Biotechnology, Manufacturing, Robotics","Chennai, Tamil Nadu, India","Archean Chemical Industries is a chemicals manufacturing company that produces industrial salt, bromine, and sulfate of potash.","56,915",$50M to $100M,Active,2009-07-01,month,,,,,For Profit,http://www.archeangroup.com,"Archean Chemical Industries is a chemicals manufacturing company that produces industrial salt, bromine, and sulfate of potash. The company utilizes seawater to produce valuable raw materials used in a variety of industries. Through quality goods made with efficient and sustainable manufacturing processes, Archean Chemicals impacts the world for the better. Archean Chemical Industries was established in 2009 and is headquartered in Chennai, India.",,11000000000,INR,155323355
V-Ensure Pharma Technologies,https://www.crunchbase.com/organization/v-ensure-pharma-technologies,"Biotechnology, Pharmaceutical","Mumbai, Maharashtra, India",V-Ensure Pharma Technologies is into specialty pharmaceutical formulations focused on complex generics for regulated markets.,"59,560",,Active,2010-01-01,year,,,,,For Profit,https://v-ensure.com/,V-Ensure Pharma Technologies is into specialty pharmaceutical formulations focused on complex generics for regulated markets. Its core competence lies in developing complex molecules for regulated markets.,,1300000000,INR,17370506
Optimus Pharma,https://www.crunchbase.com/organization/optimus-pharma,"Biotechnology, Pharmaceutical","Hyderabad, Andhra Pradesh, India","Optimus Pharma develops, produce & deliver high quality pharmaceutical active ingredients & advanced drug intermediates for industry.","61,045",$1M to $10M,Active,2004-01-01,day,2022-05-11,day,,,For Profit,https://optimuspharma.com/,"Optimus is one of the fastest-growing pharmaceutical companies in providing the best quality of API, Intermediates & Finished formulations in Global markets.",M&A,9910000,USD,9910000
Cardiotrack,https://www.crunchbase.com/organization/uber-diagnostics,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, mHealth","Bangalore, Karnataka, India",Cardiotrack is an AI based diagnostics company that is improving heart health outcomes through early diagnosis,"61,539",$1M to $10M,Active,2014-02-14,day,,,,,For Profit,http://www.cardiotrack.io,uber Diagnostics is engaged in mHealth space to deliver diagnostics solutions that significantly improve patient care in developing nations. Key challenges faced by healthcare providers include  very high cost of diagnostics equipment and lack of trained professionals in semi-urban and rural areas. uber Diagnostics is addressing both of these issues through innovation in medical electronics and research in cloud based IT infrastructure.,Seed,1000000,USD,1000000
MedGenome,https://www.crunchbase.com/organization/medgenome-labs,"Biotechnology, Genetics, Health Care, Health Diagnostics, Medical","Bangalore, Karnataka, India",MedGenome develops a genomics-based diagnostics and research solution for healthcare providers to understand the genetic basis of diseases.,"62,099",$10M to $50M,Active,2013-01-01,year,,,,,For Profit,https://diagnostics.medgenome.com,"MedGenome is a developer of sequencing genomics-based diagnostics and research platform intended to improve global health. The company's platform applies genomics technologies, bioinformatics, computing, and big data analytics to the genetically diverse and large population to understand the genetic basis of cancer, metabolic disorders, eye disorders, and other rare diseases, enabling the healthcare industry to develop deep insights into diseases at the genetic and molecular level.",,185501306,USD,185501306
Celon Laboratories,https://www.crunchbase.com/organization/celon-laboratories,"Biotechnology, Health Care, Oncology, Pharmaceutical","Hyderabad, Andhra Pradesh, India","Celon Laboratories develops pharmaceutical products for the oncology, anti-infective, and critical care markets.","62,471",,Active,2007-01-01,year,2020-11-01,month,,,For Profit,http://www.celonlabs.com,"Celon Laboratories Limited engages in developing, manufacturing, and marketing pharmaceutical products in the areas of oncology, anti-infective, and critical care markets. It produces un-coated and coated tablets, capsules, ampoules, vials, pre-filled syringes, and emulsion injections. The company also provides contract research manufacturing services that include formulation development, lyophilization cycle development, QC testing, stability studies, and regulatory support services. It serves customers in the Asia Pacific, Africa, Latin America, CIS countries, and Eastern Europe. The company was incorporated in 2001 and is based in Hyderabad, India.",M&A,26800000,USD,26800000
Green Grahi,https://www.crunchbase.com/organization/green-grahi,"AgTech, Animal Feed, Biotechnology, Food Processing, Organic","Delhi, Delhi, India","Green Grahi transforms food waste into usable protein, fats, and oils to create a more sustainable world.","64,706",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.greengrahi.com/,"Green Grahi transforms food waste into usable protein, fats, and oils to create a more sustainable world.",Seed,1800000,INR,21913
