Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Ambassador Education,https://www.crunchbase.com/organization/ambassador-education,Education,"Chiang Mai, Chiang Mai, Thailand",Ambassador Education provides education.,"59,719",Active,2022-01-01,year,,,,,For Profit,https://www.aegcm.com,Ambassador Education provides education.,Private Equity,110000000,USD,110000000
Mungmee,https://www.crunchbase.com/organization/mungmee,"B2B, E-Commerce, E-Commerce Platforms","Bangkok, Krung Thep, Thailand",Connecting the backbone supply chain of Thailand to foster efficiency & sustainable growth for value-chain stakeholders,"63,417",Active,2021-01-01,year,,,,,For Profit,https://www.mungmee.com/,"Mission: Revolutionizing Thailand's Traditional trade by integrating advanced technology & data in supply chain, and forming a comprehensive partnership ecosystem of the future. Founded in 2021 with headquarter in Bangkok, Mungmee aims to create B2B e-commerce platform that connects brands, agents, distributors, wholesalers, and retailers across Thailand to transact in a faster and better way by leveraging data and technology. We aim to provide solutions that address pain points in traditional supply chain. Mungmee empowers retailers by providing fair access to price, promotion, product assortment, and competitive financing to keep them competitive in digital era. For distributors/wholesalers, Mungmee team is working to build an efficient and simplified ordering, inventory management, and payment tool that connects APIs with related business partners.",Seed,5000000,USD,5000000
LINE MAN Wongnai,https://www.crunchbase.com/organization/line-man-wongnai,"Delivery Service, E-Commerce, Food Delivery, Information Technology, Taxi Service","Bangkok, Krung Thep, Thailand","LINE MAN Wongnai offers an e-commerce platform that connects consumers, riders, and businesses for services.","65,337",Active,2020-01-01,year,,,,,For Profit,https://lmwn.com,"LINE MAN Wongnai offers an e-commerce platform that connects consumers, riders, and businesses for services. It aims to help Thai people live better and to empower all local businesses with its e-Commerce platform for services.",Early Stage Venture,375000000,USD,375000000
Flylab,https://www.crunchbase.com/organization/flylab-96d9,"Agriculture, Farming, Food and Beverage, Manufacturing, Waste Management","Saraphi, Chiang Mai, Thailand",Flylab is a manufactures and recycles agricultural waste into food for animals and Plants.,"72,769",Active,2021-01-01,year,,,,,For Profit,http://www.flylabfeed.com,"Flylab is a company that creates technology that converts agricultural waste into food for animals and plants. The company's technology uses the bioconversion ability of the black soldier Fly to recycle agricultural waste into food for animals and plants, and it also provides IOT, climate control, vertical farming, and robotics.",Seed,1000000,USD,1000000
OsseoLabs,https://www.crunchbase.com/organization/osseolabs,Medical Device,"Bangkok, Krung Thep, Thailand","OsseoLabs offers 3D-printing, AI, and biomechanics to revolutionize precision and personalized surgical solutions in global healthcare.","91,996",Active,2022-07-27,day,,,,,For Profit,https://www.osseolabs.com,"Innovatively Merging 3D-Printing, AI, and Biomechanics to Revolutionize Precision and Personalized Surgical Solutions in Global Healthcare.",Seed,1350000,USD,1350000
Apricot delivery,https://www.crunchbase.com/organization/apricot-delivery,"Delivery, E-Commerce, Food Delivery, Grocery","Bangkok, Krung Thep, Thailand","Thailand's first ""quick commerce 2.0"" player","94,541",Active,2022-01-01,day,,,,,For Profit,https://www.apricot.delivery,"Groceries delivered in minutes, more than 2000 products available, 100% fulfilment rate",Seed,1500000,USD,1500000
Upskill Beehive,https://www.crunchbase.com/organization/upskill-beehive,"Corporate Training, EdTech, Marketplace, Training","Bangkok, Krung Thep, Thailand",Unlock the potential of your workforce with valuable learning resources discovered and procured on your behalf by our team.,"102,708",Active,2022-10-01,day,,,,,For Profit,https://www.upskillbeehive.com,,Seed,2500000,USD,2500000
PropertyScout,https://www.crunchbase.com/organization/propertyscout,"Commercial Real Estate, Property Management, PropTech, Real Estate, Rental, Rental Property, Residential","Khlong Toei, Krung Thep, Thailand",PropertyScout is building an end-to-end real estate technology platform in emerging markets empowering all market participants.,"105,134",Active,2020-03-01,day,,,,,For Profit,https://propertyscout.co.th,"PropertyScout, a Thailand based Proptech start up, is an end-to-end real estate transaction platform empowering over 2,000 agents and agencies with buyers, renters and owners, servicing thousands of satisfied customers every month.  PropertyScout leverages its database of more than 250,000 properties, its technology platform and its centralized operations to digitize and automate 90% of the real estate transaction. This frees up agents’ time to professionally and efficiently communicate with buyers, renters, owners and co-agents to deliver outstanding service and close transactions faster. Providing a transparent and trusted experience, PropertyScout has quickly become the favorite go-to-place for buying, selling, and renting real-estate in Thailand, as proven by hundreds of five-star reviews.",Early Stage Venture,7830000,USD,7830000
Metaisland™,https://www.crunchbase.com/organization/metaisland,"Cryptocurrency, Metaverse","Pattaya, Chon Buri, Thailand","Open World Metaverse GameFi: Metaisland concept is based on a multi-level play2earn economy that combines cash, and subscriptions.","113,981",Active,2021-04-07,day,,,,,For Profit,https://metaisland.gg,"Our Metaisland concept is based on a multi-level play2earn economy that combines cash, and subscriptions. We are creating a photorealistic virtual world similar to ""Second World"" but empowered by a crypto economy and a unique social system. We are multi-chain and  cross-chain. Our NFTs are unlocking features of the game (like swimming) and all have an utility.",Seed,760000,USD,760000
Entangle,https://www.crunchbase.com/organization/entangle-e24b,Banking,"Bangkok, Krung Thep, Thailand",New digital banking aims to provide users with a better experience and serve underserved people.,"118,766",Active,2022-06-01,month,,,,,For Profit,https://etgld.vercel.app/,,Seed,1000,USD,1000
G-Star Global Forwarding,https://www.crunchbase.com/organization/g-star-global-forwarding,"Industrial, Information Technology, Logistics, Transportation","Bangkok, Krung Thep, Thailand","Integrated logistics service provider by Land , Ocean and Air with our dedicated customs house brokerage service in Thailand","119,282",Active,2022-01-01,year,,,,,For Profit,https://www.gstar-group.org/,"G-Star Global Forwarding Co.,Ltd.(GST) is an integrated logistics service provider by Land , Ocean and Air with our dedicated customs house brokerage service in Thailand and neighboring country.",Seed,135000,USD,135000
Blockchain-Ads,https://www.crunchbase.com/organization/blockchain-ads,"Analytics, Blockchain, Information Technology, Web Development, Web3","Bangkok, Krung Thep, Thailand",Blockchain-Ads is a cutting-edge advertising platform for the web3.,"120,855",Active,2021-01-01,year,,,,,For Profit,https://blockchain-ads.com,"Blockchain-Ads is a cutting-edge advertising platform for the web3. A powerful platform for web3 brands and marketing teams to effectively target audiences based on people on-chain behavior. It enable in-depth granular Ad targeting by connecting browsing data and on-chain behavior using privacy-build ""Web3 Cookie"".",,50000,USD,50000
Cleartoo,https://www.crunchbase.com/organization/cleartoo,"Apps, E-Commerce, Fashion, Internet, Lifestyle, Marketplace","Lat Krabang, Krung Thep, Thailand",Cleartoo is an online community marketplace for second-hand fashion.,"121,299",Active,2020-09-01,month,,,,,For Profit,https://www.cleartooapp.com/,"Cleartoo is a used clothing shopping app where they sell clothes or fashion items. They sell second-hand fashion clothes. skirts, pants, trousers, jumpsuits, pajamas, bodysuits, dresses, hoodies, sweatshirts, blazer coats, and jackets for men and women They allow consumers to directly buy goods or services from a seller over the internet using a web browser.",Seed,170000,USD,170000
Mediums,https://www.crunchbase.com/organization/mediums,"Art, Education, Food and Beverage, Real Estate, Retail","Bangkok, Krung Thep, Thailand",Creative Holding Company,"153,598",Active,2020-08-01,day,,,,,For Profit,https://www.mediumsgroup.com,"The Mediums group of companies cover ventures into retail, education, real estate development and food and beverage. We define ourselves as a 'Creative Holding Company' with the aim to reinvent the creative industry. 'While they sleep, we dream'",Seed,40000000,THB,1298698
Jakaverse,https://www.crunchbase.com/organization/jakaverse,Software,"Bangkok, Krung Thep, Thailand","Jakaverse lets users curate their own desired world, enabling islanders to own and monetize lands (JAKA).","162,028",Active,2021-01-01,year,,,,,For Profit,https://www.jakaverse.com/,"Jakaverse lets users curate their own desired world, enabling islanders to own and monetize lands (JAKA) and items in their city and elsewhere.",Seed,3000000,USD,3000000
Golden Nature,https://www.crunchbase.com/organization/golden-nature,"Alternative Medicine, Biotechnology, Cannabis","Bangkok, Krung Thep, Thailand",Asia's leading Cannabis Biotech company,"172,497",Active,2021-01-28,day,,,,,For Profit,http://www.goldennature.life,,Seed,330000,USD,330000
JOYNCO,https://www.crunchbase.com/organization/joynco,"Food and Beverage, Retail, Retail Technology","Bangkok, Krung Thep, Thailand","JOYNCO is an O2O company to develop the retails, restaurants and products based on culture and customer integrated experiences.","184,124",Active,2020-10-08,day,,,,,For Profit,,,,100000,THB,3195
Alpha Venture DAO,https://www.crunchbase.com/organization/alpha-finance-lab,"Blockchain, Communities, Financial Services, FinTech, Lending, Virtual Currency, Web3","Bangkok, Krung Thep, Thailand",Alpha Venture DAO is a community of Web3 industry leaders and Alpha community.,"194,654",Active,2020-01-01,year,,,,,For Profit,https://alphafinance.io/,"Alpha Finance Lab, is a protocol for leveraging your position in yield farming and liquidity providing pools. In V2, lenders can earn high lending interest rate on multiple assets. Yield farmers can get even higher farming APY and liquidity providers can get higher trading fees APY from taking on leveraged yield farming/liquidity providing positions. Alpha Homora will borrow assets to yield farm or provide liquidity on leverage on behalf of the users. Liquidation can take place when Debt Ratio reaches 100%. ALPHA is the governance token of Alpha Homora. ALPHA token holders can vote on the opened proposals and will eventually be able to propose and decide upon features and changes to all Alpha products.",,,,
Cyrator,https://www.crunchbase.com/organization/cyrator,"Blockchain, Cryptocurrency, Market Research","Bangkok, Krung Thep, Thailand",A Platform for a community of independent analysts that rank cryptocurrencies based on quality and substance.,"213,315",Active,2022-09-05,day,,,,,For Profit,https://cyrator.com/,"Cyrator is a decentralized, knowledge-sharing platform that provides an objective and unbiased overview of the cryptocurrency industry. It ranks projects based on community-driven reviews of key factors such as technology, team, and progress.  Powered by a sustainable token model that rewards skilled analysts, Cyrator's mission is to help people identify and support the best cryptocurrency projects, avoid scams, and rebuild confidence in the industry. Interested in joining? Check us out at cyrator.com",Seed,,USD,
Token X,https://www.crunchbase.com/organization/token-x,"Asset Management, Blockchain, Digital Marketing, Financial Services, FinTech","Khlong Toei, Krung Thep, Thailand",Token X provides ICO portal services and digital asset tokenization.,"233,046",Active,2021-01-01,year,,,,,For Profit,https://tokenx.finance,Token X is a gateway to next generation of financial technologies. tokenization success partner covering from advisory service to blockchain technology development.,,,,
PAID Network,https://www.crunchbase.com/organization/paid-network,"Apps, Blockchain, Ethereum, Legal, Software","Vibhavadi, Surat Thani, Thailand",Your borderless legal toolkit and IDO platform. PAID Network is a suite of products that help propel your project to success.,"246,577",Active,2021-01-01,year,,,,,For Profit,https://paidnetwork.com/,"PAID Network seeks to redefine the current business contract, litigation, and settlement processes by providing a simple, attorney-free, and cost-friendly DApp for users and businesses to ensure they #GetPAID wherever they are in the world. PAID also provides businesses with their very own launchpads, Ignition, and Apollo-X, to maximize their potential. PAID makes businesses exponentially more efficient by building SMART Agreements through smart contracts to execute DeFi transactions and business agreements seamlessly.",,,,
Lemonaide,https://www.crunchbase.com/organization/lemonaide,"Automotive, Consumer, Service Industry, Software","Bangkok, Krung Thep, Thailand",Lemonaide offers software that manages and handles the data and information related to the history of automotive and technology.,"249,207",Active,2021-01-01,year,,,,,For Profit,https://lemonaidegroup.com/,,Seed,,USD,
Arcanum Ventures,https://www.crunchbase.com/organization/arcanum-ventures,Web3,"Bangkok, Krung Thep, Thailand",Building & Backing The Future Of Blockchain,"253,396",Active,2022-01-13,day,,,,,For Profit,https://www.arcanum.ventures/,"Having helped 70+ projects launch in the past year alone, we offer the wisdom and experience to help you avoid pitfalls of the blockchain industry. Our strategies are tailored towards long-term growth and scalability for your project. We know exactly what mistakes to avoid so you can navigate the Web3 space with peace of mind.",,,,
Issa,https://www.crunchbase.com/organization/issa-682c,"Employment, Internet, Recruiting, Software","Bangkok, Krung Thep, Thailand",Issa A digital ecosystem that connects migrants and businesses.,"276,963",Active,2022-01-01,year,,,,,For Profit,https://www.getissa.com,"Issa is a platform for automated hiring and compliance for local businesses and their international workforce. Issa helps you focus on what you love: creating amazing experiences for your customers, by removing the friction and frustration of hiring.",Seed,,USD,
Robinhood,https://www.crunchbase.com/organization/robinhood-4c2f,"Food Delivery, Internet, Mobile Apps, Software","Bangkok, Krung Thep, Thailand",Robinhood is an online food delivery application.,"277,284",Active,2020-01-01,year,,,,,For Profit,https://www.robinhood.in.th,,,,,
Pi Financial,https://www.crunchbase.com/organization/pi-financial-beaa,"Financial Services, FinTech, Trading Platform","Bangkok, Krung Thep, Thailand","Pi Financial is a fintech that offers an app for personal trading and finance, investments, real estate equity, and internet banking.","283,628",Active,2022-01-01,year,,,,,For Profit,https://www.pi.financial,,,,,
Edsy,https://www.crunchbase.com/organization/edsy,"Education, Language Learning","Bangkok, Krung Thep, Thailand",Edsy creates a dynamic online English learning community for fun-loving kids,"296,955",Active,2021-01-01,year,,,,,For Profit,http://www.edsy.co,"Edsy transforms the way Southeast Asian kids learn English by engaging them in small-group virtual adventures and skill-based immersion classes like ""Exploring Pokemon's World"", ""How to Become a TikTok Star"", and ""Public Speaking with Greta Thunberg"". Students are empowered to choose what they want to learn/practice from 1,000+ subjects, many of which are co-developed with our domain expert partners. Our approach is to create an authentic virtual English speaking environment - rather than another online ESL classroom - that appeals to kids’ interests and can better motivate them to speak up!",Seed,,USD,
WeStride,https://www.crunchbase.com/organization/westride,"Education, Vocational Education","Bangkok, Krung Thep, Thailand",WeStride is an education technology company that offers courses and programs.,"301,281",Active,2021-01-01,year,,,,,For Profit,https://www.we-stride.com/,"WeStride is a technology platform that provides a three- to six-month program for full-stack development, UX and UI design, data analytics, and more. Additionally, they offer online boot camps.",Seed,,USD,
"5G Catalyst Technologies Co., Ltd.",https://www.crunchbase.com/organization/5g-catalyst-technologies-co-ltd,"Health Care, Industrial Automation, Smart Cities","Bangkok, Krung Thep, Thailand","5G Catalyst Technologies Co. Ltd. is a company that specializes in end-to-end 5G smart city, industrial, and healthcare solutions.","301,293",Active,2020-01-01,year,,,,,For Profit,http://www.5gct.co,"5G Catalyst Technologies Co. Ltd. provides companies with cutting-edge end-to-end industrial solutions that enable them to achieve the highest levels of productivity, efficiency, and quality by using the 5G 26 Ghz spectrum. Founded in 2020 and is based in Bangkok.",Seed,,USD,
SpeedyCash,https://www.crunchbase.com/organization/speedycash,Financial Services,"Bangkok, Krung Thep, Thailand","SpeedyCash is a digital platform for micro-loans, legally approved by Pico Finance.","314,557",Active,2020-09-01,day,,,,,For Profit,https://www.speedy-cash.co,"SpeedyCash is a digital platform for micro-loans, legally approved by Pico Finance. The company product is a highly secure, low-interest micro-loan with fast approval and requires no guarantee and collaterals. Speedy Cash Company Limited was established in August 2020 with a registered capital of five million baht. to serve Borrowing money within the province Bangkok which is permitted to operate a personal loan business under the supervision of the Bank of Thailand To provide loan business services for consumers under the product name “SpeedyCash”.",,,,
Bitkub Chain,https://www.crunchbase.com/organization/bitkub-chain,"Blockchain, Cryptocurrency","Bangkok, Krung Thep, Thailand",Bitkub Chain is a cryptocurrency company.,"327,055",Active,2021-04-01,month,,,,,For Profit,https://www.bitkubchain.com,"Bitkub Chain is an infrastructure for the blockchain ecosystem that allows anyone to interact with decentralized applications and digital assets at an affordable transaction fee, with a high-speed confirmation time, and with transparency for everyone.",,,,
Portseido,https://www.crunchbase.com/organization/portseido,"Apps, Financial Services, Information Technology, Mobile Apps, Personal Finance, SaaS, Software, Web Apps","Bangkok, Krung Thep, Thailand","Portfolio tracker, analytics, and visualizations for global stocks, cryptos, ETFs","332,868",Active,2021-01-15,day,,,,,For Profit,https://www.portseido.com,"Portseido is a portfolio tracker that provides rich analytics and visualizations of your portfolio, providing historical performance, trade analytics, allocations and many more. It covers over 70+ stock exchanges, 20000+ ETFs and cryptos, allowing international and global investors to view all their investments in one place. Our goal is to equip investors with an easy-to-use tool that empowers them to become better investors.",,,,
MUI-Robotics,https://www.crunchbase.com/organization/mui-robotics,"Industrial, Information Technology, Manufacturing, Software","Nonthaburi, Nonthaburi, Thailand","Artificial Sensory Platform, Digitizing smell sensing technology","346,758",Active,2021-01-01,year,,,,,For Profit,https://www.mui-robotics.asia,"At MUI-Robotics, we are dedicated to transforming the world of sensory analysis through our cutting-edge eNose technology. Our revolutionary solution harnesses the power of artificial intelligence and advanced sensor arrays to deliver unparalleled accuracy, speed, and cost-efficiency in odor and gas detection. With our smell digitization technology, we enable businesses across various industries to enhance product quality, ensure regulatory compliance, improve safety measures, and drive operational excellence. We are commited to be the market leader for sustainable and precise measurement and monitoring of Environmental and Product Quality Parameters. Our mission is to build a foundation of excellence that underpins our artificial sense platform, empowering individuals and industries alike.",,,,
MUU,https://www.crunchbase.com/organization/muu-37d9,Food and Beverage,"Bangkok, Krung Thep, Thailand",Healthy dairy alternatives without added emulsifiers.,"357,170",Active,2022-01-01,year,,,,,For Profit,https://www.drinkmuu.com/,"Animal-free dairy products that taste and function identically to the real thing. Milk proteins, which give dairy products their distinct properties and flavors, are the secret sauce and we can produce them without using a single cow by using precision fermentation with our special microbes.",,,,
HotPlay.Games,https://www.crunchbase.com/organization/hotplay-games,"Advertising, Gaming, Marketing","Bangkok, Krung Thep, Thailand",HotPlay.Games provide in-game marketing and advertising platform that connects with game publishers and studios.,"368,770",Active,2020-01-01,year,,,,,For Profit,https://hotplay.games,,,,,
Huneety,https://www.crunchbase.com/organization/huneety,"Employment, Human Resources, Recruiting, SaaS, Skill Assessment, Software","Bangkok, Krung Thep, Thailand",Talent Matching Platform,"374,162",Active,2021-07-01,month,,,,,For Profit,https://www.huneety.com,Huneety is a skills hiring platform that accelerates the delivery of qualified talents for organizations in South East Asia. Huneety SaaS platform matches qualified candidates according to the skills requirements of each role.,,,,
MedEx Ventures,https://www.crunchbase.com/organization/medex-ventures,"Health Care, Primary and Urgent Care","Watthana, Krung Thep, Thailand",MedEx is a Pan-Asia health care aggregator<br>delivering exceptional premium primary care and a full continuum of medical travel services.,"388,893",Active,2020-08-10,day,,,,,For Profit,https://medex.co.th,"MedEx overcomes medical travel and health care delivery difficulties with simple, transparent and low-cost digital health services and personalized primary care liaison. MedEx is a web platform where users can search and book effective treatments and better doctors across borders. Coupled with a tele-consultation medical team for cost-efficient second opinions and a dedicated medical travel service team, we ensure better health care outcomes.",,,,
WiPay,https://www.crunchbase.com/organization/wipay-2853,"E-Commerce, Financial Services, Payments","Huai Khwang, Krung Thep, Thailand","WiPay is a fintech that offers a digital wallet and payment platform, digital card, virtual money, payment gateway, and e-commerce.","393,385",Active,2020-01-01,year,,,,,For Profit,https://wipay.co.th/,,,,,
Full Circle Biotechnology,https://www.crunchbase.com/organization/full-circle-biotechnology,"AgTech, Animal Feed, Biotechnology, CleanTech, Waste Management","Bangkok, Krung Thep, Thailand",Making low-carbon protein globally accessible with insects and microbes.,"401,451",Active,2021-02-01,month,,,,,For Profit,https://fullcirclebio.tech,,,,,
OneCharge,https://www.crunchbase.com/organization/onecharge-3bd3,"CleanTech, Software","Nonthaburi, Nonthaburi, Thailand",OneCharge creates the only EV business place to connect and make sustainable energy available to everyone.,"403,863",Active,2022-02-08,day,,,,,For Profit,https://onecharge.co.th/,"OneCharge creates the only EV business place to connect and make sustainable energy available to everyone. We get inspired by the fact that we notice a problem with drivers of electric vehicles that have to install lots of different applications. So we devised a strategy to address the issue by gathering charging station providers together in a single place. On the other side, we offer solutions for those who want to invest in charging stations.",,,,
Thai Wah Ventures,https://www.crunchbase.com/organization/thai-wah-ventures,Financial Services,"Bangkok, Krung Thep, Thailand",Thai Wah Ventures is a venture capital arm focusing on the greentech space in business-to-business (B2B) food and agritech startups.,"404,649",Active,2021-01-01,year,,,,,For Profit,http://www.thaiwahventures.com,"Thai Wah Ventures is a venture capital arm of Thai Wah Public Company Limited that focuses on green-tech space in BB food and agri-tech startups. Tai Wah Ventures mainly invest in Farm and agriculture areas, B2B supply chain and analytics, Waste - upcycling and bio packaging, Novel ingredients, and new processing technology.",,,,
Decentralized,https://www.crunchbase.com/organization/decentralized,Web3,"Bangkok, Krung Thep, Thailand","Decentralized is a new approach to blockchain, digital assets and web3 investments.","413,171",Active,2021-01-01,year,,,,,For Profit,https://dxed.io/,,,,,
Dreams & Co.,https://www.crunchbase.com/organization/dreams-co,"Casual Games, Mobile Apps, Video Games","Bangkok, Krung Thep, Thailand",Mobile game developer / publisher,"429,385",Active,2020-09-11,day,,,,,For Profit,,Mobile game developer / publisher,,,,
"Vacay Co., Ltd. (Thailand)",https://www.crunchbase.com/organization/vacay-thailand,"Adventure Travel, Business Travel, Consulting, Professional Services, Tour Operator, Tourism, Travel Accommodations, Travel Agency","Bangkok, Krung Thep, Thailand","We are expertised inbound tour operator based in Thailand offering Hotel Booking, Tours & Holiday Packages. Email: enquiry@vacaybeds.com","434,759",Active,2021-10-20,day,,,,,For Profit,https://www.vacaybeds.com/,"WHAT WE DO Vacay's cooperation is a renowned tour operator in Thailand. We consider that the key to Success in the travel business is by offering professional services to go beyond our clients’ hopes as a priority. The motto of the company emphasizes offering the quality standard and bigger personalized services. Supervised by professional management. Innovative concepts and a global viewpoint, contact us now! SEE OUR SERVICES Inbound & Outbound Package Incentive Groups Tailor-made holidays (FIT) Accommodation Specialist Group Series (GIT) Food Specialist Tour and more Wellness & Medical Mice & Events Activities & Transfer Golf Package WHO IS VACAY? Serving since the year 2021, our team of dedicated and specialized staff has provided cost-efficient tours through our network of services in Bangkok/ Thailand to suit the individual traveler's needs. We Vacay Co., Ltd are the pioneers in package tours and hold the leaders capable of managing to handle thousands of travelers every day for every site. Mission As a travel agency, we promise the travel experience, leisure, wildlife, and pilgrimage to suit every budget. Luxury to the economy and the sort of friendly service and welcome that we offer is supreme. Vision Our travel consultants will present you with a package that makes sure your tour through Vacay's as per your required dream holiday! You can anticipate more from us because we imagine more from ourselves. Our Philosophy We promise the travel experience, leisure, wildlife, and pilgrimage to suit every budget, Luxury to the economy and the sort of friendly service and welcome that we offer is supreme. DISCOVER MORE THAILAND Contact us for more detail and tour program at www.vacaybeds.com",,,,
Oho Chat,https://www.crunchbase.com/organization/oho-chat,"CRM, Customer Service, Sales, Sales Automation, Social Media Management","Bangkok, Krung Thep, Thailand",Oho Chat is an omni-channel customer experience management platform.,"444,070",Active,2022-11-11,day,,,,,For Profit,https://www.oho.chat/,,,,,
ZUPPORTS,https://www.crunchbase.com/organization/zupports,"Logistics, Software","Bangkok, Krung Thep, Thailand","We make global shipping easy by streamlining information among exporters, importers, and logistics providers","446,530",Active,2022-02-04,day,,,,,For Profit,https://zupports.co/,,Seed,,USD,
