Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
SatisFIND,https://www.crunchbase.com/organization/satisfind,"Customer Service, Information Technology, Market Research, SaaS, Software","Singapore, Central Region, Singapore",SatisFIND is an Experience Management platform enabling businesses to win Customer and Employee Trust.,"60,609",Active,2005-02-03,day,,,,,For Profit,http://www.satisfind.com,"SatisFIND® is a platform powered by real customers, enabling better business performance at the frontline. SatisFIND transforms insights from both customers and employees into store-level SatisACTION plans and on-demand upskilling to accelerate results. An elevated trust experience that begins at the frontline, creates a new generation of an empowered workforce, delighting customers every day.",Seed,500000,USD,500000
Northstar Group,https://www.crunchbase.com/organization/northstar-group,"Finance, Financial Services, Impact Investing, Venture Capital","Singapore, Central Region, Singapore",Northstar Group is a venture capital and private equity firm dedicated to investing in early-stage and growth companies.,"62,277",Active,2006-01-01,year,,,,,For Profit,https://www.nsgroup.com,"Northstar Group is a venture capital and private equity firm managing more than US$2.5 billion in committed equity capital dedicated to investing in early-stage and growth companies in Indonesia and, to a lesser extent, other countries in Southeast Asia. The Northstar Group has a solid track record of actively growing the businesses of its investee companies over its investment horizon. Since its founding in 2003, the Northstar Group has raised five private equity funds and one venture capital fund and has invested in more than 40 companies across the banking, insurance, retail, technology, telecom, and agribusiness sectors. The Northstar Group has invested over US$3.0 billion with its co-investors in the Southeast Asian region.",,,,
LHN Group,https://www.crunchbase.com/organization/lhn,"Asset Management, Commercial, Industrial, Real Estate","Singapore, Central Region, Singapore",LHN Group is a real estate management services,"73,022",Active,2005-01-01,year,2015-04-24,day,,,For Profit,http://www.lhngroup.com,"A real estate management services group with the distinguishing ability to generate value for their landlords and tenants through their expertise in space optimisation. They also provide complete facilities management and logistics services, which serve to complement their space optimisation business. They focus on creating productive environments for small and medium enterprises (SMEs) & born-global companies. Taking old, unused and under-utilised industrial, commercial and residential properties, they enhance and transform them into thoughtfully designed and highly usable space.  In addition, their vast experience at managing a diverse range of properties has shaped them to be well-versed in the art of applying their space optimisation expertise to any space. As such, spaces leased out by them are carefully planned and developed to maximise value for tenants. ",IPO,79800000,HKD,10208455
Agoda.com,https://www.crunchbase.com/organization/agoda,"E-Commerce, Tourism","Singapore, Central Region, Singapore",Agoda is an online hotel reservations service that offers a 'best price' guarantee.,"76,076",Closed,2005-01-01,year,2007-11-08,day,,none,For Profit,http://www.agoda.com,"Agoda.com is an online travel agency that offers hotel reservation services to travelers. It finds deals on hotels located in Singapore and internationally. The website features world’s top destinations as well as a search directory. Agoda.com can be viewed in 38 different languages and represents more than 20 countries. The company was incorporated in 2005 and is based in Singapore. Its major operations are in Bangkok, Kuala Lumpur, Tokyo, Sydney, Hong Kong, and Budapest, with an additional presence in major cities across Asia, Africa, the Middle East, Europe, and the Americas. Currently, Agoda operates as a subsidiary of Booking Holdings Inc.",M&A,,,
Simec Atlantis Energy Singapore,https://www.crunchbase.com/organization/atlantis-resources,"Energy, Renewable Energy, Solar","Singapore, Central Region, Singapore",Simec Atlantis Energy is a vertically integrated turbine supplier and project owner in the tidal power industry. ,"92,436",Active,2005-01-01,year,2014-03-28,day,,,For Profit,https://www.atlantisresourcesltd.com/,"Atlantis Resources is a vertically integrated turbine supplier and project owner in the tidal power industry.   SAE is a global developer of renewable and sustainable energy projects with more than 1,000 megawatts of power projects in various stages of development which includes the world’s flagship tidal stream project, MeyGen and the conversion of the Uskmouth power station from coal-fired generation to 220MW of baseload generation from waste-derived pellets which will help to address the UK’s non-recyclable waste problems. Our heritage is in tidal power generation where we forged a reputation as a world leader in the development of tidal generation systems and the delivery of commercial-scale tidal power projects. We are now building on this history of successful power project generation through our partnership with SIMEC, a member of the GFG Alliance. The SIMEC partnership provides us with transformational growth prospects as we move into an exciting new era, building a diversified sustainable energy business of material scale with the support of SIMEC and the GFG Alliance. Our focus now is on progressing the proposed conversion of the SUP power station and seizing the opportunities associated with the GFG Alliance’s high-quality renewable power asset pipeline by acquiring and developing operational, cash yielding projects to drive the business forward and create a renewable energy platform that will deliver attractive returns for our shareholders.",IPO,3379000,EUR,3717407
ASYX International,https://www.crunchbase.com/organization/asyx-international,"Financial Services, Information Technology, Supply Chain Management, Sustainability","Singapore, Central Region, Singapore",ASYX is a Sustainable Supply Chain Finance & Collaboration Technology company,"95,782",Active,2006-01-01,year,,,,,For Profit,http://asyx.com/,"ASYX is a global award winning Supply Chain Finance & Collaboration services company. The company's business units connect Buyers, Sellers, Suppliers, Distributors and Financial institutions through a secure web-based technology that enables Early Payment to Suppliers, Late Payment to Distributors of corporate Buyers and Factoring to large corporates. We specialise in digitising land-based supply chains, particularly FMCG and agriculture businesses. The company's advisory arm also works with national and local government agencies to map and develop sustainable SME supply chains across various rural parts of Indonesia. With offices in Jakarta, Surabaya, Amsterdam and Singapore, our clients are based in Indonesia, Kenya, Singapore and Hong Kong.",Seed,2400000,USD,2400000
ESR-Reit,https://www.crunchbase.com/organization/esr-reit,"Financial Services, Real Estate","Singapore, Central Region, Singapore",ESR-REIT is committed to providing its Unitholders with a stable and secure income stream,"96,124",Active,2006-01-01,year,,,,,For Profit,https://www.esr-reit.com.sg/,"ESR-REIT is committed to providing its Unitholders with a stable and secure income stream, through the pro-active management of its property portfolio and with the intention to deliver long-term capital growth.",,155000000,SGD,114227600
migme,https://www.crunchbase.com/organization/mig-me,"Android, Apps, Communities, Internet, Messaging, Mobile","Singapore, Central Region, Singapore","Migme Limited offers migme, a fan-based social entertainment platform that offers chat, content, and microblogging services.","97,759",Active,2005-12-01,day,2014-08-11,day,,,For Profit,http://mig.me/,"Migme Limited is a global digital media company focused on emerging markets offers migme, a fan-based social entertainment platform that offers chat, content, and microblogging services. It enables users to post bite-sized blogs, send messages, and exchange virtual gifts with each other. The site’s revenue is generated via gifts, games, avatar items, emoticons, and stickers. Migme Limited was founded in 2005 and is listed and registered in Australia, with headquarters in Singapore.",IPO,52300000,USD,52300000
BioMers,https://www.crunchbase.com/organization/biomers,"Beauty, Dental, Fitness, Health Care, Wellness","Midview City, Central Region, Singapore",BioMers is a medical device company that specializes in the development of aesthetic custom orthodontic solution.,"122,910",Active,2005-01-01,year,,,,,For Profit,https://www.simpliclear.com,"BioMers is a medical device company that specializes in the development of novel polymer composite technology for biomedical applications. Through its patented technological breakthrough, BioMers introduced SimpliClear, the world only completely clear orthodontic solution that can be used to treat a wide range of teeth irregularities, from mild to complex patient cases. With SimpliClear, patients can undergo orthodontic treatment without the embarrassment of unsightly metal braces. The product has been approved by US, Canada, Australia, Malaysia, Singapore, EU...regulators. The orthodontic industry has sought the development of an esthetic alternative to metal braces for over 30 years. However, past solutions have limited applicability to a wide range of cases. BioMers solved the problem through the development of a clinically proven clear orthodontic wire, the backbone of tooth movement. Founded as a spin-off from the National University of Singapore (NUS), BioMers is a Singapore-based company with a wholly-own subsidiary in China. ",Early Stage Venture,5953450,USD,5953450
Vickers Venture Partners,https://www.crunchbase.com/organization/vickers-capital-group,Venture Capital,"Singapore, Central Region, Singapore",Vickers Venture Partners is a venture capital firm focused on deep tech investments globally.,"138,042",Active,2005-01-01,year,,,,,For Profit,http://www.vickersventure.com,"Vickers Venture Partners is a global venture capital firm focused on deep tech investments worldwide. The partners’ track records include hits such as Baidu.com, Inc, Focus Media Holding Ltd, Kongzhong Corp, Cambridge Real Estate Investment Trust, Sunfun Info Co., Asian Food Channel, UUCUN, TWG Tea, RTG Asia, JJE, Hillstone, M-Daq and Mainspring. The total market value of the companies that the partners have helped grow exceeds US$70 billion today. Vickers Venture Partners was founded by Dr Finian Tan together with his co-founders Dr Khalil Binebine, Dr Jeffrey Chi, Dr Damian Tan, Linda Li and Raymond Kong in 2005. It is headquartered in Singapore with offices in Shanghai, Hong Kong, New York, Miami, Silicon Valley and London.",,,,
Ridgecrest,https://www.crunchbase.com/organization/ridgecrest,"Financial Services, Internet, Software, Sports","Singapore, Central Region, Singapore",Ridgecrest provides products and services to the financial services community.,"143,835",Active,2005-01-01,year,,,,,For Profit,http://www.ridgecrest.sg/,"Ridgecrest provides products and services to the financial services community. The company’s initial focus was on trading and investment technology, but has over time encompassed general transaction systems, web technologies, graphics, and UI development. Its offerings include LinkLK: provides tools that assist the users with their day-to-day tasks; TicketsLK: provides online movie tickets in Sri Lanka; SportsLK: makes sports facilities available for online reservations for both sports enthusiasts and sports centers; FinanceLK: manages all savings, checking, and investment accounts in one place; AutosLK: allows automobile lovers to keep track of their vehicle maintenance records and reserve their services online; and CabsLK: offers cab-booking services online. Ridgecrest was founded in 2005 and is based in Colombo, Sri Lanka.",Seed,500000,USD,500000
Everstone,https://www.crunchbase.com/organization/everstone,"Financial Services, Venture Capital","Singapore, Central Region, Singapore",Everstone Capital is an India and South East Asia focused investor with dedicated private equity and real estate funds.,"153,568",Active,2006-01-01,year,,,,,For Profit,https://www.everstonecapital.com/,"Everstone has a strong partnership oriented culture and truly believes in working closely with entrepreneurs, corporations, asset owners and service providers to achieve mutual success.",,,,
LightStream Analytics,https://www.crunchbase.com/organization/lightstream-analytics,"Analytics, Data Management, Information Technology","Singapore, Central Region, Singapore","LightStream Analytics is an APAC services company focused on advanced analytics, data management, and enterprise performance management.","158,021",Closed,2006-01-01,year,2018-12-06,day,2018-12-06,day,For Profit,https://lightstream.asia,"LightStream Analytics is an APAC services company focused on advanced analytics, data management, and enterprise performance management.",M&A,118000,USD,118000
Mig 33,https://www.crunchbase.com/organization/mig-33,"Android, Media and Entertainment, Messaging, Software","Singapore, Central Region, Singapore",Mig33 is a mobile entertainment platform with more than 65 million registered members around the world.,"162,025",Active,2005-01-01,year,,,,,For Profit,https://www.mig33.com,"Mig33 has 40 million registered users on simple feature phones worldwide. Mig33's mobile-first platform lets them play games, socialize, and browse the web. Active users of this chat application should find it easier to communicate with this application thanks to the menu available. Likewise with migmee.  Migmee has features which make communication easier between active users. Those of you with Android devices probably already know some of the apps. The chat application is one of the applications installed on Android.",,,,
KAI Square,https://www.crunchbase.com/organization/kai-square,Software,"Singapore, Central Region, Singapore","KAI Square is a high-tech company providing innovative technological solutions covering surveillance, analytics & intelligent monitoring","169,508",Closed,2006-01-01,year,,,,none,For Profit,http://www.kaisquare.com/,"Established in 2006, KAI Square is a high-tech company providing innovative technological solutions-related surveillance services & monitoring solutions. KAI Square has built a reputation within the Singapore surveillance market as a highly innovative and technically strong thought-leader who leading system integrators desire to work with. From a modest 7-men operation in 2006 to a strong 50-men operation today, KAI Square has been leading the trend in the Singapore security market with its state-of-the-art security systems by providing the KAI Square Unified Platform. KAI Square is well regarded as the next generation high-end technology provider to telecommunication companies, as well as system integrators. Adopting this proven business model and expertise which have been the key driving force behind the company's strong growth, KAI Square has a growing clientele that comprises of fleet operators, police force and business in the healthcare, security and logistics sector. It currently manages over 20,000 security cameras.",Early Stage Venture,3200000,USD,3200000
Sqreem Technologies,https://www.crunchbase.com/organization/sqreem-technologies,"Artificial Intelligence (AI), Big Data, Consumer Research, Information Technology, Product Research","Singapore, Central Region, Singapore",Sqreem Technologies helps organizations address and understand the Unknown Unknowns through on-demand artificial intelligence.,"183,056",Active,2006-01-01,year,,,,,For Profit,https://sqreemtech.com,"Sqreem Technologies helps organizations address and understand the Unknown Unknowns through on-demand artificial intelligence. The company delivers a nonlinear pattern recognition technology using signals-intelligence algorithms. Sqreem Technologies identifies links and associations among different, unstructured digital activities across any platform such as web, mobile, social, location, video, surveillance, satellite, transaction, and audio and determine macro-behavioral normalcy versus micro-behavioral abnormality. The company's technology delivers the ability to extract behavioral footprints inside vast amounts of external and client specific data to solve business, economic, national, and global security challenges for commercial and public-sector end users. Sqreem Technologies was founded on 2006 and is headquartered in Singapore.",,,,
Beach House Pictures,https://www.crunchbase.com/organization/beach-house-pictures,"Animation, Graphic Design","Bukit Merah, Central Region, Singapore","Beach House Pictures is a production company specializing in entertainment, and branded content for the international market.","186,689",Active,2005-01-01,year,2024-02-08,day,,,For Profit,https://www.beachhousepictures.com/,"Beach House Pictures is a production company specializing in factual, entertainment, and branded content for the international market.",M&A,,,
Verticurl,https://www.crunchbase.com/organization/verticurl,Advertising,"Singapore, Central Region, Singapore",The world’s leading marketing technology services agency for cost-conscious multinational enterprise organizations.,"188,198",Active,2006-01-01,year,2013-08-06,day,,,For Profit,https://www.verticurl.com/,"Verticurl is a demand generation agency who helps companies worldwide improve processes, drive leads and grow revenues. With extensive expertise in marketing automation, segmentation and analytics, campaign planning and management, our consultants work with cost-conscious global organizations clients to build strategic demand centers that drive growth.",M&A,,,
TES (Singapore),https://www.crunchbase.com/organization/tes-singapore,"Asset Management, Data Center, Information Services, Information Technology, Recycling, Security, Sustainability","Singapore, Central Region, Singapore","TES (Singapore) is focused on helping customers with the commissioning, deployment, and retirement of IT assets.","191,012",Active,2005-01-01,year,2022-02-21,day,,,For Profit,https://www.tes-amm.com/,"TES (Singapore) is focused on helping customers with the commissioning, deployment, and retirement of IT assets.  We understand the common challenges faced when managing IT equipment throughout its lifecycle, providing cost effective solutions whilst achieving compliance with all local and international data security, environmental, and industry regulations.  We create outstanding value for our customers, employees, shareholders, and our global community by leveraging our unique combination of security, value recovery, and environmental expertise to become our customers’ partner of choice for IT life cycle requirements.",M&A,,,
Marina Bay Sands,https://www.crunchbase.com/organization/marina-bay-sands,Hospitality,"Singapore, Central Region, Singapore",Marina Bay Sands is an integrated resort fronting Marina Bay in Singapore.,"205,000",Active,2005-01-01,year,,,,,For Profit,http://www.marinabaysands.com,,,,,
Amansa Capital,https://www.crunchbase.com/organization/amansa-holdings,"Consulting, Finance, Financial Services","Singapore, Central Region, Singapore",Amansa Capital is a fund management company that focuses on bottom up research of companies.,"205,998",Active,2006-01-01,year,,,,,For Profit,http://www.amansacapital.com,"Amansa Capital Pte. Ltd. is a fund management company headquartered in Singapore. Amansa Capital has an international institutional investor base and acts as the Investment Manager to our flagship fund and relevant mandates. Amansa Capital is regulated by the Monetary Authority of Singapore (MAS) as a Capital Markets Services (CMS) Licence holder, and is authorised to engage in Fund Management activities as prescribed by the Securities and Futures Act. Please refer to the disclaimer for further information.",,,,
Lush,https://www.crunchbase.com/organization/lush-d6bb,"Furniture, Interior Design","Hougang, North-East Region, Singapore",LUSH provides contemporary style furniture and styling ideas to house-proud house owners looking for great style and design.,"208,456",Active,2005-01-01,day,,,,,For Profit,https://lush-lush.com/,,,,,
Helius Technologies Pte Ltd.,https://www.crunchbase.com/organization/helius-technologies-pte-ltd,"Consulting, Information Technology, Staffing Agency","Singapore, Central Region, Singapore",Helius Technologies Pte Ltd.  is a global consulting and IT services company.,"209,251",Active,2006-01-01,year,2018-03-16,day,,,For Profit,http://helius-tech.com,"Helius Technologies Pte Ltd.  is a global consulting and IT services company. Our key focus lies in Staff Augmentation services, Managed IT Services, Software development and Business Consulting.",M&A,,,
Titansoft,https://www.crunchbase.com/organization/titansoft,"Information Technology, Software","Singapore, Central Region, Singapore",Titansoft is an Agile software development company,"211,670",Active,2005-01-01,day,,,,,For Profit,https://titansoft.com/en,"Titansoft is an Agile Software Development company. With extensive experience in software engineering, we offer a wide range of consulting services, including market research, server and network development and management, network infrastructure, and cloud deployment. Our product lines are diversified, best known for: Project Management Systems, System Performance Monitoring Centers, Subscriber Accounting Systems, Business Intelligent Management Systems... We call ourselves Producers of Fun – but to produce fun products, we first need to be having fun ourselves! Our culture is made up of: - Agile Mindset beyond Software Development How we work goes like this: Conduct a small experiment, fail, review, collect feedback, learn and improve. We apply an agile mindset outside of writing code, even to our organizational management. Working agile makes things easier for everyone – which is how we have time to play hard!  - Work-Life Integration & Flexible Working Hours  Learning and development doesn’t stop once you step out of the office, which is also why we have flexible working hours! Have an ""AHA!"" moment while reading a book on a Sunday? That’s “work”. Find inspiration to a problem while at the gym? That’s “work”, too. Take breaks and work at your peak efficiency; it’s about the value and impact you create, not hours spent at the desk.   - Open Communication & Transparency Want to level up your job rank? Our promotion process is self-initiated and open. Pretty much like how it works in any MMORPG you play. And as you progress, your salary is transparent within the company, so no more walls of silence.  - Never Stop Improving  Failure? Pfft. We are continuously learning, so instead of “I failed”, it’s “what can be done better next time?” Repeat after me: “Fail fast, fail cheap, fail often and learn forward”! Still curious? Check out the core values we live, work and play by on our company website, our Linkedin Page for the latest happenings, or our Facebook Page and Instagram on how we have fun!",,,,
Resorts World Sentosa,https://www.crunchbase.com/organization/resorts-world-sentosa,"Hotel, Leisure, Professional Services, Resorts, Tourism, Travel","Singapore, Central Region, Singapore","Resorts World Sentosa (RWS), Asia’s premium lifestyle destination resort, is located on Singapore’s resort island of Sentosa.","230,504",Active,2006-01-01,day,,,,,For Profit,https://www.rwsentosa.com/en,,,,,
Makara Capital,https://www.crunchbase.com/organization/makara-capital,"Financial Services, FinTech, Venture Capital","Singapore, Central Region, Singapore",Makara Capital is a global financial services company that specializes in fund management as well as structuring and financing.,"230,863",Active,2005-01-01,year,,,,,For Profit,http://www.makaracapital.com/,"Makara Capital is a global financial services company that specializes in fund management as well as structuring and financing, with a core focus on innovation, infrastructure and energy.",,,,
Tembusu Partners,https://www.crunchbase.com/organization/tembusu-partners,"Blockchain, eSports, Finance, Financial Services, Impact Investing, Information Technology","Singapore, Central Region, Singapore",Tembusu Partners is a Singapore-based private equity firm focused on investments in growth stage companies.,"235,730",Active,2006-01-01,year,,,,,For Profit,http://www.tembusupartners.com,"Established in 2006, Tembusu Partners is a boutique private equity firm in Singapore dedicated to supporting high growth ventures across Emerging Asia. Leveraging our strategic location at the heart of Asia, we specialise in venture and growth-stage investments in fast-growing markets of Greater China, India, and Southeast Asia. Our deep understanding of markets, investment cycles and complex cultural nuances grants us clarity and insight in making our investments. We manage capital from our investors and partners across Asia, Europe, and America. To date, we have completed more than S$300 million worth of private equity transactions. Tembusu invests in disruptive technology that we believe have strong potential to drive innovation in key focus sectors such as financial and business services, consumer services, education and healthcare. With an advisory board and investment committee comprising well-connected corporate leaders and industry veterans ranging from technology to business services, we are committed to supporting founders and companies in their global growth.",,,,
Grasshopper,https://www.crunchbase.com/organization/grasshopper-bff7,"Financial Services, Trading Platform","Singapore, Central Region, Singapore",Grasshopper is a proprietary trading firm providing liquidity in global markets.,"237,694",Active,2006-01-01,year,,,,,For Profit,https://grasshopperasia.com/,,,,,
Anacle Systems,https://www.crunchbase.com/organization/anacle-systems,"Commercial Real Estate, Energy Management, Enterprise Software, Real Estate, Smart Cities, Software","Singapore, Central Region, Singapore",Anacle optimizes business processes for asset and energy mangement industries across the globe.,"243,214",Closed,2006-01-01,year,2016-12-16,day,,none,For Profit,http://www.anacle.com/main/index.php,"Anacle Systems was founded with the vision of making the world a better place through revolutionary yet practical and affordable technology solutions. With a relentless focus on constant innovation, value over profit, quality over marketing hype, we want to be the trusted partner who can solve your most difficult technology challenges.",IPO,6464010,USD,6464010
Apar Technologies,https://www.crunchbase.com/organization/apar-technologies,"Consulting, Outsourcing, Software","Singapore, Central Region, Singapore","Apar Technologies provides technology consulting, software development and outsourcing services.","246,164",Active,2006-01-01,day,,,,,For Profit,http://www.apartechnologies.com/,,,,,
MOL Energia,https://www.crunchbase.com/organization/mol-energia,"Freight Service, Marine Transportation, Shipping, Transportation","Singapore, Central Region, Singapore",MOL Energia is a freight forwarding agency that offers shipping solutions and services.,"248,694",Active,2006-01-01,year,,,,,For Profit,https://www.molenergia.com,,,,,
Sun Venture,https://www.crunchbase.com/organization/sun-venture,"Asset Management, Financial Services, Professional Services","Singapore, Central Region, Singapore","Sun Venture is a multi-asset investment firm that invests in real estate, public markets, and private equity sectors.","249,336",Active,2006-01-01,year,,,,,For Profit,https://sunventure.com/,,,,,
Adpost,https://www.crunchbase.com/organization/adpost,"Advertising, Digital Marketing, Marketplace","Singapore, Central Region, Singapore","Adpost is an advertising agency that offers digital marketing, social media management, web marketplace, and branding services.","251,160",Active,2005-01-01,year,,,,,For Profit,https://www.adpost.com/,,,,,
