Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Solscan,https://www.crunchbase.com/organization/solscan,"Analytics, Blockchain","Singapore, Central Region, Singapore",Solscan is a full-suite block explorer and data analytics platform focusing on the Solana ecosystem.,"15,250",Active,2021-01-01,year,2024-01-03,day,,,For Profit,https://solscan.io/,"Solscan is a full-suite block explorer and data analytics platform focusing on the Solana ecosystem. Solscan provides a vast range of data services for users, developers, and projects.",M&A,4000000,USD,4000000
RVAC Medicines,https://www.crunchbase.com/organization/rvac-medicines,"Biotechnology, Medical, Product Research","Singapore, Central Region, Singapore",RVAC Medicines is an mRNA platform company with a pipeline of novel products covering a wide range of disease areas.,"15,510",Active,2021-01-01,year,,,,,For Profit,https://www.rvacmed.com,"RVAC Medicines is an mRNA platform company with a pipeline of novel products covering a wide range of disease areas. The company is building a pipeline of novel mRNA vaccines and therapeutics to address unmet medical needs, particularly in emerging markets. It's cutting-edge GMP manufacturing facilities that will advance its platform technologies through in-house research and development and external partnerships, enabling the production of cutting-edge mRNA and nucleic acid delivery technologies. RVAC Medicines was founded in 2021 and is based in Singapore.",Early Stage Venture,140000000,USD,140000000
Unravel Carbon,https://www.crunchbase.com/organization/unravel-carbon,"Consulting, Environmental Consulting, Information Services, Information Technology, Software","Singapore, Central Region, Singapore",Unravel Carbon is a enterprise software for companies to track and reduce their carbon emissions.,"15,739",Active,2021-01-01,year,,,,,For Profit,https://www.unravelcarbon.com/,"Unravel Carbon is a enterprise software for companies to track and reduce their carbon emissions, specialising in Asia's businesses and supply chains.",Seed,10000000,SGD,7241759
Optty,https://www.crunchbase.com/organization/optty,"Finance, Financial Services","Singapore, Central Region, Singapore","Optty helps retailers and payment gateways integrate Buy Now, Pay Later online easily and manage the user experience and performance.","16,214",Active,2021-01-01,year,,,,,For Profit,https://www.optty.com/,"Optty helps retailers and payment gateways integrate Buy Now, Pay Later online easily and manage the user experience and performance.",Seed,9000000,USD,9000000
RabbitX,https://www.crunchbase.com/organization/rabbitx,"Blockchain, Cryptocurrency, Ethereum","Singapore, Central Region, Singapore","RabbitX makes investing easy. Providing global access to stocks, fx, commodities, and digital assets with zero commissions.","16,393",Active,2021-01-01,year,,,,,For Profit,https://rabbitx.io,"RabbitX makes investing easy. Providing access to global stocks, fx, commodities, and digital assets with zero commissions. Backed by Sequoia, Fabric Ventures, Multicoin Capital and more. Built on Zero-Knowledge decentralised scaling technology. Bringing finance into the global internet age.",Early Stage Venture,11000000,USD,11000000
Osmosis Foundation,https://www.crunchbase.com/organization/osmosis-foundation,"Blockchain, FinTech","Singapore, Central Region, Singapore",Osmosis is a automated market maker Protocol that enables to create liquidity and trade IBC enabled tokens.,"16,520",Active,2021-01-01,year,,,,,For Profit,https://osmosis.zone,"Osmosis is a decentralized peer-to-peer blockchain that people can use to create liquidity and trade IBC enabled tokens. The Osmosis blockchain is made up of free, public, and open-source software. - Osmosis is a first-of-its-kind automated market maker (AMM) that marks a foundational shift in how liquidity providers can benefit from Interchain DeFi.",Seed,21000000,USD,21000000
FlyORO,https://www.crunchbase.com/organization/flyoro,"Air Transportation, Supply Chain Management","Singapore, Central Region, Singapore",FlyORO engages in blending and distribution of sustainable aviation fuel (SAF) directly at airports.,"16,646",Active,2021-01-01,year,,,,,For Profit,https://www.flyoro.co/,"FlyORO is aviation's premier supply chain integrator for sustainable aviation fuels. It is intended to allow for on-demand SAF blending, flexibility in blended SAF production, and a stable SAF supply chain. Its asset-light modular manufacturing technologies connect to the jet fuel logistic network, making SAF more easily accessible to airlines at airports.",Seed,1955470,USD,1955470
Rider Dome,https://www.crunchbase.com/organization/rider-dome,,"Singapore, Central Region, Singapore",Rider Dome is an Advanced Rider Assistance Systems (ARAS) designed for motorcycle riders and fleets.,"17,127",Active,2021-01-01,year,,,,,For Profit,https://www.riderdome.com/,Rider Dome is an Advanced Rider Assistance Systems (ARAS) designed for motorcycle riders and fleets.,Seed,3300000,USD,3300000
PolyTrade,https://www.crunchbase.com/organization/polytrade,"Blockchain, Cryptocurrency, Financial Services, FinTech","Singapore, Central Region, Singapore",PolyTrade operates as a blockchain-based trade finance platform.,"17,560",Active,2021-01-01,year,,,,,For Profit,https://polytrade.finance,"Polytrade is a blockchain-based trade finance platform that aims to bring safe and insured real-world assets to the crypto world. The platform of the company provides access to interest and financing to free up critical working capital from crypto lenders, allowing investors to reduce the cost of finance.",Seed,5000000,USD,5000000
Amulet Protocol,https://www.crunchbase.com/organization/amulet-3fc9,"Apps, Blockchain, Insurance, Risk Management","Singapore, Central Region, Singapore",DeFi insurance protocol,"18,945",Active,2021-01-01,year,,,,,For Profit,https://amulet.org,"Amulet Protocol offers a variety of solutions, including as smart contract vulnerability, stablecoin de-peg, and NFT cover choices, to provide further safety for your digital assets. Three layers of security separate claims from assets in the Amulet Protocol. Staking is simple to accomplish and, more importantly, it is supported by the highest level of security. Amulet was established in 2021 in Singapore.",Seed,6000000,USD,6000000
Durianpay,https://www.crunchbase.com/organization/durianpay,Software,"Singapore, Central Region, Singapore",Durianpay is building a fully integrated and comprehensive payments stack that enables online businesses to grow and scale.,"19,003",Active,2021-01-01,year,,,,,For Profit,https://durianpay.id/,"Durianpay develops a payment platform that helps businesses to manage their payment processes better and faster. Durianpay connects businesses to payment service providers and gateways. With a single low-code integration, businesses can begin accepting and processing credit cards, debit cards, online banking services, E-wallets, virtual accounts, and other payment methods. Durianpay is dedicated to modernizing and democratizing payments for businesses throughout Indonesia by making them more affordable, faster, and seamless.",Seed,2000000,USD,2000000
Motion G,https://www.crunchbase.com/organization/motion-g,"Industrial Automation, Manufacturing, Mechanical Engineering","Singapore, Central Region, Singapore",Motion G provides intelligent engineering solutions for traditional industrial motion control.,"19,588",Active,2021-01-01,year,,,,,For Profit,https://motiong.ai/,"Motion G provides intelligent engineering solutions for traditional industrial motion control. These solutions have been quickly adopted by manufacturers of flexible transportation systems, Li-ion batteries, food and beverage packaging systems, oil drilling rigs, industrial robots, semiconductors, 3C devices, automated guided vehicles, and electric tools.",Seed,31000000,USD,31000000
Iskra,https://www.crunchbase.com/organization/iskra-8e71,"Blockchain, Gaming, Software, Virtual Reality, Web3","Singapore, Central Region, Singapore",Iskra offers web3 gaming opportunities using blockchain and rewards its stakeholders based on their participation.,"20,427",Active,2021-01-01,year,,,,,For Profit,https://www.iskra.world,Iskra provides a location where users and game creators may experience the possibilities of Web3 gaming in a social setting. The company offers users and game developers the chance to pioneer web3 gaming and set the stage for a revolution in blockchain entertainment. Iskra supports players that take the community to new heights and empowers developers to use blockchain.,,74458711,USD,74458711
Sirius,https://www.crunchbase.com/organization/empowering-people-and-organizations-with-digital-technology-inclusion,"Information Technology, Software","Singapore, Central Region, Singapore",Empowering people and organizations with digital technology inclusion. Hybrid Integration Platform on Mesh Application &Service Architecture,"21,006",Active,2021-01-01,day,,,,,For Profit,https://siriustech.io,"At Sirius we feel technology should be less complex and more accessible to everyone. Therefore we have developed our own middleware platform based on Gartner's Hybrid Integration Platform capability framework and following Mesh Application and Service Architecture. This enables large or fast-growing organizations to accelerate their digital capabilities, transformations and ecosystem development by providing cost-effective integration through our run-time platform as well as composable software solutions. There is no other platform that provides similar levels of flexibility and scalability in the same cost-effective manner.",Early Stage Venture,18000000,USD,18000000
Meatiply,https://www.crunchbase.com/organization/meatiply,"Alternative Protein, Biopharma, Fast-Moving Consumer Goods, Food and Beverage","Singapore, Central Region, Singapore",Meatiply is a food research company that develops and produces meat alternatives through cell cultivation.,"21,024",Active,2021-01-01,year,,,,,For Profit,https://meatiply.com/,,Seed,4750000,USD,4750000
Kandle,https://www.crunchbase.com/organization/drisk-93f1,"Blockchain, Cryptocurrency, Financial Services, FinTech, Gaming, Online Games","Singapore, Central Region, Singapore",Kandle is a gameFi that empowers the existing and next billion crypto traders globally by introducing fantasy gaming to crypto.,"22,041",Active,2021-01-01,year,,,,,For Profit,https://kandle.xyz,"Kandle is a revolutionary gameFi platform that aims to empower the existing and next billion crypto traders globally by introducing fantasy gaming to crypto.  Designed exclusively for crypto natives and gaming enthusiasts, Kandle blends the world of crypto coins and the immersive thrill of gaming thus offering a diverse array of fantasy leagues and challenging skill-based prediction contests to fuel your competitive spirit. Embrace a new era of fun and enjoyable crypto fantasy gaming. For more info, visit kandle.xyz",Seed,1700000,USD,1700000
Nyan Heroes,https://www.crunchbase.com/organization/nyan-heroes,"Blockchain, Software","Singapore, Central Region, Singapore",Nyan Heroes is an NFT game built on the solana blockchain.,"23,307",Active,2021-01-01,year,,,,,For Profit,https://nyanheroes.com,"Nyan Heroes is an immersive NFT based shooter of futuristic revolutions, cats in robots, evil corporations.",,10000000,USD,10000000
1Bstories,https://www.crunchbase.com/organization/1bstories,"Apps, Artificial Intelligence (AI), Video","Singapore, Central Region, Singapore","1Bstories provides content creators with full ownership and control over distribution, monetization, and analytics in chat & web.","23,738",Active,2021-01-01,year,,,,,For Profit,http://1bstories.com,,Seed,5500000,USD,5500000
AAG Ventures,https://www.crunchbase.com/organization/aag-ventures,"Gaming, Online Games, Video Games","Singapore, Central Region, Singapore","AAG Ventures is the IT business behind AAG, one of the fastest-growing Play-To-Earn guilds in the industry.","24,860",Active,2021-01-01,year,,,,,For Profit,https://aag.ventures/,"AAG Ventures is the IT business behind AAG, one of the fastest-growing Play-To-Earn guilds in the industry.",Seed,12500000,USD,12500000
nami,https://www.crunchbase.com/organization/nami-c355,"Energy Efficiency, Hardware, Health Care, Information Technology, Machine Learning, Security, Software","Singapore, Central Region, Singapore","Transforming smart devices and systems into intelligent ones for security, energy saving and health care.","25,125",Active,2021-01-01,year,,,,,For Profit,https://nami.ai/,"nami's ambition is to elevate smart devices and systems to bring intelligence to homes and commercial buildings through adaptive automation linked to human presence, air sensing and machine learning. We build and run a platform that helps to monitor places and care for you, your loved ones and your colleagues. It also makes the planet greener and a better place to be. Our hardware and software world-class architecture promises high granularity for sensing with smooth onboarding and reliable calibration for scalable deployments. It’s the foundation for a growing array of subscription services to end consumers: security and safety alerts, energy optimization, better breathing, deeper sleep and emergency health notifications.",Early Stage Venture,10500000,USD,10500000
DECENTRALIZED FINANCE LABORATORIES LIMITED,https://www.crunchbase.com/organization/defilabs,"Artificial Intelligence (AI), Cryptocurrency, Decentralized Finance (DeFi), FinTech","Singapore, Central Region, Singapore",Decentralized Finance Investment Company,"25,553",Active,2021-01-01,year,,,,,For Profit,https://defilabs.farm/,,Seed,90000000,USD,90000000
Aura Network,https://www.crunchbase.com/organization/aura-network,"Blockchain, Finance, FinTech","Singapore, Central Region, Singapore",Aura Network is an NFT – centric blockchain platform that provides infrastructure assisting to bring assets to the decentralized market.,"26,869",Active,2021-01-01,year,,,,,For Profit,https://aura.network,"Aura Network is an NFT – centric blockchain platform that provides infrastructure assisting to bring assets to the decentralized market. The company aims to provide an open system, maximize interoperability, and moẻ utilities for NFTs on the Internet of blockchain. Aura Network was founded in 2021.",Seed,9000000,USD,9000000
Phasio,https://www.crunchbase.com/organization/phasio,"Enterprise Software, Industrial Manufacturing, Information Technology, SaaS, Software Engineering","Singapore, Central Region, Singapore","Phasio develops software for SME manufacturers that makes ordering parts, designing parts and communicating with customers seamless.","28,947",Active,2021-01-01,year,,,,,For Profit,https://www.phas.io,,Seed,2556000,USD,2556000
Ignite Tournaments,https://www.crunchbase.com/organization/ignite-tournaments,"Blockchain, Cryptocurrency, eSports, Mobile Apps, Online Games, Video Games","Singapore, Central Region, Singapore",Ignite Tournaments is an esports tournament mobile app that makes esports accessible to 3 billion gamers worldwide.,"28,956",Active,2021-01-01,year,,,,,For Profit,https://www.ignitetournaments.com/,Ignite Tournaments is building an esports tournament mobile app that makes esports accessible to 3 billion gamers worldwide. Payouts in 70 currencies to 175 countries.,Seed,10000000,USD,10000000
AltLayer,https://www.crunchbase.com/organization/altlayer,"Blockchain, Cryptocurrency","Singapore, Central Region, Singapore","AltLayer, is a blockchain firm.","29,249",Active,2021-01-01,year,,,,,For Profit,https://altlayer.io,AltLayer is a system of highly scalable application-dedicated execution layers that derive security from an underlying L1/L2.,,7200000,USD,7200000
NFTGo,https://www.crunchbase.com/organization/nftgo,"Blockchain, Web3","Singapore, Central Region, Singapore",NFTGo is a NFT data aggregator where users can find information about NFT.,"29,435",Active,2021-01-01,year,,,,,For Profit,https://nftgo.io/,"NFTGo is a NFT data aggregator where users can find information about NFT, including NFT Drops, ranking, whale tracking, NFT search engine, market data, transaction data, and many more.",Early Stage Venture,10850000,USD,10850000
Olam Agri,https://www.crunchbase.com/organization/olam-agri,"Agriculture, AgTech, Farming","Singapore, Central Region, Singapore","Olam Agri offers food, feed and fibre in high-growth emerging markets with proven expertise, processing capabilities.","29,442",Active,2021-01-01,year,,,,,For Profit,https://www.olamagri.com,"Olam Agri offers food, feed, and fibre in high-growth emerging markets with proven expertise, and processing capabilities.",,3985963900,USD,3985963900
Betterdata,https://www.crunchbase.com/organization/betterdata,"Analytics, Big Data, Data Integration, Product Design, Software","Singapore, Central Region, Singapore",Betterdata is a data platform that employs programmable synthetic data to safeguard actual data.,"29,763",Active,2021-01-01,year,,,,,For Profit,https://www.betterdata.ai,"Betterdata is a data platform that employs programmable synthetic data to safeguard actual data. Their technology makes data sharing instant and secure by converting limited real data into limitless synthetic data that looks, feels, and behaves just like real data. Betterdata enables teams to turn their production data into highly realistic, privacy-preserving synthetic data. Data may be safely shared, accessed, and built with across teams, enterprises, and international borders.",Seed,2420000,USD,2420000
Meson,https://www.crunchbase.com/organization/meson,"Blockchain, Cryptocurrency","Singapore, Central Region, Singapore",Meson offers minute-fast swaps across all major blockchains with virtually no fees and slippage.,"31,392",Active,2021-01-01,year,,,,,For Profit,https://meson.fi,Meson offers minute-fast swaps across all major blockchains with virtually no fees and slippage.,Seed,4000000,USD,4000000
Alex,https://www.crunchbase.com/organization/alex-51e3,"Bitcoin, Finance, Financial Services","Singapore, Central Region, Singapore",Alex is an open-source DeFi development business based on the Stacks Blockchain and inspired by financial markets throughout the world.,"31,985",Active,2021-01-01,year,,,,,For Profit,https://alexgo.io/,Alex is an open-source DeFi development business based on the Stacks Blockchain and inspired by financial markets throughout the world.,,8300000,USD,8300000
Akila,https://www.crunchbase.com/organization/akila,"Data Visualization, Property Management, Software, Sustainability","Singapore, Central Region, Singapore","Akila is a digital twin platform that provides portfolio managers with data tool for property management, optimization, and C02 reduction.","32,158",Active,2021-01-01,year,,,,,For Profit,https://akila3d.com,"Akila is a digital twin platform built to revolutionize sustainability, performance and human-centricity in the built environment, while also streamlining ESG reporting for portfolio managers and C-level leadership. Akila collects and links all data from the built environment, building users and building systems, covering the fill property lifecycle: design, construction and operation. Backed by partnerships with Dassault Systemes and Microsoft, Akila currently has a growing team of 80+ members and 1.5M square meters managed across 20 sites of deployment.",,10000000,USD,10000000
TutorEva,https://www.crunchbase.com/organization/tutoreva,"E-Learning, Education, Mobile Apps","Singapore, Central Region, Singapore","TutorEva is an online app through which users scan arithmetic problems and receive solutions in the form of text, illustrations etc.","32,926",Active,2021-01-01,year,,,,,For Profit,https://www.tutoreva.com,"TutorEva is an online app through which users scan arithmetic problems and receive solutions in the form of text, illustrations, or voice instructions.",,20000000,USD,20000000
Xion Finance,https://www.crunchbase.com/organization/xion-finance,Blockchain,"Singapore, Central Region, Singapore","DEX aggregator, staking, governance and multi-chain launchpad protocol","33,506",Active,2021-01-01,year,,,,,For Profit,https://xion.finance,"One click to DeFi application, providing a seamless and user-friendly cross-chain DEX aggregator & launchpad for everyday users. Benefiting XGT owners with low cost swaps, attractive liquidity mining, investing, lending & purchasing power.",,51200000,USD,51200000
Digift,https://www.crunchbase.com/organization/digift,"Decentralized Finance (DeFi), Finance, Financial Services","Singapore, Central Region, Singapore",DigiFT Tech intends to offer regulated decentralized finance solutions on the Ethereum public blockchain.,"33,839",Active,2021-01-01,year,,,,,For Profit,https://www.digift.sg/index,"DigiFT Tech intends to offer regulated decentralized finance solutions on the Ethereum public blockchain. operate the first regulatory-compliant digital asset exchange, where asset owners can issue blockchain-based security tokens and investors can trade with continuous liquidity through an Automatic Market Maker mechanism.",Seed,14200000,SGD,10531062
Zecrey,https://www.crunchbase.com/organization/zecrey,Financial Services,"Singapore, Central Region, Singapore","Zecrey is a digital asset privacy protocol provider, based on the application of the Sigma protocol.","34,830",Active,2021-01-01,month,,,,,For Profit,https://www.zecrey.com/,"Zecrey aims to lower the entry barriers of blockchain by making it available for business and consumer use, while increasing privacy and security. Zecrey is a layer 2 scaling protocol based on zkRollup technology to safeguard users' ownership of their assets and ensure that the security of the system is as strong as the underlying mainchain. Zecrey was established in January, 2021 in Central Region, Singapore.",Seed,4000000,USD,4000000
Hupo,https://www.crunchbase.com/organization/ami-3990,"EdTech, Human Resources, Wellness","Singapore, Central Region, Singapore",Hupo is a digital platform designed to enhance leadership development at scale for organizations.,"34,962",Active,2021-01-01,month,,,,,For Profit,http://hupo.co/,"Hupo is a digital platform designed to enhance leadership development at scale for organizations across the Asia Pacific region. We leverage powerful software and world-class coaches to amplify the impact of leadership training, all at a fraction of the traditional cost.",Seed,4000000,USD,4000000
Cross The Ages,https://www.crunchbase.com/organization/cross-the-ages,"Gaming, Information Technology, PC Games","Singapore, Central Region, Singapore",Cross The Ages is a universe in which fantasy and science fiction come together.,"35,416",Active,2021-01-01,year,,,,,For Profit,https://www.crosstheages.com/,"Cross The Ages is a universe in which fantasy and science fiction come together. The two worlds share the single continent of Artellium. To the west lies Arkhante, masters of magic and summoning. To the east, the city-continent Mantris is home to ultra-connected multicultural people whose technology has invaded everyday life. The young Malkha, surrounded by her seven Primus, reigns from the capital, Babylonia. To the west, the city-continent Mantris is home to Neurotechs, an ultra-connected multicultural people whose technology has invaded everyday life. The Amortals, humans who have transferred their minds to super-AIs, run the corporations for which the citizen-shareholders of Mantris work.",,12000000,USD,12000000
International Payments Identity(IPiD),https://www.crunchbase.com/organization/international-payments-identity-ipid,"Information Services, Information Technology, Payments","Singapore, Central Region, Singapore",International Payments Identity(iPiD) is a international payments addressing platform.,"35,791",Active,2021-01-01,year,,,,,For Profit,https://ipid.tech/,International Payments Identity(IPiD) is a international payments addressing platform that provide solutions to validate bank account of the payee and fetch his banking information by mapping proxies with bank account details.,Seed,3300000,USD,3300000
Chainbase,https://www.crunchbase.com/organization/chain-base,"Blockchain, Developer APIs, Developer Platform, Developer Tools, Information Technology, IT Infrastructure, Web3","Singapore, Central Region, Singapore","Chainbase is an all-in-one data infrastructure for Web3 that allows you to index, transform, and use on-chain data at scale.","36,434",Active,2021-01-01,year,,,,,For Profit,https://chainbase.com,"Chainbase is an all-in-one data infrastructure for Web3 that allows you to index, transform, and use on-chain data at scale. By leveraging enriched on-chain data and streaming computing technologies across one data infrastructure, Chainbase automates the indexing and querying of blockchain data, enabling developers to accomplish more with less effort.",Seed,1500000,USD,1500000
