Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Nazara,https://www.crunchbase.com/organization/nazara-games-2,,"Singapore, Central Region, Singapore","Nazara Games is a gaming media platform with segments such as telco subscription, gamified early learning, esports, and real money gaming.","174,758",Active,2000-01-01,year,,,,,For Profit,,"Nazara Games is a gaming and sports media platform with segments such as telco subscription, gamified early learning, esports, and real money gaming.",,,,
InsureMO,https://www.crunchbase.com/organization/insuremo,"Developer APIs, Insurance, InsurTech, Software","Singapore, Central Region, Singapore","InsureMO is an infrastructure platform for insurance middleware, insurance middle offices, and insurance API.","175,554",Active,2000-01-01,year,,,,,For Profit,https://insuremo.com,,,,,
Space Matrix,https://www.crunchbase.com/organization/space-matrix,"Architecture, Consulting, Interior Design","Singapore, Central Region, Singapore",Space Matrix is a design consultancy that builds and designs office workspaces for the company that reflect its brand values and culture.,"188,717",Active,2001-01-01,year,,,,,For Profit,https://www.spacematrix.com/,,,,,
ARA Asset Management,https://www.crunchbase.com/organization/ara-asset-management,"Financial Services, Property Management, Real Estate, Real Estate Investment","Singapore, Central Region, Singapore","ARA Asset Management is an integrated real estate fund manager that invests in retail, logistics, hospitality, and residential sectors.","189,302",Active,2002-01-01,year,2021-08-05,day,,,For Profit,http://www.ara-asia.com/,"ARA Asset Management is an integrated real estate fund manager in Asia, founded on its core values of Respect, Excellence, Integrity, and Teamwork. Established in 2002, ARA is driven by a vision to be a best-in-class investment manager, offering bespoke solutions and enduring value to its investors and partners. Over the years, ARA has distinguished itself with its strong track record, extensive business network, local operational expertise, and uncompromising fiduciary commitment.",M&A,,,
CKR Group,https://www.crunchbase.com/organization/ckr-group,"Architecture, Building Material, Civil Engineering, Construction, Home Renovation, Manufacturing, Project Management, Rental","Singapore, Central Region, Singapore","CKR Group specializes in construction, civil engineering, painting, fabrication, and precast manufacturing to the building industry.","191,482",Active,2001-01-01,year,,,,,For Profit,https://ckrgroup.com.sg/,"CKR Group of Companies has changed from a portrait supplier to a development main designer and it has been growing at an accelerating pace because to its creative workers and talented engineering team. The firm has evolved over the years into a number of co function object and is now able to offer consistent professional building services, even as its specific painting works has become well-known as one of the competitors that services other businesses use as a standard. The company activities have also been broadened to include contracts for routine building work they supply, manufacture, and install of steel structures as well as the renting of technology to service the building.",,,,
The Learning Lab (Singapore),https://www.crunchbase.com/organization/the-learning-lab-2,"Education, Training, Tutoring","Singapore, Central Region, Singapore",The Learning Lab is the leading national provider of academic enrichment and tutorial services for primary.,"191,946",Active,2001-01-01,year,2014-09-01,day,,,For Profit,http://www.thelearninglab.com.sg/,"The Learning Lab is the national provider of academic enrichment and tutorial services for primary, secondary and integrated program students in Singapore. They develop and run premier educational programs in English, Mathematics as well as the Biological and Physical Sciences at the pre-school, primary, secondary and pre-tertiary levels. Through the 12 years since its founding, TLL has established a reputation among parents, students and educators for consistently producing Singapore’s top students at the PSLE. Its alumni have been admitted into Stanford, Harvard, Princeton and Yale in the US, and Oxford, Cambridge and the LSE in the UK. Several have garnered prestigious private and public sector scholarships, including half a dozen being awarded the Singapore Public Service Commission’s President’s Scholarship. Their distinctive and highly regarded brand of education is designed to ensure academic excellence and world-readiness.",M&A,,USD,
Frontier pte,https://www.crunchbase.com/organization/frontier-pte,"Human Resources, Information Technology, Mobile","Singapore, Central Region, Singapore",Frontier e-HR provides standardized and scalable HR software solutions and services across multiple industries.,"192,392",Active,2000-01-01,year,,,,,For Profit,http://www.frontier-ehr.com,"Frontier e-HR was founded by a combination of people with HR Information System and IT Technology background. Our observation of the evolution in the HR and IT industries inspires us to dedicate our business as the catalyst to organizations and HR practitioners to embark on strategic HR initiatives The company is managed by people who have the core-expertise in all key departments and are the stakeholders of the business. Our effective implementation methodology incorporates our experiences with regional e-HRIS implementations resulting in faster returns on investment for our clients. We provide full spectrum of services to our clients directly: Evolution facilitation, Software License, System Implementation, Project Management, Customization, Training, On-going users support, software maintenance and upgrades.",Seed,1255000,USD,1255000
SHELL INFOTECH PTE. LTD.,https://www.crunchbase.com/organization/shell-infotech-pte-ltd,"Information Technology, Software","Singapore, Central Region, Singapore","Shell Infotech focusing on IT Managed services, Software Services, Staffing","195,788",Active,2002-01-01,year,,,,,For Profit,https://shellinfotech.com,,,,,
iFAST,https://www.crunchbase.com/organization/ifast,"Finance, Financial Services, FinTech","Singapore, Central Region, Singapore",iFAST Corporation Ltd. (“iFAST Corp”) is a wealth management Fintech platform headquartered in Singapore.,"197,469",Active,2000-01-01,year,,,,,For Profit,http://www.ifastcorp.com/ifastcorp/home/index.tpl,"iFAST Corporation Ltd. (“iFAST Corp”) is a leading wealth management Fintech platform headquartered in Singapore. Incorporated in the year 2000 in Singapore and listed on the SGX-Mainboard in December 2014 (stock code: AIY), iFAST Corp is also present in Hong Kong, Malaysia, China and India. The Group provides a comprehensive range of investment products and services, to financial advisory (FA) firms, banks, financial institutions, internet companies, multinational companies, as well as retail and high net worth investors in Asia.   The Group offers access to over 9,400 investment products including funds, bonds and Singapore Government Securities, stocks, Exchange Traded Funds (ETFs), as well as insurance products, and services including discretionary portfolios, research and investment seminars, Fintech solutions, and investment administration and transaction services.",,,USD,
D&K Engineering,https://www.crunchbase.com/organization/d-k-engineering,"Computer, Hardware, Industrial Engineering, Manufacturing, Mechanical Engineering, Product Design, Virtual Reality","Singapore, Central Region, Singapore",D&K Engineering is an international product design and contract manufacturing services.,"197,789",Active,2000-01-01,year,2022-10-14,day,,,For Profit,http://dkengineering.com,"D&K Engineering is an international product design and contract manufacturing services company with a proven track record creating breakthrough innovations, designing robust products and generating successful lines of business for its clients. D&K’s capabilities span the entire product life cycle, including requirements definition, systems architecture, concept creation, design, prototyping, manufacturing, and after-market support. D&K’s clients leverage D&K’s proprietary Total Commercialization Solutions™ infrastructure and approach to evolve hardware, systems and content-based product ideas through all phases of design and into stable manufacturing. D&K’s experience-driven engineering, manufacturing and supply chain services get products to market faster with a lower overall cost of development, providing a significant competitive advantage for its customers. D&K Engineering is headquartered in San Diego, California, and has additional sites in Singapore and Malaysia.",M&A,,,
Karooooo,https://www.crunchbase.com/organization/karooooo-ltd,"Analytics, Fleet Management, Software, Transportation","Singapore, Central Region, Singapore",Karooooo develops a vehicle fleet management software solution and provides real-time data analytics solutions for smart transportation.,"201,480",Active,2001-01-01,year,2021-04-01,day,,,For Profit,https://www.karooooo.com/,"Karooooo provides system integrations, fleet administration, field worker management, video-based safety, risk mitigation, delivery management, and ESG compliance. It develops a vehicle fleet management software solution and provides real-time data analytics solutions for smart transportation.",IPO,,,
StarHub,https://www.crunchbase.com/organization/starhub,"Mobile, Telecommunications","Singapore, Central Region, Singapore","StarHub is a fully-integrated company that offers information, communication, and entertainment services to consumers and corporates.","205,201",Active,2000-01-01,year,2007-07-06,day,,,For Profit,http://www.starhub.com/,"StarHub is a fully-integrated company that offers information, communication, and entertainment services to both consumer and corporate markets. It also manages an island-wide HFC network that delivers multi-channel pay TV services (including HDTV, internet TV and on-demand services) as well as ultra-high speed residential broadband services. Additionally, it operates an extensive fixed business network that provides a wide range of data, voice, and wholesale services. Over Singapore’s fibre-based Next Generation Nationwide Broadband Network, StarHub offers a broad range of home and business broadband plans along with a host of advanced media-rich value-added services such as IPTV for commercial entities. StarHub was launched in 2000 and is headquartered in Singapore.",IPO,,,
i-Sprint,https://www.crunchbase.com/organization/i-sprint,"Computer, Content, Enterprise Software","Singapore, Central Region, Singapore","i-Sprint is a technological security firm that provides solutions to secure access and protect data, transactions, and assets","219,890",Active,2000-01-01,year,,,,,For Profit,http://www.i-sprint.com/,"i-Sprint Innovations (i-Sprint) is a premier Identity, Credential and Access Management Solutions provider for global financial institutions and high security sensitive environments. i-Sprint maintains the highest value and reliability rankings among its clients, and is one of the most recognized names in the financial world. i-Sprint was incorporated in Year 2000, when the company first established an office in Singapore. Singapore, being one of Asia’s Top Tech cities with stable, clean and efficient government that supports a strong infocomm infrastructure and security policies, presents boundless opportunities and growth for i-Sprint.",,,,
Mapletree Investments,https://www.crunchbase.com/organization/mapletree-investments,Real Estate,"Singapore, Central Region, Singapore","Mapletree is a leading real estate development, investment and capital management company headquartered in Singapore.","224,516",Active,2000-01-01,year,,,,,For Profit,http://www.mapletree.com.sg,"Mapletree is a leading real estate development, investment and capital management company headquartered in Singapore. Mapletree Investments Pte Ltd (Mapletree) is focused on delivering value to its stakeholders through its asset-light business model that maximises capital efficiency. In executing a business strategy that combines the roles of real estate development, investment and capital management, Mapletree has generated consistently high returns to its stakeholders, and established a track record for building award-winning development projects across various real estate classes.",,,USD,
AEM Holdings,https://www.crunchbase.com/organization/aem-holdings-ltd,"Electronics, Test and Measurement","Singapore, Central Region, Singapore",AEM Holdings provides handling and test solutions to the most advanced manufacturers.,"224,730",Active,2000-01-01,year,2012-06-28,day,,,For Profit,https://www.aem.com.sg,"AEM Holdings Ltd. provides handling and test solutions to the most advanced manufacturers. We help our customers deliver many of the most successful products in the 5G economy including microprocessors, high speed communications, IOT devices, and solar cells.",M&A,,,
BreadTalk Group,https://www.crunchbase.com/organization/breadtalk-group,"Bakery, Food and Beverage, Franchise, Hospitality","Singapore, Central Region, Singapore","BreadTalk Group is a food and beverage corporation that owns and operates bakeries, restaurants and food atrium divisions.","225,794",Active,2000-01-01,year,,,,,For Profit,https://www.breadtalk.com/,,,,,
Contemi Solutions,https://www.crunchbase.com/organization/contemi,"Banking, Financial Exchanges, Financial Services, FinTech, Information Technology, Insurance, InsurTech, Software, Wealth Management","Singapore, Central Region, Singapore","Contemi Solutions is a technology company providing digital solutions for insurance, wealth management, banking, and capital markets.","225,942",Active,2001-10-06,day,2018-12-21,day,,,For Profit,https://contemi.com,"Contemi Solutions, a leading provider of digital software solutions to insurance, wealth management and capital markets, is dedicated to delivering business solutions that create value for the wider financial services sector. For Wealth Management, Contemi creates value through its cloud-based, front-to-back wealth management platform, Wealth Intelligence (WIN). A highly modular, yet fully integrated WIN solutions address the challenges experienced by the industry in Prospecting, Client Onboarding, Communication and Engagement, Portfolio Management, Management Information and Reporting, Trading, Order and Fee Management, Custody and Corporate Actions Processing.  With the foundations originating in the UK and Norway, Contemi have a truly global reach, with a truly local approach to service. Our expansion from a product and client focus perspective has seen our presence grow into regions such as Singapore, Hong Kong, Australia, Vietnam, Malaysia, Indonesia, and India, alongside the UK and Norway. With over 20 years of experience of providing financial technology solutions, Contemi now supports over 50 clients globally with a team of 200 employees spread across 11 offices in the UK, Scandinavia, Australia and Asia, strategically positioned to ensure local support across global time zones.",M&A,,,
Paradise Group,https://www.crunchbase.com/organization/paradise-group-holdings-pte-ltd,"Food and Beverage, Hospitality, Restaurants","Singapore, Central Region, Singapore",Paradise Group is a restaurant groups in Southeast Asia.,"227,163",Active,2002-01-01,year,,,,,For Profit,https://www.paradisegp.com,"Paradise Group operates over 60 outlets in Singapore, with a global footprint that extends to major markets like China, Japan, Indonesia and the UK, as well as markets like Malaysia, Dubai, the Philippines, Myanmar, and Taiwan. It maintains multiple dining concepts focused on Chinese cuisine, as well as a Thai dining concept.",Private Equity,,USD,
Chartered Group,https://www.crunchbase.com/organization/the-chartered-group-51d6,"Angel Investment, Banking, Financial Services, Impact Investing, Venture Capital","Singapore, Central Region, Singapore",Chartered Group is a private equity firm providing global investment funds,"227,280",Active,2000-01-01,year,,,,,For Profit,http://charteredgroup.com/,The Chartered Group is an investment platform. It cut through the investment noise to deliver a variety of savvy financial products and services.,,,,
"Refined Technologies, Inc.",https://www.crunchbase.com/organization/refined-technologies-inc,"Information Technology, Manufacturing","Woodlands, North Region, Singapore","Refined Technologies, Inc. is a chemical company dealing in refinery engineering and process supervision.","227,282",Active,2001-01-01,year,,,,,For Profit,http://r-t-i.com,,,,,
EZLink,https://www.crunchbase.com/organization/ezlink,Information Technology,"Singapore, Central Region, Singapore",EZ-Link is a smartcard issuer in Singapore with the ez-link card.,"229,168",Active,2002-01-01,year,,,,,For Profit,https://www.ezlink.com.sg/,,,,,
Plantations International,https://www.crunchbase.com/organization/plantations-international,"Agriculture, Asset Management, Farming","Singapore, Central Region, Singapore",Plantations International is an Asia based sustainable plantation asset management company.,"236,487",Active,2002-01-01,year,,,,,For Profit,https://www.plantationsinternational.com,"Plantations International is a multinational plantation and farm management company whose specialty is in providing sustainable agricultural and forestry management services for its clients. Plantations International has clients ranging from private individuals to large land holders and institutional investors, we put teamwork, innovation and our passion for creating “ethical & sustainable capital” at the heart of everything we do.",,,,
FinIQ Consulting,https://www.crunchbase.com/organization/finiq-consulting,"Consulting, Financial Services, Software","Singapore, Central Region, Singapore",Software solutions in the past have traditionally evolved as either banking systems or financial markets systems.,"242,493",Active,2001-01-01,year,,,,,For Profit,http://www.finiq.com.sg,"Software solutions in the past have traditionally evolved as either banking systems or financial markets systems. Near-zero interest rates that have lasted for over a decade have pushed retail banks to offer more and more market linked products. FinIQ was an early adopter of the philosophy that banking and markets are meant to co-exist. We believe, it is only the organisational and system constraints within banks that have kept them apart. We worked towards the confluence. We were one of the first applications at the turn of the century that linked branch bankers with financial market traders. Banks prospered from these products, but the increased volumes and complexities were not matched by the prudence in sales practices, which led to financial markets crisis. FinIQ clients were better poised to deal with increased compliance requirements due to the readiness of the FinIQ software. After branch distribution and compliance, the 3rd wave in recent years has been best-price execution. FinIQ's Market-Connect offerings link our clients to leading market makers for FX and Equity linked products. We do not just stop at dealer to dealer connectivity. We let you connect your client facing bankers to your price providers, making order management and execution even more efficient.",,,,
BioVeda Capital,https://www.crunchbase.com/organization/bioveda-capital,"Health Care, Impact Investing, Life Science, Medical","Singapore, Central Region, Singapore","BioVeda is a Singapore based firm. They invest in companies in the healthcare sector with leading market positions, proprietary","246,120",Active,2000-01-01,year,,,,,For Profit,http://www.biovedavc.com,"BioVeda is a Singapore based firm. They invest in companies in the healthcare sector with leading market positions, proprietary technologies, and outstanding scientific and management talent. They are a crucial business and scientific bridge between companies in the East and West, linking business and technology between two very diverse markets.",,,,
Procera Networks,https://www.crunchbase.com/organization/procera-networks,"Analytics, Information Technology, Mobile","Singapore, Central Region, Singapore","Procera Networks delivers internet intelligence solutions such as deep packet inspection, policy charging and data analytics.","247,976",Closed,2001-01-01,year,2011-06-09,day,2015-04-22,day,For Profit,http://www.proceranetworks.com,"Procera Networks, Inc. delivers Intelligent Policy Enforcement (IPE) solutions, leveraging advanced Deep Packet Inspection (DPI) technology, designed to enable carriers, services providers and higher education institutions to improve the quality and lifetime of their networks, better monetize their infrastructure investments, control hazards, and create attractive services for their users by making qualified business decisions based on granular user and traffic intelligence. Procera's core product suite, the PacketLogic line of platforms, is an engine that drives the PCC (Policy and Charging Control) ecosystem, by enforcing advanced network and service policies.",M&A,4195000,USD,4195000
Institute for Infocomm Research,https://www.crunchbase.com/organization/institute-for-infocomm-research,"Education, Information Services, Information Technology","Singapore, Central Region, Singapore",Institute for Infocomm Research's mission is to be the globally preferred source of innovations.,"250,610",Active,2002-01-01,year,,,,,For Profit,https://www.a-star.edu.sg/i2r,"Institute for Infocomm Research economic oriented research to advance scientific discovery and develop innovative technolog can be also available is there domain famous  through open innovation, we collaborate with our partners in both the public and private sectors to benefit society.",,,,
Netpoleon Solutions,https://www.crunchbase.com/organization/netpoleon-solutions,"Information Technology, Security","Singapore, Central Region, Singapore",Netpoleon Solutions provides IT Security solutions.,"255,437",Active,2000-07-01,day,,,,,For Profit,https://www.netpoleons.com/,,,,,
Affinnova,https://www.crunchbase.com/organization/affinnova,"Advertising, Marketing, Predictive Analytics","Singapore, Central Region, Singapore",Affinnova is a global marketing technology company that provides sales solutions for large and mid-sized enterprises.,"257,180",Closed,2000-01-01,year,2014-10-29,day,2014-10-29,day,For Profit,http://www.affinnova.com,"Affinnova is a global marketing technology company that dramatically improves innovation and marketing success rates. Powered by Affinnova’s optimization algorithms and predictive analytics and insights, marketers can explore a substantially wider creative space of product, advertising and design ideas, quickly identifying which will perform best in the market. Led by the strength of its technology platform, Affinnova has gained significant momentum across both large and mid-sized enterprises including such Global Fortune 500 companies as Procter & Gamble, Nestle, Pfizer and Bank of America.  Recently, Affinnova compared concepts and executions developed using its technology platform against those using other tools and processes. Results proved on average that 54% more consumers would buy or act on concepts or executions optimized by Affinnova versus challenger executions. In the Consumer Packaged Goods industry, Affinnova-optimized products generate double the in-market success rates and revenues.",M&A,14500000,USD,14500000
CPR Vision,https://www.crunchbase.com/organization/cpr-vision,"CRM, Hospitality","Singapore, Central Region, Singapore",CPR Vision is a provider of end-to-end CRM systems in the luxury retail and hospitality verticals.,"257,424",Active,2001-01-01,year,2021-03-08,day,,,For Profit,http://www.cprvision.com/,CPR Vision is a provider of end-to-end CRM systems in the luxury retail and hospitality verticals.,M&A,,,
M Tech,https://www.crunchbase.com/organization/m-tech,"Information Technology, Security","Singapore, Central Region, Singapore","M Tech is a regional IT security, application delivery network, and video communications solutions distributor.","257,560",Active,2002-01-01,year,,,,,For Profit,http://mtechpro.com,"M Tech is a regional IT security, application delivery network, and video communications solutions distributor. It is also an authorized training centre for Blue Coat, Check Point, Riverbed, and RSA. M Tech selectively partners with many vendors who are established in their respective domains, covering a broad spectrum of today’s security requirements: from firewalls, web security, intrusion prevention, and anti-spam to security analytics. The company’s portfolio of solutions encompasses Accellion, Allot, Appdynamics, Arbor Networks, Arista, Aruba Networks, Barracuda, Beyond Trust, Blue Coat, Brocade, CA Technologies, Celestix, Check Point, Citrix, CyberArk, Elfiq, HP Enterprise Security, Imperva, Infoblox, IXIA, LANDesk, LifeSize, MobileIron, Nutanix, Proofpoint, Riverbed, RSA, Shavlik, Skybox, SolarWinds, SSH Communications Security, TalariaX, Trend Micro, Tufin, Violin Memory, Vormetric, and Websense. The company’s mission is to be a better-preferred security solutions provider for integrated and intelligent end-to-end security management of the internet, systems, and applications infrastructure. Established in May 2002, M Tech is headquartered in Singapore and has a network of 33 offices in 17 countries, namely in Singapore, Australia, Cambodia, China (including Hong Kong), India, Indonesia, Japan, Korea, Malaysia, Myanmar, New Zealand, Philippines, Sri Lanka, Taiwan, Thailand, the United Kingdom, and Vietnam to provide on-site sales and marketing as well as technical support to their reseller partners.",,,,
