Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
CARD MRI,https://www.crunchbase.com/organization/card-mri,Agriculture,"San Pablo City, San Pablo, Philippines",CARD MRI is an agriculture firm.,"70,544",Active,1986-01-01,year,,,,,For Profit,https://www.cardmri.com/,"After the People Power Revolution in 1986, I together with 14 rural development practitioners, started to turn my vision of establishing a bank owned and managed by landless poor coconut farmers into reality. With a capital of twenty pesos, office with an old desk and three chairs, and an old and battered typewriter, the Center for Agriculture and Rural Development (CARD) was established. They started to develop a mix of training and livelihood activities for landless coconut workers in San Pablo City, Laguna under the Landless People’s Development Fund (LPDF). The training was the first of many time-bound projects back then, ranging from cow dispersal to deep-well installation. It was Professor Takayoshi Amenomori, then Secretary General of the Asia Community Trust (ACT), who gave CARD its first program support of USD20,000. Eventually, they saw that the interventions they did not have a sustainable effect on the communities they were serving. The LPDF project then allowed me and my colleagues to rethink and re-imagine their ways of addressing poverty in the country’s most economically depressed areas. They all understood that moving out from the claws of poverty takes more than just training and livelihood assistance. They realized that people need a way to build assets. With assets, people can build capital and it is only through the ownership and control of capital that a variety of forms of empowerment can emerge.",,4000000,USD,4000000
TV5,https://www.crunchbase.com/organization/tv5,"Media and Entertainment, TV Production","Makati, Manila, Philippines",TV5 is an entertainment media company.,"75,587",Active,1960-06-19,day,,,,,For Profit,https://www.tv5.com.ph,"TV5 brings different fields of sports and different biggest sporting events to your TV screens,  Various Entertainment, Sports, News, and Public services are here—and more! There are drama, comedy, fantasy, action, coming-of-age, kiddie shows, game shows, reality, and talent shows – whatever your favorite genre is, you can watch a variety of entertainment here.",,2200000000,PHP,39545583
AusCann Group Holdings,https://www.crunchbase.com/organization/auscann-group-holdings,"Alternative Medicine, Cannabis","Australia, Isabela, Philippines","With a scientific approach, AusCann is poised to assist the many Australians suffering from a range of conditions.","105,912",Active,1986-01-01,year,1989-05-03,day,,,For Profit,http://www.auscann.com.au/,"ENSURING 'GOOD MANUFACTURING PRACTICES', THEY ARE COMMITTED TO SUPPLYING THEIR CLIENTS WITH A CONSISTENT & RELIABLE SOURCE OF HIGH-QUALITY MEDICINAL CANNABIS. AUSCANN BRINGS TOGETHER A STRONG TEAM WITH RELEVANT & COMPLEMENTARY SKILL-SETS, EXPERIENCE AND NETWORKS.",IPO,33400000,AUD,24670876
Zest-O Corp,https://www.crunchbase.com/organization/zest-o-corp,"Consumer Goods, Food Processing, Manufacturing, Marketing, Sales","Manila, Manila, Philippines",Zest-O Corp is engaged in the manufacturing and sales of food products and other consumer goods.,"107,126",Active,1980-01-01,year,,,,,For Profit,http://www.zesto.com.ph/,,,,,
Mindanao Consolidated Cooperative Bank,https://www.crunchbase.com/organization/mindanao-consolidated-cooperative-bank,"Accounting, Banking, Financial Services","Cagayan De Oro City, Cagayan de Oro, Philippines","Mindanao Consolidated Cooperative Bank provides an array of loans, accounting, financial, and banking services.","134,505",Active,1979-01-01,year,,,,,For Profit,https://mccb.com.ph/,,,,,
Philippine Clearing House Corporation,https://www.crunchbase.com/organization/philippine-clearing-house-corporation,"Advice, Financial Services, Payments","Makati, Manila, Philippines",Philippine Clearing House Corporation provides check image clearing system solutions and truncation services to banks.,"144,854",Active,1977-07-29,day,,,,,For Profit,https://www.pchc.com.ph,,,,,
Leslie Corporation,https://www.crunchbase.com/organization/leslie-corporation,"Food and Beverage, Manufacturing, Snack Food","Parañaque, Rizal, Philippines",Leslie Corporation is a food manufacturing company that produces a wide range of healthy and nutritious snacks.,"148,470",Active,1972-01-01,year,,,,,For Profit,https://www.lesliesnacks.com,,,,,
Metrobank,https://www.crunchbase.com/organization/metrobank,"Banking, Finance, Financial Services, FinTech, Insurance","Makati, Manila, Philippines",Metrobank is a financial service company that offers banking services to large local and multinational corporations.,"159,661",Active,1962-09-05,day,,,,,For Profit,https://www.metrobank.com.ph,"Metrobank is a financial service company that offers banking services to large local and multinational corporations. It also provides financial and banking services and products including commercial, consumer banking, corporate, as well as remittances, investment banking, credit card, trust banking, and leasing. Metrobank became the first of the private banks to move into American territory when it opened its office in Guam. It established its own credit card company, Unibancard Corporation (now Metrobank Card Corporation) in 1986. In 1981, Metrobank was listed in the Philippine Stock Exchange and acquired its universal banking license, gaining significant equity ownership in local and international subsidiaries. Metrobank was named Best Commercial Bank in the Philippines, Global Banking & Finance Review in 2015 and received the CFO Innovation Awards for Best Cash Management Provide in 2014. Metrobank was founded on September 5, 1962, and is headquartered in Makati City, Manila, Philippines.",,,,
Jollibee Food,https://www.crunchbase.com/organization/jollibee-food-corporation,"Food and Beverage, Marketing, Retail","Pasig, Rizal, Philippines","Jollibee is the fast food chain in the Philippines, operating a nationwide network of over 750 stores.","162,728",Active,1978-01-01,year,,,,,For Profit,http://www.jollibee.com.ph,"Jollibee is the largest fast food chain in the Philippines, operating a nationwide network of over 750 stores. A dominant market leader in the Philippines, Jollibee enjoys the lion’s share of the local market that is more than all the other multinational brands combined. The company has also embarked on an aggressive international expansion plan in the USA, Vietnam, Hong Kong, Saudi Arabia, Qatar and Brunei, firmly establishing itself as a growing international QSR player. A company that values family Jollibee was founded by Tony Tan and his family with its humble beginnings as an Ice Cream Parlor which later grew into an emerging global brand. At the heart of its success is a family-oriented approach to personnel management, making Jollibee one of the most admired employers in the region with an Employer of the Year Award from the Personnel Management Association of the Philippines, Best Employer in the Philippines Award from Hewitt Associated and a Top 20 Employer in Asia citation from the Asian Wall Street Journal. Aside from promoting a family oriented work environment, the brand’s values also reflect on their advertising and marketing. Jollibee knows their target audience very well: the traditional family and all communication materials focus on the importance of family values, making Jollibee the number one family fast food chain in the Philippines and a growing international QSR player. A Well-Loved Brand Customer satisfaction has always been key to Jollibee’s success. Never losing sight of its goals, Jollibee has grown to be one of the most recognized and highly preferred brands in the Philippines. Now the market leader among fast food chains in the Philippines, claiming a market share that totals to more than half of the entire industry. Great tasting products and quality systems Jollibee’s growth is due to its delicious menu line-up – like its superior-tasting Chickenjoy, mouth-watering Yumburger and Champ hamburger, and deliciously satisfying Jollibee Spaghetti -ably complemented with creative marketing programs, and efficient manufacturing and logistics facilities. It is made possible by well-trained teams that work in a culture of integrity and humility, fun and family-like. Every Jollibee outlet welcomes customers with a clean and warm in-store environment and friendly and efficient service. And it is this tried and tested formula of delivering great-tasting food, adherence to world class operating standards and the universal appeal of the family values the brand represents that are driving the expansion of Jollibee both locally and in the overseas market. Widest store network in the Philippines and an emerging global player Jollibee is the largest fast food chain in the Philippines, operating a nationwide network of more than 750 stores. A dominant market leader in the Philippines, Jollibee enjoys the lion’s share of the local market that is more than all the other multinational brands combined. The company has also embarked on an aggressive international expansion plan, and currently has 80 stores outside the Philippines-USA (26), Vietnam (32), Brunei (11), Jeddah (7), Qatar, Hong Kong, and Kuwait (1 each), firmly establishing itself as a growing international QSR player.",,,,
Makati Development Corporation,https://www.crunchbase.com/organization/makati-development-corporation,"Construction, Local Business, Property Development, Property Management, Real Estate","Taguig, Rizal, Philippines","MDC is the leading engineering, procurement, construction & construction management company in the Philippines.","167,662",Active,1974-01-01,year,,,,,For Profit,https://www.mdc.com.ph/,"MDC is an ISO-certified company and a Quadruple A Platinum contractor. It is a wholly-owned subsidiary of Ayala Land, Inc. The core principles of the company: safety, quality, timely delivery, cost efficiency, and sustainability. MDC provides quality products and services for the customers, building landmarks, infrastructure, and communities for generations to come.",,,,
MUSIC Tribe,https://www.crunchbase.com/organization/music-group,Music,"Makati, Manila, Philippines",MUSIC Group is one of the world’s largest holding companies for pro audio and music products.,"175,006",Active,1989-01-01,year,,,,,For Profit,https://community.musictribe.com/,MUSIC Group is one of the world’s largest holding companies for pro audio and music products.,,,,
Chowking,https://www.crunchbase.com/organization/chowking,"Food and Beverage, Restaurants","Manila, Manila, Philippines",Chowking (Chinese: 超群) is a Philippine-based restaurant chain. The concept combines a Western fast food service style with Chinese food.,"187,120",Active,1985-01-01,year,2000-01-01,day,,,For Profit,http://chowkingdelivery.com/,"Chowking (Chinese: 超群) is a Philippine-based restaurant chain. The concept combines a Western fast food service style with Chinese food. Committed to bringing the best Chinese food to our customers, we go the extra mile to ensure excellence in all that we do.",M&A,,,
Greenwich Pizza,https://www.crunchbase.com/organization/greenwich-pizza,Restaurants,"Caloocan, Nueva Ecija, Philippines","Greenwich Pizza, founded in 1971, is a pizza and pasta chain in the Philippines.","192,234",Active,1971-01-01,year,2006-11-11,day,,,For Profit,http://www.greenwich.com.ph,"Greenwich Pizza is one true Filipino pizza chain – a small entrepreneurship that made an extraordinary leap to the big league. What started out as a small over-the-counter pizza store in the Greenhills Commercial Center in 1971, is now the Philippines biggest pizza chain. We are not just the biggest. We are the Philippines favorite pizza chain. We give you a scrumptious blend of exciting pizza and pasta innovations, all prepared for the comfort of the Filipino taste. More than just delicious food choices, we offer to transform your everyday dining into shared delightful moments with friends. We invite you to experience the reasons why Greenwich is the Favorite ng Barkada.",M&A,,,
CDO Foodsphere,https://www.crunchbase.com/organization/cdo-foodsphere,"Consumer, Food and Beverage, Food Processing, Manufacturing","Valenzuela, Rizal, Philippines","CDO Foodsphere is a food processing company that offers food stores, development, manufacturing, supply, as well as food delivery services.","192,744",Active,1975-06-25,day,,,,,For Profit,https://cdo.com.ph/,,,,,
Technolux,https://www.crunchbase.com/organization/technolux,"Food Delivery, Hospitality, Service Industry","Makati, Manila, Philippines","Technolux is a importer and supplier of a complete line off foodservice, small wares and laundry equipment.","194,191",Active,1975-01-01,year,,,,,For Profit,https://technolux.net/,"Technolux Equipment and Supply are an importer and supplier of a complete line of Foodservice, small wares and laundry equipment. Its commitment to product and service excellence and genuine client relations has found itself in the company of some of the most impressive clients across the hospitality industries.",,,,
Golden Rim Resources,https://www.crunchbase.com/organization/golden-rim-resources,"Financial Exchanges, Mining","Australia, Isabela, Philippines",Golden Rim Resources focuses on developing its project portfolio through exploration and strategic acquisition.,"195,288",Active,1987-01-01,year,,,,,For Profit,http://goldenrim.com.au,Golden Rim Resources focuses on developing its project portfolio through exploration and strategic acquisition. The Company has experienced management and experienced local teams with appropriate expertise.,Seed,630000,USD,630000
EO - Executive Optical,https://www.crunchbase.com/organization/executive-optical,"E-Commerce, Optical Communication, Retail","Quezon, Quezon City, Philippines",EO-Executive Optical is a leading eyewear and eye care provider in the Philippines.,"197,787",Active,1968-01-01,year,,,,,For Profit,https://www.eo-executiveoptical.com/,,,,,
Phil-Data Business Systems,https://www.crunchbase.com/organization/phil-data-business-systems,"Cloud Management, Information Technology, IT Infrastructure","Makati, Manila, Philippines",Phil-Data Business Systems offers integrated and efficient IT infrastructure solutions.,"201,796",Active,1982-01-01,year,,,,,For Profit,https://www.phildata.com,,,,,
PrimeWater,https://www.crunchbase.com/organization/primewater,"Construction, Infrastructure, Water","Taguig, Rizal, Philippines",PrimeWater provides water and sewage management solutions.,"203,753",Active,1987-01-01,year,,,,,For Profit,https://primewatercorp.com,,,,,
Universal Robina Corporation,https://www.crunchbase.com/organization/universal-robina-corporation,"Food and Beverage, Manufacturing","Quezon, Quezon City, Philippines",Universal Robina Corporation is a snacks and beverage manufacturer.,"206,698",Active,1954-01-01,year,2013-05-31,day,,,For Profit,https://www.urc.com.ph/,"Universal Robina Corporationis committed to bringing Filipino taste and culture worldwide, in line with JG Summit's vision to make life.",IPO,,,
JG Summit Holdings,https://www.crunchbase.com/organization/jg-summit-holdings,Real Estate,"Manila, Manila, Philippines","JG Summit Holdings, Inc. is one of the leading conglomerates in the Philippines, with business interests in. Food & Beverage Real Estate","208,338",Active,1957-01-01,year,,,,,For Profit,http://www.jgsummit.com.ph,"JG Summit Holdings, Inc. will be the leading conglomerate in the Philippines, with an established and viable global presence. We make life better.",,,,
Fast Logistics Group,https://www.crunchbase.com/organization/fast-logistics-group,"Freight Service, Logistics, Supply Chain Management, Transportation, Warehousing","Cebu, Cebu City, Philippines","Fast Logistics Group is a transport company that offers distribution, warehousing, fleet management, and supply chain consultation services.","211,299",Active,1976-01-01,year,,,,,For Profit,https://www.fastgroup.biz,,,,,
Ayala Land,https://www.crunchbase.com/organization/ayala-land-real-estate-investments-philippines-real-estate-developer,Real Estate,"Manila, Manila, Philippines",Ayala Land is a real estate developer in the Philippines.,"216,715",Active,1988-01-01,year,1991-01-01,day,,,For Profit,http://www.ayalaland.com.ph/,"Ayala Land, Inc. is the real estate arm of the Ayala Corporation, one of the Philippines' biggest and well-established business conglomerates.  Through its over eight decades of experience in real estate, Ayala Land, Inc. has earned a reputation as the country's leading real estate developer. Behind Ayala Land's success is a continuing commitment to a time tested approach to real estate development that has resulted in the most trusted brand in Philippine property development. We aspire to build best-in-class products and services, we move with scale, and maintain a strict financial discipline throughout the company.  However, Ayala Land, Inc. believes that ultimately, it is the satisfaction of the customers, patrons, shareholders and other stakeholders it serves that is the true measure of success.  Innovation, integrity, imagination and impassioned service define Ayala Land Inc.",IPO,,,
Alturas,https://www.crunchbase.com/organization/alturas,"Association, Information Technology, Non Profit, Retail","Tagbilaran City, Tagbilaran, Philippines",Alturas Group of Companies (AGC) is a forerunner in the development of Bohol’s vibrant economy.,"218,704",Active,1982-01-01,year,,,,,For Profit,http://www.alturasbohol.com/,"Alturas Supermarket Corporation is a forerunner in the development of Bohol’s vibrant economy, now on it’s 30th year of dedicated service to the Boholanos and the Visayan region, from retail to agri business.",,,,
ABS-CBN GLOBAL LTD.,https://www.crunchbase.com/organization/abs-cbn,Public Relations,"Quezon City, Quezon City, Philippines",ABS-CBN Global is a major commercial television network in the Philippines.,"220,318",Active,1953-10-23,day,,,,,For Profit,http://abs-cbn.com,"ABS-CBN is a major commercial television network in the Philippines. It is the oldest and the leading television network in the country. It is a unit of the media conglomerate ABS-CBN Corporation. It was launched on October 23, 1953 as Alto Broadcasting System and is among the first commercial television networks in Asia. Its headquarters is in Quezon City with regional offices and news bureaus in over 25 provincial areas throughout the country. The flagship television station of ABS-CBN in Metro Manila is DWWX-TV (VHF channel 2) while provincially, the network operates through its Regional Network Group of 25 originating stations, 38 relay stations and 8 affiliate television stations. Its programming is also available outside the Philippines as The Filipino Channel.",,,,
Integrated Micro-Electronics,https://www.crunchbase.com/organization/integrated-micro-electronics,"Electronics, Industrial, Manufacturing, Solar","Laguna, Masbate, Philippines",IMI is a leading provider of electronics manufacturing services and power semiconductor assembly and test service,"227,358",Active,1980-01-01,year,,,,,For Profit,http://www.global-imi.com,"Integrated Micro-Electronics Inc. (IMI) are deeply committed to delivering innovative electronics manufacturing services (EMS) and power semiconductor assembly and test services (SATS) for diversified markets that include those in the automotive, industrial, medical, solar energy, telecommunications infrastructure, storage device, and consumer electronics industries.",,,,
Wilcon Depot,https://www.crunchbase.com/organization/wilcon-depot,"Construction, Home Improvement, Supply Chain Management","Quezon City, Quezon City, Philippines",Wilcon Depot is a home improvement and construction supplies retailer.,"228,100",Active,1977-01-01,day,2017-03-31,day,,,For Profit,https://www.wilcon.com.ph/,"Wilcon Depot provides products including tiles, sanitaryware, plumbing, furniture, home interior, building materials, hardware, electrical, appliances, and DIY items. It is a home improvement and construction supply retailer. It helps people build, improve, and refine their homes for a sustainable and comfortable life.",IPO,,,
Benby Enterprises,https://www.crunchbase.com/organization/benby-enterprises,"Consumer Goods, Logistics, Supply Chain Management, Transportation","Quezon, Quezon City, Philippines",Benby Enterprises provides consumer goods product distribution.,"229,144",Active,1988-01-01,year,,,,,For Profit,https://benby.com,"The Benby Company is a full-service national distribution company with more than 30 years of reliable experience in developing and transforming fast-moving consumer goods brands in the Philippines. Their supply chain fosters global standards, utilizes Business Analytics & SAP as well as Warehouse Management System (WMS) with barcode scanning and provides 3P Logistics services and value-added services.",,,,
Social Security System,https://www.crunchbase.com/organization/social-security-system,"CivicTech, Government, GovTech, Law Enforcement, Public Relations","Quezon, Quezon City, Philippines",SSS is to manage a financially stable social security system.,"229,759",Active,1957-09-01,day,,,,,For Profit,https://www.sss.gov.ph/,"The SSS aims to institutionalize a corporate culture that instills the core values of trust, empowerment, and teamwork. Its vision is a viable social security institution providing universal and equitable social protection through world-class service. It promotes social justice through savings and ensures meaningful social security protection to members and their beneficiaries against the hazards of disability, sickness, maternity, old age, death, and other contingencies resulting in loss of income or financial burden.",,,,
Uratex Philippines,https://www.crunchbase.com/organization/uratex,"Industrial, Manufacturing, Retail, Transportation","Muntinlupa City, Rizal, Philippines",Uratex is a manufacturer of mattresses and cushioned items for other furniture.,"232,183",Active,1968-08-18,day,,,,,For Profit,https://uratex.com.ph,"RGC Foam Group is today’s largest manufacturer of commercial and automotive polyurethane foam products in the country. Through world-class manufacturing practices and a strong culture of excellence, RGC Foam Group has become the most dominant player in the local foam industry and one of the leading foam-makers in Southeast Asia.",,,,
Century Pacific Food,https://www.crunchbase.com/organization/century-pacific-food,"Food and Beverage, Food Processing, Marketing, Seafood, Supply Chain Management","Manila, Manila, Philippines","Century Pacific Food is a canned food company that provides marketing, distribution of processed fish, and dairy products.","234,581",Active,1978-01-01,year,2014-05-06,day,,,For Profit,https://centurypacific.com.ph/,"Century Pacific Food's mission still guides us in providing delicious, nutritious, affordable, and sustainable food products. Every individual is encouraged to have a sense of integrity and entrepreneurship. Their hands-on approach to career development will teach them to overcome obstacles and cultivate a passion for excellence that only their peers can match.",IPO,,,
Metro Pacific Investments,https://www.crunchbase.com/organization/metro-pacific-investments-corp,Financial Services,"Makati, Manila, Philippines",Metro Pacific Investments Corp. develops infrastructure assets through its investments,"237,714",Active,1986-01-01,year,2013-01-16,day,,,For Profit,http://www.mpic.com.ph/,"Metro Pacific Investments Corporation is a Philippine based, publicly listed investment and management company, with holdings in Manila Electric Company, Maynilad Water Services, Inc., MetroPac Water Investments Corporation, Metro Pacific Tollways Corporation, Metro Pacific Hospital Holdings, Inc., Light Rail Manila Corporation and MetroPac Movers, Inc. ",IPO,,USD,
Software Ventures International,https://www.crunchbase.com/organization/software-ventures-international,"Information Technology, Outsourcing, Software","Pasig, Rizal, Philippines",Software Ventures International is a pioneer in the Philippine IT offshore outsourcing industry.,"238,050",Active,1986-01-01,day,,,,,For Profit,https://www.svi.com.ph/,,,,,
GMA Network,https://www.crunchbase.com/organization/gma-network-cefc,"Broadcasting, Digital Media, Media and Entertainment, Music, TV Production","Quezon, Quezon City, Philippines","GMA Network is a broadcasting company that produces various TV entertainment shows, news, radio programs, music, and films.","238,967",Active,1950-01-01,year,,,,,For Profit,https://www.gmanetwork.com/,,,,,
DCCCO Multipurpose Cooperative,https://www.crunchbase.com/organization/dccco-multipurpose-cooperative,"Education, Financial Services, Lending, Personal Finance","Dumaguete City, Dumaguete, Philippines","DCCCO Multipurpose Cooperative is a financial institution that offers personal lending, consulting, education, and advice.","241,392",Active,1963-01-01,year,,,,,For Profit,https://dccco.coop/,,,,,
Lica Group,https://www.crunchbase.com/organization/lica-group,"Financial Services, Information Technology, Insurance, Outsourcing","Manila, Manila, Philippines","Lica Group focuses on IT outsourcing, car insurance, and bank financing services for the real estate, hospitality, and automotive sectors.","243,964",Active,1961-01-01,year,,,,,For Profit,https://www.licagroup.com/,,,,,
Philippine British Assurance Company,https://www.crunchbase.com/organization/philippine-british-assurance-company,"Auto Insurance, Commercial Insurance, Health Insurance, Insurance","Makati, Manila, Philippines","Philippine British Assurance Company provides property, marine, auto, and health insurance services.","245,511",Active,1960-01-01,year,,,,,For Profit,https://www.philbritish.com,"Philippine British Assurance Company provides non-life insurance services. Their insurance services include property, miscellaneous casualty, motor, engineering, personal accident, marine, bonds, accident, and health services. They provide customized insurance solutions to the customer and company needs. The customer contact through phone number, email, and application form.",,,,
Viva Communications,https://www.crunchbase.com/organization/viva-communications,"Media and Entertainment, Music, Video","Makati, Manila, Philippines",Viva Communications is an entertainment company.,"251,747",Active,1981-01-01,year,,,,,For Profit,https://viva.com.ph,"Viva Communications has a library of films, music, original tv shows, videos, concerts, books, and artists. Viva operates Pinoy box office, the tagalized movie channel, celestial movies pinoy, sari-sari, and viva tv. Additionally, the company distributes pay-TV channels like History, Lifetime, FYI, CI, H2, Blue Ant Entertainment, Blue Ant Extreme, and Comedy Central.",,,,
Leisure & resorts world corporation,https://www.crunchbase.com/organization/leisure-resorts-world-corp,"Gaming, Resorts","Pasig, Rizal, Philippines","Leisure & Resorts World Corporation is a gaming market that operates hotels, resorts, and real estate providers.","254,161",Active,1957-10-10,day,1958-04-17,day,,,For Profit,https://lrwc.com.ph/,"Leisure & Resorts World Corporation provides multi-gaming platforms, numerous products, and games with a distribution network of entertainment facilities in neighborhood sites. It is a gaming market that operates hotels, resorts, and real estate providers.",IPO,,,
Ever Bilena Cosmetics,https://www.crunchbase.com/organization/ever-bilena-cosmetics,"Beauty, Cosmetics, Manufacturing","Caloocan, Caloocan, Philippines","Ever Bilena Cosmetics is a cosmetics company that offers cosmetics items, skincare products, blackwater, and body care products.","254,812",Active,1983-01-01,year,,,,,For Profit,https://www.everbilena.com.ph,,,,,
